gene_name	regulator	sign
ycbP	sigB	1
rpsO	stringent response	-1
yclO	fur	-1
glnK	sigA	1
glnK	tnrA	1
nasC	sigA	1
nasC	tnrA	1
nasC	glnR	-1
nasC	T-O2	1
fhuG	fur	-1
murF	sigM	1
padC	padR	-1
glpK	sigE	1
glpK	sigA	1
glpK	glpP	1
glpK	ccpA	-1
glpK	abrB	1
grpE	sigA	1
grpE	hrcA	-1
grpE	arfM	0
ykuP	sigA	1
ykuP	fur	-1
ywoC	sigG	1
ywoC	ytrA	-1
glpT	sigA	1
glpT	glpP	1
glpT	ccpA	-1
ylmD	spo0A	-1
ylbD	sigK	1
pgk	sigA	1
pgk	cggR	-1
rsiV	sigV	1
recU	sigM	1
uxaA	sigE	1
uxaA	sigA	1
uxaA	exuR	-1
uxaA	ccpA	-1
uxaA	spoIIID	-1
yfhM	sigW	1
yfhM	sigB	1
yfhM	spoVT	1
ytlR	sigK	1
hutU	sigA	1
hutU	hutP	1
hutU	codY	-1
hutU	ccpA	-1
sbcC	comK	1
gerKA	sigG	1
gerKA	spoVT	-1
ytmO	sigA	1
ytmO	ytlI	1
ytmO	cymR	-1
ytmO	spx	-1
yhbI	comK	1
csn	abrB	-1
dppC	sigA	1
dppC	codY	-1
dppC	abrB	-1
cueR	codY	0
adcB	sigA	1
adcB	zur	-1
sacV	immR	-1
mtlF	mtlR	1
mtlF	ccpA	0
ymcA	fur	0
ytpR	spx	1
yfhE	sigB	1
yfhE	sigG	1
yfhE	sigF	1
tyrS	sigA	1
tyrS	T-box-TYR	1
gerAA	sigG	1
gerAA	sigF	1
gerAA	spoVT	-1
yngG	sigE	1
yngG	spoIIID	-1
yngG	ccpA	0
yfmT	sigD	1
ykoT	sigG	1
yrzI	abrB	-1
parB	spo0A	-1
thiW	sigK	1
thiW	Thi-box	-1
yhjB	comK	1
yhjB	codY	-1
hbs	sigH	1
hbs	sigA	1
hbs	lexA	-1
hbs	hbs	-1
spmA	sigE	1
spmA	spoIIID	-1
mcpA	sigD	1
mcpA	abrB	-1
flgM	sigD	1
flgM	sigA	1
flgM	scoC	-1
flgM	degU	1
flgM	comK	1
ribAB	sigA	1
ribAB	FMN-box	-1
desR	desR	0
yhjC	comK	1
yhjC	codY	-1
polYB	lexA	-1
yqxL	sigB	1
yqxL	lexA	-1
rbsD	sigA	1
rbsD	ccpA	-1
rbsD	abrB	1
rbsD	rbsR	0
secDF	sigM	1
yoaG	sigW	1
rbsC	sigA	1
rbsC	ccpA	-1
rbsC	abrB	1
rbsC	rbsR	0
ycgI	sigG	1
narK	sigA	1
narK	nsrR	-1
narK	fnr	1
yceF	sigX	1
yceF	sigW	1
yceF	sigM	1
yceF	sigB	1
yceF	sigA	1
ypeB	sigG	1
ypeB	spoVT	-1
yhdC	sigG	1
mccA	sigK	1
mccA	sigA	1
mccA	spx	1
mccA	cymR	-1
rpsB	stringent response	-1
yitF	sigG	1
iolS	sigA	1
iolS	iolR	-1
ywrD	tnrA	1
yozO	sigW	1
levG	sigL	1
levG	levR	1
levG	ccpA	-1
mmgC	sigE	1
mmgC	ccpA	-1
mmgC	spoIIID	-1
ywdI	tnrA	-1
manR	manR	1
manR	ccpA	-1
spsE	sigK	1
qcrC	resD	1
qcrC	abrB	-1
qcrC	ccpA	-1
yqfU	sigG	1
mapB	sigA	1
epr	sigD	1
epr	sinR	-1
epr	scoC	-1
epr	degU	1
ywbD	sinR	-1
yqaM	sknR	-1
skfH	spo0A	1
skfH	phoP	1
skfH	abrB	-1
glsB	sigE	1
glsB	spoIIID	-1
psd	sigX	1
psd	sigA	1
rplE	stringent response	-1
yazB	sigA	1
yazB	TRAP	-1
feuC	sigA	1
feuC	fur	-1
feuC	citB	1
feuC	btr	1
feuC	glcR	0
ykoY	sigK	1
ykoY	RNA - yybP-ykoY	0
rplV	stringent response	-1
phrI	sigH	1
phrI	sigA	1
yrkJ	yrkD	0
ylxR	sigA	1
ylxR	stringent response	-1
xylB	sigA	1
xylB	xylR	-1
xylB	ccpA	-1
xylB	ccpB	-1
ypqP	sigK	1
yxjJ	sigW	1
yxjJ	sigB	1
yxjJ	degU	-1
yflT	sigB	1
yebC	sigM	1
yocS	codY	0
queE	preQ1 riboswitch	-1
yulB	rhaR	0
yceG	sigX	1
yceG	sigW	1
yceG	sigM	1
yceG	sigB	1
yceG	sigA	1
yunC	sigK	1
ytvB	sigK	1
ytvB	sigE	1
rpmJ	stringent response	-1
yqaH	sknR	-1
yqeZ	sigW	1
clpQ	sigA	1
clpQ	codY	-1
lrgB	ccpA	0
lrgB	lytT	0
epsA	sigA	1
epsA	sigH	1
epsA	sinR	-1
epsA	abrB	-1
gcvT	Gly-box	-1
gcvT	spoVT	1
gcvT	T-box-GLY	-1
ycgA	codY	-1
yczL	sigA	1
yczL	zur	-1
ywmF	sigB	1
dacF	sigH	1
dacF	sigG	1
dacF	sigF	1
dacF	abrB	-1
dacF	spoVT	-1
dacF	spo0A	1
dnaG	sigH	1
dnaG	sigD	1
dnaG	sigB	1
dnaG	sigA	1
dnaG	spo0A	-1
lysC	sigA	1
lysC	L-box-LYS	-1
ydhU	fur	-1
resA	sigA	1
resA	resD	1
resA	phoP	1
resA	ccpA	-1
mntD	mntR	-1
scoC	senS	1
scoC	salA	-1
scoC	abrB	1
scoC	codY	0
yvzA	degU	1
yvzA	abrB	-1
gerPD	sigK	1
gerPD	gerE	-1
ylbP	ccpA	-1
spsL	sigK	1
yfkM	sigB	1
yfkM	fur	-1
fur	sigA	1
fur	perR	-1
fadM	sigK	1
fadM	sigA	1
fadM	sdpR	1
fadM	fadR	-1
yxeO	sigA	1
yxeO	cymR	-1
yxeO	spx	-1
rsmE	sigA	1
rsmE	hrcA	-1
rsmE	arfM	0
maeN	sigA	1
maeN	malR	1
csbA	sigB	1
csbA	sigA	1
ywfH	codY	-1
xynP	sigA	1
xynP	xylR	-1
xynP	ccpA	-1
nadA	sigA	1
nadA	nadR	-1
ydjG	sigW	1
ydjG	abrB	-1
cstA	ccpA	-1
metP	sigA	1
metP	S-box-SAM	-1
metP	codY	1
ytiB	zur	0
rplK	stringent response	-1
xynA	sigA	1
skfB	spo0A	1
skfB	phoP	1
skfB	abrB	-1
gatB	sigA	1
gatB	T-box-GLN	1
gatB	codY	0
gatB	ccpA	0
aldY	sigB	1
yitC	sigK	1
yitC	sigE	1
yitC	spoIIID	-1
gatA	sigA	1
gatA	T-box-GLN	1
gatA	codY	0
gatA	ccpA	0
cotD	sigK	1
cotD	spoIIID	-1
cotD	gerE	1
sul	sigA	1
sul	TRAP	-1
nasD	sigA	1
nasD	tnrA	1
nasD	resD	1
nasD	nsrR	-1
nasD	arfM	1
nasD	fur	-1
nasD	codY	0
licT	sigA	1
ybgA	ybgA	0
ybgA	codY	0
hxlB	hxlR	1
yaaA	sigA	1
opuAA	sigA	1
cysL	sigA	1
cysL	cysL	-1
cysL	yetL	0
yflH	sigB	1
yflH	sigA	1
mmgB	sigE	1
mmgB	ccpA	-1
mmgB	spoIIID	-1
asnS	sigA	1
hutG	sigA	1
hutG	hutP	1
hutG	codY	-1
hutG	ccpA	-1
kduD	sigA	1
kduD	kdgR	-1
kduD	ccpA	-1
ysmB	sigK	1
yesK	sigE	1
yesK	spoIIID	1
plsC	sigB	1
plsC	fapR	-1
yrhK	sigV	1
ytdA	sigK	1
ykvP	sigK	1
dprA	comK	1
fabHB	sigA	1
fabHB	fapR	-1
ykzW	ccpN	-1
acuB	sigA	1
acuB	ccpA	-1
acuB	codY	0
yusU	fur	0
xkdD	xre	-1
yteV	sigE	1
ytnI	sigA	1
ytnI	ytlI	1
ytnI	cymR	-1
ytnI	spx	-1
fapR	sigA	1
fapR	fapR	-1
fapR	comA	1
ubiD	bsdA	1
yknX	sigW	1
yknX	abrB	-1
iolH	sigA	1
iolH	iolR	-1
iolH	ccpA	-1
ykcC	yrkP	1
ykcC	yclJ	1
glyQ	T-box-GLY	1
yndL	sigK	1
comQ	sigA	1
yulE	rhaR	0
divIC	sigX	1
divIC	sigW	1
divIC	sigM	1
divIC	sigE	1
divIC	spoIIID	-1
xtrA	xre	-1
ccpC	sigA	1
ccpC	spo0A	1
ccpC	ccpA	-1
ccpC	ccpC	-1
yisZ	sigK	1
yknY	sigW	1
yknY	abrB	-1
gsiB	sigI	1
gsiB	sigB	1
motB	sigD	1
pbpE	sigW	1
pbpE	abrB	-1
pth	sigB	1
cimH	ccpA	-1
yvfV	sinR	-1
yvfV	lutR	-1
yvfV	fsrA	-1
leuS	T-box-LEU	1
ansA	sigA	1
ansA	ansR	-1
rplC	stringent response	-1
lonA	sigA	1
lonA	ctsR	-1
yhdH	codY	0
ksgA	sigF	1
yyzE	yydK	0
comGE	sigA	1
comGE	comK	1
comGE	comZ	-1
yoaB	S-box-SAM	-1
ylaE	abrB	-1
ylaE	abh	-1
yuaF	sigW	1
yuaF	codY	0
yclI	yclJ	1
yxeN	sigA	1
yxeN	cymR	-1
yxeN	spx	-1
ymaB	perR	-1
nrdE	perR	-1
nrdF	perR	-1
nrdI	perR	-1
ykoS	spoVT	-1
yqjB	spoVT	-1
yqjC	spoVT	-1
spoIIP	spoVT	-1
ylzJ	spoVT	-1
ykoT	spoVT	-1
clpC	sigM	1
ywtE	sigM	1
cysK	sigM	1
yabM	sigM	1
maf	sigM	1
yabN	sigM	1
sigM	sigM	1
yacD	sigM	1
efeU	sigM	1
yabQ	sigM	1
yabR	sigM	1
murG	sigM	1
comN	sigM	1
yngB	sigM	1
ywzH	sigM	1
yabO	sigM	1
yabP	sigM	1
mcsB	sigM	1
radA	sigM	1
ctsR	sigM	1
mcsA	sigM	1
yngA	sigM	1
minD	comK	1
minC	comK	1
mreC	comK	1
csrA	comK	1
fliW	comK	1
mreB	comK	1
mreD	comK	1
yviE	comK	1
ycdA	swrAA.1	1
yisI	pchR	1
yvmC	pchR	-1
yvmA	pchR	-1
cypX	pchR	-1
cotH	gerR	1
ywrJ	gerR	1
cotX	gerR	1
cotU	gerR	-1
murQ	murR	-1
ybbC	murR	-1
yfiS	yfiR	-1
yfiR	yfiR	-1
cotB	gerE	-1
ytcB	gerE	-1
ylbD	gerE	1
spsB	gerE	1
ysnD	gerE	-1
yfnH	gerE	1
ykzQ	gerE	1
cotS	gerE	1
spsK	gerE	1
yfnF	gerE	1
yfnE	gerE	1
yisY	gerE	-1
spsF	gerE	1
yeeK	gerE	1
spsA	gerE	1
lipC	gerE	1
spsL	gerE	1
spsE	gerE	1
spsG	gerE	1
yjzB	gerE	1
spsD	gerE	1
ytcC	gerE	-1
ytxO	gerE	1
yppG	gerE	1
ylbE	gerE	1
yhjQ	gerE	-1
tgl	gerE	-1
spsI	gerE	1
cotT	gerE	-1
spsJ	gerE	1
ywrJ	gerE	-1
cotSA	gerE	1
ytcA	gerE	-1
yfnG	gerE	1
gerT	gerE	-1
spsC	gerE	1
yfnD	gerE	1
ymaG	gerE	1
tyrZ	tyrZ	1
nasC	resD	1
glpK	resD	-1
ykuN	resD	1
ywcE	resD	-1
ykuP	resD	1
nasB	resD	1
glpF	resD	-1
ykuO	resD	1
ndh	resD	-1
ykoP	resD	1
S477	resD	1
ganR	ganR	-1
ganB	ganR	-1
ganA	ganR	-1
ganQ	ganR	-1
ganP	ganR	-1
thyB	ccpN	1
dfrA	ccpN	1
yotB	sigK	1
yotG	sigK	1
yotJ	sigK	1
ykzQ	sigK	1
xpaC	sigK	1
csfB	sigK	1
yrzN	sigK	1
yotC	sigK	1
yotM	sigK	1
yisY	sigK	1
cwlJ	sigK	1
yotE	sigK	1
yjzB	sigK	1
yosX	sigK	1
yaaN	sigK	1
yaaO	sigK	1
spoIISB	sigK	1
yotI	sigK	1
yotK	sigK	1
yotH	sigK	1
yotD	sigK	1
ykzK	xre	-1
yjzJ	xre	-1
yabD	spo0A	-1
yisK	spo0A	1
yisL	spo0A	1
epr	spo0A	1
sinI	spo0A	1
ykqA	spo0A	1
sinR	spo0A	1
ywzH	spo0A	-1
yodL	spo0A	1
ptkA	spo0A	1
ktrC	spo0A	1
yojF	spxA	1
ypjD	spxA	1
ytxK	spxA	1
msrA	spxA	1
tpx	spxA	1
cca	spxA	1
ytpP	spxA	1
srfAD	spxA	-1
ywcH	spxA	1
srfAB	spxA	-1
nfrA	spxA	1
yugT	spxA	1
coaX	spxA	1
cysK	spxA	1
trxA	spxA	1
yjbI	spxA	1
msrB	spxA	1
yrhC	spxA	1
yugJ	spxA	1
srfAC	spxA	-1
mtnN	spxA	1
mgsA	spxA	1
birA	spxA	1
yacD	spxA	1
ytvA	spxA	1
trxB	spxA	1
ylaB	spxA	1
ylaA	spxA	1
ylbQ	spxA	1
yrrT	spxA	1
yjbH	spxA	1
ylaD	spxA	1
ytpR	spxA	1
ylaC	spxA	1
ytpQ	spxA	1
dapB	spxA	1
yoyC	spxA	1
srfAA	spxA	-1
mccA	spxA	1
comS	spxA	-1
mccB	spxA	1
tyrZ	dtrR	-1
rpsC	sigA	1
rpsP	sigA	1
catE	sigA	1
yutE	sigA	1
ktrC	sigA	1
yloN	sigA	1
rpmC	sigA	1
rpsR	sigA	1
ypqP	sigA	1
msmE	sigA	1
yqiH	sigA	1
ybgB	sigA	1
rpsQ	sigA	1
bacC	sigA	1
mreB	sigA	1
yoyC	sigA	1
sigI	sigA	1
glpP	sigA	1
yviE	sigA	1
ycnJ	sigA	1
sufS	sigA	1
glcR	sigA	1
yvoD	sigA	1
mreD	sigA	1
ykoP	sigA	1
nagP	sigA	1
scoC	sigA	1
ydfM	sigA	1
asnH	sigA	1
ywoD	sigA	1
S477	sigA	1
proB	sigA	1
yojF	sigA	1
ypjD	sigA	1
rplE	sigA	1
yukE	sigA	1
rplO	sigA	1
bacD	sigA	1
sigA	sigA	1
tagG	sigA	1
yueD	sigA	1
radC	sigA	1
yxbB	sigA	1
manP	sigA	1
ytzK	sigA	1
yqaN	sigA	1
pycA	sigA	1
ypzF	sigA	1
yotE	sigA	1
sspH	sigA	1
msrA	sigA	1
sufC	sigA	1
cca	sigA	1
ywzB	sigA	1
yqaI	sigA	1
skfE	sigA	1
ywcE	sigA	1
ganB	sigA	1
yqaF	sigA	1
rpsK	sigA	1
yxnB	sigA	1
minD	sigA	1
ytpP	sigA	1
rpmD	sigA	1
pstA	sigA	1
ylqD	sigA	1
skfC	sigA	1
ohrR	sigA	1
trmFO	sigA	1
gbsB	sigA	1
rpmJ	sigA	1
mleA	sigA	1
yotC	sigA	1
bacF	sigA	1
catD	sigA	1
pstBB	sigA	1
dtpT	sigA	1
yqaK	sigA	1
yotM	sigA	1
yukB	sigA	1
sbcD	sigA	1
swrAA.1	sigA	1
ydcG	sigA	1
proI	sigA	1
yflI	sigA	1
comP	sigA	1
rnjA	sigA	1
cstA	sigA	1
ganA	sigA	1
ybfK	sigA	1
rimM	sigA	1
yutD	sigA	1
pstC	sigA	1
ybdZ	sigA	1
yqaG	sigA	1
rplQ	sigA	1
menD	sigA	1
minC	sigA	1
ywrA	sigA	1
copA	sigA	1
msrB	sigA	1
yvcI	sigA	1
mreC	sigA	1
yukD	sigA	1
yabE	sigA	1
yqzL	sigA	1
rplW	sigA	1
trmD	sigA	1
yueC	sigA	1
tatCD	sigA	1
ypbS	sigA	1
mhqA	sigA	1
sufD	sigA	1
tilS	sigA	1
yqiI	sigA	1
efeU	sigA	1
manR	sigA	1
yqaH	sigA	1
rpsF	sigA	1
proA	sigA	1
manA	sigA	1
skfF	sigA	1
qcrB	sigA	1
csrA	sigA	1
yqaJ	sigA	1
frlM	sigA	1
ycnK	sigA	1
ylqC	sigA	1
rpsE	sigA	1
rpsJ	sigA	1
ylbP	sigA	1
yosX	sigA	1
vmlR	sigA	1
yutF	sigA	1
ykqA	sigA	1
rplR	sigA	1
mtlD	sigA	1
fmt	sigA	1
ftsW	sigA	1
amyC	sigA	1
frlD	sigA	1
rplF	sigA	1
secY	sigA	1
yvcD	sigA	1
maf	sigA	1
mgsA	sigA	1
tatAD	sigA	1
recU	sigA	1
ycnL	sigA	1
rplP	sigA	1
bacB	sigA	1
whiA	sigA	1
skfG	sigA	1
yhxA	sigA	1
hprK	sigA	1
yqaM	sigA	1
yxaB	sigA	1
birA	sigA	1
yhdF	sigA	1
yojE	sigA	1
yvoF	sigA	1
cwlO	sigA	1
wprA	sigA	1
yotD	sigA	1
recO	sigA	1
bmrA	sigA	1
rpsS	sigA	1
melA	sigA	1
rnjB	sigA	1
glmM	sigA	1
yvcN	sigA	1
rpsH	sigA	1
proJ	sigA	1
lcfA	sigA	1
rpoC	sigA	1
yotI	sigA	1
secE	sigA	1
ywoB	sigA	1
frlB	sigA	1
rplS	sigA	1
rplV	sigA	1
murAA	sigA	1
yurJ	sigA	1
ylbQ	sigA	1
yotK	sigA	1
bacE	sigA	1
gbsA	sigA	1
ywoC	sigA	1
rplX	sigA	1
yotH	sigA	1
S56	sigA	1
adk	sigA	1
infA	sigA	1
pstBA	sigA	1
defA	sigA	1
topB	sigA	1
acoR	sigA	1
yueB	sigA	1
opuD	sigA	1
mtlR	sigA	1
mtlF	sigA	1
mtlA	sigA	1
pheA	sigA	1
fliW	sigA	1
yjdF	sigA	1
yvcJ	sigA	1
sbcC	sigA	1
frlN	sigA	1
yeaB	sigA	1
ysfE	sigA	1
ganQ	sigA	1
mleN	sigA	1
ytxM	sigA	1
proH	sigA	1
rpmGB	sigA	1
yxaM	sigA	1
ytpR	sigA	1
ybzG	sigA	1
yukC	sigA	1
cccA	sigA	1
skfH	sigA	1
amyD	sigA	1
lgt	sigA	1
braB	sigA	1
rsgI	sigA	1
skfB	sigA	1
hprT	sigA	1
ponA	sigA	1
sufB	sigA	1
rplB	sigA	1
yotB	sigA	1
msmR	sigA	1
ywrB	sigA	1
yotG	sigA	1
ycnI	sigA	1
yqaL	sigA	1
yotJ	sigA	1
yqzO	sigA	1
bacA	sigA	1
ssbA	sigA	1
minJ	sigA	1
qcrC	sigA	1
rpsM	sigA	1
rplC	sigA	1
crh	sigA	1
rpoA	sigA	1
rplD	sigA	1
ytpQ	sigA	1
dapB	sigA	1
tagH	sigA	1
yqdA	sigA	1
frlO	sigA	1
yneN	sigA	1
ganP	sigA	1
mbl	sigA	1
ytfP	sigA	1
ymfC	sigA	1
ptkA	sigA	1
yqiK	sigA	1
copZ	sigA	1
glpF	glpP	0
glpT	glpP	0
glpK	glpP	0
glpD	glpP	0
glpQ	glpP	0
yotB	sigE	1
yotG	sigE	1
yotJ	sigE	1
yuzH	sigE	1
murD	sigE	1
comZ	sigE	1
mraY	sigE	1
spsB	sigE	1
murE	sigE	1
yusQ	sigE	1
yotC	sigE	1
yotM	sigE	1
cotV	sigE	1
yotE	sigE	1
cotX	sigE	1
spsF	sigE	1
spsA	sigE	1
yisY	sigE	1
mutM	sigE	1
yugU	sigE	1
cotY	sigE	1
spsL	sigE	1
yosX	sigE	1
spsE	sigE	1
spsD	sigE	1
yhjQ	sigE	1
yotD	sigE	1
yppG	sigE	1
tgl	sigE	1
ywrJ	sigE	1
yotI	sigE	1
yotK	sigE	1
yusS	sigE	1
cotW	sigE	1
yotH	sigE	1
med	sigE	1
yqkF	sigE	1
polA	sigE	1
spsC	sigE	1
yaaO	sigW	1
fabHA	sigW	1
dhbC	sigI	1
dhbE	sigI	1
dhbB	sigI	1
ykuN	sigI	1
dhbA	sigI	1
ybdZ	sigI	1
fabI	sigI	1
dhbF	sigI	1
ykuP	sigI	1
ykuO	sigI	1
ykpC	sigI	1
yurJ	frlR	-1
xkdW	xpf	1
xkdP	xpf	1
xkzA	xpf	1
xkdV	xpf	1
xkdN	xpf	1
xepA	xpf	1
xlyA	xpf	1
xkdO	xpf	1
xkdT	xpf	1
xkdR	xpf	1
xkdQ	xpf	1
xkdS	xpf	1
xhlA	xpf	1
xhlB	xpf	1
xkzB	xpf	1
xkdU	xpf	1
xkdX	xpf	1
yxaH	qdoR	-1
tilS	tilS	1
hprT	tilS	1
ftsH	tilS	1
yetJ	cymR	-1
pucR	pucR	-1
ydaJ	sigB	1
yebE	sigB	1
ytfP	sigB	1
ydaC	sigB	1
S1134	sigB	1
yyzH	sigB	1
yflB	sigB	1
yvzE	sigB	1
ydzE	sigB	1
ylxR	sigB	1
ydaM	sigB	1
ywjA	sigB	1
yfkR	sigB	1
ymaE	sigB	1
ipi	sigB	1
ydaL	sigB	1
yflI	sigB	1
S1384	sigB	1
menC	sigB	1
yisP	sigB	1
luxS	sigB	1
yfkQ	sigB	1
infB	sigB	1
yqzL	sigB	1
yczO	sigB	1
ytiB	sigB	1
ydaN	sigB	1
ywsA	sigB	1
yjiC	sigB	1
ykzN	sigB	1
yebG	sigB	1
yvbG	sigB	1
yjiB	sigB	1
yydC	sigB	1
menE	sigB	1
recO	sigB	1
yybO	sigB	1
sigB	sigB	1
ylxS	sigB	1
ytkK	sigB	1
ykzC	sigB	1
opuD	sigB	1
ytkC	sigB	1
smpB	sigB	1
ywjB	sigB	1
ssrA	sigB	1
S1136	sigB	1
yyzG	sigB	1
nusA	sigB	1
secG	sigB	1
yflD	sigB	1
yuzH	sigB	1
yfhO	sigB	1
pnbA	abh	1
ctaB	abh	-1
degU	sinR	-1
lytC	sinR	-1
degS	sinR	-1
pnbA	sinR	-1
kapB	sinR	-1
mstX	sinR	-1
yugO	sinR	-1
kinB	sinR	-1
lytA	sinR	-1
lytB	sinR	-1
lytF	sinR	-1
flgD	swrA	1
fliZ	swrA	1
fliQ	swrA	1
fliM	swrA	1
fliI	swrA	1
flhF	swrA	1
cheA	swrA	1
cheW	swrA	1
cheY	swrA	1
sigD	swrA	1
fliR	swrA	1
fliL	swrA	1
fliP	swrA	1
flhA	swrA	1
flgE	swrA	1
fliY	swrA	1
cheD	swrA	1
flhB	swrA	1
ylxF	swrA	1
cheC	swrA	1
fliH	swrA	1
fliF	swrA	1
fliJ	swrA	1
flgC	swrA	1
flgB	swrA	1
fliG	swrA	1
fliK	swrA	1
cheB	swrA	1
fliE	swrA	1
yrdR	sigG	1
aag	sigG	1
yfkS	sigG	1
yqjB	sigG	1
ytzL	sigG	1
ykzP	sigG	1
ypzF	sigG	1
ypzI	sigG	1
yqjC	sigG	1
yfkT	sigG	1
yizC	sigG	1
yhdB	sigG	1
ypzG	sigG	1
spoIIP	sigG	1
yuzM	sigG	1
yitU	sigG	1
ykzE	sigG	1
yxzF	sigG	1
yrzO	sigG	1
yrzQ	sigG	1
yoyE	sigG	1
exoA	sigG	1
yrzR	sigG	1
sigO	sigO	1
oxdC	sigO	1
yvrJ	sigO	1
rsoA	sigO	1
srfAC	phoP	1
yycQ	phoP	1
ydjN	phoP	1
comS	phoP	1
rapK	phoP	1
phrK	phoP	1
srfAA	phoP	1
tagH	phoP	-1
srfAD	phoP	1
glpT	phoP	1
srfAB	phoP	1
tagG	phoP	-1
alsT	glnR	-1
dhbE	kre	-1
ykoP	kre	-1
S477	kre	-1
ykuN	kre	-1
dhbA	kre	-1
ybdZ	kre	-1
ykuP	kre	-1
dhbF	kre	-1
ykuO	kre	-1
dhbB	kre	-1
dhbC	kre	-1
sunA	dnaA	-1
sacT	dnaA	-1
yxaL	dnaA	-1
sunT	dnaA	-1
noc	dnaA	-1
bdbB	dnaA	-1
yybM	dnaA	-1
sda	dnaA	1
yybL	dnaA	-1
yxaJ	dnaA	-1
yybN	dnaA	-1
ywcI	dnaA	-1
vpr	dnaA	-1
bdbA	dnaA	-1
yybJ	dnaA	-1
yolJ	dnaA	-1
yybK	dnaA	-1
ywdA	sacT	0
sacA	sacT	0
sacP	sacT	0
yotC	csoR	-1
yotM	csoR	-1
yotE	csoR	-1
yosX	csoR	-1
yotI	csoR	-1
yotK	csoR	-1
yotH	csoR	-1
yotB	csoR	-1
yotG	csoR	-1
yotJ	csoR	-1
sucC	roxS	-1
epsE	remA	1
epsG	remA	1
opuAB	remA	1
epsL	remA	1
opuAA	remA	1
opuBA	remA	1
opuCB	remA	1
opuBB	remA	1
opuCD	remA	1
epsK	remA	1
sipW	remA	1
epsF	remA	1
opuAC	remA	1
opuBC	remA	1
epsN	remA	1
opuBD	remA	1
tasA	remA	1
epsC	remA	1
epsI	remA	1
epsD	remA	1
opuCA	remA	1
opuCC	remA	1
epsB	remA	1
epsO	remA	1
epsH	remA	1
epsM	remA	1
epsA	remA	1
epsJ	remA	1
yflI	nagR	-1
yflH	nagR	-1
nagP	nagR	-1
pyrAA	pyrR	0
pyrE	pyrR	0
pyrC	pyrR	0
pyrD	pyrR	0
pyrF	pyrR	0
pyrP	pyrR	0
pyrB	pyrR	0
pyrK	pyrR	0
pyrAB	pyrR	0
pyrR	pyrR	0
glcR	glcR	-1
pycA	yofA	1
yabP	sigD	1
yqaR	sigD	1
yviE	sigD	1
divIC	sigD	1
yxkH	sigD	1
swrAA.1	sigD	1
amyX	sigD	1
ytlR	sigD	1
ylqH	sigD	1
csrA	sigD	1
rnhB	sigD	1
S1350	sigD	1
yvbI	sigD	1
yjcM	sigD	1
yabM	sigD	1
yoyG	sigD	1
yabN	sigD	1
cgeE	sigD	1
yabR	sigD	1
yabQ	sigD	1
cgeD	sigD	1
ylqG	sigD	1
xkdA	sigD	1
ywzH	sigD	1
cgeC	sigD	1
ytlP	sigD	1
fliW	sigD	1
yqaS	sigD	1
ytlQ	sigD	1
yvaQ	sigD	1
minJ	sigD	1
yabO	sigD	1
ywzH	yvrHb	1
acoL	fnr	1
acoA	fnr	1
acoC	fnr	1
acoB	fnr	1
ykrK	ykrK	0
ytnM	ascR	1
tcyM	ascR	1
tcyL	ascR	1
tcyN	ascR	1
tcyJ	ascR	1
tcyK	ascR	1
rapI	comA	1
acpA	comA	1
phrI	comA	1
tagG	walR	1
mreBH	walR	1
ykzS	walR	1
ydjN	walR	1
wapA	walR	-1
rsgI	walR	1
tagH	walR	1
ykpC	walR	1
sigI	walR	1
ysdA	rplT	0
rpmI	rplT	0
infC	rplT	0
rplT	rplT	0
degS	tnrA	-1
hom	tnrA	-1
ysnD	tnrA	1
yuiB	tnrA	-1
pycA	tnrA	-1
dtpT	tnrA	1
yuiA	tnrA	-1
yfiS	tnrA	1
appC	tnrA	1
appA	tnrA	1
yoyD	tnrA	-1
yycA	tnrA	-1
ftsW	tnrA	-1
yvgT	tnrA	-1
appB	tnrA	1
appD	tnrA	1
appF	tnrA	1
yfiR	tnrA	1
yrbD	tnrA	1
thrC	tnrA	-1
thrB	tnrA	-1
appA.1	tnrA	1
yonT	SR6	0
ylxP	nusA	-1
ylxR	nusA	-1
infB	nusA	-1
ylxS	nusA	-1
rbfA	nusA	-1
nusA	nusA	-1
ykzU	fadR	-1
pksD	codY	1
argF	codY	-1
ytzK	codY	-1
hom	codY	-1
pksM	codY	1
trmFO	codY	-1
argB	codY	-1
carB	codY	-1
ybfJ	codY	-1
tyrS	codY	-1
nprE	codY	-1
pksL	codY	1
pksG	codY	1
oppD	codY	-1
argJ	codY	-1
pksR	codY	1
ispA	codY	-1
pksH	codY	1
vpr	codY	-1
carA	codY	-1
oppF	codY	-1
pksE	codY	1
pksF	codY	1
pksN	codY	1
aprE	codY	-1
oppB	codY	-1
amhX	codY	-1
braB	codY	-1
thrC	codY	-1
yneN	codY	-1
thrB	codY	-1
pksJ	codY	1
pksC	codY	1
oppA	codY	-1
argD	codY	-1
argC	codY	-1
acpK	codY	1
oppC	codY	-1
pksI	codY	1
mpr	codY	-1
scoC	codY	-1
yuzH	spoIIID	-1
murD	spoIIID	-1
mraY	spoIIID	-1
murE	spoIIID	-1
cotB	spoIIID	1
cotH	spoIIID	1
yugU	spoIIID	-1
cotX	spoIIID	1
ywrJ	spoIIID	1
cotW	spoIIID	1
opuBA	opcR	-1
opuCB	opcR	-1
opuCD	opcR	-1
opuBB	opcR	-1
opuBC	opcR	-1
opuBD	opcR	-1
