PanelName,perfermance_f1score,frequency_score,effectSize_score,pairwise_distance_GRN,n_regulators_GRN,closeness_centrality_GRN,pairwise_distance_CEN,n_modules_CEN,betweenness_centrality_CEN
panel136,0.950345849802372,0.176325957147875,1.07029240841872,2.80952380952381,17,0.334674801259733,0.125721327131593,6,0.00336058143112967
panel137,0.944664031620553,0.191122233930453,0.929072437871865,2.73333333333333,16,0.342310057945685,0.119362987409151,5,0.00375271066941275
panel138,0.93354743083004,0.193436700286015,0.913999970971636,2.9,9,0.330426985206052,0.121857355024289,5,0.00428609902230205
panel139,0.922677865612648,0.218299964875307,0.913999970971636,3,7,0.320907384027716,0.132440250093387,5,0.00407118027177526
panel140,0.905879446640316,0.210326659641728,0.815459052639569,3.33333333333333,5,0.319966441142517,0.134563257458441,4,0.0046717073831396
panel141,0.922677865612648,0.00800842992623815,0.94771348659984,2.67857142857143,20,0.342619057735267,0.155462277858157,9,0.00175257523323822
panel142,0.90044466403162,0.010386873400572,0.82575193021034,2.53333333333333,17,0.348896523259205,0.171592739937276,7,0.001441583531317
panel143,0.900444664031621,0.0107481559536354,0.790663770620633,3.2,12,0.31890364507462,0.150064559512651,7,0.00225505900814018
panel144,0.911561264822134,0.0115911485774499,0.716753017041776,3.2,12,0.31890364507462,0.140400005202992,6,0.00240367210192965
panel145,0.923171936758893,0.0114594309799789,0.71210609295533,3.2,12,0.31890364507462,0.127128277034601,5,0.0026373081515453
panel146,0.905879446640316,0.0120427517687792,0.71210609295533,3.2,12,0.31890364507462,0.12996574869014,5,0.00258987769157158
panel147,0.905632411067194,0.0117667720407446,0.69521763241765,3.2,12,0.31890364507462,0.126529445189352,5,0.00284452290402142
panel148,0.944169960474308,0.221812434141201,0.939078688751575,4.67857142857143,24,0.325616279822605,0.100918436301451,5,0.00970921697653529
panel149,0.949851778656126,0.231822971548999,0.782046719539569,4.67857142857143,24,0.325616279822605,0.0978804707068378,5,0.010698731310716
panel150,0.938735177865613,0.255268703898841,0.782046719539569,5.04761904761905,22,0.319489264094492,0.101389627606308,5,0.0113391212838727
panel151,0.938982213438735,0.254854734306789,0.703108224778095,5.33333333333333,20,0.318782439329688,0.0954049075399296,4,0.012806346508004
panel152,0.922183794466403,0.249736564805058,0.638346839791512,6,17,0.307928037292417,0.0845042555325375,4,0.0147354038981748
panel153,0.93354743083004,0.23477344573235,1.0107625123282,2,22,0.381030882781396,0.0955754088993149,4,0.00508657796375603
panel154,0.922183794466403,0.250439058658237,0.940180652802864,2,22,0.381030882781396,0.0976808569948066,4,0.00470940810932311
panel155,0.911561264822134,0.259878819810327,0.920658074938979,2,15,0.376891975008905,0.100925657581171,4,0.00529571009809004
panel156,0.917243083003953,0.258768628631642,0.732855492995129,2,15,0.376891975008905,0.100834652553539,4,0.00538586744645879
panel157,0.939229249011858,0.25131717597471,0.997984288074815,2.2,17,0.369043842327327,0.113592093730879,5,0.0042170465884873
panel158,0.933794466403162,0.249502400187332,0.792854221760344,2.2,17,0.369043842327327,0.115307635576118,5,0.00416731746948492
panel159,0.944911067193676,0.258298208640674,0.769725476982658,2.2,12,0.364011038813898,0.122644657915712,4,0.00429138081071783
panel160,0.927865612648221,0.241005569772693,0.769725476982658,2.2,12,0.364011038813898,0.131014152581411,4,0.00354166708364996
panel161,0.905632411067194,0.238145416227608,0.72968087261785,2,10,0.374081245346545,0.13140881718525,3,0.00395385414509936
panel162,0.949604743083004,0.187987355110643,0.967117289214905,2.16666666666667,36,0.372062341063024,0.141821886262298,7,0.00315018315018315
panel163,0.943922924901186,0.2041915466573,0.967117289214905,2.17857142857143,27,0.371720930044353,0.13562036810672,6,0.0034365156337107
panel164,0.960721343873518,0.207323498419389,0.943988544437219,2.23809523809524,22,0.368508511494336,0.145258879394901,5,0.00346922874547184
panel165,0.949851778656126,0.20231822971549,0.943988544437219,2.26666666666667,20,0.367477987115992,0.15815069680148,5,0.00365868927583456
panel166,0.939229249011858,0.211626273270109,0.928385779404911,2.3,17,0.364760609886379,0.177899338417588,5,0.00186440088692532
panel167,0.905385375494071,0.218967334035827,0.928385779404911,2.5,10,0.355519406947012,0.197644887708867,5,0.00223348262447285
panel168,0.938982213438735,0.220653319283456,0.900280816038084,4.96428571428571,22,0.308037838690884,0.116680477712757,8,0.0110700547504627
panel169,0.933300395256917,0.244233696288491,0.807992186812551,5.14285714285714,21,0.310777064054721,0.113441639133832,7,0.0119147163771048
panel170,0.922183794466403,0.261854583772392,0.807992186812551,5.6,19,0.301349233325783,0.101624693352677,6,0.0131838553853003
panel171,0.91699604743083,0.278338100255908,0.785757797442504,6.3,16,0.285406105338128,0.111581081696331,6,0.0130066319247304
panel172,0.911808300395257,0.281700035124693,0.7794976974247,7,14,0.275825078501832,0.108358911424115,5,0.0149963131263599
panel173,0.928359683794466,0.217175974710221,1.08917948333045,6.3,11,0.286784014761585,0.14276634618212,8,0.00877103347141596
panel174,0.928606719367589,0.229832572298326,1.08917948333045,7.33333333333333,9,0.266644006344894,0.136360091346778,7,0.00954985893362434
panel175,0.934041501976285,0.222471022128556,0.957146194742195,2.66666666666667,8,0.355355389379867,0.146929772257544,7,0.00124321067797481
panel176,0.923171936758893,0.248983892819509,0.934143840939707,3,6,0.349276083648965,0.139515417790403,7,0.00141040430033205
panel177,0.922924901185771,0.269230769230769,0.902079511640208,3,6,0.349276083648965,0.133776047395632,6,0.00149675134800507
panel178,0.912055335968379,0.271443624868282,0.892471428366365,13,4,0.374821954614616,0.135191315978479,5,0.00158239267461537
panel179,0.922430830039526,0.237934668071654,1.13352267979067,5.0952380952381,20,0.313360109509477,0.103663635775894,4,0.0101943275593934
panel180,0.939229249011858,0.251492799438005,1.01484303995129,5.0952380952381,20,0.313360109509477,0.102456396545552,4,0.0111010960989712
panel181,0.950345849802372,0.25263435194942,0.983816411198137,5.6,18,0.30431557735263,0.102282718443004,4,0.0121148047306143
panel182,0.950345849802372,0.25410206232124,0.983816411198137,6.3,16,0.290240361270276,0.107150245439529,4,0.0135393475445688
panel183,0.933794466403162,0.283280646294345,0.96995216752785,7.33333333333333,14,0.270674104107996,0.108636823307524,4,0.0147443810852226
panel184,0.900938735177866,0.286406743940991,0.783710332402904,7.33333333333333,14,0.270674104107996,0.102421230480653,3,0.0167603355703653
panel185,0.944416996047431,0.125922023182297,0.883278999103272,4.67857142857143,20,0.319709421838078,0.106802954334979,5,0.0117769381772782
panel186,0.944416996047431,0.135698395972369,0.883278999103272,5.0952380952381,14,0.309285298075725,0.109379107293389,5,0.0128028179026904
panel187,0.939229249011858,0.1481822971549,0.883278999103272,5.6,9,0.296584630906524,0.115667855856654,5,0.0139208149832884
panel188,0.944664031620553,0.158813788950775,0.872499691264305,6.2,7,0.282376096597717,0.118137188990135,5,0.0156187932036393
panel189,0.928112648221344,0.168247277836319,0.818153490550238,7.16666666666667,5,0.277309531902498,0.130179455654005,5,0.0167682956888227
panel190,0.916749011857708,0.200210748155954,0.689779224923098,8.66666666666667,4,0.273458288821988,0.129324882758898,4,0.0194283348044504
panel191,0.911808300395257,0.105690200210748,0.954809732710327,2.9047619047619,17,0.334070834316056,0.153528845878124,6,0.00373399089931177
panel192,0.906373517786561,0.110291534949069,0.94339451842226,2.73333333333333,15,0.338809442879807,0.160389284115585,6,0.00338431303157185
panel193,0.934041501976285,0.118018967334036,0.906008188525989,2.73333333333333,15,0.338809442879807,0.169871253044886,5,0.00250412924658569
panel194,0.923666007905138,0.126599427969291,0.741693476272298,2.6,14,0.348798679226963,0.178240046803517,5,0.00282992663540293
panel195,0.934041501976285,0.11854583772392,0.694484862080804,3,7,0.335566993622743,0.193986712188505,5,0.00329841570810547
panel196,0.922924901185771,0.138461538461538,0.6451402763686,2.66666666666667,5,0.343531826961471,0.141889316143112,4,0.00395809884972656
panel197,0.950592885375494,0.236037934668072,1.17146622303704,2.4,16,0.362646401864625,0.119037127760652,6,0.0045368316341542
panel198,0.934041501976285,0.249385317878469,1.05304523084063,2.4,16,0.362646401864625,0.1213452706831,6,0.00481498951537201
panel199,0.945158102766798,0.258166491043203,1.05304523084063,2.5,11,0.354756037357163,0.128037185799623,5,0.0050200118623408
panel200,0.93947628458498,0.288724973656481,1.04277844799469,2.66666666666667,9,0.350172919836419,0.135858251963281,5,0.00494064048189481
panel201,0.934041501976285,0.273621355813137,1.04220296163482,2.66666666666667,9,0.350172919836419,0.146307848034506,5,0.00417418441217846
panel202,0.917490118577075,0.302845100105374,1.03015704982229,2.66666666666667,9,0.350172919836419,0.140231290243936,4,0.00483055689175536
panel203,0.938735177865613,0.0869336143308746,1.072711610403,2.4,18,0.367346314460524,0.123172531422182,6,0.00256319965627233
panel204,0.943922924901186,0.0958904109589041,1.072711610403,2.4,18,0.367346314460524,0.123622671034821,6,0.00239274034429156
panel205,0.944416996047431,0.0919388830347734,1.04851283737177,2.4,18,0.367346314460524,0.113498799000154,5,0.00258029263554125
panel206,0.921936758893281,0.0775252145115159,0.955336373906413,2.5,15,0.365732333041987,0.112094219459376,5,0.00289517618155831
panel207,0.927371541501976,0.13972602739726,0.978386662919051,2.55555555555556,26,0.355412669637691,0.126081480283731,6,0.00707842377200643
panel208,0.933053359683794,0.153963236155017,0.975458029011676,2.46428571428571,24,0.361239114952579,0.135372586071478,6,0.0030997413912841
panel209,0.932806324110672,0.15081664910432,0.954334326011852,2.52380952380952,19,0.356529294246595,0.144258279337767,6,0.00309035772274191
panel210,0.927371541501976,0.171308143910884,0.908084717068056,2.6,16,0.353090571148019,0.137837856028266,5,0.0032855170248164
panel211,0.905879446640316,0.187917105725325,0.854392648468359,2.8,13,0.347495710724811,0.155785795501997,5,0.00133495441612739
panel212,0.933794466403162,0.142372087577567,1.05254848555957,5.28571428571429,18,0.291531311708915,0.122001616452028,5,0.0107807540871714
panel213,0.944911067193676,0.157929399367756,1.02977174511043,5.33333333333333,17,0.299600091566202,0.126535265402982,5,0.0118240061397732
panel214,0.934041501976285,0.172211350293542,0.927006237754192,5.6,16,0.301389563303231,0.12024104571114,4,0.0134812145133316
panel215,0.911808300395257,0.160519845451352,0.885579409302869,6.3,14,0.288142015473766,0.122728745074342,4,0.0152295124245825
panel216,0.900938735177866,0.179768177028451,0.74380298638284,7,12,0.28376772360882,0.134123040688831,4,0.0168991965677049
panel217,0.93354743083004,0.245100105374078,0.875646543477246,5.38095238095238,19,0.298611708449529,0.115580887561844,7,0.0100217787595603
panel218,0.93354743083004,0.257463997190025,0.828777575608134,5.8,18,0.297237463986277,0.10635555406767,6,0.0110821730881229
panel219,0.934041501976285,0.267255005268704,0.797659313544858,6.5,13,0.277843384804639,0.111437576929477,5,0.0120705933816856
panel220,0.928359683794466,0.268553364443775,0.712460718765581,7.16666666666667,11,0.266371677834971,0.105258057227577,4,0.0136423146197902
panel221,0.906373517786561,0.291183702142606,0.70049671415424,8.66666666666667,10,0.256620860444791,0.113375291441206,4,0.0150347645460268
panel222,0.939229249011858,0.124973656480506,1.22070339730709,2.28571428571429,17,0.362870947155208,0.126104825041335,5,0.002794530869329
panel223,0.950345849802372,0.128907622058307,1.22024650843448,2.33333333333333,13,0.358047516536644,0.128596110408376,4,0.00310188622980803
panel224,0.950592885375494,0.11472602739726,1.19488671663802,2.4,11,0.356131559353861,0.132146511810871,4,0.00311569362780583
panel225,0.950345849802372,0.112298660243866,1.05561877720162,2.4,11,0.356131559353861,0.135476396296694,4,0.00344599443621968
panel226,0.93354743083004,0.123638918159466,1.0402106376568,2.5,9,0.353038101712477,0.146913175241707,4,0.00309105825467916
panel227,0.922430830039526,0.133614330874605,0.889367482479387,2.66666666666667,7,0.348175034799784,0.15056227871049,4,0.00330227641744854
panel228,0.939723320158103,0.165542676501581,1.02977839504789,2.71428571428571,19,0.343335090664414,0.131450255538098,7,0.00320647478318537
panel229,0.93947628458498,0.164500643952699,1.02873202600821,2.86666666666667,12,0.333603368834509,0.137474761967165,7,0.00356063951474066
panel230,0.950592885375494,0.170574288724974,0.956572651823411,2.86666666666667,12,0.333603368834509,0.143435304490106,7,0.003751543116184
panel231,0.945158102766798,0.175824175824176,0.790135094572415,2.6,11,0.338952607555603,0.133438659154224,6,0.00421915930385362
panel232,0.944664031620553,0.141903758342114,0.790135094572415,2.6,11,0.338952607555603,0.143034720192936,5,0.0033324563711304
panel233,0.911067193675889,0.155532139093783,0.754225189312526,2.66666666666667,9,0.331783933831864,0.151719772313882,5,0.00359195415719003
panel234,0.950345849802372,0.240990516332982,1.1451113501133,5.28571428571429,18,0.305033250553794,0.107413510846514,6,0.0108252110547053
panel235,0.950345849802372,0.251492799438005,1.12840632282622,5.86666666666667,15,0.292361313435416,0.11515358603293,6,0.0104252989930848
panel236,0.955780632411067,0.235511064278188,1.11561508639179,5.86666666666667,15,0.292361313435416,0.120689441981063,6,0.0105360392546963
panel237,0.944911067193676,0.267198554869788,1.00638454430692,6.3,14,0.293060923893694,0.118018003646595,5,0.0119173603600779
panel238,0.922924901185771,0.264137688795223,0.945322596715062,7.33333333333333,11,0.273062542488107,0.111231614678961,5,0.013698253392261
panel239,0.928112648221344,0.00906217070600632,0.701280398473802,2.78571428571429,25,0.340602440840379,0.123262027903807,8,0.00435245162826973
panel240,0.91699604743083,0.00995199625336612,0.701280398473802,2.85714285714286,20,0.335286629947701,0.121734694297335,7,0.004506028985417
panel241,0.928359683794466,0.0105374077976818,0.673555881419757,2.66666666666667,17,0.337799035317735,0.131151917701048,7,0.00376773318762269
