PanelName,perfermance_f1score,frequency_score,effectSize_score,pairwise_distance_GRN,n_regulators_GRN,closeness_centrality_GRN,pairwise_distance_CEN,n_modules_CEN,betweenness_centrality_CEN
panel59,0.928853754940711,0.15008279391841,0.932793836796848,6.8,8,0.256712634747988,0.119467763492183,5,0.0133660159280947
panel60,0.917243083003953,0.157885493501932,0.932793836796848,7.83333333333333,6,0.229054781327898,0.103270711120624,4,0.0153000845308538
panel61,0.912055335968379,0.162697576396207,0.903516153501725,9.33333333333333,5,0.203120650027517,0.0834202512382421,3,0.0182644554765252
panel62,0.955780632411067,0.228661749209694,1.06487426425869,5,16,0.31362266864598,0.113467194016192,5,0.0104015604738087
panel63,0.955780632411067,0.237794169301019,1.06131741103891,5.53333333333333,13,0.302382301209633,0.1223608478989,5,0.00995457612542185
panel64,0.950098814229249,0.257639620653319,1.05681033720557,6.2,11,0.28915768346768,0.126676366211187,5,0.0104102548535188
panel65,0.933794466403162,0.276230618696372,1.01876042574272,6.2,11,0.28915768346768,0.115863179386008,4,0.0117699595448366
panel66,0.911561264822134,0.30031612223393,0.829185708897751,6.2,11,0.28915768346768,0.110242399997456,3,0.0135976881408246
panel67,0.950345849802372,0.107903055848261,0.908737856245013,2.80952380952381,14,0.34106454954518,0.144305668031474,8,0.00273677590294675
panel68,0.93947628458498,0.11743355578972,0.901628472244876,2.93333333333333,13,0.336731842068353,0.151022987112421,8,0.00223606334953551
panel69,0.950345849802372,0.121311907270811,0.901628472244876,2.7,12,0.346152277362344,0.139454206816047,7,0.00233526213126723
panel70,0.950345849802372,0.128104771940388,0.859909534461093,2.83333333333333,10,0.340783521090291,0.142351972014043,7,0.00237816137275794
panel71,0.961462450592885,0.118897084650509,0.859909534461093,2.83333333333333,10,0.340783521090291,0.14668477533676,6,0.00192661850120414
panel72,0.928606719367589,0.139515279241307,0.842507021502933,2.66666666666667,9,0.351921541333511,0.135770105864717,5,0.00204779495897218
panel73,0.944664031620553,0.194625922023182,0.969346340882661,5.33333333333333,15,0.313106028724658,0.128172773786409,7,0.0104955562924114
panel74,0.949604743083004,0.200796159700269,0.960677173541963,5.33333333333333,15,0.313106028724658,0.121143581692588,6,0.011498825268481
panel75,0.949604743083004,0.209430979978925,0.951498143835256,5.33333333333333,15,0.313106028724658,0.118115985813789,6,0.0128357299309276
panel76,0.93848814229249,0.204726780069246,0.951498143835256,6,13,0.30078890291671,0.127202377536059,6,0.0143632620592125
panel77,0.922430830039526,0.19072708113804,0.919476838750039,2,12,0.375858664335894,0.137171238109531,5,0.00408996490594451
panel78,0.922183794466403,0.228029504741834,1.11300501327882,5.28571428571429,18,0.302434597224345,0.123577059361231,6,0.0114218774567266
panel79,0.922430830039526,0.224680950708348,1.0334487157616,5.6,16,0.298885327981184,0.122895308478841,5,0.012572247761368
panel80,0.927865612648221,0.250263435194942,1.0334487157616,6,15,0.303646369492735,0.103470094437823,5,0.0141433895471295
panel81,0.91699604743083,0.244768929700437,1.02765397188536,2,14,0.379430497555925,0.11389547492877,5,0.00530629591403072
panel82,0.905385375494071,0.255707762557078,1.00876864658939,2,9,0.374504710109744,0.11863091061003,5,0.0056615434430989
panel83,0.961215415019763,0.149104320337197,0.901735351727871,2.53333333333333,16,0.346354318409897,0.153735352777504,7,0.00345919557139277
panel84,0.961215415019763,0.164617726261562,0.901735351727871,2.53333333333333,16,0.346354318409897,0.152612256370782,7,0.00383957230536066
panel85,0.96096837944664,0.178082191780822,0.779452373715934,2.4,14,0.355096711016157,0.164559476808199,7,0.0021498157601005
panel86,0.944169960474308,0.203070901701039,0.779452373715934,2.5,12,0.351992388559778,0.150639017345982,7,0.00245675438438477
panel87,0.93354743083004,0.203196347031963,0.779452373715934,2.5,12,0.351992388559778,0.152599576257357,6,0.00160613811272545
panel88,0.911561264822134,0.229083245521602,0.639701686065533,2.66666666666667,10,0.346780750596186,0.157693447455113,5,0.00152037224710408
panel89,0.934041501976285,0.189884088514226,1.06652946605901,5.53333333333333,18,0.307137192062416,0.120322130341833,6,0.00991031634465549
panel90,0.928359683794466,0.181243414120126,1.03966300075449,5.53333333333333,18,0.307137192062416,0.124927850126071,6,0.0104931727541162
panel91,0.93947628458498,0.187434141201265,0.897370347649662,5.53333333333333,18,0.307137192062416,0.125158117447493,6,0.0117043708522672
panel92,0.928112648221344,0.177329519795273,0.852800777800934,6,16,0.303818587938237,0.124715269870087,5,0.0132237745861691
panel93,0.916749011857708,0.177730944854233,0.852800777800934,7,9,0.279341879511835,0.131481570761958,5,0.015424571650666
panel94,0.900691699604743,0.192623814541623,0.852800777800934,8.66666666666667,7,0.25000782320633,0.116391744435481,4,0.0181571651184911
panel95,0.93947628458498,0.252078210982321,1.1642138564721,2.26666666666667,22,0.371020011222258,0.123113065776662,6,0.00278389662155068
panel96,0.950345849802372,0.253292939936776,1.13119899245807,2.3,20,0.371698552976599,0.124397235962553,6,0.0027579553185163
panel97,0.93947628458498,0.276080084299262,1.06539270085505,2.3,20,0.371698552976599,0.133462199673821,6,0.00194036227063973
panel98,0.939229249011858,0.292237442922374,1.04967316640871,2.33333333333333,15,0.366071226247131,0.143106881016642,5,0.00173462085914275
panel99,0.928359683794466,0.343097997892518,1.04967316640871,2.66666666666667,9,0.357202205604658,0.156830500578313,5,0.00157274090125769
panel100,0.939723320158103,0.177660695468915,0.930438032658607,6.06666666666667,12,0.269015719249407,0.113519123864687,7,0.0106238003390575
panel101,0.928359683794466,0.15630488233228,0.824193679693262,6.9,8,0.247854472176366,0.104939598883072,6,0.0117892087292852
panel102,0.917490118577075,0.173735511064278,0.808408734856925,6.9,8,0.247854472176366,0.107875457417078,5,0.0129740849885346
panel103,0.906373517786561,0.181393948517236,0.788466687720783,6.9,8,0.247854472176366,0.11782111504051,5,0.0145925917524485
panel104,0.912302371541502,0.200561995082543,0.695260381511186,7.66666666666667,7,0.239810341199705,0.111449860652002,4,0.0167949677936928
panel105,0.933794466403162,0.0736564805057956,0.883980997294973,2.67857142857143,17,0.343704982842904,0.158948633871862,7,0.00371372217526064
panel106,0.912302371541502,0.0549116028568083,0.854822755907014,2.80952380952381,15,0.339278314996975,0.168292387726885,7,0.00388824630218595
panel107,0.917737154150198,0.059668071654373,0.814830292884636,2.93333333333333,13,0.334610134559153,0.165589910261155,7,0.00436949012172132
panel108,0.900444664031621,0.0542676501580611,0.791450142240698,3,11,0.336243970735818,0.170801924620922,6,0.00482365535489207
panel109,0.916254940711462,0.15795574288725,1.05017564215907,5.8,11,0.281296332265064,0.107021140673702,3,0.00982195591630356
panel110,0.927865612648221,0.15408031846388,0.993482852049362,6.6,8,0.262795150691143,0.110838585784278,3,0.0108714945944015
panel111,0.905879446640316,0.14304531085353,0.938491928381177,7.66666666666667,6,0.23658711275129,0.109840389875393,3,0.0118565030379735
panel112,0.944664031620553,0.147312961011591,1.11858514961797,2.6,16,0.35073484186333,0.154635321581628,7,0.00381852175307339
panel113,0.950098814229249,0.133942161339422,0.995371112848377,2.6,16,0.35073484186333,0.162651733588298,7,0.00372451209680279
panel114,0.955533596837945,0.14949947312961,0.995371112848377,2.6,16,0.35073484186333,0.171185438538791,6,0.00376999045719828
panel115,0.955533596837945,0.160319132921873,0.884847799598107,2.66666666666667,14,0.346511726716524,0.177679931553537,6,0.0040178508881077
panel116,0.933300395256917,0.157885493501932,0.884847799598107,3.33333333333333,7,0.32810716174075,0.192124829102168,6,0.00468432733626104
panel117,0.906126482213439,0.14899894625922,0.884132277145336,3.33333333333333,7,0.32810716174075,0.196541891299903,5,0.00410910240064511
panel118,0.938982213438735,0.249315068493151,1.00144803755862,2.2,16,0.369767893561235,0.102531414032603,5,0.00418114821854728
panel119,0.93947628458498,0.260742301838192,0.984743010271536,2.33333333333333,13,0.366943648635529,0.108890291890569,5,0.00304300695290921
panel120,0.939229249011858,0.261064278187566,0.944698405906728,2,11,0.381348127286267,0.109116838343821,4,0.00328981473265366
panel121,0.933794466403162,0.273370465151287,0.925175828042842,2,4,0.371159480107478,0.111873280119113,4,0.00375707509457737
panel122,0.916749011857708,0.255707762557078,0.924472863678525,2,4,0.371159480107478,0.121896433353774,4,0.00279335812697479
panel123,0.905632411067194,0.270179135932561,0.903795770509377,2,4,0.371159480107478,0.124603407536015,4,0.0023345460319536
panel124,0.945158102766798,0.240885142255005,1.13383697528623,5.73333333333333,14,0.290675952003284,0.106050581130163,5,0.0102479104689049
panel125,0.939229249011858,0.252780704835499,1.13383697528623,6.2,13,0.287439707358133,0.0974592874973234,4,0.0113334305429503
panel126,0.956274703557312,0.250922023182297,1.00661288727633,6.2,13,0.287439707358133,0.0945622409237547,4,0.0121670332783805
panel127,0.933794466403162,0.282251994580762,0.948503823008445,7,12,0.285393601696289,0.0995708048958794,4,0.0133031682057242
panel128,0.911808300395257,0.281173164734809,0.941575110040298,2,11,0.380354849848395,0.108505366143182,4,0.00285318874354148
panel129,0.95602766798419,0.170706006322445,0.928610701327385,2.26666666666667,11,0.359955164934774,0.122330069900092,7,0.00517282122891983
panel130,0.95602766798419,0.187214611872146,0.89226246232947,2.2,10,0.3585340390405,0.130051436500337,7,0.00494278037839449
panel131,0.950592885375494,0.200079030558483,0.84634543135608,2.66666666666667,9,0.335108122106767,0.133396545239732,6,0.00487321150304576
panel132,0.955780632411067,0.2024687641126,0.805880607786516,2.66666666666667,9,0.335108122106767,0.137662192439732,6,0.0048426104888979
panel133,0.933794466403162,0.202493853178785,0.77313084277373,2.66666666666667,9,0.335108122106767,0.131104984284735,5,0.00438963690132411
panel134,0.917490118577075,0.167123287671233,0.752300452388501,2.66666666666667,9,0.335108122106767,0.13975662018185,4,0.00335968890155036
panel135,0.938982213438735,0.161854583772392,1.12874791112558,2.89285714285714,18,0.329793467352955,0.12136614149648,6,0.00344593216671415
