SMMPr_1,SMMPr_2,SMMPr_3,HiOs_1,HiOs_2,HiOs_3,SMM_1,SMM_2,SMM_3,Salt_1,Salt_2,Salt_3
new_2961505_2961585_c,11.1193,10.9972,11.1626,11.7236,11.4221,11.6523,11.4763,11.4107,11.4975,10.3804,10.3435,10.3834
BSU28960,11.3631,11.2513,11.0847,11.7883,11.6522,11.5038,11.3626,11.3238,11.4209,10.7956,10.842,10.8596
BSU28970,11.2211,10.969,11.2401,11.7185,11.6495,11.6675,11.3662,11.5386,11.45,10.8226,10.9589,10.9452
BSU28980,11.05,11.1395,11.2614,12.1315,11.6311,11.9077,11.6135,11.3999,11.4445,10.8438,10.729,10.911
BSU28990,10.8716,10.8381,10.8463,11.707,11.2909,11.5431,11.2904,11.1948,11.2319,10.3854,10.2299,10.4616
BSU29000,11.4928,11.2861,11.2721,11.5659,11.5727,11.5159,11.6063,11.673,11.7066,11.5241,11.3982,11.3825
new_2966140_2966287_c,11.767,11.7798,11.6291,12.1275,11.8151,11.9477,11.8694,11.9695,11.9417,11.9279,11.7919,11.9991
new_2966289_2966367_c,8.7259,8.96,8.6624,9.3665,9.375,9.6708,9.3502,9.5563,10.384,9.4513,9.7598,9.6063
BSU29010,13.8792,13.3972,13.5077,13.7251,13.6289,13.5372,14.3745,14.3173,14.3703,13.8027,13.7934,13.7608
new_2966794_2966948_c,13.8387,13.4146,13.2881,13.6853,13.2005,13.4275,14.1478,14.1248,14.2242,13.7635,13.6482,13.6364
BSU29020,8.5596,8.3297,8.4923,8.4215,8.3254,8.1243,7.9003,7.7258,7.8138,7.4462,7.3626,7.3722
BSU29030,9.1748,9.2418,9.0392,8.9155,8.7052,8.6985,9.3177,9.1359,9.2548,9.1182,9.1346,9.0704
new_2968641_2968771_c,9.4338,9.5042,9.3688,9.208,8.8018,9.0093,9.6769,9.4996,9.4044,9.3545,9.3302,9.2621
new_2968717_2968823,7.2029,7.4576,7.5377,7.4598,7.4869,7.496,7.7086,7.4051,7.7577,7.2499,7.0867,7.1577
BSU29040,7.1548,7.3357,7.5129,7.3984,7.4619,7.4999,7.7575,7.5584,7.6715,7.4538,7.3135,7.3913
BSU29050,7.6062,7.8013,8.0093,7.7318,7.8202,7.857,8.1169,7.8821,7.9361,7.6221,7.4895,7.6492
BSU29060,11.1867,11.3115,11.5219,11.5972,11.4022,11.5143,11.106,11.0645,11.1354,11.1259,11.1351,11.1716
BSU29070,11.5024,11.4943,11.5634,11.847,11.6829,11.6492,11.3812,11.2301,11.3133,11.42,11.4413,11.5386
new_2972164_2972328_c,11.4656,11.6424,11.7789,12.0808,11.9057,12.1877,11.6731,11.5588,11.727,11.6538,11.6269,11.8261
BSU29080,11.2999,11.4992,11.5171,12.1284,11.8911,11.9276,11.6383,11.6509,11.5849,11.8248,11.6633,11.834
BSU29090,11.4832,11.595,11.6928,12.1154,11.8945,12.0008,11.6326,11.6538,11.6538,11.9121,11.7431,11.9778
new_2975948_2976067_c,9.8328,10.002,9.9827,10.7545,10.6638,10.8292,9.9106,10.0116,10.0534,9.4524,9.2471,9.1942
BSU29100,11.2169,11.2626,11.3171,11.8026,11.6556,11.7933,11.2784,11.1444,11.3221,10.4585,10.3406,10.4914
BSU29110,11.5935,11.7392,11.6784,12.239,11.9439,12.1753,11.5703,11.5568,11.629,10.7756,10.7622,10.7822
new_2978602_2978702_c,9.274,9.9987,10.2274,9.6248,9.3279,9.8339,9.0637,9.148,8.9515,8.2473,8.216,8.2943
BSU29120,15.4387,15.5625,15.4677,15.6056,15.7073,16.0723,15.5284,15.7192,15.6534,15.1755,15.024,15.1207
BSU29130,15.914,16.2477,16.1797,16.0101,16.0674,16.3988,16.1486,16.1915,16.1009,15.8641,15.6159,15.7028
new_2980988_2981070_c,16.4328,16.4623,16.4092,16.4834,16.4248,16.4788,16.3548,16.4259,16.4754,16.1401,16.0266,15.9396
new_2981072_2981150_c,16.3962,16.4067,16.3916,16.4577,16.4174,16.4442,16.2964,16.4185,16.4263,16.1208,15.8859,15.8412
BSU29140,15.5575,15.8747,15.8102,16.0365,15.9488,16.2194,15.697,15.6031,15.6719,15.6088,15.4264,15.4731
new_2982270_2982476_c,16.2469,16.4573,16.4419,16.4763,16.422,16.444,16.2982,16.2735,16.3096,16.2399,15.9748,16.1704
BSU29150,10.9566,10.7742,11.0289,11.0113,10.7077,10.7384,10.8586,10.735,10.8563,10.6383,10.6414,10.6728
new_2983096_2984281_c,10.2645,10.3265,10.4565,10.8372,10.523,10.5974,10.7177,10.5779,10.6467,10.7386,10.5736,10.6596
BSU29160,7.8138,7.9734,7.6658,8.2659,8.6956,8.0147,7.3395,7.5084,7.4232,7.5794,7.5713,7.1583
BSU29170,12.8776,13.0588,12.9843,13.5607,13.5421,13.5069,13.5358,13.5184,13.5001,13.3974,13.5822,13.3769
new_2984696_2984787_c,13.0658,13.0381,13.2986,13.5807,13.3998,13.6544,13.52,13.5933,13.6973,13.3892,13.5132,13.5351
BSU29180,14.0567,14.1461,14.2966,14.2674,14.046,14.2302,14.4346,14.4591,14.4544,14.1691,13.9813,14.1967
BSU29190,13.9489,13.9696,14.1227,13.9631,13.7203,13.9879,14.2622,14.1916,14.1514,13.8335,13.7005,13.7197
new_2987548_2987649_c,14.0523,13.9122,14.0309,13.4965,13.0668,13.2022,14.6991,14.2111,14.3142,12.8628,12.9535,12.4971
BSU29200,13.17,13.1318,13.3375,13.4078,13.2897,13.3053,13.6456,13.6384,13.789,12.0936,11.886,12.0615
BSU29210,14.0513,14.1969,14.3751,14.4383,14.1315,14.2939,14.5591,14.5007,14.4589,12.9458,12.8891,13.1338
new_2989552_2990726,7.3843,7.4164,7.4233,7.4813,8.619,7.8706,7.3031,7.48,7.3066,7.412,7.2857,7.0659
new_2989566_2989649_c,14.6947,14.7976,14.934,14.8616,14.4628,14.9912,15.1197,14.9517,14.89,13.5992,13.6348,13.6774
new_2989651_2989803_c,12.0795,12.2858,12.4989,11.4505,11.2232,11.5601,12.1243,12.1876,11.7339,10.997,10.9354,11.1116
new_2989805_2989899_c,14.3439,14.4965,14.8205,14.1384,13.9926,14.1303,14.6193,14.8253,14.6354,14.2569,14.5676,14.6219
BSU29220,13.2567,13.4472,13.4981,13.5351,13.3048,13.4538,13.6899,13.7256,13.7162,13.493,13.391,13.6681
new_2991133_2991249_c,13.4998,13.7099,13.624,13.9,13.5552,13.6568,14.0881,13.9227,13.8995,13.7022,13.6454,13.772
BSU29230,10.0489,10.1163,10.1972,10.8123,10.5533,10.7406,10.4029,10.3651,10.391,10.0453,9.9494,10.2207
BSU29239,7.5798,7.8207,7.6447,8.3259,8.4746,8.0472,7.3902,7.3011,7.2953,7.4462,7.4406,7.1904
BSU29240,7.6191,7.9059,7.6425,8.3174,8.5646,8.0544,7.3335,7.3195,7.3636,7.5924,7.4903,7.3588
BSU29249,13.1929,13.5606,13.4949,13.5649,13.2838,13.4094,12.8941,13.1289,12.8586,11.933,11.6605,11.3519
BSU29250,11.7795,11.7449,12.0419,12.0353,11.9564,11.9467,12.1807,12.1484,12.0979,11.7767,11.4476,11.6182
new_2995911_2996282,11.9066,12.1364,12.0226,11.8385,11.631,11.8079,11.39,11.6873,11.518,9.9518,9.7057,9.7353
new_2996284_2996678,11.5282,11.5621,11.8075,11.6465,11.6718,11.5092,11.1812,11.3141,11.4852,9.7117,9.7571,9.7636
new_2996680_2996979,11.4057,11.647,11.8454,11.8176,11.8854,12.022,11.2685,11.6523,11.635,11.8925,12.2068,11.9392
new_2996886_2997300_c,9.9064,9.8062,10.1442,10.4855,10.3797,10.4157,10.1745,10.1304,10.125,9.3702,9.0945,9.2229
BSU29260,11.381,11.3661,11.6247,11.6009,11.5678,11.3427,11.3831,11.4522,11.4132,11.4035,11.606,11.4212
new_2997283_2999078,7.5722,7.8169,7.7654,7.6157,8.637,8.0711,7.9508,8.0677,7.8741,7.8141,7.8068,7.6004
BSU29270,10.4433,10.4352,10.4603,10.8962,10.6647,10.8269,10.7973,10.6668,10.7151,9.6417,9.5322,9.6338
BSU29280,7.048,7.3184,7.424,7.5867,7.7114,7.5121,7.382,7.0868,7.188,7.3285,7.2369,7.3146
BSU29290,7.2923,7.4677,7.631,7.8261,7.8944,7.8016,7.4501,7.2517,7.2273,7.5037,7.3459,7.4484
BSU29300,7.1927,7.4826,7.6095,7.9691,7.907,7.8046,7.503,7.2814,7.2341,7.4014,7.3431,7.4294
BSU29310,7.1446,7.4328,7.5314,7.8061,7.8137,7.6942,7.3821,7.1909,7.1362,7.3605,7.2756,7.3875
BSU29320,7.2152,7.574,7.5856,7.9602,7.9041,7.8805,7.471,7.2795,7.2342,7.3823,7.3845,7.4983
BSU29330,6.9264,7.2624,7.3574,7.6987,7.6726,7.5083,7.2582,7.0785,6.9915,7.1989,7.1066,7.1747
BSU29340,6.9035,7.2291,7.3148,7.6081,7.6258,7.5135,7.2328,7.0804,7.0301,7.1995,7.0898,7.1538
BSU29350,6.6897,7.0472,7.1974,7.4772,7.7357,7.4217,7.1185,6.9171,6.9589,7.0306,6.9815,6.9823
BSU29360,6.7148,7.0877,7.2651,7.4099,7.4364,7.3859,7.1708,6.9129,6.9141,7.0696,6.9433,6.994
BSU29370,7.0035,7.3229,7.4055,7.6377,7.6329,7.5182,7.2911,7.0825,7.0405,7.2392,7.1461,7.2369
BSU29380,6.9323,7.2316,7.3453,7.5504,7.6036,7.4378,7.2546,7.0789,7.0275,7.2046,7.0993,7.0581
BSU29390,6.8434,7.1015,7.3854,7.5464,7.6161,7.4014,7.2316,6.9981,6.9884,7.1228,7.0355,7.0635
new_3008846_3008937,9.3997,8.8848,9.252,10.2442,9.5955,9.4645,9.1956,9.052,9.0117,7.915,7.7876,7.5275
BSU29400,8.542,8.3242,8.9084,9.4414,8.9975,8.9477,8.45,8.4245,8.4259,7.5916,7.461,7.4855
new_3009340_3009869_c,6.6297,7.0753,7.0729,7.1002,7.3488,7.1853,7.1068,6.9367,6.7518,7.3066,7.2828,7.2933
BSU29410,11.6005,11.8419,11.7816,11.3953,11.2722,11.3877,11.3294,11.5038,11.4371,12.9878,12.9907,12.8507
new_3010599_3010660_c,12.8398,13.0415,13.2867,12.7038,12.2082,12.5669,12.5146,12.6519,12.606,13.9858,13.6617,13.7802
BSU29420,12.3761,12.5688,12.5326,12.0706,11.7509,11.8168,12.0983,12.1905,12.1129,12.9949,12.7626,12.978
BSU29430,11.0239,10.3257,10.4619,10.1614,10.8377,10.2407,10.696,10.5528,10.694,7.7786,7.6438,7.4797
BSU29440,13.6931,13.9636,13.8948,14.3075,14.0988,14.1575,14.2737,14.1023,14.284,10.2201,9.9565,10.1861
BSU29450,13.4833,13.7122,13.6283,14.2023,13.7959,13.9391,14.1024,14.0129,14.0585,9.5881,9.2733,9.51
new_3014345_3014422_c,13.4437,13.846,13.3085,14.527,12.907,14.2766,13.7618,14.2932,14.2874,9.7606,9.7605,9.8249
BSU29460,9.5256,9.636,9.6191,10.1148,9.9783,9.9625,9.7205,9.6538,9.7106,10.1454,10.033,10.0008
BSU29470,12.8699,13.0418,13.1069,13.0228,12.724,12.9487,13.4351,13.4694,13.5919,12.8206,12.838,13.032
new_3016299_3016403_c,13.2032,13.1924,13.4108,13.5465,12.8921,13.4623,13.9217,14.0226,13.8506,13.5046,13.4261,13.4526
new_3016405_3016534_c,8.8626,8.6951,8.6427,7.5419,7.6056,7.6445,7.657,7.6574,7.7114,7.4081,7.3604,7.3362
BSU29480,11.1725,11.456,11.3243,11.0664,10.9835,11.113,11.2258,11.4359,11.4886,10.8203,10.5832,10.7897
BSU29490,14.3818,14.6921,14.6598,15.0096,14.8362,15.1254,14.003,14.3151,14.1332,13.8178,13.5043,13.4627
BSU29500,11.439,11.0609,10.4679,10.1432,10.2787,9.5689,8.4024,8.6873,8.9168,8.8733,9.1877,8.6105
BSU29510,8.4699,8.3831,8.1747,8.3491,8.6699,8.0584,7.5477,7.6224,7.6763,8.2396,8.3244,8.2235
BSU29520,13.0793,13.2061,13.6797,12.774,12.6594,12.9146,12.6332,12.4659,12.4871,14.2441,13.9516,14.2426
BSU29530,13.4343,13.6906,13.8312,13.0895,12.7242,13.2076,12.7674,12.9222,12.7367,14.4687,14.1288,14.5417
new_3021090_3021169_c,11.7764,11.6719,11.9903,11.7325,11.4144,11.6589,12.2167,11.9502,11.8603,11.9877,11.7081,12.2401
new_3021166_3021232,12.7861,12.6471,12.7598,13.0814,12.6297,12.7706,12.9802,12.589,12.592,13.3939,13.1738,13.3708
BSU29540,11.981,11.9884,12.0308,12.223,12.0942,12.1435,11.9614,12.0782,12.0396,12.6169,12.5305,12.5273
BSU29550,11.2743,11.4144,11.4116,11.4212,11.1107,11.2666,11.3997,11.342,11.3695,11.9974,12.0289,12.1644
BSU29560,11.3919,11.5053,11.4612,11.3309,10.976,11.1146,11.3807,11.3709,11.4444,12.1389,12.1301,12.2705
BSU29570,15.2281,14.7556,14.5723,12.7196,13.1373,12.628,11.4372,11.4322,11.8406,11.4515,11.634,10.8963
BSU29580,10.831,10.8051,10.7937,11.1584,10.866,10.8929,11.0021,10.9271,10.9605,10.9808,10.8054,10.9662
BSU29590,10.3419,10.3603,10.3558,10.9681,10.7001,10.8011,10.6796,10.6547,10.591,10.7841,10.5608,10.8582
new_3028103_3029246_c,9.8204,9.8331,9.9506,9.6764,9.5218,9.6172,9.972,9.8062,9.9686,9.8356,9.6416,9.8394
new_3028207_3028296,10.7351,10.1528,10.0887,10.5289,10.6317,10.0319,10.8715,11.1465,10.6166,10.0937,10.0859,10.2453
BSU29600,9.3862,9.4,9.5635,9.5264,9.5211,9.1982,10.0241,9.829,9.9093,9.0567,8.9651,9.11
BSU29610,13.0978,13.1149,13.343,13.2008,12.8574,13.1438,13.37,13.3696,13.4804,12.3584,12.1843,12.2857
new_3031418_3031523_c,13.5205,13.4229,13.2202,13.5624,13.044,13.5142,13.8344,13.8047,13.7405,12.7714,12.4698,12.8039
new_3031524_3031613,12.208,12.05,11.8297,13.8558,13.124,13.5566,12.4867,12.337,12.3097,11.684,11.5969,11.8493
new_3031525_3032084_c,8.7479,8.6314,8.8404,8.771,9.4944,9.0185,9.0026,9.032,8.9,11.0442,10.9342,10.9987
BSU29620,11.1982,11.1808,11.2904,13.2847,13.091,13.1896,11.8565,11.8008,11.7984,11.1454,10.9308,11.3278
new_3032370_3032416_c,10.0683,9.8659,9.7006,12.1055,12.4066,11.9207,8.5766,8.8628,8.7691,8.3143,8.3001,8.1234
BSU29630,9.9432,9.9938,9.8496,11.8461,12.2256,11.6099,8.534,8.9423,8.9078,8.2713,8.1866,8.0425
new_3032421_3032763,10.7262,10.7209,10.8929,12.5855,12.403,12.5617,11.5601,11.4375,11.5256,11.0019,10.9258,11.3496
new_3032765_3032908,11.6861,11.9282,11.6669,12.5762,12.4685,12.6794,12.2712,12.3102,12.378,12.6862,12.699,12.8284
new_3032910_3033040,12.4852,12.2756,12.31,13.0326,12.8345,12.9252,12.7975,12.6697,12.8425,12.6938,12.6822,12.9083
new_3033042_3033166,12.7183,12.7327,12.6582,14.2134,13.8141,13.8754,13.1622,13.0186,13.1923,12.8658,12.8897,13.1825
BSU29640,12.2825,12.2244,12.5021,13.166,13.3515,13.205,12.6603,12.5522,12.7403,12.6089,12.4882,12.6351
BSU29650,11.1066,11.122,11.3341,11.6445,11.4819,11.5879,11.2659,11.215,11.3507,11.3276,11.4082,11.4394
new_3034935_3035530,11.6112,11.4409,11.8302,9.6642,9.1988,9.4677,12.0813,12.2,12.3129,11.3951,11.4636,11.3918
new_3035475_3036308_c,7.0275,7.3806,7.39,7.7084,9.7446,8.5115,7.8958,8.2898,7.5236,9.1976,9.0995,8.5202
new_3035532_3035729,15.3696,15.725,15.7516,15.3297,15.311,15.4967,15.8743,15.9847,15.6458,15.5938,15.4249,15.3753
BSU29660,14.7146,14.72,14.9272,14.5121,14.7335,14.7775,15.1533,15.1777,15.3331,14.664,14.6851,14.8129
new_3036310_3036529_c,9.3656,8.8052,8.5469,8.464,8.9992,8.5319,7.5087,7.5209,7.5137,11.5431,11.6167,11.329
new_3036410_3036583,8.635,8.7021,8.9,9.0596,9.2659,9.1718,8.6629,8.7979,8.7561,8.6921,8.4927,8.4627
BSU29670,12.6198,12.6614,12.8587,12.8391,12.5921,12.8341,13.0008,13.0312,13.0615,11.681,11.519,11.6747
new_3037916_3038059_c,14.1292,13.7824,14.0572,15.103,14.9095,14.9704,14.1363,14.2079,14.0399,13.6722,13.5491,13.5074
BSU29679,14.1537,13.7465,13.9394,15.0283,14.791,14.8184,14.0516,14.219,14.021,13.5816,13.4684,13.445
BSU29680,12.0614,12.1181,12.3749,12.533,12.2126,12.4068,11.9743,11.9845,12.0146,11.9399,11.9079,12.032
BSU29690,11.6841,11.8235,12.0962,12.1269,11.7855,12.0432,11.6246,11.6174,11.5964,10.6577,10.5215,10.8048
BSU29700,11.3401,11.3657,11.6634,11.7298,11.4976,11.6357,11.1914,11.2581,11.2909,10.5229,10.275,10.5543
BSU29710,11.1307,11.2196,11.2365,11.5345,11.2346,11.2444,11.0663,11.0658,11.1651,10.1962,10.1641,10.3325
BSU29720,9.4752,9.4247,9.6524,10.1183,9.8569,10.0055,9.8873,9.889,9.9815,8.777,8.4792,8.8332
BSU29730,9.5523,9.3546,9.6557,10.1309,9.8224,9.9998,9.9837,9.8748,9.998,8.9472,8.6287,9.01
BSU29740,12.5362,12.6484,12.7246,12.3267,12.1663,12.4143,12.7566,12.7378,12.8588,11.8341,11.6592,11.9911
new_3045221_3045329_c,13.1143,12.7415,12.9597,12.7533,12.428,12.5768,13.3473,13.2927,13.1625,12.0539,12.1058,12.2449
new_3045331_3045396_c,12.5572,12.4891,12.8874,11.458,11.1128,11.209,12.3032,12.6758,12.4874,9.4469,9.8299,9.3294
BSU29750,14.9812,14.9723,15.1617,15.0757,14.9221,15.2115,15.1577,15.213,15.29,12.1022,11.9664,12.1326
new_3046584_3046684_c,15.1333,15.2643,14.962,14.5539,13.7089,14.5919,15.4482,15.5397,15.4602,12.034,11.8832,11.8951
BSU29760,13.8585,13.9705,13.7988,13.8898,13.8818,13.7707,12.9436,12.9541,13.0346,16.1768,16.0456,15.9658
BSU29770,14.3287,14.473,14.4497,14.4351,14.3506,14.3712,13.6887,13.75,13.7208,16.3773,16.3693,16.1731
BSU29780,14.1013,14.2102,14.1735,14.1586,13.9152,13.9281,13.269,13.1883,13.2061,16.3169,16.3276,16.24
BSU29790,13.2003,13.0886,13.3544,13.3082,13.1029,13.0964,13.462,13.4322,13.603,13.1093,13.0126,13.2444
new_3049503_3049699_c,13.5831,13.4628,13.4592,13.9144,13.6378,13.8507,13.9495,13.9274,13.9741,13.6978,13.6264,13.7896
BSU29805,11.4706,11.4795,11.4991,12.0533,11.6884,11.8899,11.5319,11.5686,11.6388,11.8013,11.6411,11.8708
BSU29820,13.0691,13.249,13.3994,13.394,13.1087,13.3262,13.2127,13.2446,13.1565,13.2385,13.1529,13.3209
BSU29830,12.7143,12.8303,12.8022,13.0816,12.8333,12.8245,12.8373,12.8318,12.8212,12.9495,12.9602,13.0116
BSU29840,12.6593,12.7571,12.8256,13.1194,12.7389,12.8778,12.8932,12.7452,12.6873,13.2864,12.9556,13.3061
new_3054512_3054650_c,12.4062,12.0305,11.8591,12.789,12.3032,12.7885,12.5044,12.2814,12.3192,11.2929,11.5514,11.5487
BSU29850,11.972,12.1227,12.0688,12.0593,11.9292,11.9812,11.8238,11.8411,11.865,11.7024,11.4594,11.5923
new_3055193_3055921,10.1454,10.0797,9.9503,10.2797,10.3207,10.4446,9.8485,10.0494,9.7408,10.074,9.9293,9.9675
BSU29860,11.4004,11.4639,11.4657,12.4396,12.128,12.3107,11.6627,11.6631,11.6933,11.7597,11.6992,11.794
BSU29870,13.1705,13.4029,13.3414,13.6899,13.3128,13.3954,12.7515,12.7541,12.5141,15.3015,15.0625,14.8258
BSU29880,13.0879,13.1439,13.4222,14.5248,14.3467,14.4796,13.2754,13.1459,13.246,13.2042,13.3237,13.4793
BSU29890,13.2864,13.3634,13.3204,14.3124,14.2153,14.2687,13.2183,13.1883,13.1528,12.9414,12.9591,12.9399
new_3059402_3059490_c,13.8748,14.3826,13.9097,15.3481,15.0105,15.0888,14.0803,14.3161,14.2877,13.9288,14.0856,14.087
BSU29900,11.8092,11.6097,11.7582,12.6382,12.334,12.474,12.1628,12.0502,12.2639,10.8959,10.8402,10.8626
new_3060225_3060673_c,10.9628,10.5642,10.905,10.7322,10.8247,10.8922,11.2717,11.169,11.529,10.5351,10.4836,10.6343
BSU29910,8.6668,8.2509,8.0094,7.4779,8.1755,7.7012,7.3141,7.2134,7.2002,7.2329,7.2731,7.0575
BSU29920,12.2383,11.7955,11.9721,12.1374,12.0862,12.1385,12.2788,12.4741,12.6053,11.6188,11.7564,11.7495
new_3060674_3060844,8.7933,8.4029,8.0672,7.3999,8.6369,7.7858,7.4491,7.7546,7.1535,7.3342,7.2542,7.0283
new_3061289_3061624_c,13.1151,12.7379,12.8164,13.3155,12.9877,13.1842,13.3441,13.4087,13.198,12.6323,12.7346,12.6684
BSU29930,10.5536,10.4224,10.5974,9.8924,9.8179,9.8829,10.9021,10.8364,10.9386,9.6757,9.6038,9.5789
BSU29940,11.8469,11.7291,11.9469,11.0965,10.8468,10.8561,12.2976,12.1813,12.3988,10.9009,10.7896,10.9637
BSU29950,12.303,12.1043,12.4552,11.7641,11.4735,11.3803,12.6907,12.6904,12.7369,11.4338,11.3683,11.654
BSU29960,11.051,11.0922,11.2347,11.8828,11.5404,11.4536,11.419,11.3266,11.464,11.2173,11.1386,11.321
BSU29970,9.7372,9.6737,9.7838,10.6822,10.7864,10.7007,9.9386,9.8326,9.9299,10.0815,9.9222,9.9493
BSU29980,11.6133,11.9375,11.9356,12.1007,11.8737,11.9855,11.8016,11.7637,11.7749,12.7798,12.6289,12.7843
new_3068812_3069252_c,12.0605,12.2707,12.2527,12.4795,12.2374,12.1703,12.1464,12.1541,11.9911,13.2786,13.2342,13.3653
BSU29990,9.2477,8.8868,8.8843,8.0632,8.2031,8.1806,9.777,9.6547,9.7547,7.8506,7.8066,7.7184
BSU30000,11.4904,11.7658,11.9391,11.0606,10.8309,11.1514,11.0429,11.141,11.014,13.0108,12.9525,13.2454
BSU30010,11.7766,12.2691,12.4251,11.3028,11.0531,11.6178,11.2496,11.3526,11.3136,13.5523,13.2484,13.7091
new_3072180_3072285,11.1185,11.0225,10.7533,10.7988,10.76,9.9675,9.6239,9.5803,9.9356,8.8876,9.1685,8.3114
new_3072287_3072400,13.3851,13.5038,13.6427,14.5291,14.2877,14.1882,12.6518,12.7981,12.5557,13.8902,13.5968,13.6707
BSU30020,13.4315,13.4593,13.5734,14.3832,14.2314,14.1893,12.6107,12.6805,12.5509,13.729,13.6411,13.5833
BSU30035,9.3239,9.4739,9.5754,8.9024,8.8026,8.8452,9.6349,9.5667,9.4798,9.6497,9.604,9.6908
BSU30050,10.8907,10.9183,11.1884,10.3427,10.1565,10.2809,11.3711,11.2918,11.4209,11.4872,11.2907,11.4293
BSU30060,11.0494,11.0625,10.9755,11.1045,10.7618,11.0834,10.7941,10.8448,10.854,10.1284,10.1234,10.3129
new_3076630_3076728,11.5892,11.3971,11.406,11.3908,11.1387,11.2584,11.1666,11.1691,11.0011,10.4238,10.3123,10.3404
new_3076730_3076817,11.7035,11.5386,11.8262,12.0341,11.8177,12.0702,11.5909,11.352,11.6267,13.0052,13.1764,13.1099
BSU30070,11.3127,11.2306,11.0434,11.7436,11.5026,11.7693,11.1501,11.112,11.1974,12.148,12.32,12.1303
BSU30080,8.0972,8.1818,8.1285,8.2325,8.592,8.1507,7.787,7.7533,7.8861,8.0692,8.0872,8.1736
BSU30090,7.5976,7.7292,7.8505,7.6833,7.8246,7.7471,7.6631,7.5102,7.5043,7.868,7.932,7.9575
BSU30100,7.3002,7.6522,7.6128,7.6247,7.5627,7.7645,7.5003,7.3726,7.3089,7.7517,7.9032,7.9604
BSU30110,6.889,7.3508,7.4455,7.302,7.4637,7.4139,7.4161,7.1882,7.1293,7.7411,7.8365,7.8271
BSU30120,6.689,7.1344,7.2188,7.062,7.2772,7.1545,7.1843,6.9754,6.8778,7.174,6.9858,7.1539
BSU30135,6.434,6.8922,7.056,6.972,7.1788,7.0683,7.0312,6.7678,6.6719,6.9006,6.7748,6.7652
BSU30150,7.3715,7.6994,7.9397,7.2314,7.3527,7.3603,7.5378,7.3863,7.3575,7.1369,6.9964,7.0544
BSU30160,7.8334,8.0381,8.1351,8.0145,7.9521,7.9521,7.9394,7.8101,7.8324,7.9577,7.9173,7.9847
BSU30170,6.9782,7.3858,7.5934,7.3464,7.4753,7.4515,7.5137,7.4038,7.2508,7.0932,6.9111,7.0711
BSU30180,11.6597,11.8322,12.0423,13.2476,13.0962,13.0823,12.9136,12.8074,12.8658,11.1988,11.1125,11.084
new_3089150_3089225_c,11.9909,12.0235,12.2004,13.4024,13.1921,13.143,13.0808,12.9589,12.9746,11.0109,11.0086,11.024
BSU30190,11.7123,11.7792,11.8715,13.2644,12.9973,13.0222,12.9658,12.8369,12.9108,10.5517,10.2804,10.5325
BSU30200,13.3481,13.3902,13.5605,14.5541,14.3423,14.5328,14.2256,14.2261,14.3291,11.8499,11.5723,11.8779
BSU30210,13.3487,13.5182,13.7582,14.8361,14.5905,14.8125,14.4822,14.4222,14.4313,12.3109,12.1159,12.425
BSU30220,13.8897,13.9812,14.0733,15.0957,14.9526,15.1159,14.7748,14.6116,14.8328,12.9639,12.8371,13.0381
BSU30230,13.8374,13.8793,14.0396,15.0615,14.9033,15.1031,14.7438,14.7422,14.8586,13.0233,12.9101,13.1331
BSU30240,13.8905,14.1013,14.2225,15.2153,14.8948,15.1981,15.1062,14.8969,14.8542,13.4897,13.2608,13.5572
new_3095456_3095548_c,13.5785,14.3288,14.7539,15.6059,14.399,14.8329,14.6629,14.6434,15.2711,13.5817,13.2933,13.8196
BSU30250,8.4471,8.6501,8.7668,9.2585,9.1469,9.2228,8.1241,8.0384,8.01,7.6106,7.529,7.5539
BSU30260,8.6945,8.7715,8.9636,8.7567,8.6066,8.783,8.9796,8.8074,8.8436,7.4325,7.3216,7.4367
BSU30270,9.14,9.3377,9.4793,9.3109,9.1036,9.1771,8.6893,8.6155,8.6617,7.6724,7.6453,7.6534
BSU30280,8.4693,8.8039,8.7591,8.7961,8.7182,8.7743,8.0645,7.9996,8.043,7.497,7.3687,7.4939
BSU30290,9.0524,9.292,9.2817,9.2841,9.1782,9.2297,8.3263,8.3146,8.4075,7.7758,7.7389,7.709
BSU30300,9.2005,9.448,9.4245,9.6734,9.5553,9.6442,8.947,8.8899,8.969,8.3456,8.2546,8.2487
BSU30310,12.2115,12.4466,12.5572,12.6906,12.526,12.4575,12.7128,12.8385,12.5538,12.9805,12.6006,12.8081
BSU30320,12.5023,12.4594,12.6327,12.0352,11.7542,11.9836,12.8178,12.7502,12.8474,11.9391,11.8872,12.0264
new_3105044_3105139_c,12.7754,12.938,13.2199,12.6033,12.0766,12.4384,13.3479,13.1067,13.1914,12.6856,12.3398,12.5919
BSU_misc_RNA_49,13.3175,13.2347,13.3322,14.1783,13.878,13.9296,13.4526,13.8712,13.7063,13.2947,13.0176,12.8061
new_3105438_3105878,8.3337,8.14,7.9599,8.1738,8.5104,8.1183,7.6485,7.5435,7.5457,7.4021,7.2905,7.1614
BSU30330,9.4539,9.4343,9.5857,10.211,10.3206,10.3393,8.8442,8.8346,8.9049,10.8469,10.8487,10.7341
new_3105800_3106064_c,9.9335,9.7585,9.9926,10.5409,10.4631,10.2548,9.2086,9.172,9.182,11.288,11.154,11.1778
