SMMPr_1,SMMPr_2,SMMPr_3,HiOs_1,HiOs_2,HiOs_3,SMM_1,SMM_2,SMM_3,Salt_1,Salt_2,Salt_3
BSU09080,10.3181,10.5068,10.6271,10.5073,10.2065,10.1768,10.9376,10.797,10.7337,9.9656,9.9217,9.9542
BSU09090,10.1584,10.3616,10.5596,10.128,10.1047,10.1997,10.4258,10.4974,10.44,9.8681,9.8462,9.9219
BSU09100,14.6295,14.6213,15.036,14.6649,14.3612,14.6179,15.0739,15.0763,14.9644,14.173,14.1346,13.9873
new_984466_984593_c,16.2216,16.0561,16.3273,16.4058,16.2584,16.0777,16.3676,16.4214,16.3641,16.0934,16.1421,15.8351
new_984595_985733_c,9.7745,9.8416,9.9942,9.5056,9.6738,9.6224,10.3013,10.3522,10.3674,8.9162,8.7484,8.7778
new_984790_984900,12.2945,12.2275,12.3694,12.9462,12.8649,12.9398,12.8318,12.8836,12.8021,13.3325,13.1514,13.4383
BSU09110,11.6561,11.5633,11.816,12.1437,12.2929,12.2137,11.9054,11.9621,12.0493,12.391,12.2937,12.4057
BSU09120,11.0092,10.8686,11.0156,10.535,10.3883,10.5377,11.5771,11.422,11.581,9.6806,9.6251,9.6413
BSU09130,10.185,9.8979,10.2742,10.4005,10.1504,10.2564,10.3447,10.3661,10.4661,9.0373,8.9925,9.0723
new_988013_988416_c,7.6208,7.5036,7.3466,7.2447,7.6051,7.3713,7.1124,6.976,6.9386,8.9639,9.076,8.6515
BSU09140,9.8232,9.4589,9.1413,8.4404,8.6029,8.3296,7.4401,7.3985,7.5266,11.8958,11.8633,11.4061
BSU09150,11.6593,11.007,10.8964,9.4436,9.8034,9.1929,8.9976,9.086,9.1622,8.3717,8.6041,7.8397
BSU09165,10.1169,10.0322,10.936,7.937,8.6212,7.8439,7.3064,7.0684,7.134,7.0604,7.112,7.0701
BSU09180,12.0347,11.4845,11.0674,9.5015,9.9048,9.541,8.3403,8.2856,8.7103,8.5178,8.7844,8.2197
BSU09190,10.8571,10.9057,10.673,10.9339,10.5308,10.7651,9.5556,9.6225,9.5914,9.3309,9.1695,9.46
BSU09200,11.2019,11.2922,11.2668,11.2598,11.059,11.2687,10.0966,10.1969,10.178,9.879,9.8015,9.8901
BSU09210,9.0633,9.0426,9.1234,9.1117,9.072,9.1451,9.3297,9.2414,9.3084,9.1551,8.9987,9.174
new_996597_997083_c,9.0383,9.0467,9.1238,9.3762,9.2622,9.3495,9.5125,9.4477,9.5735,9.4187,9.364,9.3959
BSU09220,8.1077,8.0546,8.2449,8.1721,8.6293,8.6591,8.1766,8.2645,8.0685,9.6988,9.8074,9.7607
BSU09230,12.6068,12.0162,11.7694,8.7536,9.5024,8.7375,8.1287,7.8714,8.1819,8.1197,8.0763,7.8822
BSU09240,10.7441,10.8598,10.7802,11.1047,10.7932,10.9305,10.707,10.8312,10.8123,13.0709,12.9087,13.1163
BSU09250,11.1352,11.3202,11.3962,11.6448,11.4559,11.6514,11.2387,11.3141,11.2717,13.5603,13.4662,13.6085
BSU09259,7.8308,8.1611,8.0889,8.4778,8.5055,8.4299,8.281,8.2136,8.1185,8.8355,8.7747,8.8002
new_1000282_1000363,12.0315,12.1169,12.0033,12.9821,12.4009,12.8434,12.3146,12.3318,12.4576,11.2536,11.0714,11.2581
BSU09260,11.2229,11.1844,11.0639,11.8357,11.5061,11.6404,11.3245,11.422,11.4619,10.2337,9.9957,10.2529
BSU09270,10.8201,10.7925,10.8844,11.5998,11.6331,11.5142,11.0073,11.0818,11.2992,10.1917,10.0584,10.0711
new_1002410_1002500,10.7251,10.7374,10.7599,9.9841,9.615,9.6563,13.1281,13.2277,12.9238,10.7524,10.1763,10.6621
BSU09280,9.5875,9.7323,9.7951,9.0884,8.7045,8.9937,12.3985,12.3558,12.3188,9.8393,9.2941,9.7506
BSU09290,10.3094,10.4401,10.5546,10.6596,10.1006,10.2796,12.6296,12.637,12.6155,13.6726,13.6052,13.9286
new_1004835_1004923,10.2977,10.4904,10.7213,11.2361,11.2762,11.5636,12.6639,12.9873,12.6679,14.9634,15.2546,15.0359
BSU09300,9.5495,9.7594,9.6612,9.1221,8.8475,9.0395,12.7518,12.5373,12.5391,13.6474,13.4872,13.7605
new_1006655_1006728,8.8656,8.9196,8.3887,8.9519,8.8066,8.6405,11.0709,10.8937,10.691,12.7428,12.9958,12.9643
BSU09310,12.9827,13.1771,13.3325,12.541,12.3043,12.5261,12.8736,12.9765,12.9355,13.8848,13.8898,13.9276
new_1008553_1008622,7.069,7.6298,7.6392,7.3653,7.5825,7.5501,7.5888,7.4219,7.4317,7.9568,8.0568,8.1662
BSU09320,10.6326,10.4736,10.4005,10.747,10.5274,10.591,10.6494,10.6518,10.5823,9.7756,9.6517,9.8331
BSU09330,11.2178,11.1961,11.1971,11.4393,11.0797,11.2715,11.1758,11.1941,11.1034,10.2388,9.938,10.2617
BSU09340,10.6249,10.6313,10.7762,10.747,10.7246,10.8132,10.6442,10.593,10.7062,9.6125,9.5531,9.7117
BSU09350,10.7773,10.4286,10.2898,7.5755,7.973,7.6575,8.1484,7.9682,8.1986,7.5522,7.4798,7.3522
BSU09360,9.1033,8.6624,8.6277,8.1715,8.2497,8.0782,8.0319,7.8909,7.9311,7.711,7.6595,7.7414
new_1011751_1013617,7.9726,7.9217,7.9958,8.5869,8.9944,8.7128,7.962,8.018,7.5865,7.8926,7.8179,7.5654
BSU09370,13.3658,13.148,13.4169,10.8778,10.1703,10.6046,13.8018,13.8849,13.8716,11.9394,11.5224,11.6482
BSU09380,13.5191,13.3274,13.4487,13.749,13.6112,13.57,13.4856,13.4088,13.3433,13.3608,13.1442,13.2545
new_1013861_1013971,9.5032,9.5007,9.6483,10.5493,10.2937,8.8262,8.3661,8.8282,8.1686,8.2132,8.3527,8.1041
BSU09390,7.4463,7.5477,7.6235,8.4152,8.8331,8.2905,7.8412,7.8507,8.0373,15.0965,15.215,15.0174
BSU09400,10.2234,10.0985,9.711,9.8601,9.9414,9.2163,8.1887,8.4733,8.8188,8.3883,8.6424,7.8144
BSU09410,9.9187,9.692,9.719,9.0954,8.9456,8.9861,9.4903,9.442,9.3704,10.5535,10.3803,10.4971
new_1018497_1020028_c,10.6469,10.3272,10.5554,8.7082,9.7371,9.4778,10.3637,10.5152,10.2236,12.1147,12.0674,12.2709
new_1018650_1018937,11.678,11.0214,11.6044,13.0317,12.7679,12.7994,12.2296,12.1994,12.543,11.208,11.1637,11.3061
BSU09420,13.1681,13.4352,13.5663,15.1189,15.1501,15.0728,13.4914,13.4504,13.4216,11.4397,11.3083,11.1654
BSU09430,10.029,10.1742,10.2698,10.5029,10.3095,10.4904,10.1373,10.2085,10.1872,11.1105,11.0564,11.0441
BSU09440,9.1319,9.3199,9.4843,10.356,10.0315,10.0912,9.5168,9.4006,9.5067,9.3965,9.3957,9.4822
BSU09450,8.9977,9.107,9.1293,10.1844,10.1367,10.1702,9.2976,9.2079,9.1905,14.1694,14.494,14.0189
new_1023253_1023349,12.1244,11.8133,12.0355,12.755,12.1964,12.5225,12.7451,12.8087,12.6761,9.8137,9.7724,9.4616
BSU09460,11.3562,11.165,11.4493,11.8536,11.9635,11.8412,11.9096,11.8412,12.0324,9.0035,9.0375,8.9125
BSU09470,9.7647,9.8546,9.742,9.5437,9.4521,9.3735,10.4346,10.3042,10.6454,9.2171,9.169,9.2119
BSU09480,8.488,8.5736,8.6244,9.0216,9,9.12,8.6805,8.6485,8.5972,8.3052,8.3182,8.3451
BSU09490,10.0844,10.3589,10.584,11.2815,11.0993,11.2571,10.1185,10.0913,10.3134,9.1825,9.1515,9.172
BSU09500,10.6342,10.7746,11.1427,10.5031,10.6413,10.7499,10.9636,10.9639,11.1446,12.099,12.1219,12.3106
BSU09510,11.6356,11.7899,12.0465,11.2788,11.201,11.3277,11.8513,11.8635,11.8643,12.9672,13.0419,13.105
BSU09520,11.747,11.9718,12.2181,11.2762,11.1191,11.2462,11.9979,11.9806,11.9752,13.1283,13.075,13.268
new_1030069_1030171_c,11.3275,11.1084,11.1801,10.8653,10.3037,10.8612,11.5728,11.592,11.6803,11.5128,11.498,11.5798
BSU09530,9.5672,9.5536,9.341,11.3351,11.1511,10.9688,9.6831,9.6689,9.5459,15.1554,15.0829,15.0793
BSU09540,12.7707,12.7892,12.845,12.3002,12.2338,12.1706,12.5728,12.7128,12.6799,12.3303,12.076,12.0258
new_1032054_1034008,8.9145,8.7999,9.0123,9.2799,9.7737,9.5014,8.9544,9.0691,8.8034,8.6921,8.515,8.1533
BSU09550,13.6206,13.5976,13.7836,13.449,13.3606,13.3939,13.6013,13.5607,13.748,14.2403,14.2768,14.2413
BSU09560,13.5937,13.5174,13.7017,13.6524,13.564,13.5197,13.7046,13.6462,13.7152,14.1317,14.1158,14.1892
BSU09570,11.8165,12.0715,11.9738,11.8258,11.482,11.6105,12.2485,12.2227,12.3215,10.5686,10.4484,10.6978
new_1035257_1035395,9.9091,10.168,10.0998,9.9755,9.7618,9.8339,10.1198,10.2737,10.0224,8.7848,8.9089,8.9243
new_1035397_1035553,14.1528,14.0222,14.3411,14.9251,14.4731,14.9386,14.3006,14.2015,14.195,13.7609,13.5797,13.4818
BSU09590,13.7233,13.5244,13.6551,14.2247,14.1213,14.1112,13.6647,13.583,13.7765,12.9285,12.8665,12.9801
BSU09600,10.1872,10.197,10.3161,11.0392,11.1472,11.186,10.6425,10.4302,10.646,9.7375,9.6222,9.7446
BSU09610,10.5864,10.7623,10.6917,11.5844,11.5546,11.7287,11.0843,11.1216,11.1721,10.1567,10.1054,10.3896
BSU09620,11.1139,11.1049,11.2504,12.0584,11.8586,11.9687,11.3329,11.4514,11.487,10.4803,10.4067,10.5459
new_1038543_1038616,8.7367,8.4056,8.464,8.0232,8.5759,7.9492,7.2413,7.0227,7.1662,7.3206,7.2068,7.1817
BSU09630,10.8473,10.543,10.4427,14.2445,14.1744,13.8326,10.0015,10.0331,9.9034,11.3794,10.9071,10.6931
new_1038761_1038814,10.8647,10.6288,10.6595,14.3718,14.5658,14.0629,10.1291,10.0669,10.1206,11.4422,11.1556,10.8485
BSU09640,9.1086,9.0046,9.1653,9.4443,9.4546,9.1783,8.703,8.6647,8.8628,9.4926,9.4998,9.658
BSU09650,10.6813,10.91,10.9276,11.1704,10.8636,11.0791,10.717,10.7083,10.7618,10.5279,10.5004,10.4942
BSU09660,12.4679,12.252,12.2033,10.9876,10.9458,10.8474,12.4798,12.4824,12.6628,10.7389,10.4791,10.8915
new_1041710_1041809_c,13.667,13.3916,13.8402,12.3259,11.9905,12.4834,13.4388,13.5494,13.6007,11.7836,11.7507,11.9299
new_1041733_1041928,10.8394,10.6005,10.2495,10.6612,10.4063,10.4278,9.7165,9.8026,9.5184,9.8411,10.0005,9.8368
new_1041930_1041993,14.207,14.373,14.3215,14.6342,14.1801,14.4067,14.2439,13.83,13.9001,13.326,13.188,13.1077
BSU09670,13.5539,13.4735,13.7075,13.9082,13.7572,13.8964,13.4597,13.3968,13.5057,12.364,12.3017,12.5082
BSU09680,9.3922,9.2142,9.3046,7.7507,7.8479,7.8853,9.8724,9.7684,9.9592,10.6297,10.8968,10.5848
new_1044247_1044317_c,8.7305,8.2493,8.4635,7.8311,8.5353,8.0368,9.6245,9.9707,10.03,10.8339,11.5634,11.2252
BSU09690,8.4271,8.5796,8.7051,10.8438,10.726,10.4771,8.199,7.9252,7.9444,14.4199,14.644,14.1933
new_1044967_1045036,12.593,12.1418,12.1882,12.3428,11.5106,12.0795,11.403,12.3871,11.9916,11.5335,11.5925,10.739
BSU09700,12.7706,12.9316,12.7774,12.7106,12.9443,12.4664,12.4311,12.8573,12.3855,11.9787,11.5559,11.2454
new_1045199_1045317,10.2329,10.3869,10.4891,10.0967,9.5688,9.9224,10.0303,9.9405,9.9332,9.566,9.3362,9.5551
BSU09710,10.0679,10.0689,10.2395,9.7734,9.5941,9.7557,9.8053,9.7,9.9045,9.2633,9.1044,9.3389
BSU09720,9.8244,9.8719,9.9375,9.6774,9.6272,9.698,9.7134,9.6583,9.7336,9.5456,9.546,9.6706
BSU09730,10.4099,10.4305,10.4289,10.8314,10.7255,10.7093,10.5981,10.6821,10.6611,9.619,9.4755,9.4463
BSU09740,7.1669,7.3402,7.4455,6.9335,7.4066,7.1142,7.0099,6.769,6.774,6.9871,6.8662,6.9066
BSU09750,13.7984,13.2392,12.9361,10.2482,10.8363,10.1375,8.7957,8.603,9.5596,8.6618,9.5045,7.2148
new_1050235_1050345_c,13.882,13.3897,13.157,10.345,10.8661,10.2302,8.8747,8.6712,9.5104,8.6877,9.5437,7.1437
BSU09760,8.206,8.0878,8.2451,9.5054,9.9246,9.5125,8.2879,8.2839,8.0268,8.3784,8.1453,8.1007
BSU09770,10.8319,10.3659,9.8965,9.356,9.6517,9.1342,8.1758,8.2025,8.4188,8.7335,8.836,8.7083
BSU09780,11.1083,10.7826,10.2076,9.6479,9.8044,9.3759,8.015,7.9917,8.5051,7.9041,8.1667,7.2914
new_1053254_1053359_c,11.3539,11.304,10.2606,9.7317,10.0194,9.7224,8.5562,8.0942,8.5514,7.8501,8.3942,7.2583
BSU09790,11.0408,11.0528,11.1798,10.9876,10.7824,10.7768,10.9428,10.9201,11.0112,10.7425,10.6469,10.8384
new_1054654_1054745,11.6965,11.8168,12.0095,11.5536,11.4445,11.3044,11.5302,11.373,11.4738,11.0111,11.1336,11.2205
BSU09800,11.4724,11.5479,11.5259,11.757,11.7404,11.7669,11.6817,11.764,11.7099,11.1953,11.148,11.0656
BSU09810,9.6607,9.8524,9.969,9.9544,9.7957,9.9231,9.6859,9.5357,9.5836,10.0667,10.0696,10.0764
new_1056384_1056537,12.8602,13.1376,13.5959,13.4156,12.912,13.4076,12.8875,13.2547,12.5263,11.5778,11.1236,10.6622
new_1056539_1056622,11.6136,12.1029,12.6088,12.9954,12.6901,12.8235,11.6822,11.9706,11.5729,9.8362,9.3202,9.1549
BSU09830,10.75,10.4418,10.0804,10.8574,11.2198,10.4605,8.6673,8.9621,9.3332,8.3331,8.7884,7.3957
BSU09840,9.9365,9.787,9.9315,10.4044,10.215,10.2008,10.1436,10.0853,10.2062,8.7756,8.6674,8.8062
BSU09850,9.2214,9.5428,9.4165,10.492,10.4091,10.41,8.9546,9.019,9.0248,13.5726,13.4335,13.3993
BSU09860,10.1905,10.4631,10.5326,11.4802,11.2791,11.4475,9.829,9.8008,9.8052,14.3311,14.3784,14.2458
BSU09870,11.194,11.3672,11.3009,12.0614,11.8927,11.7272,10.3229,10.2481,10.3473,14.5032,14.4143,14.1437
BSU09880,9.3537,9.5814,9.583,9.3603,9.1651,9.3319,8.2491,8.2861,8.1653,7.9426,7.9634,7.8858
BSU09889,9.5688,9.5203,9.4813,9.9638,9.7916,9.8507,8.579,8.9096,8.5833,8.5039,8.1456,8.0481
BSU09890,11.7769,11.719,11.9345,11.2524,10.9431,11.1175,11.6579,11.6105,11.7782,10.1199,9.8034,10.0686
BSU09900,11.1455,11.1147,11.1933,10.6037,10.6497,10.6966,11.0157,11.1126,11.0679,9.7285,9.5972,9.5901
BSU09910,9.742,9.78,9.7361,10.255,9.9065,10.1605,9.8832,9.8492,9.8827,9.4714,9.217,9.5241
BSU09920,10.222,10.2781,10.4466,10.4603,10.1531,10.2763,10.2969,10.1452,10.2117,10.8691,10.8633,10.8705
BSU09930,12.2515,12.3551,12.6845,12.8181,12.7063,12.7719,12.5616,12.5011,12.5876,12.5872,12.4347,12.587
BSU09940,10.1332,10.0095,9.6287,10.3699,10.438,9.7322,9.1686,9.3731,9.3376,9.1177,9.1649,8.5034
BSU09950,14.3438,14.5326,14.7467,14.6071,14.1525,14.3675,14.3771,14.3145,14.1944,14.4377,14.058,14.3523
BSU09958,11.1031,11.348,12.1927,8.1045,9.4964,8.1536,7.5427,6.9521,7.2276,7.2488,7.2552,7.3392
new_1071489_1071740,10.7291,11.1529,12.0143,8.0071,9.4177,8.0686,7.5089,6.9924,7.2206,7.2003,7.2171,7.3132
new_1071709_1071971_c,11.3052,11.6161,11.7349,11.6995,11.8024,11.8664,11.914,12.0076,11.9025,10.7525,10.4102,10.5591
new_1071742_1072225,7.9787,7.9908,8.0004,7.5657,7.7857,7.7828,7.605,7.4896,7.4379,7.4088,7.3707,7.4071
new_1071973_1072041_c,11.1334,10.8314,10.9518,10.4013,10.2424,10.2371,11.4659,11.5045,11.7247,9.2276,9.3512,9.585
BSU09965,10.6556,10.3133,10.319,10.0741,9.955,10.1221,11.0464,11.0252,11.1071,8.9893,8.9089,8.9615
BSU09980,11.6677,11.7871,12.003,11.6768,11.6764,11.7372,11.7728,11.6387,12.0485,12.1005,12.0994,12.0203
new_1072963_1073105_c,12.0565,12.1627,12.4711,12.8135,12.6005,12.6817,12.1576,12.5479,12.4613,11.2585,11.492,11.2972
BSU09990,13.44,13.6143,13.7438,14.0429,13.7467,13.984,13.8177,13.7168,13.8639,13.0092,12.7841,12.8163
new_1073110_1073875,9.72,9.56,9.98,9.43,10.11,9.67,9.5,9.47,9.53,10.49,10.47,10.41
BSU10000,13.495,13.5523,13.5562,13.4844,13.3541,13.315,13.3731,13.4381,13.3553,14.0262,14.0724,13.7754
new_1074350_1074613_c,10.6015,10.5244,10.7171,10.7214,10.1591,10.4306,10.9591,10.7502,10.9359,12.7952,13.2356,12.6475
BSU10009,8.519,8.6122,8.1953,8.6779,8.8389,8.4094,7.2705,7.5302,7.6585,7.4922,7.3655,7.1661
new_1074573_1076008,7.3433,7.6005,7.524,7.7952,8.4913,7.9991,7.3521,7.477,7.2895,7.6721,7.6066,7.3919
BSU10010,13.8517,13.6625,13.7381,13.8937,13.9702,13.9942,14.0335,14.1024,14.2771,12.7803,12.6739,12.8172
new_1075165_1075252_c,14.0715,14.1129,14.2956,14.3933,14.072,14.4237,14.3081,14.3276,14.4926,13.1114,13.0531,13.0801
BSU10020,13.2658,13.5596,13.7005,13.7205,13.5619,13.7668,13.9084,13.8772,14.0092,11.8689,11.6418,11.8264
new_1076420_1076501_c,9.0848,9.4392,9.6908,9.4021,9.3393,9.54,9.4055,9.5903,9.5609,8.9681,8.8547,8.9017
BSU10030,12.8713,13.0752,13.035,13.1117,12.9274,13.0081,12.9989,13.0106,12.9894,12.3319,12.0941,11.9876
new_1077024_1077320_c,11.1871,10.5722,10.9631,8.3065,9.455,8.4251,7.4427,7.3441,7.4546,7.5251,7.4972,7.1337
BSU10040,12.0983,12.3146,12.2522,12.0624,11.762,11.9776,12.0169,12.0747,11.9799,11.8181,11.6979,11.9358
BSU10050,11.7402,11.8556,11.953,11.6057,11.6714,11.6611,11.6017,11.8102,11.765,11.5565,11.5218,11.6322
BSU10060,11.1673,11.311,11.478,10.9267,11.2473,11.0581,11.1457,11.1172,11.2126,10.9917,10.8511,11.2059
BSU10070,13.3656,13.508,13.3899,14.7499,14.5217,14.7695,13.3058,13.3626,13.501,13.3802,13.2321,13.2858
BSU10080,8.6436,8.4576,8.5818,7.285,7.5599,7.2863,7.5385,7.307,7.441,8.3994,8.2802,8.3651
BSU10090,8.4645,8.7049,8.7511,8.1443,8.1527,8.0665,8.4553,8.5676,8.7197,9.3825,9.3872,9.342
BSU10100,12.4037,12.5634,12.6401,12.8656,12.787,12.8664,12.1821,12.2613,12.3277,13.1008,12.8243,12.8079
BSU10110,9.3481,9.3826,9.3262,10.0228,9.7317,9.8589,9.5395,9.5388,9.5305,9.6789,9.515,9.8296
BSU10120,11.4844,12.1029,12.2504,11.4756,11.0814,11.2192,11.6016,11.4745,11.6002,11.4936,11.4428,11.7516
BSU10130,11.645,12.0385,12.2427,11.2536,10.996,10.9685,11.6224,11.5699,11.4881,12.0874,11.932,12.1491
BSU10140,11.0956,11.4012,11.3894,10.3018,10.2615,10.2842,11.0839,11.1763,11.1711,11.4533,11.3226,11.4833
BSU10150,10.7785,10.6808,10.7202,10.8384,10.5576,10.7754,11.1091,11.0027,10.9317,10.0022,9.8292,10.0206
new_1090331_1090400,10.6074,10.4784,10.5854,10.6932,10.3479,10.7929,10.8458,10.8464,10.7187,13.3579,13.663,13.8509
BSU10160,9.6901,9.7685,9.972,10.2099,9.978,10.2148,10.3924,10.2852,10.3098,12.9131,12.8151,13.0814
BSU10170,11.0964,11.2912,11.3037,9.647,9.3659,9.6639,10.578,10.7708,10.4142,9.7312,9.3107,9.2602
BSU10180,10.5153,10.8259,10.6337,10.5236,10.2554,10.4169,9.3613,9.405,9.3785,8.7665,8.6596,8.8009
new_1094366_1094987_c,10.6201,9.4619,11.0988,7.4335,7.9458,7.3479,7.1172,6.8499,6.7693,7.0354,6.8006,6.9193
new_1094651_1095022,10.7203,11.1209,10.7896,10.9301,10.7117,10.9616,9.6386,9.7901,9.6862,9.1808,8.8984,9.1329
BSU10200,12.0371,12.2347,12.2777,11.9085,11.51,11.8414,11.5765,11.5761,11.5535,10.6728,10.4941,10.694
BSU10210,11.6367,11.5936,11.7496,11.0728,11.2302,11.2659,10.9938,10.9432,10.8488,10.1754,10.0333,10.1032
BSU10220,13.0781,12.9504,13.0381,13.4626,13.4852,13.3302,13.5743,13.4712,13.6336,11.933,11.9582,12.0646
new_1097850_1097950_c,13.4298,13.4443,13.4184,14.1797,14.0837,14.2895,14.459,14.2856,14.6052,13.1781,13.1408,12.953
new_1097952_1098088_c,7.4929,7.6854,7.4577,8.0583,8.4953,8.4358,7.8707,8.0136,7.8918,8.515,9.0187,8.8453
BSU10230,7.7406,7.7344,7.9498,9.1705,8.9247,8.932,8.2726,8.43,8.2383,9.6865,9.5528,9.2597
BSU10240,11.8647,12.1875,12.1048,10.9636,10.6242,10.7646,11.7722,11.695,11.6982,12.3978,12.3511,12.4431
BSU10250,11.3201,11.5813,11.6014,10.6189,10.3117,10.4653,11.3279,11.3413,11.3461,12.2316,12.1324,12.2268
BSU10260,11.8966,12.1044,12.224,12.2149,12.0161,11.9215,11.6334,11.5228,11.683,12.9051,12.7507,12.8775
BSU10270,8.5217,8.7075,8.7776,9.4077,9.3032,9.4449,8.5108,8.5136,8.4935,8.0875,8.0154,7.9623
BSU10280,9.9648,9.6335,9.3827,8.8537,8.9801,8.5669,7.8986,7.9381,8.1442,9.8538,9.8061,9.6711
BSU10290,8.7142,8.9028,8.8572,9.6025,9.7506,9.545,8.6675,8.6201,8.6849,9.1747,9.2392,9.1766
BSU10300,9.934,10.0066,10.1155,10.6268,10.8091,10.5257,9.4822,9.436,9.4139,9.1967,9.4427,9.2286
new_1105569_1105635_c,11.7152,11.7325,11.1513,12.3659,11.3902,11.9406,10.4589,10.8218,10.8267,10.1285,10.388,10.5307
BSU10310,9.3744,9.4437,9.7244,10.6196,10.5545,10.5058,9.8066,9.713,9.7998,9.0233,8.8402,8.8523
BSU10320,10.3932,10.4483,10.6224,11.7109,11.5746,11.6955,10.6528,10.5623,10.5696,12.3646,12.2692,12.4071
new_1107562_1107672,9.1383,9.266,9.6635,9.6941,9.4042,9.6278,9.5137,9.4601,9.494,11.0259,11.1528,11.0976
BSU10330,11.9041,11.8479,12.2302,12.8591,12.5331,12.8459,12.3606,12.3524,12.6505,12.1503,12.0654,11.9965
BSU10340,12.0086,12.1141,12.0674,13.0154,12.9252,12.9447,12.474,12.525,12.4838,11.7195,11.6033,11.8124
BSU10350,12.1668,12.087,12.1557,13.452,13.2577,13.2027,12.7835,12.7249,12.9048,10.5572,10.3413,10.4982
BSU10360,11.9639,11.8455,11.7141,13.2117,13.0665,12.9822,12.5448,12.5474,12.6253,10.3504,10.1407,10.4439
BSU10370,11.9876,11.8679,11.8427,13.4162,13.3528,13.2187,12.7308,12.6024,12.7861,10.7279,10.5537,10.8553
BSU10380,12.9889,12.9835,13.2698,9.8061,9.3834,9.5706,13.4391,13.4725,13.4412,11.071,10.7949,10.979
BSU10390,8.4277,8.364,8.1835,8.0398,8.1188,7.8973,7.6144,7.5532,7.5686,7.3885,7.4325,7.1918
BSU10400,10.3182,9.9991,9.6144,9.2199,9.4329,8.9433,7.7622,7.8092,8.2,7.6592,7.8209,7.1522
BSU10410,13.4813,13.2038,13.382,14.5441,14.4285,14.4571,13.1033,13.3846,13.1303,13.3236,13.285,12.9495
new_1116857_1117712_c,7.1017,7.2946,7.28,8.1332,8.7093,8.1546,7.5137,7.5645,7.3074,12.6673,12.9368,12.6124
BSU10420,12.9805,12.8138,13.1613,12.8562,12.5958,13.0283,12.2189,12.6572,12.2614,9.9908,9.2698,9.3659
new_1117688_1117833,10.2188,10.5816,11.2077,10.4443,10.1894,10.7452,10.4015,10.8665,10.4678,8.123,7.9077,7.9292
BSU10430,7.9936,8.0177,7.9616,10.0116,10.1776,9.8702,8.3545,8.3296,8.4593,15.1596,15.2398,15.0869
new_1117924_1118790,10.801,10.4999,10.9228,10.2748,9.9508,10.4807,10.2713,10.7734,10.3404,7.7784,7.4817,7.2217
BSU10440,14.0195,14.2325,14.116,13.1989,12.8326,13.1524,13.7878,13.9968,13.8281,12.2333,12.092,11.9931
BSU10450,10.7888,10.8027,10.9339,12.5676,12.4719,12.4986,11.1044,11.135,11.2434,11.0693,11.2122,11.136
BSU10460,10.9068,10.8646,11.0061,12.7477,12.6039,12.5176,11.3499,11.2533,11.4027,11.1357,11.3304,11.1566
new_1120829_1120947_c,10.9705,11.2613,11.1025,12.9803,12.6456,12.8005,11.4298,11.4064,11.6422,11.5141,11.4744,11.407
BSU10470,7.2836,7.5144,7.6481,7.6997,7.7519,7.6887,7.3835,7.2217,7.2531,7.3282,7.2225,7.1988
new_1121267_1121506,8.7728,8.7956,8.6518,8.726,8.8944,8.6393,8.2262,8.1237,8.1713,7.9415,8.1677,7.9316
BSU10480,10.6756,10.858,10.8478,10.7741,10.5972,10.7623,10.7243,10.7048,10.7811,11.2899,11.3415,11.2087
BSU10490,10.3188,10.4767,10.629,10.292,10.429,10.3206,10.4415,10.4156,10.4839,10.9758,10.9071,10.9492
new_1122762_1122861,8.6832,9.2619,9.0665,9.479,9.0636,8.9659,9.1456,8.9243,9.0757,8.9352,8.6834,8.9625
BSU10500,7.7652,8.0761,8.084,8.2758,8.1926,8.0948,8.1693,8.0849,8.1496,8.0833,7.8595,8.0441
BSU10510,9.1171,9.1968,9.1286,9.2935,9.0523,9.2248,9.3077,9.1977,9.1719,9.8138,9.5921,9.5657
new_1124979_1125122_c,8.173,8.1551,8.5132,8.8396,8.7924,8.8986,8.3858,8.5186,8.2554,8.5149,8.4134,8.2638
BSU10520,8.2165,8.3367,8.5947,8.6759,8.7348,8.8376,8.5148,8.5075,8.5204,8.6834,8.4961,8.6868
new_1125843_1126369,8.9609,8.5908,8.4876,8.6978,8.7349,8.661,8.2205,8.1417,8.1129,8.3741,8.3539,8.2582
BSU10530,8.9107,9.0791,9.2609,9.6668,9.4029,9.4911,8.9089,8.9361,8.8714,8.8176,8.6959,8.7836
BSU10540,8.7189,8.8485,9.1212,9.5426,9.2571,9.3975,8.7859,8.6525,8.5792,8.4973,8.2955,8.3619
BSU10550,8.2054,8.3508,8.5271,9.0882,8.8956,8.9823,8.36,8.2647,8.2857,8.0195,7.8808,8.0376
new_1128482_1129270,8.458,8.2934,8.1136,8.5233,8.8562,8.2333,7.4006,7.4004,7.4376,7.4785,7.4337,7.2545
new_1129272_1129714,12.784,12.6801,12.7704,13.7733,13.4457,13.6794,12.6391,12.7731,12.7689,12.2537,12.2456,12.3619
BSU10560,12.7072,12.7672,12.9801,13.5482,13.2354,13.4078,12.5982,12.6535,12.6499,12.0543,12.0135,12.1723
new_1130705_1131082,10.006,9.8389,10.2346,11.2066,11.2318,11.1358,9.7612,10.0043,10.0645,9.6926,9.7601,9.7442
new_1130759_1130917_c,9.397,9.3238,9.6553,11.1915,10.9575,11.0419,9.915,9.9176,9.7905,10.8855,10.8239,10.7967
