LBexp_1,LBexp_2,LBexp_3,LBGexp_1,LBGexp_2,LBGexp_3,G135_1,G135_3,G150_1,G150_2,G150_3,G180_1,G180_2,G180_3
BSU01230,16.4353,16.3123,16.3234,16.1996,16.436,16.3649,16.4101,16.0019,16.4471,16.459,16.4509,16.4504,16.4623,16.3275
BSU01240,16.4708,16.464,16.4141,16.4019,16.4701,16.4623,16.4593,16.4248,16.4748,16.4815,16.4746,16.455,16.485,16.4113
BSU01250,16.4515,16.4566,16.4495,16.352,16.4516,16.4536,16.4323,16.4283,16.4594,16.4696,16.4627,16.4369,16.4732,16.4384
BSU01260,16.4389,16.4453,16.4402,16.2974,16.4393,16.4453,16.4239,16.3893,16.447,16.4597,16.4548,16.4366,16.4639,16.3067
BSU01270,16.3977,16.3736,16.2416,16.2516,16.399,16.4124,16.3608,16.3576,16.4128,16.428,16.4231,16.1895,16.4234,16.326
BSU01280,16.407,16.3642,16.41,16.0672,16.4085,16.422,16.2364,16.2075,16.4196,16.4357,16.4329,16.3048,16.3997,15.752
BSU01290,16.4442,16.4492,16.4477,16.1038,16.444,16.4481,16.3822,16.3083,16.4506,16.4611,16.4564,16.3804,16.462,16.3267
BSU01300,16.4452,16.4519,16.4481,16.2936,16.4455,16.4471,16.402,16.3934,16.4528,16.4621,16.4489,16.4368,16.4686,16.4201
BSU01310,16.4052,16.4141,16.397,16.1658,16.4066,16.3494,16.3633,16.3943,16.4106,16.4342,16.4278,16.4321,16.4412,16.3421
BSU01320,16.4173,16.4247,16.3765,15.8669,16.4181,16.4164,16.362,16.389,16.267,16.4424,16.4375,16.4161,16.4473,16.2204
BSU01330,16.4526,16.4588,16.4541,16.4207,16.4545,16.4559,16.4395,16.4363,16.4492,16.4714,16.4643,16.4375,16.4749,16.2966
BSU01340,16.4824,16.4868,16.4726,16.4501,16.4831,16.4744,16.4722,16.4463,16.4833,16.4913,16.4824,16.4768,16.4951,16.4422
BSU01350,16.4658,16.4565,16.2614,16.4248,16.4691,16.4469,16.3837,16.3724,16.4698,16.4788,16.359,16.4396,16.4764,16.2099
BSU01360,16.3865,16.4066,16.3995,16.3392,16.4444,16.447,16.3727,16.1739,16.4526,16.4633,16.3391,16.3292,16.3876,15.9427
BSU01370,16.4591,16.4306,16.4432,16.4577,16.4646,16.45,16.4431,16.359,16.4697,16.4796,16.4573,16.4483,16.4624,16.3102
BSU01380,16.28,16.3674,16.3624,16.2488,16.4152,16.4185,16.2194,16.165,16.3706,16.441,16.4116,16.2115,16.3858,15.8847
BSU01389,16.4667,16.438,16.4586,16.4245,16.4666,16.4638,16.4511,16.4374,16.4689,16.4792,16.4704,16.46,16.4817,16.3685
BSU01390,16.4617,16.3925,16.4574,16.4273,16.4611,16.4598,16.4364,16.3863,16.4668,16.4756,16.467,16.4594,16.4777,16.4111
BSU01400,16.4615,16.4578,16.4582,16.4393,16.4607,16.4583,16.4378,16.3611,16.4669,16.4746,16.4644,16.4635,16.4753,16.4573
BSU01410,16.472,16.4778,16.4688,16.4462,16.473,16.4688,16.4591,16.3813,16.478,16.4837,16.4762,16.4729,16.4851,16.4619
BSU01420,16.4729,16.4765,16.4656,16.1048,16.4695,16.4695,16.4564,16.3728,16.4763,16.4851,16.4752,16.4607,16.4878,16.3477
new_148755_148930,16.4656,16.4526,16.4552,16.1786,16.4539,16.4619,16.4464,16.3946,16.4563,16.4778,16.4535,16.437,16.4652,15.8202
BSU01430,16.4584,16.4631,16.4554,16.4036,16.4579,16.458,16.4387,16.3794,16.4648,16.4738,16.4615,16.4505,16.4762,16.2437
BSU01440,16.4736,16.4817,16.4721,16.2865,16.4841,16.476,16.4695,16.4587,16.4863,16.491,16.477,16.4751,16.4892,16.4642
new_150362_150442,14.7871,14.0913,14.1845,14.2643,13.2691,13.5225,15.4687,13.2355,14.7889,15.6085,15.0615,15.2959,15.4571,14.5214
BSU01450,13.6247,12.8475,13.1734,13.7591,12.0096,12.7182,14.418,12.5951,13.638,14.8128,14.1246,14.1755,14.5523,13.3792
BSU01460,13.1016,12.5925,12.6433,13.0894,11.6868,12.7202,14.2644,12.4289,13.3544,14.7912,13.9851,14.0993,14.5875,13.1605
BSU01470,12.9232,12.5181,12.4032,13.0568,11.8143,12.705,14.1285,12.4012,13.1608,14.6322,13.8026,13.8146,14.3222,12.9996
BSU01480,14.4837,13.7634,13.6363,15.4181,14.7988,15.6196,15.6664,14.2612,15.3925,15.5115,15.1393,15.472,15.7142,14.8483
new_153039_153507_c,7.0416,7.0536,7.2443,7.0597,7.0832,7.16,7.7703,8.0981,7.6218,6.9306,7.4327,7.4398,6.8543,7.4386
BSU01490,16.4219,16.4322,16.4017,16.3363,16.4269,16.4395,16.4056,16.1574,16.4202,16.4556,16.4429,16.4317,16.4584,16.3522
BSU01500,16.0766,16.066,15.8448,15.8748,16.2399,16.3782,16.1735,15.8061,16.0459,16.4349,16.3803,16.3828,16.4232,15.8275
new_154838_155119,10.2065,10.3413,9.5449,10.9216,9.579,10.6048,11.4362,10.0297,10.3352,12.1583,11.0596,11.5116,11.9989,11.4477
BSU01510,12.62,13.2767,12.7542,12.7481,12.0713,12.7424,11.7501,10.0563,11.5514,12.5147,11.6682,11.8296,12.1564,11.2286
BSU01520,7.9381,8.5969,7.9805,7.9195,9.0053,7.9067,8.2348,7.6297,7.8506,7.995,7.9914,7.8955,7.9472,7.5162
BSU01530,7.8533,7.8027,7.9058,7.8872,8.6448,7.8432,8.1557,7.7475,7.8923,7.9724,7.9929,7.9863,8.0918,7.6828
BSU01540,14.8332,14.7623,14.6173,13.5268,13.5652,13.5609,13.2713,11.5008,13.9741,13.7001,13.9414,13.0232,13.377,12.3581
new_158050_158514_c,7.5361,7.6942,7.8414,7.3987,7.3777,7.5549,8.0415,7.8541,7.8324,7.1383,8.0168,7.615,7.2093,7.5682
new_158510_159181,11.5059,11.6385,11.7369,10.8334,9.9183,10.6703,11.1184,9.5053,11.0343,11.4411,11.328,10.3704,10.9492,10.4007
BSU01550,7.4791,7.2951,7.4661,7.3364,7.6464,7.5184,8.0238,7.6083,7.9375,7.3691,8.7833,8.2251,7.3924,7.4381
new_159149_159778_c,6.9771,6.7613,7.1538,6.911,7.1269,7.0641,7.7016,7.5471,7.6455,6.86,8.1546,7.6524,7.033,7.0115
BSU01560,10.9513,11.0764,10.7378,10.0759,8.8874,9.9188,10.718,9.2567,10.5934,10.945,10.6842,10.1267,10.4185,9.8955
BSU01570,7.0577,6.8087,7.2631,7.0177,7.1958,7.156,7.5649,7.5313,7.7848,6.9792,8.402,7.7171,7.0537,7.1275
new_159779_160673,10.3576,10.6115,10.3041,9.6182,8.5751,9.102,10.5773,9.1029,10.135,10.6829,10.5329,9.9508,10.4338,9.7653
new_160675_160892,16.3321,16.2195,15.6922,16.2405,15.8321,16.1114,16.2876,14.5143,16.2017,16.3181,16.376,16.0552,16.0726,15.9474
BSU_tRNA_24,14.5246,14.8976,14.0989,14.3783,13.7927,14.5815,14.736,13.4327,13.5763,14.6176,14.1724,14.5755,14.9184,15.0839
new_176316_176924,10.5804,9.9917,9.8512,10.0609,8.745,9.9656,11.9931,10.8109,10.6225,12.1075,11.3707,11.8163,12.5287,11.9718
new_176926_177082,12.7312,12.2825,11.9642,12.3687,12.5338,12.4498,12.7554,11.0283,12.258,12.9385,12.6321,12.3099,12.8477,12.6055
BSU01580,11.7937,11.3652,10.7928,11.9509,11.4633,11.6628,11.9706,10.6073,11.534,12.3239,11.6955,11.9028,12.3537,11.3257
BSU01590,10.3818,10.4161,10.3361,10.6497,10.6648,10.5161,10.6321,9.4341,10.3095,10.8005,10.1448,10.1574,10.5126,9.9726
BSU01600,11.5227,12.6905,12.5285,11.0908,10.8188,10.974,9.446,7.9439,9.8661,10.4331,9.6984,8.747,8.7245,7.8906
BSU01610,11.9507,13.0302,12.9382,11.862,11.3729,11.3614,10.2742,8.4099,10.5872,11.1819,10.069,9.4549,9.3716,8.3624
BSU01620,12.3466,13.4588,13.3525,11.9536,11.8771,11.8149,10.4601,8.5098,10.8306,11.3792,10.6104,9.6032,9.5568,8.5544
BSU01630,13.9191,15.262,15.1434,13.5048,13.9239,13.5844,11.5482,9.0061,12.1972,12.6401,12.0146,10.8376,10.712,9.4911
BSU01640,11.3914,12.3366,12.1162,11.501,11.5995,11.548,10.0296,8.1769,10.4875,10.7878,10.5407,9.4441,9.5964,8.5339
BSU01650,7.7251,7.748,7.8791,7.3263,7.314,7.4176,7.6592,7.5052,7.639,7.6423,7.6966,7.4362,7.3291,7.1824
BSU01660,7.8087,7.8995,8.1205,7.4181,7.3732,7.485,7.6742,7.5044,7.6617,7.643,7.7099,7.556,7.4384,7.2138
BSU01670,8.1828,8.5733,8.8302,7.8094,7.4747,7.3551,7.7114,7.5527,7.777,7.6641,7.7853,7.5871,7.4298,7.2583
BSU01680,8.3562,9.7483,9.2335,8.0188,7.7277,7.5342,7.5149,7.4204,7.5616,7.3883,7.6465,7.4043,7.2915,7.1805
BSU01690,10.0328,11.3362,10.7852,9.3226,9.115,9.3144,7.733,7.5971,8.29,8.1744,8.5439,7.8105,7.7666,7.445
BSU01700,10.5451,11.8665,11.2433,10.0558,10.3504,10.3536,8.1131,7.7102,8.7095,8.5251,9.0516,8.1343,8.0259,7.6659
BSU01710,8.8713,10.0933,9.5145,8.4807,9.2667,9.1181,7.6245,7.4766,8.0936,7.735,8.4798,7.8601,7.4703,7.354
BSU01720,9.2772,10.3732,9.6676,9.023,9.904,9.5077,8.1623,7.6907,8.5182,8.3305,8.978,8.4634,8.2933,7.6269
new_194669_194786,10.4615,11.4798,9.9277,10.6306,9.0331,9.5389,10.6938,9.2371,10.2368,11.4632,10.7245,10.3817,10.8395,10.5709
BSU01730,14.3754,14.1596,13.8448,14.7545,14.4851,14.6738,15.5295,13.6346,14.9937,15.3716,15.2242,14.857,15.0101,14.0177
BSU01740,14.3016,14.2096,13.8805,14.5827,14.3242,14.5848,15.3862,13.7801,14.8172,15.3714,15.0659,14.5518,14.8821,13.6124
new_196132_196212,13.7603,13.4582,13.2636,10.4571,13.5141,13.3784,13.96,11.7208,13.3154,13.8744,13.8308,13.5399,14.0948,12.4807
BSU01750,13.3857,13.3455,13.0187,13.4314,13.1203,13.3743,13.8435,11.7696,13.2226,13.8028,13.7532,13.478,13.8458,12.3962
BSU01760,13.7204,13.4533,13.3064,13.6874,13.2268,13.6143,14.2336,12.1571,13.711,14.1981,14.3271,13.841,14.0704,12.8831
BSU01770,13.8422,13.5987,13.4449,13.7156,13.2238,13.6588,14.1765,12.2491,13.7539,14.154,14.1272,13.777,14.0991,13.0468
new_200188_200276,15.3859,15.2106,14.846,15.1391,13.0683,15.9114,14.6819,12.774,14.5359,15.2431,15.0209,15.1153,15.177,14.5444
BSU01780,15.1514,15.2301,14.9993,15.1331,12.7648,15.4155,14.8221,13.14,14.5678,15.1574,14.9999,14.9506,15.2223,14.3454
new_201802_202546_c,8.9468,9.1278,8.8307,8.7887,9.1156,8.8294,8.686,8.0416,8.6822,8.6384,9.1425,8.5635,8.602,8.3633
BSU01800,9.8992,10.1353,9.6333,9.644,10.4483,9.8459,9.6147,8.4192,9.4684,9.782,9.7154,9.4935,9.7131,9.047
BSU01810,8.3227,8.2466,8.2078,7.9709,8.1445,8.1342,8.4806,7.8955,8.3828,8.8471,8.7198,8.7008,8.788,8.3761
BSU01820,8.2607,8.396,8.2309,7.964,8.2058,8.1594,8.5057,7.9266,8.3103,8.5336,8.4468,8.4497,8.5052,8.1386
new_204891_204975,8.693,8.8708,8.849,7.9954,8.4446,8.6357,9.0519,8.3908,8.4197,8.8558,8.5822,8.965,9.1628,8.2576
new_204977_205210,13.3843,14.1381,12.796,12.9754,14.8089,13.6351,13.0431,11.7685,11.9118,12.9205,12.2074,13.3821,13.4058,13.4055
new_205212_205408,8.3375,8.4604,8.7213,8.2268,10.3445,8.9582,12.25,10.3975,10.247,10.3983,11.0656,12.4201,12.3035,10.9299
BSU01830,7.6572,7.6157,7.8122,7.7033,7.7369,7.599,11.0996,9.4027,9.4497,9.4874,9.7198,11.0184,11.2262,9.8348
BSU01845,8.0699,7.8357,7.8604,7.9663,8.0947,8.1675,11.1306,9.5138,9.4413,9.6273,10.1166,11.3672,11.6352,10.1292
new_209557_209632,8.4168,7.7992,8.2389,8.4108,8.5284,8.6061,12.0014,10.2212,10.195,10.2563,10.9741,12.449,12.2793,11.207
BSU01860,8.7657,8.4945,8.5511,8.643,8.8321,8.9856,12.4034,10.4468,10.5084,10.6515,11.2266,12.6059,12.767,11.6949
BSU01870,9.0151,8.7534,8.7157,8.6238,8.8652,9.1083,12.1443,10.4345,10.2963,10.5154,11.2174,12.6115,12.6645,11.6126
BSU01880,9.0014,8.8239,8.8001,8.5981,9.0447,9.1693,11.7159,10.3834,9.8628,10.2341,10.4829,11.9566,12.1568,11.1154
new_210947_211412,8.0306,7.9081,7.7877,7.6957,7.7003,7.8285,10.3241,9.0841,8.6449,8.7827,9.0734,10.2961,10.5852,9.646
BSU01889,12.3184,11.4581,10.934,11.9366,12.3499,11.4365,11.9234,10.45,11.314,12.4222,11.6241,12.5596,12.9852,11.8732
new_211769_211858,7.3564,7.7103,7.4919,7.4205,7.5287,7.1708,7.9335,7.5209,7.4208,7.4742,7.5141,7.244,7.1802,7.2347
BSU01890,8.1009,8.2636,8.0087,7.4381,8.2538,8.2564,8.004,7.8031,7.8993,7.9253,7.6935,7.76,8.2864,7.5085
BSU01900,7.2395,7.0217,7.2216,7.04,7.1551,7.3554,7.3058,7.5337,7.3318,7.0173,7.2917,7.2835,7.0451,6.9299
new_213878_213940,10.4571,10.1898,10.616,9.9901,10.7311,10.6391,9.152,8.1297,9.6399,9.8363,9.5695,9.5176,9.5631,9.1046
BSU01910,10.4684,10.4215,10.2961,9.9039,10.601,10.509,9.0291,7.942,9.1762,9.403,9.132,9.2349,9.4495,8.6777
BSU01920,8.5577,8.5861,8.4773,8.5036,8.6274,8.8033,8.4723,7.7969,8.4926,8.619,8.6639,8.3652,8.4733,7.8675
BSU01935,8.8478,8.733,8.8264,8.6817,8.8081,8.9041,8.6748,7.8336,8.692,8.9084,8.9051,8.4721,8.58,8.0776
BSU01950,8.9974,9.0999,8.9196,8.7891,8.6947,8.6953,8.6059,7.8157,8.4983,8.7185,8.7536,8.3561,8.5949,7.9135
BSU01960,8.835,8.8523,8.7431,8.6138,8.4373,8.6547,8.4946,7.817,8.3589,8.6078,8.5144,8.1872,8.3074,7.8855
BSU01970,9.0066,8.7979,8.7154,8.7207,8.5412,8.901,8.6966,7.9126,8.492,8.7902,8.5959,8.6319,8.7164,8.0782
BSU01980,8.9225,8.7919,8.6564,8.6784,8.5802,8.6415,8.8855,7.9547,8.4305,8.8042,8.6675,8.5433,8.7487,8.1572
new_220033_220103,8.9026,8.5315,8.6088,8.65,8.6581,8.7358,8.7458,7.9591,8.4321,8.7589,8.593,8.5834,8.741,8.0852
new_220105_220278,9.5943,9.4812,9.5519,9.039,9.6982,9.4789,9.4966,8.1325,9.3568,9.7176,9.5785,9.4002,9.7158,8.7885
BSU01990,9.1601,9.0642,8.853,8.9397,9.04,9.1263,9.1205,8.1059,8.867,9.2756,9.2586,8.9803,9.253,8.4244
BSU02000,9.4142,9.166,9.0852,9.1265,9.095,9.3254,9.2506,8.1331,9.0672,9.5504,9.3185,9.0816,9.3755,8.5509
BSU02010,9.697,9.5798,9.3669,9.4547,9.3362,9.6517,9.7844,8.4637,9.4512,9.9886,9.8887,9.7066,10.0382,9.0596
BSU02019,11.8056,11.6634,11.4103,11.2806,11.8543,11.5112,10.2623,9.4115,10.3773,10.7265,10.278,10.6809,11.2405,10.5307
BSU02030,9.2309,9.6713,9.097,9.0191,9.4275,9.2016,8.886,8.0867,8.7004,8.8525,8.9252,8.7199,9.0168,8.4389
BSU02040,8.5463,8.9532,8.7931,8.4333,8.6246,8.4235,7.7199,7.5154,7.7346,7.6959,7.9193,7.4907,7.2054,7.182
BSU02050,9.9357,10.4267,10.124,9.6365,9.6373,9.4171,8.5669,7.9869,8.2925,8.7757,8.4109,8.4941,8.7526,8.0496
new_226436_226565,12.3932,12.3512,11.8836,12.5983,12.9246,12.7002,13.0222,11.1048,11.886,12.4155,12.1941,12.3193,12.2977,12.0178
BSU02060,11.1239,11.1376,10.6731,11.7684,11.4114,11.604,11.7558,10.2665,11.0985,11.5054,11.0477,11.0739,11.3713,10.6362
BSU02070,7.3091,7.0931,7.3725,7.4805,8.0701,7.5808,8.6394,7.7642,7.8753,8.0343,8.0844,8.1873,8.1978,7.6368
BSU02080,7.145,6.8926,7.1815,7.2931,7.6269,7.3418,7.9595,7.7305,7.6279,7.4988,7.5689,7.6895,7.5124,7.3852
BSU02090,7.5809,7.9465,7.8077,7.2403,7.5664,7.2797,7.311,7.4392,7.2836,6.9355,7.4424,7.3286,6.8568,7.0238
BSU02100,7.3265,7.245,7.3784,7.2945,7.2884,7.4074,7.6107,7.4557,7.3909,7.2003,7.5191,7.3966,7.2412,7.0942
BSU02110,7.8455,8.6896,8.5785,7.5343,7.8862,7.7039,7.9554,7.6888,8.122,7.6062,8.6008,7.7363,7.444,7.3586
BSU02120,12.9592,13.5205,13.2264,12.6402,12.1219,12.3233,10.1226,8.9493,10.6352,10.4917,10.5722,9.4798,9.7073,8.9212
BSU02130,12.8475,12.4475,12.1417,10.7695,10.1209,10.7679,11.4672,9.5401,15.4575,15.3102,15.2365,10.2241,10.7428,9.6288
BSU02140,12.7996,12.3925,12.0743,10.6628,9.9328,10.6739,11.2421,9.3128,15.4093,15.3693,15.3858,9.9616,10.5987,9.7398
new_234998_235624,7.1769,7.1164,7.3607,7.2208,7.3425,7.4057,7.8224,7.5691,7.6252,7.0287,7.6324,7.4385,7.2911,7.1711
new_235329_235401_c,13.0558,12.6386,11.3625,10.975,10.314,10.8459,10.6451,9.1945,15.0386,14.6678,14.308,9.3901,10.5036,9.3165
new_235403_235489_c,12.6478,12.5718,12.2602,8.1535,10.0787,10.8506,10.6226,9.0704,15.0085,14.7666,14.5377,9.5891,10.2249,9.0348
BSU02150,8.4412,8.1277,8.1548,8.1548,8.4979,8.3885,7.8412,7.5363,8.2172,7.6575,8.9877,7.8633,7.6474,7.6141
BSU02160,9.2188,10.005,9.6701,9.2631,9.4924,9.9531,8.9128,7.9088,9.2422,8.8772,9.5806,8.7223,9.0176,8.1513
BSU02170,8.6685,9.1362,8.8399,8.8346,8.5604,8.7615,8.5917,7.9001,8.7144,8.3799,8.9029,8.3472,8.5465,7.7444
BSU02180,12.2439,12.3901,11.8102,12.0335,11.5775,12.0767,11.3835,9.9602,11.3253,11.3841,11.7452,10.545,10.7502,10.791
new_238449_238569_c,13.1431,13.1478,12.8413,12.4591,12.1247,12.9608,12.0818,10.3283,12.2312,12.2845,12.5207,11.6194,11.9141,11.393
new_238571_238643_c,13.2135,13.2383,13.0603,12.5197,12.5756,13.082,12.1797,10.3671,12.3745,12.4407,12.8255,11.9125,12.2302,11.5309
BSU02190,12.9658,12.8881,12.6961,12.5475,12.3613,12.8707,11.7063,10.143,12.2331,12.4069,12.7311,11.8742,12.1589,11.3666
new_239556_239643_c,12.8103,12.8587,12.2644,12.966,12.5435,12.8218,11.6842,9.8621,11.7492,12.0979,12.2869,10.9041,11.1431,10.959
BSU02200,11.1229,11.1594,10.8337,10.8748,10.991,10.948,9.0346,8.1407,8.8333,9.0916,9.1694,8.8945,9.2268,9.248
BSU02210,9.1925,9.1454,8.8744,8.8421,9.0984,9.0298,9.0113,8.154,8.8097,9.0568,9.0176,8.701,8.9086,8.4013
BSU02220,9.0131,9.2183,8.862,8.7872,8.9722,8.8704,8.9066,8.0306,8.9179,9.0159,9.1329,8.6036,8.8405,8.1455
BSU02230,11.577,11.8983,11.5252,11.0908,11.3843,10.9181,9.5656,8.6381,10.2001,10.1703,10.0325,9.5001,9.7198,8.8451
BSU02240,9.2248,10.082,9.3808,9.0303,9.0637,9.2431,8.9343,8.0365,8.7823,8.8659,8.9765,8.4469,8.7061,7.8936
BSU02250,9.2466,9.9368,9.3752,8.7688,8.7574,9.1868,8.671,8.0575,8.6136,8.8338,8.9171,8.4773,8.5231,8.1408
new_246583_246657,12.7385,12.7137,12.6893,12.8347,12.4594,11.9304,12.1284,10.2395,11.9553,12.2901,12.1666,11.8632,12.3229,10.7851
BSU02260,11.6464,11.8159,11.7157,11.7968,11.4913,11.3686,11.2062,9.5354,11.0731,11.3701,11.2099,10.845,11.217,9.6571
new_247549_247743,12.1935,12.1507,12.0116,12.1251,11.6483,12.0991,11.7201,9.9903,11.5854,12.1164,11.5732,11.4347,11.3171,10.7023
BSU02270,12.998,12.833,12.5495,13.4771,12.9846,12.9638,12.4516,10.7435,12.2169,12.6895,12.3361,11.9575,12.3267,11.2706
BSU02280,13.0236,12.9879,12.8479,13.3568,13.0195,13.2617,12.8263,11.1744,12.5393,13.2232,12.8211,12.6844,12.8665,11.7873
BSU02290,12.9804,12.7023,12.5667,13.3279,12.7731,12.9605,12.8239,11.1962,12.2884,13.1267,12.6276,12.3943,12.7797,11.6123
BSU02300,9.2478,9.0365,8.8311,9.2465,9.708,9.4263,9.2085,8.3939,8.7266,9.5146,9.0311,9.1412,9.3372,8.561
BSU02310,9.2612,9.7856,9.5275,9.2049,9.4856,9.299,9.0591,7.9379,9.0836,9.4681,9.0834,8.4587,8.4023,7.8672
BSU02320,9.908,10.2028,10.0172,9.5783,9.8486,9.7438,9.2556,8.0631,9.4463,9.6254,9.5603,9.0656,9.2637,8.179
new_252315_252458,10.1029,10.2109,10.123,9.7429,9.8505,9.8189,9.3684,8.0108,9.4744,9.5642,9.676,9.1068,9.0492,8.4327
BSU02330,13.3186,13.2615,13.0413,13.4293,13.5086,13.3537,13.3946,11.2264,13.0259,13.2729,13.4643,13.2185,13.6179,12.3485
BSU02340,7.6281,7.8961,7.8356,7.1049,7.2049,7.2023,7.3285,7.3938,8.0023,7.2191,8.0158,7.4007,6.9648,6.999
BSU02350,11.9787,11.6706,11.3751,11.0693,11.7587,11.0448,10.8417,9.2401,11.8324,11.1393,11.7877,9.7045,10.1316,9.2433
BSU02360,12.0457,11.6094,11.334,10.8918,12.0599,10.8197,10.941,9.2341,11.8777,11.1165,11.8934,9.8167,10.1719,9.2899
new_257545_257726,9.7979,9.7255,9.3314,8.7923,8.853,9.4812,9.5115,8.3679,9.4585,9.5206,9.861,9.1272,9.714,8.6077
new_257573_257643_c,12.6166,12.1907,12.0574,11.2255,12.7972,11.6487,11.6074,9.2248,12.619,11.7244,12.4022,10.1355,10.196,9.547
BSU02370,11.4537,10.742,10.3133,11.0285,12.3128,10.8897,10.7596,9.1365,10.8059,10.7876,11.0868,10.5342,10.8866,9.9977
BSU02380,9.9468,9.5546,9.2006,9.8796,10.7215,9.6831,9.524,8.4949,9.5002,9.213,9.4721,9.0775,9.3261,8.8149
new_258887_259015,8.5151,8.9515,8.7404,8.666,9.401,8.975,8.3253,7.7281,8.276,8.1222,8.4316,8.4087,8.2673,7.7266
BSU02390,8.8757,8.9642,8.7341,8.6794,9.3574,8.8896,8.3147,7.8067,8.4201,8.4475,8.5021,8.4407,8.5731,7.7808
BSU02400,8.3278,8.5716,8.1742,8.3889,8.9095,8.4479,8.0236,7.7283,7.9435,8.3375,8.1835,7.8986,8.1067,7.6944
new_261536_261647_c,9.0849,9.0603,8.7682,8.7855,9.4149,8.9237,8.5276,7.8563,8.3061,8.7946,8.5734,8.4012,8.4574,7.8452
BSU02410,8.9191,9.739,9.2245,8.8495,8.8551,9.0199,8.136,7.7679,8.205,8.3484,8.5608,7.9287,8.0276,7.6406
BSU02420,7.3846,7.1795,7.3412,7.1436,7.1356,7.298,7.4539,7.4498,7.4653,7.0904,7.5024,7.312,7.1966,7.0786
BSU02430,7.2126,6.9909,7.2244,7.0962,7.0275,7.1488,7.3826,7.4532,7.395,7.0887,7.7627,7.3626,7.0328,6.9619
BSU02440,9.7432,9.4292,9.2918,9.2148,9.2991,9.2189,9.7894,8.398,9.4818,9.7824,9.9764,9.4361,9.9148,8.8826
BSU02450,10.1174,9.7649,9.5118,9.679,9.8279,9.6627,9.8024,8.5463,9.6778,9.8983,9.9533,9.6039,10.0651,8.8399
new_267772_267889,8.2188,8.4467,8.1941,7.673,7.9863,7.939,8.8314,7.9034,8.255,7.7855,8.3909,7.9173,7.9033,7.4874
BSU02460,7.7402,7.641,7.6365,7.4213,7.4039,7.4997,7.5956,7.4961,7.694,7.3456,7.8622,7.4927,7.3723,7.1468
BSU02470,7.6328,7.551,7.4797,7.253,7.3703,7.415,7.4945,7.4528,7.5397,7.2952,7.6066,7.3418,7.2863,7.1169
BSU02480,7.3444,7.1115,7.2567,7.1215,7.2183,7.3249,7.5072,7.478,7.4523,7.2262,7.4392,7.3321,7.1535,7.0868
BSU02490,7.2858,7.1867,7.3021,6.9482,6.9615,7.0794,7.2791,7.3936,7.4458,7.0368,7.6253,7.1243,6.9907,6.947
BSU02500,10.7838,10.4394,9.9592,10.8324,11.211,10.9451,10.2497,9.034,10.1998,10.981,10.4443,10.6415,11.1311,9.821
BSU02510,9.0156,8.4918,8.3836,7.893,7.7786,8.0474,8.4022,7.7186,8.8661,8.7911,9.3813,7.8885,8.0449,7.5326
new_275603_275837,11.7581,11.6659,11.3063,11.5589,11.3353,11.0906,10.2812,8.6168,10.6178,11.0662,10.8112,10.1258,10.5241,8.9786
BSU02520,11.2519,11.4455,11.0794,11.2011,10.9589,10.5873,10.2534,8.6931,10.5722,10.8581,10.7966,9.9654,10.1203,9.0431
BSU_misc_RNA_6,12.3738,12.5715,12.0244,12.5979,12.0856,11.8554,11.5416,9.8973,11.6698,12.5829,11.2772,11.9019,12.3382,11.3498
BSU02530,9.8809,9.6805,9.4339,10.2573,10.0429,10.2897,10.3639,8.9431,10.2193,10.5402,10.7405,10.0908,10.5029,9.3871
BSU02540,9.3474,9.1847,8.8584,9.6193,9.5168,9.6864,9.8415,8.6628,9.6301,10.0195,9.7863,9.3306,9.7271,8.8279
new_278308_278376,11.6173,11.3228,10.9349,9.5652,11.6715,11.3973,9.6165,8.4227,10.132,10.337,10.0455,9.5274,9.5721,8.8312
BSU02550,10.2661,10.1137,9.6502,9.9002,10.3955,9.9342,9.3625,8.0536,9.5729,9.8157,9.9736,9.2771,9.5044,8.2565
BSU02560,10.5821,10.4412,10.0525,10.5178,10.5393,10.1295,9.9085,8.4592,10.0661,10.1127,10.4973,9.8262,10.3252,8.8438
BSU02570,10.5816,10.4609,10.2445,10.3015,10.6002,10.3212,9.827,8.4976,10.0495,10.1639,10.379,9.5957,9.9611,8.7302
new_280556_281740_c,6.9259,6.7784,7.1028,6.9515,6.9545,6.9606,7.173,7.3774,7.2405,6.8415,7.5106,7.1562,6.8158,6.9701
BSU02580,10.1347,10.1885,9.9062,10.0862,10.1412,9.9707,9.5049,8.4049,9.4759,9.5147,9.6506,8.8468,9.0334,8.4546
BSU02590,7.4034,7.5992,7.5735,7.0917,7.732,7.3862,7.6564,7.4185,7.4564,7.1156,7.5783,7.4106,7.102,7.1256
new_282233_283231_c,7.04,7.02,7.16,6.98,7.02,7.11,7.48,7.41,7.36,6.99,7.66,7.31,6.96,6.99
BSU02600,8.0896,7.9723,7.7635,7.8506,7.6677,7.9332,7.9849,7.6208,7.8961,8.0845,8.1632,7.8121,7.9321,7.6098
BSU02610,9.6406,9.7919,9.5782,9.3009,9.9287,9.7118,8.985,8.0651,9.2027,9.2365,9.0973,8.786,9.0702,8.3851
BSU02619,7.3623,7.2572,7.2928,7.2969,7.5506,7.5401,7.6711,7.5126,7.5549,7.484,7.7759,7.4921,7.5311,7.2321
