SMMPr_1,SMMPr_2,SMMPr_3,HiTm_1,HiTm_2,HiTm_3,BMM_1,BMM_2,BMM_3,Heat_1,Heat_2,Heat_3
BSU10370,11.9876,11.8679,11.8427,11.6329,12.7539,12.7409,13.4228,13.3217,13.2416,13.9698,13.4767,13.2169
BSU10380,12.9889,12.9835,13.2698,10.3411,11.5426,11.8202,13.4357,13.1868,13.1497,12.6334,12.3662,12.3191
BSU10390,8.4277,8.364,8.1835,7.4408,7.1827,7.4937,7.1824,7.1832,7.272,7.5316,7.1082,7.5782
BSU10400,10.3182,9.9991,9.6144,7.8241,7.3931,7.5507,7.0562,7.0481,7.2548,7.6714,7.174,7.5372
BSU10410,13.4813,13.2038,13.382,13.0887,12.3925,14.1522,12.5235,12.3982,12.5038,12.9232,12.9897,12.4786
new_1116857_1117712_c,7.1017,7.2946,7.28,9.1093,7.885,7.9129,7.2931,7.3627,9.1302,10.3033,10.2968,10.377
BSU10420,12.9805,12.8138,13.1613,10.7713,11.0891,11.3152,11.4516,11.2501,11.1396,11.5575,11.3967,11.0511
new_1117688_1117833,10.2188,10.5816,11.2077,8.6937,9.3197,9.3057,9.9851,9.7437,9.8625,9.901,9.403,9.6169
BSU10430,7.9936,8.0177,7.9616,12.2373,9.9956,10.44,9.7998,9.5601,12.5132,14.786,14.3872,14.0355
new_1117924_1118790,10.801,10.4999,10.9228,8.5757,9.0117,8.9828,9.7333,9.5976,8.7457,7.9803,7.6022,7.8708
BSU10440,14.0195,14.2325,14.116,14.1241,14.4325,14.225,14.0103,13.8441,13.5911,14.4007,14.6354,13.3707
BSU10450,10.7888,10.8027,10.9339,10.2189,9.8216,10.8397,10.5792,10.7063,10.9043,10.1866,10.2048,9.8913
BSU10460,10.9068,10.8646,11.0061,9.6534,10.1876,11.2049,10.9088,10.8857,11.1395,10.7167,10.4436,10.4175
new_1120829_1120947_c,10.9705,11.2613,11.1025,9.6884,10.3827,11.3337,11.3332,11.4966,11.5855,10.965,10.5884,10.7158
BSU10470,7.2836,7.5144,7.6481,7.735,8.1516,8.306,7.4353,7.4867,7.6216,8.4662,8.0032,8.3457
new_1121267_1121506,8.7728,8.7956,8.6518,8.005,8.0288,7.9528,7.9374,7.9355,7.9969,8.228,7.8237,8.0155
BSU10480,10.6756,10.858,10.8478,9.9472,10.7762,10.5153,10.6892,10.4583,10.3085,11.2305,11.0866,10.4446
BSU10490,10.3188,10.4767,10.629,10.1949,10.4228,10.1858,10.3595,10.0595,10.1388,11.1219,10.8182,10.3651
new_1122762_1122861,8.6832,9.2619,9.0665,9.057,9.0071,9.1188,9.3176,9.1207,8.9086,9.164,9.282,8.6331
BSU10500,7.7652,8.0761,8.084,8.349,8.1288,8.1686,8.1418,7.8451,7.8844,8.5296,8.1805,8.1635
BSU10510,9.1171,9.1968,9.1286,8.8565,9.2972,9.4337,9.3157,9.1261,9.1766,10.1703,9.9535,9.8202
new_1124979_1125122_c,8.173,8.1551,8.5132,8.8122,8.6068,8.942,8.1042,8.2078,8.2606,9.0686,8.7912,9.0008
BSU10520,8.2165,8.3367,8.5947,8.8809,8.743,8.9195,8.2999,8.1856,8.346,9.3743,9.0236,9.1596
new_1125843_1126369,8.9609,8.5908,8.4876,7.6421,7.8506,8.178,7.9717,7.9492,8.1412,8.6788,8.2099,8.5903
BSU10530,8.9107,9.0791,9.2609,10.1761,9.7915,10.0268,8.6875,8.4817,8.6475,9.976,9.8384,9.8878
BSU10540,8.7189,8.8485,9.1212,9.9422,9.605,9.8389,8.4888,8.3086,8.5008,9.9433,9.6813,9.8394
BSU10550,8.2054,8.3508,8.5271,9.4388,9.3067,9.5094,8.222,8.1448,8.1505,9.6191,9.331,9.6248
new_1128482_1129270,8.458,8.2934,8.1136,7.4086,7.1874,7.3917,6.9203,6.9962,7.3497,7.6483,7.119,7.731
new_1129272_1129714,12.784,12.6801,12.7704,8.7337,10.3942,10.984,11.4718,11.3649,11.4481,11.7552,11.146,11.3094
BSU10560,12.7072,12.7672,12.9801,9.8726,10.5073,11.0362,11.58,11.2911,11.3986,11.84,11.2888,11.42
new_1130705_1131082,10.006,9.8389,10.2346,7.3464,7.7934,8.3477,9.0631,9.0037,9.3519,10.02,9.3673,9.7389
new_1130759_1130917_c,9.397,9.3238,9.6553,9.7054,9.7301,9.7285,9.2812,9.0117,9.3797,9.6422,9.3754,9.4006
BSU10570,9.2846,9.2768,9.3587,9.3121,9.4485,9.6687,9.1005,8.812,9.2172,9.7795,9.3269,9.1725
new_1132073_1132144_c,9.5793,9.4854,9.4315,8.2059,9.5626,9.7653,9.2811,9.1282,8.9673,9.938,8.3641,7.8914
BSU10580,6.4402,6.8764,6.9943,7.1862,6.8656,7.0484,6.6201,6.6875,6.9167,7.1401,6.6785,7.2952
BSU10590,8.3225,8.5199,8.6528,8.8149,8.975,8.8313,8.6697,8.4634,8.4923,8.8146,8.3788,8.486
BSU10600,7.9561,7.7738,7.8162,8.2196,7.2813,7.4911,6.8354,7.0467,7.5021,9.2862,9.1796,9.1226
BSU10610,9.2115,8.892,8.7309,7.1959,6.982,7.1837,6.6933,6.8178,6.9793,7.313,6.7344,7.2624
BSU10620,11.0474,11.2675,11.35,11.9395,12.0846,11.9062,11.2634,10.9382,11.0197,12.4102,12.3267,11.9382
BSU10630,11.384,11.4919,11.6823,12.496,12.4672,12.2654,11.7129,11.3905,11.359,12.8446,12.8316,12.375
new_1143506_1143576,11.2035,11.4743,11.4791,12.0213,12.0388,12.1662,11.7747,11.5108,11.522,12.9864,13.0157,12.4506
BSU10640,11.0432,11.2309,11.211,11.9145,11.8258,11.6835,11.5561,11.1797,11.1592,12.7205,12.7406,12.3046
BSU10650,11.2999,11.4884,11.4314,12.2434,12.0016,11.953,11.659,11.2244,11.4074,12.8603,12.8838,12.4974
new_1147493_1148466_c,6.8425,7.0595,7.2199,7.2653,6.9553,7.1283,6.5755,6.6926,6.9734,7.1856,6.6587,7.3129
BSU10660,11.1743,11.1942,11.2173,12.0423,11.8148,11.8049,11.3211,10.9315,11.1718,12.8159,12.7098,12.3689
BSU10670,10.7512,10.5074,10.7224,7.7836,7.5036,7.715,7.1828,7.1728,7.3266,7.8327,7.2721,7.7744
BSU10680,10.4328,9.9541,10.1074,7.6878,7.3324,7.4566,6.9963,6.9588,7.1284,7.6611,7.0708,7.4937
BSU10690,10.3143,9.9005,10.0386,7.5706,7.36,7.3533,6.9145,6.9815,7.1867,7.5437,7.0467,7.4255
BSU10700,10.549,10.1815,10.1654,7.5384,7.2644,7.4743,7.0749,7.0324,7.194,7.901,7.1918,7.7424
BSU10710,10.3186,9.9942,9.9863,7.4713,7.1899,7.3409,7.1891,7.1862,7.2921,7.9627,7.2506,7.7068
BSU10720,10.2893,10.0393,9.9224,7.2815,6.9969,7.2973,7.5336,7.3461,7.574,8.0669,7.6696,7.8639
new_1150428_1150514_c,11.4875,11.078,10.654,7.2664,7.0208,7.7034,7.695,7.6568,7.7533,8.3238,7.8483,8.002
new_1150464_1151119,8.4089,8.5256,8.7001,8.053,8.4427,8.7703,9.9186,10.1974,12.1776,12.3437,11.6683,11.872
new_1150516_1150645_c,8.2059,8.5527,7.9154,7.3098,7.2772,7.7828,7.7267,7.6807,7.815,8.3022,7.8069,8.0511
new_1150647_1150849_c,11.4624,11.6227,11.5093,8.4643,8.5298,9.5842,8.9428,8.5966,8.7272,9.2225,8.9786,8.9489
BSU10730,11.5161,11.6545,11.5955,8.6022,9.0556,9.9498,9.4206,9.28,9.2751,9.7678,9.3619,9.2095
new_1151069_1151165_c,8.5147,8.4655,8.6433,7.5005,7.1108,7.3353,6.8571,6.9658,7.1262,7.5435,6.8001,7.5912
new_1151121_1151285,7.2602,7.2548,7.4497,7.3766,7.7455,7.8903,8.4565,8.3259,10.6056,10.4836,9.9208,10.1947
BSU10740,8.0229,7.9595,8.0901,7.1925,6.7953,7.0222,6.5594,6.6709,7.0168,7.2561,6.6659,7.2953
BSU10750,12.7777,12.785,12.6387,12.1879,11.6768,12.4018,11.3797,11.2245,11.2644,9.8088,9.5056,9.4652
new_1153150_1153230,12.5571,12.5589,12.2496,12.0356,11.2796,11.9365,11.3774,10.7778,11.1288,9.8391,9.5195,8.7601
BSU10760,12.353,12.3091,12.5862,12.6851,12.068,12.2812,11.5683,11.4641,11.8137,12.4017,11.974,11.7762
BSU10770,15.4379,15.5691,15.6748,13.3886,13.7095,13.4393,14.0184,13.7361,13.4951,12.9512,13.0789,12.666
BSU10780,7.864,7.8402,7.6884,7.8558,7.4969,7.7239,6.934,6.8816,7.0457,7.4626,6.9257,7.5005
new_1157170_1157236,10.4155,10.6647,10.3605,7.1883,6.8471,7.1278,6.9414,6.9302,7.0651,7.3307,6.7868,7.4099
BSU10790,10.6508,10.1857,10.1717,7.2057,6.8903,7.11,6.9428,6.8889,7.0592,7.3199,6.7515,7.3803
new_1159082_1159149,9.6696,9.4741,9.2688,7.358,6.9954,7.1341,6.805,6.8257,7.1614,7.2304,6.7281,7.6238
BSU10800,9.1678,9.2687,9.2178,8.9809,8.7957,9.3158,8.8143,8.7227,9.0668,8.925,8.4845,8.8338
BSU10810,8.7893,8.9278,8.8023,9.9241,9.0321,9.1113,9.4577,9.3835,10.0494,10.6399,10.4747,10.3301
new_1160756_1162206,8.6894,8.7164,8.9358,8.9834,8.8102,8.8624,9.3138,9.1049,9.6447,10.1684,10.0549,10.1111
BSU10820,6.6642,6.9687,7.058,7.5223,7.2993,7.3231,7.1077,7.1163,7.3823,7.8798,7.3402,7.6819
BSU10830,10.1649,10.0549,10.1959,10.7349,10.8769,10.7802,10.5252,10.2022,10.4823,11.5592,11.3385,11.0684
BSU10840,9.5109,9.5922,9.6264,10.527,10.6509,10.4669,10.0858,9.8139,10.2217,10.9886,10.9276,10.6357
new_1164254_1164369,8.5805,8.7285,8.8713,7.9265,8.3358,8.3665,8.4517,8.2933,8.3797,9.7109,9.5553,9.4059
BSU10850,8.3129,8.4471,8.5155,8.05,8.2102,8.1607,8.1416,7.9127,8.1831,9.2045,9.0747,8.8856
BSU10860,11.3562,11.3074,11.213,11.177,10.1063,10.7407,9.3023,9.1395,9.4617,9.1776,8.9148,9.0023
BSU10870,6.8842,7.2601,7.2908,7.4024,7.2171,7.3664,7.1717,7.2471,7.334,7.8036,7.4028,7.7224
BSU10880,8.81,8.9384,8.9681,8.9203,9.6118,9.7339,9.0986,8.8386,8.6984,9.895,9.7935,9.5473
new_1168046_1168198_c,9.4893,9.797,9.7754,8.8308,9.5378,9.7581,10.2762,10.0985,10.3439,10.8221,10.6589,10.6165
BSU10890,10.0466,10.1345,10.0383,9.2069,9.853,10.2915,10.4839,10.3051,10.5146,11.0004,10.7018,10.6441
new_1168838_1168972_c,10.0875,10.4887,10.0448,9.2766,10.2052,10.6518,10.8934,10.6392,10.6216,11.1693,10.8141,10.6708
new_1168918_1169042,9.461,9.4764,9.2152,8.4537,9.0886,9.1501,8.4428,8.3701,8.4208,9.1367,8.9964,9.005
BSU10900,9.0223,8.8537,8.9349,8.551,8.6663,8.6791,8.1077,7.9324,8.0451,8.8979,8.6737,8.44
BSU10910,10.1882,9.9006,10.3798,7.8823,7.5544,7.8009,6.7101,6.7503,7.013,7.3718,6.8449,7.3528
BSU10920,10.4796,10.4151,10.6817,8.1928,7.9115,7.9059,6.8591,6.8346,7.0735,7.507,6.9404,7.4505
new_1171643_1171754_c,10.5964,10.408,10.7013,7.3745,7.101,7.2839,6.8567,6.9227,7.0985,7.4011,6.802,7.4392
BSU10930,9.5443,9.4208,9.5402,7.1856,6.8527,7.0232,6.7196,6.7221,6.96,7.263,6.6254,7.3252
BSU10940,9.9034,9.6691,9.9728,7.2842,7.0476,7.18,6.9976,6.9433,7.0631,7.3782,6.7835,7.3444
BSU10950,9.5083,9.2821,9.6986,7.3673,7.1261,7.2839,7.0136,7.072,7.2177,7.52,6.9134,7.496
BSU10960,7.3149,7.4865,7.2833,7.1647,6.9532,7.126,6.7181,6.8415,7.0603,7.3647,6.8149,7.3794
BSU10970,8.5836,8.3213,8.157,8.2374,8.2111,8.0724,7.9512,7.7302,7.7875,8.49,8.1493,8.0738
BSU10980,9.1824,8.7784,8.5793,8.5798,8.5486,8.5232,8.4487,8.346,8.2099,8.842,8.6186,8.6085
BSU10990,10.7358,10.737,10.821,11.1783,11.1617,11.1583,11.1557,10.965,10.841,11.1957,10.8812,10.6115
BSU11000,10.9976,10.9856,10.8158,11.41,11.3002,11.4582,11.4969,11.2476,11.2301,11.5099,11.2537,10.9236
BSU11010,12.3911,12.1016,12.2381,12.4881,12.1712,13.0252,14.3776,14.3306,14.0646,12.8476,13.0445,12.5746
BSU_misc_RNA_12,13.3848,12.9798,13.3688,12.1106,13.07,14.1561,15.2651,15.2049,14.8202,13.7827,13.7575,13.425
BSU11020,11.3735,11.5567,11.7446,11.6235,12.0853,12.1885,12.1879,12.1106,11.9975,12.0501,11.9639,11.6694
BSU11030,11.0704,10.933,11.0905,10.3123,10.8913,11.3365,11.8937,11.6795,11.8065,11.9231,11.5072,11.3768
BSU11040,10.7596,11.2485,10.8289,11.0847,10.8902,10.6536,8.6457,8.4609,8.4771,9.5803,8.8939,8.9766
BSU11055,8.0679,8.2643,7.9941,8.7904,9.026,8.7505,7.3278,7.2249,7.3682,8.046,7.5555,7.8517
BSU11070,8.7028,8.7022,8.3398,8.6486,9.3374,9.2595,7.7286,7.5896,7.5521,8.5285,7.9584,7.9518
BSU11079,10.0358,9.9674,10.0356,8.9187,10.4417,10.7272,10.3203,10.1546,9.9755,10.6681,10.4429,10.2024
BSU11080,9.8098,9.882,9.7067,9.1979,9.9173,9.9968,9.8419,9.5904,9.4275,10.1799,9.6606,9.4696
BSU11090,10.3486,10.4071,10.4123,10.1199,10.5993,10.7739,10.5435,10.35,10.1945,10.8286,10.4766,10.2573
BSU11100,8.3518,8.5238,8.5072,8.8619,8.7012,8.8527,7.9902,7.8315,7.9032,8.1392,7.7251,7.9556
BSU11110,10.8338,10.8407,10.7701,9.6667,10.0399,10.2468,11.377,11.3252,11.6155,11.3759,11.0067,10.7121
new_1188125_1188650,9.0452,8.7056,8.8153,9.326,10.2582,9.9858,10.3606,10.237,9.8728,10.6054,10.289,9.9939
BSU11120,10.4432,10.1994,10.3279,12.7688,11.2438,10.6617,11.5694,11.4878,11.5617,12.0264,11.783,11.5475
new_1189532_1189645,10.6972,10.6229,10.4786,11.6911,10.8495,10.8265,10.8971,10.5217,10.6855,11.1818,11.0754,10.615
BSU11130,9.9889,9.995,9.9126,10.5677,10.0795,10.1363,10.1608,9.7132,10.2176,10.4449,10.3509,10.4203
BSU11139,11.7755,11.4556,11.2168,9.5362,10.156,10.1854,10.2053,9.9269,10.3618,10.7402,10.3128,10.1625
new_1190234_1190430_c,11.7315,11.4825,11.1509,9.5024,9.7833,10.144,10.1408,9.8369,10.3844,10.7401,10.2542,10.1334
BSU11140,11.3258,11.4644,11.437,9.9855,10.9608,11.0279,11.4207,11.1857,11.4669,11.5145,11.3202,11.0111
BSU11150,11.154,11.3454,11.333,9.613,10.7847,10.7468,11.5183,11.2619,11.3211,11.9447,11.7099,11.3695
BSU11160,12.8917,13.3178,13.0076,12.7401,13.1157,13.139,12.987,12.7841,13.6396,14.3468,14.2348,13.6995
new_1192592_1192857,10.827,10.8975,10.9024,9.3889,9.6927,9.656,11.1586,11.0848,11.6013,11.5983,11.2392,11.119
BSU11170,11.1793,11.1054,11.3287,10.0528,10.9769,10.7937,11.5313,11.2743,11.7639,11.9371,11.4832,11.4161
BSU11180,9.6381,9.5074,9.8148,8.9651,9.6034,9.4254,10.117,9.8871,10.1088,10.2498,9.9893,9.768
BSU11190,12.5015,12.6913,12.5894,11.3175,12.8945,10.7818,14.0943,13.9842,13.0038,11.0374,11.3685,11.1689
BSU11200,12.8377,12.9996,12.8104,12.3564,13.1494,11.0123,14.235,14.1428,13.0731,11.1662,11.4802,11.1223
BSU11210,12.8821,13.0205,13.1256,12.5556,13.2648,11.1076,14.4051,14.2933,13.2493,11.3253,11.4762,11.1159
BSU11220,12.6785,12.9353,12.5942,11.961,12.9375,10.4202,14.1573,14.0201,12.8418,10.9101,10.7606,10.5489
BSU11230,12.3477,12.6425,12.4847,11.547,12.5831,10.0212,13.9456,14.003,12.6331,10.2909,10.2489,10.1098
BSU11240,12.9052,13.156,13.0334,11.9859,12.9852,10.5503,14.3292,14.3954,13.0707,10.3209,10.155,9.9954
BSU11250,13.224,13.4622,13.3199,12.0554,13.0785,10.7956,14.431,14.5688,13.3136,10.527,10.3034,10.1445
new_1204423_1204697_c,9.0279,9.0221,8.8696,8.2471,8.9262,9.0629,9.6356,9.4529,9.6683,9.9627,9.5957,9.5162
BSU11260,8.5995,8.2503,8.2352,7.492,7.4596,7.3475,7.9309,7.9454,7.6056,7.3447,6.9291,7.4419
BSU11270,12.6026,12.6257,12.7576,11.9256,12.9447,13.1941,12.6125,12.4937,13.1674,13.1468,12.7747,12.8351
BSU11280,9.6116,9.3592,9.6104,8.2907,9.1459,9.2,8.9227,8.7312,8.611,9.6225,9.0245,8.9035
new_1205658_1206260_c,6.9252,7.1999,7.3554,7.1992,7.0934,7.2962,6.7208,6.8688,7.1341,7.4394,6.928,7.4721
BSU11290,9.18,8.8772,8.7643,7.7432,8.1662,8.5241,8.2799,8.0182,8.0652,8.6225,8.7861,8.5281
BSU11300,12.1704,12.0107,12.345,11.4275,12.0456,12.2957,11.792,11.643,11.4164,11.9362,11.6894,11.6177
BSU11310,12.0993,12.0463,12.4215,11.6081,12.0293,12.2013,12.3939,11.8522,12.4967,12.9442,12.5755,12.4946
new_1207812_1208152,10.2284,10.1012,10.3531,8.6998,10.23,10.3087,10.8835,10.7777,10.9621,11.5056,11.1603,11.1419
BSU11320,8.0916,8.3914,8.7735,8.2141,8.0834,8.3447,7.7599,7.6965,7.9957,8.3551,8.1601,8.1722
BSU11330,14.1654,14.3007,14.5754,12.7443,13.1813,12.8887,14.1692,13.8443,13.8969,13.6427,13.3891,12.8339
BSU11340,14.17,14.2813,14.4972,13.4632,13.3652,13.2059,14.0371,13.6908,13.7072,13.8445,13.4752,12.9514
BSU11350,8.3561,8.4776,8.5891,8.4783,8.3027,8.8189,7.4172,7.4748,7.4615,7.6277,7.2182,7.6094
new_1211286_1211370,9.2168,9.5794,9.2407,9.1428,8.9474,9.8246,7.5906,7.7313,7.9859,8.2405,7.4878,7.7229
new_1211372_1211476,13.6983,13.6312,13.2629,12.9155,13.6956,14.6559,13.7596,13.3593,12.9704,13.6668,13.0015,12.9301
BSU11360,12.7127,12.3882,12.4817,12.1268,12.2481,13.142,12.396,12.1038,11.7625,12.4073,12.3234,12.0418
BSU11370,12.9046,12.7403,12.8052,13.0371,12.6731,13.2982,12.553,12.336,11.8759,12.6516,12.5578,12.123
new_1213460_1213536,14.8428,14.986,14.9738,14.5264,14.073,14.4663,14.1915,14.1341,13.9638,13.6389,13.8314,13.35
BSU11381,14.8441,14.882,15.2156,15.0579,14.225,14.6474,14.3757,14.1608,13.9981,14.3415,14.1016,13.9564
BSU11382,14.2602,14.2264,14.6797,14.7408,13.8879,14.2532,13.9774,13.7157,13.5092,13.8752,13.8044,13.2868
BSU11390,12.6008,12.3972,12.5426,12.4758,11.8368,12.3083,12.4111,12.3125,11.7445,11.8797,11.8967,11.4718
BSU11400,12.4675,12.487,12.6619,12.6961,11.8412,12.208,12.1808,12.1269,11.7359,11.9221,11.757,11.5258
new_1217180_1217287,10.3106,10.2408,10.2818,8.8191,9.1615,9.9226,10.3279,10.1222,10.2627,10.064,9.9503,10.1945
BSU11410,10.3515,10.11,9.9465,9.4408,8.9888,9.6573,9.3813,9.1699,9.2644,9.2784,8.9885,9.1428
BSU11420,11.6261,11.7094,11.9792,11.4732,11.1136,11.4372,12.5417,11.8797,12.1432,12.1113,11.9324,11.6434
BSU_misc_RNA_13,13.9133,13.7688,13.9741,13.6543,13.3556,14.2715,14.4136,13.8037,14.112,13.7137,13.7427,13.2054
new_1219686_1219848,13.8608,13.8207,13.9689,12.8416,13.737,14.1602,14.1367,14.0705,13.2804,13.2535,13.0227,12.725
BSU11430,12.8878,12.8218,12.9343,13.5794,12.8605,13.3212,13.3021,13.0766,12.8424,12.77,12.3709,12.2263
new_1221487_1221593,11.5517,11.5967,11.9855,12.1851,11.7086,12.073,12.047,11.875,11.8157,11.6775,11.4254,11.5797
BSU11440,10.6334,10.517,10.6274,11.1395,10.8227,11.0318,11.1278,10.9478,10.476,10.3353,10.2554,9.9493
BSU11450,10.6771,10.5324,10.7157,11.6637,11.0376,11.1325,11.1894,10.9433,10.8984,10.7204,10.4834,10.2853
BSU11460,11.1744,11.0955,11.2203,12.2662,11.6527,11.6644,11.7496,11.4163,11.0503,11.2193,10.8782,10.3441
BSU11470,10.9753,10.8074,11.1193,12.1323,11.5185,11.6541,11.3154,11.1926,10.9341,10.9874,10.8711,10.4197
BSU11480,9.1136,9.2489,9.1512,8.3754,8.5019,8.8213,8.1449,8.0367,8.1994,8.5384,8.1286,8.3306
new_1226858_1226937,14.4591,14.2809,14.7692,13.2684,14.4085,14.8509,13.2472,13.0017,13.4944,15.27,15.1997,15.4315
BSU11490,14.219,14.2905,14.7012,15.128,14.3764,14.7073,12.9579,12.7448,13.5749,15.5401,15.2754,15.6116
new_1227517_1227631,14.6529,14.528,15.085,15.5725,15.0078,15.2682,13.3423,13.1233,13.941,15.8748,15.5843,15.5905
BSU11500,14.3393,14.6604,14.878,15.1497,14.7801,14.9025,13.7204,13.5661,13.9036,15.5684,15.311,15.2238
BSU11510,7.4978,7.5569,7.6165,7.3857,7.1686,7.2366,7.0186,7.0741,7.2614,7.6129,7.0668,7.5541
new_1228135_1228924,8.8421,8.8979,9.0948,8.6717,8.4348,8.9894,8.8814,8.6646,9.1531,10.2359,9.8749,9.8379
new_1228926_1229067,13.2757,13.0805,13.2515,11.3321,12.4461,12.3366,12.4733,11.997,12.1736,12.711,13.1483,13.185
BSU11520,13.2035,13.4715,13.6669,14.798,13.1613,13.4668,13.1542,12.9174,13.2485,14.1312,13.8193,13.8079
new_1229759_1229848,7.8429,8.252,8.3773,7.6704,7.7194,7.8455,8.3206,8.2765,8.6952,9.2912,8.8942,9.0632
new_1229850_1229914,11.602,11.6691,12.1744,8.2926,7.9355,8.4774,8.4029,8.2676,8.6316,9.0508,8.7599,9.0381
BSU11530,10.5216,10.6197,10.8669,8.1093,7.4797,7.7446,7.7827,7.6175,7.8993,7.9751,7.5376,7.8624
BSU11540,13.1506,13.3339,13.3566,12.7546,12.0175,12.4245,12.0386,11.773,12.3252,13.9215,13.7072,13.409
new_1233096_1233397,8.3185,8.9356,8.8262,8.7519,8.1906,8.2809,7.7184,7.8875,8.1574,9.1758,8.8799,9.1156
BSU11549,8.7977,8.6644,8.2271,7.2818,7.0579,7.2247,7.1636,7.1666,7.5586,8.9505,8.5011,8.8946
new_1233399_1233524,16.1626,11.2188,15.9687,15.701,15.8097,13.1717,16.4249,16.1076,13.3512,15.3201,13.8754,14.565
BSU11550,12.277,12.45,12.4186,12.5691,12.7581,12.8138,12.0627,11.8814,12.0809,13.8076,13.6384,13.4273
new_1233877_1235778,7.9402,7.9634,7.8729,7.7345,7.8915,7.7649,7.0474,7.0919,7.5475,7.7494,7.3883,7.714
BSU11560,12.8281,12.7966,12.8216,12.164,13.2624,13.3388,12.6591,12.4689,12.6477,14.4217,14.118,13.9199
new_1234909_1235088_c,12.9366,12.7895,13.2563,11.6728,12.857,13.2113,13.1511,13.0645,13.2312,14.1096,13.6411,14.1254
BSU11570,12.7443,12.7021,13.0529,11.4765,12.577,12.7139,12.8286,12.6361,12.7006,12.9572,12.6708,12.4323
new_1235709_1235911_c,12.4378,12.3086,12.6641,11.0031,12.3812,12.5252,12.6646,12.508,12.6828,12.8008,12.553,12.497
BSU11580,10.1897,10.2468,10.5187,9.4858,10.4696,10.9202,10.7751,10.5982,10.9854,11.1799,10.9232,10.8156
BSU11590,12.5482,12.5636,12.5714,10.58,12.4967,12.6426,12.9556,12.8071,13.1151,13.2873,12.8425,12.6992
BSU11600,11.667,11.5733,11.4206,10.9483,11.6911,11.5906,12.047,11.7204,12.0045,12.2798,12.1041,11.8112
BSU11610,11.7044,11.8983,11.9702,12.2426,12.2035,12.0954,12.1845,11.9887,12.1477,12.6717,12.4422,12.1171
BSU11620,11.419,11.4672,11.536,11.8917,11.7174,11.6134,11.6215,11.3494,11.6028,12.3841,11.9811,11.47
BSU11630,9.3031,9.1506,9.2944,8.9517,9.4187,9.5406,9.3861,9.1071,9.3993,10.1108,9.7748,9.7127
new_1240279_1240355,9.6744,9.653,9.7618,7.9122,9.0826,9.3081,11.0358,11.1482,11.5572,11.9481,11.6161,11.537
BSU11640,9.3805,9.6198,9.6256,9.0066,9.1027,8.9273,10.5178,10.4207,10.8662,11.4355,11.2881,11.125
BSU_misc_RNA_14,14.5297,14.5514,14.6091,13.8321,14.93,14.8904,15.3395,15.233,15.2686,14.8559,14.671,14.4141
BSU11650,13.8963,14.0152,14.052,14.7852,14.639,14.7011,14.8363,14.8166,14.5532,14.3505,14.3802,13.7114
BSU11660,13.8697,13.9584,14.0079,14.9492,14.7307,14.7424,14.7718,14.6293,14.3721,14.203,14.1856,13.5089
BSU11670,13.8515,13.9072,13.9651,15.0815,14.618,14.7057,14.8247,14.6399,14.6755,14.5175,14.5606,14.0638
BSU11680,14.167,14.3371,14.4709,15.4186,15.1085,15.2849,15.2296,14.943,15.0996,14.9099,14.746,14.4373
BSU11690,14.0678,14.1443,14.493,15.4922,15.1921,15.2851,15.0904,15.1043,14.8341,14.929,14.8701,14.4644
BSU11700,14.332,14.3156,14.6161,15.732,15.4104,15.4649,15.2681,15.0972,15.0587,15.2584,15.0593,14.6905
BSU11710,13.2854,13.3455,13.4296,14.9088,14.6687,14.5417,14.2917,14.1002,14.113,14.1904,14.2034,13.5318
BSU11720,14.4165,14.4765,14.7,13.3829,13.9616,13.7768,13.8515,13.7579,13.6652,13.9232,13.2579,13.1735
BSU11730,11.3848,10.8198,10.2838,8.622,8.8617,8.6333,8.4487,8.0391,7.6631,8.7442,8.3075,7.8334
BSU11740,11.79,11.9515,13.0277,7.3333,7.018,7.3123,6.7141,6.8029,6.9987,7.4385,6.7944,7.5
new_1249889_1250015_c,12.4351,12.7461,13.2752,7.4294,6.9946,7.3173,6.7353,6.8631,7.0306,7.8423,6.9588,7.5374
BSU11750,12.5944,12.8086,13.5044,7.3392,6.9846,7.2583,6.7601,6.8438,7.0262,7.6122,6.9244,7.4228
BSU11760,12.7797,12.9834,13.8305,8.2744,7.4029,8.1347,6.9648,7.1109,7.2851,7.8172,7.245,7.8241
new_1251175_1251272_c,12.4984,12.731,13.7533,8.0226,7.5031,8.0449,7.0748,7.1675,7.3331,7.9234,7.3344,7.9309
BSU11770,12.6791,12.8065,13.6443,7.989,7.4937,8.0302,7.2651,7.3369,7.5258,8.1065,7.4945,8.0056
BSU11780,12.1723,12.3511,13.2087,7.7313,7.1869,7.6691,7.011,7.1075,7.241,7.7373,7.1597,7.714
new_1252061_1252565_c,7.3621,7.597,7.8019,7.0639,6.8361,7.0605,6.7219,6.8235,7.0812,7.1996,6.7179,7.2803
BSU11790,9.3693,8.9967,8.7598,7.4055,7.2428,7.4755,7.2365,7.1177,7.4834,7.8382,7.3866,7.6014
new_1252566_1252752,9.9317,9.7125,9.9888,7.5486,7.3267,7.5977,7.271,7.2431,7.4791,7.8163,7.3451,7.9069
BSU11799,10.1311,9.9339,10.2549,7.3966,7.0282,7.1727,6.8036,6.8274,7.0742,7.4425,6.9719,7.4746
BSU11809,12.7698,12.8508,13.9389,7.9933,7.2019,7.8456,7.0378,7.0351,7.19,7.5744,7.1078,7.5515
