SMMPr_1,SMMPr_2,SMMPr_3,HiTm_1,HiTm_2,HiTm_3,BMM_1,BMM_2,BMM_3,Heat_1,Heat_2,Heat_3
BSU36160,8.1863,8.3898,8.3356,8.5917,8.9233,9.1267,8.7487,8.6299,8.6815,9.7736,9.5352,9.6122
BSU36170,11.4663,11.479,11.3025,12.6522,12.3511,12.1264,10.8114,10.497,10.8915,11.6385,11.2357,10.9128
BSU36180,12.904,13.0643,13.0038,13.9897,13.7324,13.8925,12.6724,12.3325,12.5791,13.3268,12.8691,12.6563
BSU36190,12.3013,12.3912,12.2482,13.7606,13.468,13.5705,11.9055,11.4867,11.7826,12.4137,12.1092,11.9226
BSU36200,12.2087,12.3301,12.0854,13.6721,13.5224,13.6566,11.8709,11.4545,11.5425,12.4121,12.0094,11.9991
BSU36210,12.4467,12.4893,12.1126,13.5338,13.6666,13.812,12.1541,11.7865,11.4447,12.2813,11.9243,11.8182
new_3728120_3728202_c,13.0746,13.1131,12.7673,13.4145,14.0792,13.9112,12.2826,11.9858,12.3582,12.8011,12.5696,12.4634
new_3728379_3728510_c,11.8309,11.9002,11.7968,11.2225,11.164,11.3727,11.8554,11.4484,11.3065,11.7194,11.3371,11.1692
BSU36220,10.9269,11.0769,11.1733,10.3085,10.5001,10.6642,11.0595,10.7859,10.7807,11.2617,10.9675,10.814
new_3729297_3729412_c,11.4195,11.7268,11.4752,9.1304,10.8692,11.0096,11.8511,11.5579,11.4198,11.6009,11.3057,10.9134
BSU36230,11.0379,10.9274,10.7392,11.3818,11.6788,11.4365,11.1357,10.696,10.7886,12.3327,12.0909,11.7652
new_3730846_3730971_c,10.5563,10.4747,10.5802,11.1381,11.7137,11.5462,11.3553,11.0827,11.0309,12.2349,12.0708,11.8443
BSU36240,9.504,9.4337,9.324,10.1173,10.5267,10.2269,10.0804,9.7144,9.4847,10.5426,10.2252,10.0594
BSU36250,11.8724,11.6602,11.7653,11.4815,11.989,11.9576,12.5243,12.1188,11.8397,12.4642,12.1386,11.8833
BSU36260,11.5942,11.4308,11.4801,10.3621,11.8429,11.7455,12.199,11.8528,11.8084,12.1852,11.822,11.5532
BSU36269,13.047,12.8979,12.9592,12.0347,13.8662,14.4826,12.8646,12.626,13.7235,13.9892,13.3424,13.827
new_3733649_3733734_c,12.7872,12.9792,12.8061,11.949,14.0514,14.679,11.7409,11.5478,11.79,12.2735,11.9283,12.0879
new_3733736_3733966_c,10.9644,10.4915,11.0453,7.3036,9.2879,9.7034,10.9382,10.8423,11.5003,11.4231,10.9042,11.1773
BSU36270,10.2371,10.1357,10.2741,9.5477,9.8336,9.8046,11.5256,11.192,11.1688,11.855,11.4139,11.0972
new_3733968_3734142_c,9.7814,9.2428,9.7705,7.2435,7.0624,7.1863,6.8045,6.9035,7.3812,7.6015,6.9611,7.5427
BSU36280,10.2921,10.3339,10.3054,9.9871,10.0145,9.717,11.3981,11.0561,10.9284,10.8423,10.6141,10.2484
BSU36290,11.2227,11.3785,11.5,11.6308,11.5663,11.5161,11.2957,11.1791,11.0194,11.4391,10.9588,10.7786
BSU36300,10.9705,10.7847,10.9166,9.4523,11.1019,11.173,11.1759,10.9571,10.7451,10.974,10.5711,10.2913
new_3740032_3740104_c,9.0448,9.2821,9.7962,7.3513,7.0304,7.1852,8.0428,7.91,8.2302,7.9912,7.4066,7.8688
new_3740106_3740205_c,15.302,15.5245,15.6224,11.1524,11.174,11.4045,11.862,11.3233,9.5675,9.5888,9.2742,9.161
BSU36310,15.3732,15.4385,15.7138,10.7044,10.7988,10.9463,11.5261,11.0326,11.2092,11.2793,11.0779,10.8998
BSU36320,10.8399,11.0861,11.1297,9.877,10.8316,10.7237,10.3978,10.2546,10.2701,11.4127,11.16,11.1966
BSU36330,12.4181,12.347,12.5528,11.5806,12.4397,12.9253,12.148,11.9005,12.6296,13.2406,12.8145,12.8676
new_3741593_3741676,11.715,11.4287,11.8491,11.0647,11.8338,12.3077,11.4211,11.2954,10.9999,11.8246,11.5729,11.5205
BSU36340,7.4826,7.6247,7.6603,7.9173,7.73,8.0233,8.1422,8.0162,8.1713,8.0388,7.5313,7.8811
BSU36350,8.3422,8.2271,8.2992,7.6852,8.4166,8.9441,8.7048,8.4471,8.7459,9.5189,9.1927,9.2233
BSU36360,11.2234,11.0297,11.0884,11.7861,11.9604,12.1286,12.1722,12.104,12.015,12.7132,12.2119,11.9928
BSU36370,11.8114,11.8215,11.7852,9.5268,12.5603,12.9645,12.9986,12.6865,12.9751,13.9,13.4755,13.1912
new_3744236_3744320_c,8.5199,8.3612,8.8038,7.9575,8.9101,9.5163,8.914,8.7192,9.0802,10.2798,9.855,9.7462
new_3744322_3745406_c,7.4988,7.648,7.8283,7.6649,8.054,8.2008,8.1556,8.0434,8.4181,9.011,8.7007,9.0062
BSU36380,12.3626,12.4321,12.5137,10.7981,11.8454,11.8863,11.5846,11.4208,11.3848,11.8845,11.746,11.7494
new_3745414_3746298,10.1022,10.0355,10.2609,9.9453,10.4055,10.252,8.4896,8.6183,9.3061,9.8254,9.4654,9.4382
BSU36390,13.2916,13.2233,13.6616,12.3066,12.971,13.1622,13.6198,13.4066,13.5334,13.9214,13.4756,13.6211
BSU36400,13.1837,13.1697,13.4443,11.4344,12.4928,12.8052,13.6312,13.5056,13.5031,13.7225,13.5048,13.2083
new_3747092_3747171_c,13.5826,13.2272,13.0239,9.4992,12.8624,13.2493,13.919,13.8445,13.6071,13.8657,13.3319,13.3975
BSU36410,13.7058,13.4758,13.7846,12.2885,13.2128,12.8515,13.8922,13.6555,13.4316,13.7763,13.3612,12.8928
new_3748336_3748420_c,12.8418,12.1906,11.9075,7.3467,7.0111,7.5776,7.2593,7.0907,7.2651,7.5235,7.0511,7.6119
BSU36420,12.632,12.0906,11.7039,7.3134,6.8431,7.2235,7.2259,7.108,7.2567,7.5097,7.0969,7.547
BSU36430,13.0502,12.5391,12.0429,7.268,6.8535,7.2509,7.2812,7.2777,7.3357,7.5647,7.1052,7.5889
BSU36440,9.1612,9.0416,9.1552,8.3531,10.0865,10.2116,9.299,9.1201,9.1409,10.496,10.0335,9.9059
BSU36450,8.3921,8.4482,8.5673,9.1577,9.6208,9.3044,8.7011,8.6317,8.6711,9.8415,9.295,9.1426
BSU36460,11.6294,11.8225,11.853,10.2614,11.1761,10.8523,12.0688,11.7254,11.5802,11.4786,11.1071,10.8541
BSU36470,6.8418,7.1281,7.2087,7.297,7.0537,7.1623,7.1187,7.1042,7.2007,7.4141,7,7.3903
BSU36480,9.2209,9.25,8.9962,8.7612,8.6467,8.4755,8.7783,8.7079,8.933,9.6857,9.6351,9.4933
BSU36490,9.9471,10.1908,9.8579,9.2885,9.366,9.2796,9.804,9.3419,9.4289,10.3391,10.4811,9.9679
BSU36500,9.2875,9.5312,9.404,8.2056,8.5633,8.4232,9.1549,8.9455,9.0155,8.8258,8.6895,8.6636
BSU36510,7.535,7.7911,7.7589,8.1625,8.0222,8.0488,7.8126,7.7848,7.7216,7.9487,7.636,7.8398
BSU36520,10.8204,11.0414,11.0689,11.5766,10.9559,11.2198,10.0547,10.1223,11.3227,12.6535,12.6157,12.3083
BSU36530,12.4309,12.2767,12.263,10.4176,11.9203,12.2308,11.7249,11.5785,11.8371,13.5906,13.186,12.8219
BSU36540,9.078,9.206,9.2464,8.6731,9.1668,9.4987,8.1534,8.2339,8.5457,10.6567,10.1566,10.0246
BSU36550,11.529,11.4813,10.9615,11.8335,10.6745,11.2829,7.769,7.6883,8.1434,8.3221,7.824,8.1392
new_3760210_3760556,11.2645,11.2942,11.4736,9.3714,10.8802,10.9134,12.3153,12.1966,12.2252,12.4225,11.6811,11.8194
new_3760558_3760693,12.0001,12.0689,12.1051,9.6635,11.2657,11.6102,12.4394,12.4091,12.2753,12.577,11.7703,11.8971
BSU36560,11.5038,11.3655,11.3948,10.0763,10.7948,10.7792,12.0229,11.6976,11.5877,11.6994,11.5057,11.1852
new_3761046_3761954_c,7.4576,7.5752,7.615,7.4507,7.441,7.7255,7.4866,7.7953,8.215,9.4389,9.2124,9.2734
BSU36570,11.5578,11.2642,11.5298,10.5802,10.7312,10.6375,11.812,11.4343,11.7376,11.9551,11.5643,11.4205
BSU36580,11.3399,11.3642,11.4303,11.8258,11.7733,12,10.5744,10.4079,11.0473,13.3828,13.1202,12.9637
new_3762479_3762776_c,8.5501,8.4629,8.3129,11.91,8.0188,8.1775,8.0264,8.0039,8.5705,9.4743,9.3987,9.4704
new_3762583_3762663,10.1406,10.2904,10.4393,9.6784,11.258,11.086,11.1952,11.0928,10.9508,11.6417,11.2369,11.4043
BSU36590,10.4069,10.179,10.3647,10.1154,11.0314,10.9671,11.154,10.8505,10.7677,11.5237,11.3346,11.1003
new_3762778_3763121_c,8.0669,7.9041,7.9468,7.4434,7.5728,7.6174,7.5243,7.5789,7.9121,7.9514,7.4367,8.0547
BSU36600,8.7221,8.794,9.0081,9.5659,9.3835,9.5166,8.7458,8.5844,8.5931,9.412,8.962,9.0964
BSU36610,9.2738,9.1924,9.2498,8.4841,8.8978,8.8149,10.6383,10.4153,10.7246,10.3141,9.8123,9.5862
BSU36620,9.2274,9.3096,9.4867,9.4123,9.1797,9.3066,9.4762,9.1317,9.5882,9.7324,9.2681,9.1712
BSU36630,11.1593,11.1753,11.4283,10.0544,10.5234,10.6815,11.7509,11.5426,11.6829,11.2277,11.1625,11.0695
new_3766640_3766713_c,9.0974,9.3619,9.7115,8.4284,7.9475,8.5215,8.4807,7.9674,8.3426,8.4836,7.9187,8.6126
BSU36640,10.4542,10.5337,10.3878,10.3125,9.4741,10.2294,9.073,8.7274,8.772,9.481,9.4419,8.9866
BSU36650,11.2578,11.4504,11.3775,10.7667,9.9136,10.7838,9.5827,9.3074,9.1349,9.9514,9.9719,9.2917
BSU36660,11.582,11.6955,11.6256,10.9024,10.1007,11.2806,9.6822,9.658,9.4222,10.1353,10.1256,9.7389
new_3769109_3769193_c,11.7957,12.4007,11.7484,11.7621,10.7804,11.7275,10.1414,9.8141,10.0351,10.9398,11.0319,10.5262
new_3769195_3769288_c,10.9647,11.1005,10.968,9.649,9.1022,10.4677,9.1897,8.9593,8.677,8.4255,8.2908,8.1719
BSU36668,10.5863,10.8793,10.5957,9.3177,9.0083,10.3651,9.0682,8.7285,8.6646,8.599,8.3615,8.6785
new_3769454_3769625_c,8.3862,8.2502,8.4189,7.656,7.5339,8.2993,8.2968,8.0541,8.0659,8.1287,8.033,8.0927
BSU36669,8.4004,8.2842,8.3844,7.6895,7.6606,8.3185,8.1959,8.1092,8.0253,7.9834,8.1912,8.052
new_3769809_3769955_c,8.6555,8.8309,8.6044,8.0915,7.9946,8.9378,8.6706,8.6394,8.335,8.4589,8.5641,8.4457
new_3769957_3770070_c,6.5021,6.9519,7.1692,8.0978,7.0757,7.3238,6.8542,6.9992,7.7919,8.3389,7.9454,8.4741
BSU36670,8.3171,8.3463,8.5023,14.9035,10.465,10.9838,9.4293,9.5905,12.6437,14.0058,14.2823,13.6166
BSU36680,6.6094,6.9753,7.0958,8.1104,7.1119,7.2296,6.8551,6.9176,7.7071,9.9355,9.8491,10.0781
BSU36690,12.4109,12.4393,12.6849,10.6512,11.76,12.08,12.4092,12.33,12.214,12.6753,12.22,12.1442
BSU36700,10.1133,10.1303,10.238,10.0738,10.4982,10.5068,10.888,10.6204,11.1835,12.0281,12.0048,11.3486
BSU36710,10.3868,10.2658,10.483,10.1777,10.6703,10.5517,11.1741,10.9505,11.557,12.1947,12.1991,11.7557
new_3774188_3774399_c,7.1159,7.2708,7.2876,10.3954,7.8377,7.6044,7.3925,7.3821,8.7418,11.1329,11.4285,11.2547
BSU36720,8.1574,8.3016,7.9975,13.7589,9.3029,9.3978,8.2843,8.5878,10.5679,12.5716,12.984,12.8865
BSU36730,8.25,8.3702,8.4722,8.1659,7.9799,8.0583,8.2459,7.9151,8.1005,8.5167,8.0603,8.1436
BSU36740,7.3463,7.6254,7.7496,8.7839,8.4118,8.5743,7.8427,7.7931,7.8829,8.4073,7.8285,8.011
BSU36750,9.4064,9.2602,8.9981,8.2142,7.9151,8.116,8.5055,8.3222,8.6265,9.202,8.787,8.946
new_3777796_3777913_c,9.0064,8.992,9.2761,8.4933,8.6989,8.8268,9.9213,9.5479,10.0262,11.1518,10.5584,10.8683
new_3777872_3780532,7.4461,7.6368,7.5165,7.8035,7.7984,7.8277,6.8245,7.1143,7.5059,7.7351,7.2006,7.691
BSU36760,14.1956,14.2715,14.421,14.0139,14.3204,14.2795,14.0027,13.8353,13.9528,14.428,14.13,13.7906
BSU36770,14.087,13.8023,14.2794,11.7198,13.8471,13.4954,13.3544,13.3452,13.3876,13.5844,13.4488,13.5944
new_3780034_3780161_c,12.7122,13.1198,13.272,11.6145,13.375,12.98,12.8849,12.6052,12.3177,12.7022,12.2052,11.9702
BSU36780,12.8258,13.4745,13.5238,11.7021,13.4647,13.1063,13.1343,12.9003,12.9526,13.0027,12.6823,12.4036
new_3780393_3780655_c,12.3101,13.143,13.2859,10.956,13.0442,12.5838,12.3695,12.5227,12.219,11.6296,11.2034,11.0983
BSU36790,8.3659,8.2651,8.5957,8.4259,8.7886,9.0518,8.2574,8.2997,8.5445,9.2882,8.8695,8.9795
new_3780657_3781040_c,7.4991,8.0022,8.0614,7.6199,7.6856,7.8358,8.7177,8.5773,8.8553,9.7691,9.3631,9.5042
BSU36800,13.8165,14.1774,14.3428,14.2012,13.9771,13.8427,14.1182,13.7956,13.732,14.2504,14.2595,13.2676
BSU36810,13.9952,14.4736,14.5554,14.363,14.1704,14.1259,14.2204,14.0089,14.1433,14.6022,14.3212,13.9926
BSU36820,15.1328,15.4957,15.794,15.1353,15.0186,15.0803,15.3033,15.1101,15.0261,15.5344,15.1793,14.8989
new_3783802_3783877_c,15.3395,15.792,15.8992,15.2526,15.1579,15.346,15.4737,15.2605,15.3289,15.7162,15.409,15.4595
BSU36830,15.0598,15.4809,15.5364,15.2554,15.1519,15.0909,15.2424,15.0092,14.8991,15.2918,15.082,14.7473
BSU36840,15.336,15.578,15.617,15.2131,15.1639,14.985,15.2792,15.22,15.1714,15.5722,15.2115,15.0854
BSU36850,15.435,15.6251,15.8664,15.035,15.1886,15.0517,15.4084,15.2927,15.3129,15.9563,15.5272,15.2752
new_3786458_3786619_c,14.6236,14.8606,15.3263,13.9599,14.5142,14.2842,14.8549,14.2442,14.4368,15.2129,14.8784,14.9015
BSU36860,14.9554,15.319,15.2919,14.7428,15.1141,14.8023,15.0036,14.8473,14.4896,15.1657,14.6468,14.0494
BSU36870,14.7779,15.0778,15.1153,14.1519,14.8524,14.5046,14.7792,14.7067,14.5671,15.0875,14.7995,14.5347
BSU36880,13.3428,13.6773,14.0857,11.8126,13.9324,13.0872,13.9663,13.707,13.8163,14.5231,14.0452,13.9756
new_3788004_3788274_c,13.9613,14.5628,14.7231,12.3682,14.5418,13.9471,14.4289,14.2893,14.1727,14.7115,14.3226,14.0316
new_3788276_3788397_c,7.9033,8.118,8.4257,8.0657,7.983,8.087,9.5014,9.5434,9.5898,10.2415,9.7398,9.9734
BSU36890,13.2999,13.4516,13.557,12.9717,13.4,12.9256,14.0381,13.8953,14.0172,14.6124,14.0664,13.7935
BSU36900,14.1151,13.9927,14.3034,13.9822,14.1774,14.1884,15.1019,14.7709,14.666,14.6979,14.5541,14.0523
new_3790498_3790582_c,12.2236,12.335,12.2753,12.2497,12.6033,12.8012,13.2397,13.0975,12.9364,13.8931,13.403,12.7394
BSU36910,12.3222,12.2511,12.3535,12.2697,12.5267,12.7398,13.0984,12.8648,12.915,13.8882,13.8335,13.3858
BSU36920,12.9905,12.9874,12.7596,12.3226,13.1936,13.461,13.8194,13.494,13.1449,14.0476,13.9172,13.2859
new_3791649_3791748_c,12.7731,12.9347,12.7745,11.9797,13.1593,13.6258,14.0701,13.8671,13.1419,13.8112,14.0176,12.9855
BSU36930,10.4521,10.6105,10.6279,10.6826,10.9118,11.0896,11.1732,11.0605,11.0161,12.1161,11.8216,11.7996
BSU36940,8.431,8.402,8.4308,8.4321,9.055,8.7626,8.9719,9.0108,8.6739,9.8909,9.7744,9.5921
BSU36950,10.5053,10.277,10.2163,10.1996,10.757,10.4351,11.0674,10.8075,10.5095,12.1411,12.0115,11.2479
new_3794010_3794074_c,11.0802,10.9617,10.8945,9.0833,11.7463,11.6833,12.0511,11.8125,11.9231,13.0668,12.8333,12.3435
new_3794076_3794165_c,7.4676,7.8991,7.6843,8.4006,8.0899,8.0645,7.4022,7.4631,7.9688,9.1771,8.9952,9.1511
BSU36960,8.0807,8.1056,7.9432,9.9489,8.1734,8.4921,7.4874,7.4259,8.1484,9.2133,9.4388,9.4407
BSU36970,7.8699,7.9548,8.0708,11.4707,8.862,9.1613,7.9414,7.8311,8.4959,9.9261,9.8768,9.748
BSU36980,9.6227,9.6812,9.5096,9.1586,10.175,10.2878,10.1844,10.1038,10.237,10.7402,10.4528,10.4393
BSU36990,10.2408,10.1629,10.4693,10.3981,10.2007,10.2293,10.8208,10.6317,10.6535,10.7346,10.745,10.3365
new_3796158_3796216_c,9.7395,9.8117,9.9058,9.5245,9.7111,9.8642,10.4496,10.2019,10.4599,10.6608,10.4754,10.1799
BSU37000,9.9521,9.9638,10.023,10.4665,10.5157,10.5255,11.1309,10.8662,10.9415,11.5418,11.4364,10.9535
BSU37010,12.2951,12.0389,12.3984,12.1814,12.6833,12.7281,13.0096,12.8376,12.7355,13.3857,13.2455,12.7149
new_3798209_3798320_c,8.0429,7.7349,8.2519,7.3925,7.2705,7.2688,7.0499,7.0733,7.3049,7.6862,7.1777,7.8247
BSU37020,9.9555,10.151,10.1459,9.6177,9.5322,9.5508,10.3796,10.1951,10.6356,10.5788,10.2669,10.2035
BSU37030,10.3513,10.5625,10.3661,10.1674,9.5999,10.0458,9.8238,9.6272,10.134,10.0338,9.6841,9.532
BSU37040,7.9651,7.8416,7.8416,9.4698,8.1507,8.1469,7.7498,7.6831,8.1239,9.7698,9.7498,9.7587
BSU37050,7.2655,7.5144,7.6724,8.6536,8.1831,8.0651,8.6037,8.4805,8.9914,10.6456,10.4029,10.3214
new_3802167_3802257_c,8.1985,8.5219,8.3733,8.5489,9.5242,9.3984,10.0186,9.8736,10.3478,11.9464,11.6709,11.7769
BSU37060,9.9887,9.8058,9.9789,9.7377,9.762,9.6806,11.2446,11.0009,11.1751,11.2266,10.7542,10.6727
BSU37070,15.3074,15.5527,15.7329,15.4321,15.3726,15.5632,15.6551,15.5686,15.7411,16.0587,15.6182,15.4179
new_3803282_3803359_c,14.8376,15.5637,15.4126,15.4328,15.4276,15.6032,15.7034,15.6364,14.2564,14.7835,14.9559,13.0075
BSU37080,12.5864,12.6713,12.8041,11.2567,11.8022,11.7744,12.8648,12.4628,12.7009,12.0767,11.976,11.6624
new_3804684_3804986_c,12.9751,13.0818,13.3984,10.4799,11.8934,12.2495,13.2477,12.9846,13.1176,12.911,12.7383,12.4611
BSU37090,13.1428,13.15,13.1362,13.1936,13.3521,13.1131,13.0839,12.7724,12.8122,13.5602,13.357,12.7712
BSU37100,13.5822,13.528,13.5391,13.144,13.6746,13.4754,13.6703,13.3708,13.0853,13.6171,13.7114,12.9804
new_3807376_3807735_c,14.0399,13.9012,14.1112,13.3531,14.0391,13.8812,14.1288,13.9346,13.7723,14.1437,13.8399,13.5802
BSU37110,14.2829,14.4901,14.5334,14.3871,14.2619,14.2307,14.4201,14.4276,14.4569,14.8072,14.6276,14.2514
new_3808393_3808511_c,14.6055,14.6558,15.0466,14.5554,14.363,14.5294,14.68,14.6018,14.8645,15.3703,14.9206,14.7974
BSU37120,15.0282,15.2797,15.5122,15.1359,15.2658,15.2178,15.3472,15.241,15.2767,15.4989,15.2525,14.9601
new_3809370_3809496_c,15.2204,15.2895,15.8096,14.2912,15.4291,15.3974,15.468,15.7809,15.4487,15.5392,14.8762,15.3033
BSU37130,12.9139,12.9261,12.9058,10.5466,11.4307,11.8928,11.9494,11.6273,11.7239,11.354,11.1727,10.8792
new_3809980_3810619_c,9.651,9.5126,9.6509,7.6735,9.0552,9.4082,9.3193,9.2288,9.574,10.5331,10.5377,10.1917
BSU37140,10.5125,10.791,10.926,10.7199,10.7813,10.6512,11.3029,11.1216,11.1047,11.2394,11.1244,10.6346
BSU37150,12.0196,11.9547,11.9221,11.3935,11.7014,10.8809,13.3461,13.0568,12.8597,12.8793,12.5052,11.9673
new_3812301_3812488_c,12.5087,12.5219,12.2692,10.1613,12.5286,12.062,13.7991,13.4017,13.3448,13.6997,13.1593,13.1457
BSU37160,13.746,13.6503,13.5824,12.557,13.442,13.7007,14.0723,13.8831,14.3195,14.7136,14.2209,14.1489
new_3813064_3813166_c,14.0375,13.8944,13.735,11.1627,13.6028,13.904,14.8056,14.5245,14.8043,15.1519,14.7177,14.2934
new_3813168_3813245_c,9.3043,9.2889,9.4626,10.4333,10.285,9.9256,8.1941,8.1522,8.2841,9.499,9.292,9.2976
BSU37170,9.3106,9.1306,9.2459,9.9964,10.0465,9.7038,8.2133,8.0487,8.1773,9.4056,9.1198,8.9228
BSU37180,8.7682,8.6517,8.811,9.8263,9.6647,9.1615,7.6533,7.5443,7.5692,8.7415,8.5991,8.4782
new_3816500_3816558_c,8.8909,9.1563,8.9326,9.1094,9.7278,9.7981,7.6208,7.465,7.3087,8.2952,8.2699,7.6481
BSU37190,7.8937,7.6427,7.5785,7.2377,6.9403,7.1334,6.7141,6.7614,6.9994,7.2035,6.649,7.3059
new_3816846_3817724_c,8.4588,8.1296,7.9443,7.1168,6.8191,7.0214,6.7129,6.7752,7.0235,7.2312,6.736,7.4146
BSU37200,7.6393,7.5267,7.4952,7.2977,7.0789,7.2658,6.7782,6.852,7.0666,7.4039,6.9064,7.4785
BSU37210,8.085,8.1237,8.5581,15.2377,10.2947,9.4906,8.903,8.9008,10.9946,13.5027,13.6355,13.7768
new_3819213_3819619,7.2098,7.435,7.3844,7.707,7.445,7.6534,7.2247,7.1545,8.0262,8.4969,8.505,8.535
BSU37220,10.5799,10.7978,11.2259,10.1914,10.1681,10.3684,11.4161,10.9779,11.4731,11.7231,11.7806,11.685
BSU37230,10.5808,10.6501,10.8415,10.1564,10.0712,10.164,11.4709,11.0654,11.4264,12.0472,12.0496,11.5797
BSU37240,8.2163,8.296,8.4497,11.6808,9.4676,9.155,9.2379,9.1841,9.8948,12.2826,12.4328,11.9288
new_3823159_3823531_c,6.9317,7.0688,7.19,7.3528,7.1086,7.2472,7.1249,7.1514,7.3734,7.6831,7.2657,7.7471
BSU37250,6.6913,7.0861,7.1585,7.5893,7.2718,7.3004,6.7036,6.7591,7.1051,7.6276,7.1763,7.5642
BSU37260,6.8356,7.3274,7.3233,7.8772,7.7055,7.7408,6.966,7.0131,7.359,8.0837,7.6646,7.9212
BSU37270,6.8293,7.2169,7.2792,7.6362,7.4337,7.6261,6.9311,6.9292,7.2286,7.8425,7.4753,7.8045
BSU37280,6.6677,7.1059,7.1245,7.4173,7.1649,7.2723,6.8211,6.8167,7.0288,7.4946,7.0339,7.5153
new_3830002_3830131_c,6.3319,6.7846,7.1694,7.146,6.7025,7.0446,6.7489,6.7528,7.0591,7.2942,6.8265,7.456
BSU37290,6.6267,7.1428,7.1844,7.4312,7.2318,7.4064,6.8067,6.8735,7.1169,7.5277,6.9597,7.5013
BSU37300,7.5073,7.7327,7.9125,7.9974,8.2951,8.278,7.7732,7.8493,8.057,8.6129,8.2407,8.3163
BSU37310,9.7155,11.0823,11.1619,10.5701,11.011,10.9136,9.4104,9.2738,9.2985,9.7337,9.3719,9.4532
BSU37320,6.9928,7.3688,7.4441,7.9418,7.7744,7.7573,7.2842,7.2982,7.4428,7.9466,7.6484,7.805
BSU37330,12.4996,12.5485,12.538,12.5842,12.6561,12.6511,13.1848,12.8954,12.8076,13.2818,13.089,12.5537
BSU37340,12.569,12.4612,12.3824,10.9282,12.574,12.6686,13.2877,13.0023,13.0129,13.3796,13.1489,12.8689
BSU37350,9.4707,11.8038,11.4588,10.5158,10.102,10.2168,7.7598,7.8129,7.6588,8.2884,8.0728,7.9373
BSU37360,9.0072,11.196,11.2716,10.467,10.0253,10.1157,7.604,7.6745,7.551,8.2257,7.5259,7.811
BSU37370,11.8212,12.3257,12.3782,11.4862,11.301,11.2899,11.3344,11.1312,11.8976,12.0721,11.8405,11.5581
BSU37380,12.0174,12.719,12.7003,11.9252,11.8133,11.9476,11.5442,11.4825,12.3882,12.2684,12.0453,12.1908
BSU37390,11.3386,11.6692,11.794,11.0918,11.2601,11.1513,10.9678,10.8496,11.4332,11.6703,11.4579,11.4552
BSU37400,10.8197,11.4293,11.3336,10.767,10.7277,10.7275,10.6021,10.4524,11.401,11.3184,11.2783,11.1209
BSU37410,9.7324,10.4885,10.3909,9.8941,9.7869,10.0018,9.3641,9.1283,9.9076,10.3344,9.9292,9.8318
BSU37420,9.2508,9.9268,9.6495,9.2894,8.9843,9.6105,8.6556,8.4633,9.0466,9.5479,9.1713,9.2908
BSU37430,9.1733,9.6285,9.5967,8.7054,8.6044,9.157,8.1698,8.1522,9.0809,9.6288,9.2167,9.2546
new_3842651_3843000_c,8.082,7.6609,8.3078,7.5376,7.3562,7.436,7.0841,7.0274,7.2838,7.7222,7.2436,7.7392
new_3842996_3845478,7.2948,7.6921,7.7721,7.4986,7.2363,7.575,7.0788,7.1574,7.5983,7.9606,7.704,8.1697
BSU37440,8.1575,7.6732,8.4004,7.57,7.364,7.4549,7.0156,7.0435,7.2629,7.5552,7.0966,7.6713
BSU37450,8.0997,7.6807,8.5076,7.4558,7.1707,7.3949,7.0136,7.0646,7.2552,7.6657,7.1762,7.6672
BSU37460,15.9379,15.884,16.1092,15.2343,15.1454,15.4565,15.3237,15.3097,15.1082,14.9136,14.5508,14.5743
BSU37470,15.5659,15.7738,15.7416,15.1652,15.0914,15.4048,15.0128,15.0203,14.9293,14.9033,14.6181,14.7443
new_3847279_3847347,11.3245,11.1292,11.2187,10.7477,10.9127,11.4865,11.2678,11.1755,10.7657,10.7501,10.5745,10.2124
BSU37480,11.2454,10.8827,11.1156,10.4545,10.5292,11.0672,10.9103,10.7289,10.3096,10.2654,10.0948,9.9115
BSU37490,10.454,10.3044,10.4616,11.0039,11.3059,10.5314,12.0471,11.783,12.3701,12.8297,12.5966,11.9771
BSU37500,11.8941,11.8565,11.8328,11.9259,12.571,12.1762,13.506,13.226,13.7091,14.1468,13.8087,13.44
new_3849617_3849712_c,10.8107,10.6255,10.5713,7.9032,11.3724,11.5002,13.3091,13.0791,13.2363,14.1646,13.321,12.9382
BSU37510,7.5834,7.6378,7.564,7.8198,7.3364,7.7065,6.7804,6.8446,7.0219,7.5396,7.117,7.5717
new_3852070_3852185_c,12.931,13.159,13.1819,13.4838,13.3735,13.4464,13.2667,13.3034,13.4171,13.921,13.5341,13.6225
BSU37520,12.2555,12.2944,12.208,11.9642,12.4473,12.3083,12.8122,12.5289,12.4688,13.2024,12.8857,12.3574
BSU37530,11.7315,11.5964,11.6872,10.6265,11.8791,11.8537,12.441,12.279,12.2745,12.952,12.5077,12.2198
new_3853433_3853716_c,10.2849,10.288,10.4112,9.2512,10.3225,10.311,10.6253,10.7463,10.7657,11.5932,11.157,11.1509
BSU37540,10.5596,10.6635,10.7711,10.5979,10.3206,10.578,10.6863,10.3857,10.9244,11.3717,11.267,10.8693
BSU37550,10.6143,10.5327,10.6871,9.6703,10.7704,10.9637,11.1106,11.1086,10.9374,11.4016,11.2713,11.1212
BSU37560,8.3009,8.4534,8.6398,7.4127,7.1997,7.3373,9.943,9.887,9.0514,8.545,8.0993,7.9603
new_3856732_3856994_c,14.7537,14.4655,14.5357,12.5202,13.3556,14.4371,14.698,14.5548,14.9568,14.6831,14.3862,14.1172
