T-5.40H_1,T-4.40H_1,T-3.40H_1,T-2.40H_1,T-1.40H_1,T-1.10H_1,T-0.40H_1,T0.0H_1,T0.30H_1,T1.0H_1,T1.30H_1,T2.0H_1,T2.30H_1,T3.0H_1,T3.30H_1,T4.0H_1,T5.0H_1
new_654693_655136,11.0841,11.1036,10.8721,10.8053,10.0104,10.0584,9.7175,9.9225,8.1727,8.082,8.536,8.7101,9.131,8.6666,9.1417,9.2513,8.9995
new_655138_655222,12.4612,12.382,12.4623,12.015,11.784,12.0164,12.0572,11.7295,10.5097,10.3323,10.1893,10.135,11.0676,10.8258,11.0954,11.2514,10.6634
BSU06060,12.756,12.4679,12.5606,12.1193,12.127,12.2191,12.279,12.1497,10.6357,10.382,10.3117,10.2247,11.2809,10.7822,11.3575,11.4723,10.8173
BSU06070,12.6539,12.4795,12.5221,12.2716,12.0504,12.2081,12.1766,12.0574,10.5706,10.3714,10.2655,10.4011,11.258,10.8365,11.2945,11.4025,10.8141
BSU06073,12.5059,12.1736,12.0602,11.5429,11.276,11.3145,11.2673,10.9652,10.556,10.8633,10.8736,10.7303,11.43,11.6353,12.1153,12.1472,11.6176
BSU06074,11.6913,11.5615,11.6377,10.837,10.7322,11.0401,10.8419,10.7842,10.5788,10.6047,10.5358,10.4592,10.9883,10.8359,11.2798,11.4618,10.7381
BSU06076,12.3438,12.0817,11.9795,11.6308,11.4102,11.4837,11.3924,11.313,10.961,10.812,10.5803,10.6191,11.2817,10.9711,11.5737,11.8229,10.9916
new_658495_658899,10.8789,10.8485,10.7239,10.5679,10.5742,10.5581,10.9732,10.3869,10.6206,10.2291,9.9302,9.7204,10.363,9.648,9.9213,9.5998,9.231
BSU06077,12.3154,12.0347,11.9591,11.5864,11.4003,11.4932,11.314,11.2469,11.0964,10.8335,10.8214,10.6884,11.5515,11.2734,11.8901,12.0351,11.2683
BSU06078,12.3229,12.0752,11.8795,11.4391,11.2058,11.3901,11.3219,11.0621,10.8855,10.707,10.7918,10.6832,11.5614,11.3438,11.9247,12.0419,11.2986
BSU06079,12.031,11.4388,11.404,11.2467,11.0777,11.179,10.6743,10.5719,10.7363,10.5143,10.4679,10.4908,11.4264,11.1345,11.5886,11.4756,10.9484
BSU06083,12.7903,12.4332,12.4316,11.6088,11.6061,11.7525,11.5931,11.5336,11.1872,11.0895,10.9682,10.7567,11.9108,12.0549,12.4884,12.4035,11.9615
new_659222_659341_c,13.1392,13.047,12.9125,12.2558,12.2993,12.1368,12.0962,12.1341,11.5206,11.2629,11.4576,11.6617,12.3436,12.3294,12.831,13.057,12.2943
new_659343_659558_c,10.7631,10.4057,10.6334,10.497,10.5386,10.5913,10.7417,10.8138,11.576,10.9424,10.7525,10.4453,11.0496,10.5004,10.411,10.6751,9.8748
BSU06090,12.8641,12.4816,12.5887,12.4162,12.3809,12.4516,12.4643,12.3778,11.1879,11.1822,10.7764,10.3349,11.3219,10.9137,11.1347,10.8877,10.2601
BSU06100,13.5294,13.2189,13.0708,13.1469,12.9084,13.0161,12.9133,12.9903,11.5356,11.6991,11.2917,11.0562,11.949,11.6091,11.939,11.8244,11.0537
BSU06110,13.4313,13.3133,13.323,13.0244,12.94,12.9195,13.0024,12.9644,11.1892,11.4244,10.8492,10.4901,11.5484,11.1102,11.5328,11.5726,10.6029
new_663028_663224,13.6901,13.5032,13.4736,13.1891,13.1662,13.2377,13.3401,13.2658,11.4768,11.7986,11.1754,10.2498,11.6,11.2828,11.7624,11.7439,10.8551
new_663288_663600,11.1706,11.1716,11.0302,10.8885,10.8045,10.7475,11.1791,11.1629,11.0487,10.2829,10.0229,9.7983,9.9568,9.3829,9.735,9.5584,9.1533
BSU06120,10.2336,10.2373,10.1676,9.8505,9.6668,9.8514,9.7672,9.466,8.7191,8.5234,8.6685,8.6688,8.9057,8.4843,8.6642,8.6347,8.2934
new_663937_664318,10.0853,10.1303,10.1123,9.7758,9.5629,9.8066,9.6755,9.3815,8.4281,8.3603,8.4817,8.6154,8.6598,8.3181,8.4799,8.4285,8.2514
BSU06130,9.3055,9.3399,9.0893,9.0817,8.8789,9.0261,8.6228,8.5968,7.9982,7.7947,8.1677,8.2312,8.0519,7.7943,8.0061,7.8941,8.036
BSU06140,10.2601,9.996,9.9258,9.8716,9.7519,9.6908,9.7697,10.09,10.253,9.7718,9.5922,9.6737,10.3759,9.848,10.0674,9.9822,9.534
new_667383_667465,8.2263,8.565,8.2391,8.1273,8.0185,8.1821,7.9732,8.3173,8.4454,8.6274,8.7394,8.5879,8.8928,8.2984,8.5156,8.4249,8.1973
BSU06150,7.9564,7.9153,7.824,7.7704,7.6788,7.89,7.6273,7.8136,8.466,8.3466,8.3523,8.4223,8.5206,8.1318,8.4542,8.1999,7.9685
BSU06160,7.703,7.7018,7.7429,7.7358,7.6871,7.8644,7.8316,7.9541,8.6886,8.4909,8.5023,8.5044,8.5537,8.1567,8.5148,8.3118,8.0585
BSU06170,12.6509,12.5368,12.7088,12.3987,12.483,12.8425,12.7698,12.4726,13.5358,12.943,12.6423,12.0964,12.5976,12.1292,12.2213,12.0507,11.2428
BSU06180,14.0237,13.7564,13.8014,13.777,14.217,14.27,14.7928,14.4268,14.3224,12.861,12.1276,12.1338,13.1891,12.7927,12.9682,12.5707,11.5629
new_671929_671993,13.5513,13.3818,13.7959,13.5266,13.9341,13.9334,14.0583,13.8476,13.3986,12.0132,11.079,11.6302,12.6699,12.4508,12.6164,12.4996,11.4733
BSU06190,13.9718,13.8068,13.6834,13.621,13.8825,13.9916,14.458,13.9952,13.0582,11.4964,10.7167,11.2794,12.4032,12.1407,12.4251,12.1318,11.0654
BSU06200,13.9892,13.7618,13.732,13.7463,13.6513,13.7097,13.9942,13.7235,11.822,10.661,10.1041,10.8716,11.9035,11.6683,11.7835,11.4691,10.5739
BSU06210,13.7804,13.727,13.705,13.7082,13.636,13.6969,13.9339,13.5611,11.7554,11.008,10.5626,10.9719,11.8465,11.5752,11.6708,11.4634,10.625
BSU06220,6.9079,7.0544,6.9332,6.9857,6.8666,6.5555,6.5058,6.6477,7.8028,7.3564,7.673,7.9087,7.4898,7.3212,7.5857,7.2986,7.5368
new_676139_676441,6.9438,7.3433,7.1003,7.1525,7.2226,7.0738,6.9659,9.2493,10.8733,9.9112,9.4613,8.8171,9.2654,8.8527,8.9239,8.7773,8.5555
BSU06230,7.0644,7.2183,7.1584,7.1008,7.0628,6.8902,6.7812,7.952,10.1989,9.2956,8.9356,8.7151,8.8172,8.2567,8.527,8.3591,8.0691
BSU06240,14.3044,14.2885,14.31,14.1365,14.2158,14.2801,14.3051,14.2257,15.7923,14.9672,14.6987,14.0003,14.2244,13.4591,13.5519,13.1812,11.9564
new_678515_679050,6.8836,7.7528,7.5395,7.3615,7.4956,7.6107,7.1167,7.0607,8.6448,7.4714,8.2777,8.1447,7.674,7.3306,7.7551,7.3194,7.5219
new_678952_679246_c,15.3534,15.1709,15.4937,15.2282,15.2772,15.0662,15.4341,15.0907,16.3927,16.3775,15.9429,14.9327,15.5615,15.0738,14.8744,14.4242,13.3536
new_679052_679349,8.1709,8.3607,8.7872,8.1505,8.5529,8.6228,7.989,7.6309,8.3653,7.6304,8.213,8.2951,8.1062,8.1015,8.3464,8.5478,8.254
BSU06250,13.4618,13.1165,13.2883,13.2113,13.3829,13.5721,13.2458,12.8899,9.3336,11.6566,11.2826,10.5914,11.0486,10.3966,10.5462,11.0486,11.3937
BSU06260,12.2339,12.005,11.9181,11.863,11.8849,12.2322,11.9822,11.2387,8.5204,10.1965,9.5857,9.4869,9.314,8.877,9.3826,9.6731,10.1522
BSU06269,9.6773,10.3086,10.1916,10.2802,10.4847,11.0928,11.0215,11.0873,11.784,10.6484,10.687,9.5374,9.8954,9.4816,9.9891,9.6577,9.1086
new_681122_681254_c,12.0435,12.3665,12.1217,12.027,12.4606,12.7373,12.9849,12.7222,12.9467,12.2952,11.9309,12.0677,12.338,11.9626,12.4765,12.3378,11.9691
BSU06270,13.6116,13.7069,13.4487,13.1,13.3791,13.7201,14.2437,13.638,14.1728,13.5117,13.1301,12.8712,13.5873,13.2981,13.7338,13.5678,13.2344
BSU06280,12.4389,12.3726,12.6628,12.6535,13.3415,13.6405,14.0909,13.5154,13.912,12.7536,12.1983,12.0104,13.0152,12.4706,12.8591,12.9105,12.4988
BSU06290,12.5305,12.3993,12.8404,12.858,13.6734,14.0633,14.4628,13.7664,14.1708,12.6956,12.1633,12.0137,12.9645,12.6538,13.1656,13.3055,13.041
BSU06300,8.9828,8.7668,8.445,8.2142,7.9943,7.6951,7.9313,7.8484,8.6547,8.9294,9.5112,9.3172,9.5009,8.9307,9.2126,8.8851,8.4159
BSU06310,13.3218,13.0721,12.9427,12.7033,12.4002,12.3078,12.4452,12.4338,12.3511,12.4222,12.2607,12.2274,12.7959,12.0238,12.1114,11.8271,10.7377
BSU06319,6.7132,6.8926,7.2012,6.7918,6.8143,6.5104,6.3809,6.443,7.6156,7.3038,7.7315,7.8974,7.4917,7.2382,7.6672,7.1299,7.5415
BSU06320,9.5904,9.3252,9.4414,9.1055,9.104,9.1267,9.0779,8.9008,9.0542,10.3168,10.471,9.9225,10.4327,9.683,9.7547,9.36,8.5298
BSU06330,11.2064,10.9104,10.9569,10.4555,10.566,10.824,10.5458,10.5061,9.9189,9.6644,9.5946,9.386,10.0361,9.6331,10.0285,9.9413,9.1126
BSU06340,11.3699,11.1973,11.1116,10.6669,10.5632,10.8,10.6387,10.5332,9.6895,9.5764,9.3589,9.4383,10.0457,9.6625,9.9496,9.8484,9.1084
BSU06350,11.3937,11.2099,11.0668,10.7763,10.67,10.9012,10.657,10.6462,9.544,9.4339,9.2017,9.1129,9.7234,9.1492,9.5313,9.4162,8.7696
new_692610_692739,14.2581,14.1111,14.0312,13.5886,13.476,13.3429,13.2739,13.0196,10.171,10.2213,9.7248,10.7537,11.7458,11.3357,11.773,11.7467,11.337
BSU06360,14.0588,14.0014,13.8164,13.5061,13.3276,13.4099,13.0902,13.0121,10.2634,10.3561,10.2716,10.7333,11.66,11.3126,11.625,11.7032,11.1049
BSU_misc_RNA_9,13.593,13.2017,13.393,13.1915,13.1937,13.0472,12.9963,12.1352,10.0754,10.0102,11.0154,11.1194,11.909,12.4873,13.2062,12.9975,12.3696
BSU06370,12.2732,12.0419,12.2351,12.0711,11.9341,12.0195,11.5167,10.8992,7.9053,7.3584,7.7497,7.9499,7.573,7.5513,7.8874,7.6788,7.8239
new_696054_696194,11.892,12.1606,12.8078,12.9923,14.1153,14.4825,15.1168,14.8533,15.6342,15.3663,15.4333,14.8973,15.0361,14.0877,14.0257,13.7767,12.7708
BSU06380,11.1714,11.4619,12.0695,11.9883,12.9667,13.679,14.0324,13.843,15.2086,14.7988,14.411,13.5675,13.9731,12.7917,12.966,12.7597,11.3484
new_697093_697156,9.2979,9.1525,9.6141,9.4352,9.9646,9.7863,10.1014,9.5885,10.8224,8.9994,10.1925,10.1994,10.3303,10.0717,10.4694,10.5772,10.3032
BSU06390,9.2544,9.0853,9.4428,9.4399,9.9856,9.8537,9.9321,9.5063,10.9732,9.2313,10.0959,10.0766,10.295,10.0063,10.3925,10.4737,10.2713
new_697399_697485,7.5368,7.5083,7.419,7.5633,7.4914,7.4736,7.1476,7.2314,8.4126,7.7395,8.017,8.3467,8.0754,7.8557,8.196,8.4462,8.4549
BSU06400,8.7595,8.3913,8.4734,8.4136,8.4805,8.772,8.4835,7.9983,9.4346,8.4784,8.5296,8.5499,8.5554,8.2529,8.6254,8.7843,8.813
BSU06410,10.7638,10.363,9.9593,10.0765,9.8351,9.8173,9.8506,9.797,9.7843,9.29,9.008,9.1179,9.2816,9.2079,9.5659,9.659,9.2911
BSU_misc_RNA_10,14.5418,14.1661,14.4509,14.5467,14.3133,14.0389,13.7391,13.153,9.5556,9.1359,9.2157,9.1844,10.5405,10.7613,10.8368,11.0133,10.4187
new_698472_698611,14.4625,14.057,14.2829,14.4267,14.2334,13.8704,13.463,13.0723,9.5045,9.0917,9.1517,9.2112,10.4498,10.5804,10.6977,10.8606,10.2535
BSU06420,13.9113,13.5685,13.8138,13.7751,13.5808,13.5848,13.0735,12.5347,9.0919,8.7679,8.9808,9.1532,9.8994,9.849,10.1218,10.2313,9.5458
BSU06430,14.2119,13.8373,14.0922,14.0104,13.8207,13.7559,13.2916,12.9908,9.1735,9.0051,9.0796,9.1661,10.2313,10.1777,10.5563,10.5722,9.9703
BSU06440,14.2657,14.0891,14.0251,13.8307,13.6824,13.6829,13.0505,12.9903,8.8403,8.6767,8.715,8.9046,9.9302,10.0348,10.5207,10.534,9.8236
BSU06450,14.9924,14.786,14.5679,14.4861,14.3061,14.2962,13.7306,13.8852,9.2902,9.1786,9.1316,9.3324,10.4158,10.6893,11.1935,11.3837,10.3984
BSU06460,14.62,14.4949,14.205,14.1729,13.8935,14.0236,13.2191,13.5236,9.0161,8.9116,8.9705,9.1569,10.0081,10.3197,10.7906,10.9739,9.9737
BSU06470,14.6769,14.5333,14.3559,14.2294,13.9994,14.0238,13.3813,13.5529,9.1628,8.9984,8.9427,9.1787,10.1347,10.3044,10.8653,10.9664,9.9245
BSU06480,14.8461,14.6815,14.4251,14.3243,14.033,14.0718,13.3918,13.7062,9.6106,9.452,9.3508,9.3785,10.3477,10.3917,10.9959,11.0194,10.1562
BSU06490,14.9924,14.7633,14.5705,14.435,14.215,14.1968,13.6597,13.8421,10.7957,10.1,9.8437,9.6881,10.6106,10.5429,11.0234,11.112,10.1607
new_706872_706972,14.0446,13.9073,14.1014,13.6318,13.2929,13.1356,12.8042,12.9824,9.8936,9.3407,9.2194,9.1801,9.8343,9.8161,10.167,10.1984,9.5175
BSU06500,14.4849,14.2723,14.0523,13.7835,13.6085,13.5878,13.0451,13.1586,9.894,9.4079,9.234,9.1127,9.7699,9.7007,10.1781,10.1431,9.3565
BSU06510,14.7844,14.5697,14.5038,14.2851,14.0178,13.8867,13.2886,13.5501,10.605,9.792,9.5224,9.2336,10.0619,9.9773,10.3962,10.6136,9.6259
BSU06520,14.6184,14.5336,14.271,14.1757,13.9677,14.0046,13.3488,13.5211,11.3965,10.163,9.84,9.5391,10.3377,10.157,10.5529,10.566,9.734
BSU06530,14.0218,14.0042,13.8061,13.5232,13.3457,13.5496,12.8996,12.939,11.6001,10.3459,9.9675,9.6183,10.2268,9.8891,10.2142,10.1976,9.3847
BSU06540,9.8982,9.9272,9.7613,9.5802,9.4283,9.5312,9.4905,9.5372,9.6441,9.1337,9.0462,9.0227,9.4331,9.006,9.3398,9.3245,9.093
BSU06550,8.5612,8.5507,8.2699,8.1171,7.9335,7.7525,7.5009,7.4912,7.5988,7.3068,7.6696,7.9522,7.5462,7.3284,7.6855,7.2826,7.4342
BSU06559,8.6456,8.0559,7.5963,7.2135,7.0493,6.711,6.7542,6.9097,7.7801,7.5919,7.8747,7.947,7.7947,7.6499,8.3228,9.1416,9.8964
new_713536_713956_c,9.1155,8.3441,7.6654,7.2831,7.0315,6.7767,6.6495,6.7368,7.8905,7.5094,7.8867,7.9452,7.5656,7.4938,8.3213,9.039,10.1837
BSU06560,8.7273,8.6424,8.8462,9.1066,9.349,9.5625,9.061,12.0269,11.999,11.4328,12.0039,12.0883,12.7907,12.1475,12.4548,12.0143,11.2085
BSU06570,14.4944,14.2545,14.1795,13.9385,13.9784,14.0436,14.2752,14.1081,14.5174,13.754,13.7804,13.6947,14.3545,13.7788,13.9725,13.7529,12.899
BSU06580,13.0199,13.1894,12.9914,12.5328,12.6492,13.3559,12.8109,12.7768,13.2147,12.4657,12.7077,12.9234,13.062,12.6062,12.7632,12.8547,11.9437
BSU06590,7.3145,7.4879,7.4817,7.3504,7.3111,7.3811,7.1244,7.06,9.3184,7.7601,7.9431,8.1208,7.8242,7.4801,7.7997,7.5542,7.7054
BSU06600,12.3885,12.1041,11.9999,11.6684,11.6137,11.754,11.6147,11.2858,10.4735,10.4583,10.1884,10.2724,10.9902,10.6738,11.0069,10.9276,10.5799
BSU06610,12.377,12.1593,12.0081,11.7864,11.6377,11.9085,11.5339,11.5366,10.4816,10.5091,10.2412,10.217,10.8638,10.4872,10.9403,10.9477,10.5078
BSU06620,13.1338,12.911,12.736,12.6813,12.8986,13.0056,12.9723,12.7505,12.4139,12.2449,11.8358,11.4139,12.2483,11.5633,11.7812,12.026,11.4847
BSU06630,12.813,12.8032,12.6582,12.5181,12.6372,12.9523,12.9728,12.5684,12.2866,12.27,12.0958,11.8425,12.4654,11.7595,12.0136,12.0977,11.6206
new_724870_724986,14.1128,13.8074,14.1576,13.993,14.0978,13.6929,14.0324,13.9324,14.2247,13.8302,13.9864,13.3529,14.2046,13.8985,14.2747,13.9565,13.188
BSU06640,13.2537,13.2645,13.2218,13.2759,13.0696,13.4634,13.2547,13.1169,13.3892,13.3156,13.2173,12.9116,13.5337,13.2123,13.3627,13.2782,12.4076
new_726024_726828,10.1562,9.9267,9.8732,9.663,9.7324,9.609,9.5549,9.5114,10.2434,9.8748,9.9134,9.5296,10.1154,9.6672,10.0113,9.853,9.3157
BSU06650,10.9664,10.553,10.5063,10.2732,10.2063,10.2332,10.264,10.0633,9.16,8.9178,8.9042,9.0359,9.6045,9.4774,9.9111,10.1425,9.8379
BSU06660,12.6858,12.3503,12.0806,12.0226,12.2449,12.4529,12.4309,11.8712,9.7448,8.8725,8.6523,8.5346,8.5947,8.1484,8.7112,8.7235,8.9748
new_728319_728449_c,13.6077,13.1327,13.0484,13.0058,13.1774,12.8377,13.4586,12.5135,10.4053,9.074,8.9325,8.6249,8.8011,8.4219,8.9835,9.348,9.6362
new_728598_728731,14.5447,13.7779,13.8484,13.6174,13.8725,13.3804,12.8033,13.4253,11.9599,12.4615,11.9696,12.1089,13.0122,12.233,12.259,12.2711,11.4037
BSU06670,14.8909,14.6452,14.5756,14.3777,14.1313,13.7882,14.1767,13.9248,11.8619,12.2131,11.818,12.0412,13.0082,12.691,12.9548,12.9465,12.5177
BSU06680,14.4312,14.2157,14.1058,13.9224,13.7915,13.69,13.5973,13.5534,10.8011,11.5414,11.0453,11.3441,12.395,12.0199,12.5217,12.4512,12.018
BSU06690,14.6246,14.5291,14.4539,14.2733,14.1183,13.9006,13.7409,13.926,11.404,11.8867,11.4444,11.763,12.813,12.3534,12.8379,12.776,12.3745
BSU06700,11.1172,11.1834,11.06,11.2299,10.816,10.913,11.2626,11.0925,8.243,8.8502,9.3353,9.7981,10.4297,10.0392,10.5561,10.6731,9.7632
new_732824_732898_c,12.3737,12.012,12.1468,12.3364,11.9638,12.0729,12.3095,12.1768,9.5035,10.4728,11.0743,11.3519,11.9937,11.9914,12.0821,12.2546,11.489
BSU06710,14.8054,14.7269,14.7035,14.9255,14.6375,14.6166,14.8921,14.7566,12.2621,12.8277,12.8972,13.1663,14.1,13.8463,14.2685,14.2728,13.82
BSU06720,12.9076,12.8894,12.6742,12.2758,12.3578,12.3843,12.3291,11.9725,11.2833,11.264,11.0347,10.9633,11.6398,11.2594,11.7069,11.6309,11.0809
new_737348_737602,12.2138,11.9541,11.5804,11.1092,10.9438,11.0607,11.0567,10.5207,9.4744,9.4768,9.4886,10.205,10.5202,9.9135,10.5531,10.6831,10.1193
BSU06730,11.0515,11.0785,10.5481,10.1579,9.9998,10.0219,9.8984,9.6158,8.6409,8.6467,8.6572,8.9103,9.2988,8.9973,9.6188,9.3921,9.2372
new_738983_739575,10.8319,10.6383,10.3008,9.9135,9.8123,9.7463,9.5728,9.325,8.3311,8.5619,8.1963,8.397,8.2525,8.3532,9.0694,8.8925,8.3213
BSU06740,9.0884,8.7642,8.7311,8.3094,8.0903,8.0194,8.1102,7.8321,8.8241,8.7217,8.7093,8.6343,8.8448,8.6675,9.0688,8.9193,8.7484
new_739577_739877,9.8606,9.8316,9.3561,8.9142,8.735,8.9381,8.6832,8.4413,8.0434,7.922,8.1541,8.3428,8.24,7.985,8.4437,8.4779,8.0784
BSU06750,9.8157,9.7033,9.2192,8.9095,8.7164,8.7356,8.4814,8.5114,8.1155,7.9827,8.1525,8.3915,8.3497,8.0213,8.5429,8.4841,8.4581
new_740214_740287,9.9323,9.85,9.4847,9.2018,8.8199,8.9194,8.8466,8.583,8.2643,8.0759,8.3175,8.4408,8.5398,8.4213,8.7073,8.6494,8.6552
BSU06760,10.3018,10.1248,9.9316,9.6758,9.2575,9.3995,9.2294,9.0755,8.6691,8.4765,8.5751,8.6173,8.8395,8.5184,8.9598,8.9344,8.5931
BSU06770,11.2193,10.8598,10.6871,10.3751,10.1055,10.2497,10.148,10.1154,9.0464,8.9295,9.1923,9.147,9.7956,9.2994,9.9356,9.8802,9.151
new_744739_744850,11.3095,11.0776,10.6013,10.6499,10.3026,10.4964,9.7103,10.2637,9.2288,9.0146,9.2547,9.3131,9.8915,9.5086,10.1196,10.16,9.3479
BSU06780,12.0956,11.6469,11.6465,11.2979,11.2491,11.4467,11.1532,11.0051,10.4855,10.2023,10.4795,10.3282,11.034,10.6431,11.0665,11.0616,10.2801
new_746000_747189,11.3902,11.1689,10.9938,10.5071,10.414,10.5932,10.4312,10.3127,9.6035,9.1522,9.2894,9.142,9.7807,9.1322,9.7668,10.0659,9.001
BSU06790,10.4476,10.1813,10.0077,9.8771,9.66,9.6435,9.2315,9.0779,9.3572,9.7652,9.9281,9.999,10.7179,10.3284,10.8879,10.7469,10.3956
BSU06800,11.1189,10.5505,10.6541,10.2524,9.9288,10.0241,9.7454,9.6643,9.8503,10.1654,10.1415,10.0433,10.8811,10.6107,11.1751,10.981,10.4835
BSU06811,13.822,13.5466,13.5656,13.2387,13.1359,13.3184,12.9976,12.7936,12.0175,12.2437,12.0828,11.7256,12.6383,12.2698,12.8174,12.7125,11.9261
BSU06812,12.861,12.6844,12.5878,12.4638,12.3707,12.3156,11.9593,11.8687,10.7186,11.3318,10.9283,11.0932,12.0272,11.7533,12.0173,11.8447,11.5617
BSU06820,8.1567,8.1557,8.1586,7.9829,7.9025,7.8117,7.6354,7.5552,8.0474,7.8993,8.1704,8.4635,8.4139,8.1796,8.5437,8.4654,8.3932
BSU06830,14.6279,14.6986,14.53,14.3644,14.0441,13.9642,13.7983,13.8015,13.5752,12.8197,13.0271,13.0342,13.9892,13.5522,13.9721,13.9021,13.1966
BSU06839,14.638,14.583,14.6058,14.2847,14.0415,13.9417,14.1551,13.878,13.8653,12.8983,13.1188,12.9305,13.5123,13.3745,13.8056,13.8634,12.9631
new_752253_752357,13.4475,13.4542,13.332,13.128,12.8019,12.7113,12.2478,12.4764,11.9287,11.6418,11.6487,12.0405,13.062,12.4699,12.6762,12.6144,11.9199
BSU06840,14.0963,13.9705,14.0229,13.6535,13.4891,13.4237,13.6227,13.2304,13.0335,12.2668,12.5489,12.596,13.2213,12.8955,13.2598,13.3026,12.47
BSU06850,9.9352,9.8806,9.6759,9.4628,9.2361,9.1626,9.2611,9.1694,9.5268,9.0774,9.3234,9.3313,9.6456,9.3565,9.7891,9.8631,9.1936
BSU06860,11.9691,11.9154,12.1319,11.9957,12.0275,12.092,12.1069,11.9837,11.1725,10.5878,10.4802,10.5221,11.3518,11.024,11.1833,11.2708,10.8348
BSU06870,8.106,8.1669,8.2233,8.2515,8.1627,8.1276,7.884,7.8828,8.182,7.8383,8.0314,8.2955,8.1992,7.8018,8.0053,7.7388,8.0363
BSU06880,7.7981,7.8547,7.85,7.8787,7.7334,7.7265,7.4811,7.5959,8.4579,8.0417,8.0028,8.2684,8.1624,7.9289,8.0482,7.8705,7.9813
BSU06890,12.4384,11.5359,10.4724,9.4132,8.3275,8.0423,7.8315,7.3949,8.2901,8.3293,8.3025,8.7733,11.0142,12.3082,13.5078,14.0334,14.2406
BSU06900,12.1502,11.1227,9.9358,9.007,8.0525,7.8878,7.5411,7.2874,8.3145,8.0118,8.3003,8.6256,10.6514,12.0953,13.3137,13.8536,14.0342
BSU06910,12.0318,11.0571,9.8197,8.6793,7.9046,7.7554,7.3515,7.1858,8.0987,7.9209,8.107,8.5348,10.5418,11.8569,13.1793,13.823,13.9216
new_756987_757065,11.7036,10.5999,9.4106,8.2966,7.7169,7.6206,7.2262,6.8586,7.7818,7.6872,8.0675,8.3953,10.2609,11.7905,12.8348,13.4841,13.476
BSU06920,11.7766,11.4709,11.0451,10.5922,10.6026,10.7053,10.5709,10.4943,11.3929,10.854,10.5932,10.469,11.2193,11.4462,12.3371,12.8355,12.5922
BSU06930,7.6236,7.6556,7.8117,7.4537,7.3007,7.3065,6.9729,7.5466,8.4664,8.4928,8.3204,8.3643,8.4297,8.2813,8.7146,8.9272,8.7792
BSU06940,7.7289,7.6101,7.7675,7.8424,7.9019,8.0452,7.3647,9.5671,9.7697,10.2788,10.4195,10.5959,11.442,10.823,11.1112,10.9466,10.0405
BSU06950,7.7844,7.8433,7.8249,7.7876,7.7862,7.7742,7.4165,9.0806,9.0092,9.8406,10.0861,10.2489,11.1234,10.6944,10.9318,10.858,9.9867
BSU06960,7.6469,7.8459,7.7468,7.6674,7.673,7.5441,7.3411,8.0446,8.397,8.9828,9.1186,9.4918,10.0793,9.8205,10.1088,9.921,9.3015
BSU06970,6.8862,7.1127,7.0411,7.0321,6.9623,6.7424,6.6095,6.8167,8.5218,8.2629,8.539,8.5631,8.9867,8.5351,8.8374,8.6355,8.2488
BSU06980,6.9379,7.1804,7.1146,7.0126,7.0241,6.9088,6.7343,6.8852,8.4442,8.09,8.3979,8.4214,8.5381,8.2442,8.566,8.4184,7.9807
BSU06990,7.1221,7.2401,7.1124,7.0926,7.0355,6.9549,6.748,6.8272,8.4482,8.1318,8.4046,8.5814,8.6617,8.2849,8.7139,8.5164,8.0574
BSU07000,7.7504,7.6942,7.6391,7.6008,7.5358,7.5987,7.376,7.3034,8.5796,8.4604,8.6316,8.7715,8.9961,8.5595,8.9421,8.8327,8.4675
BSU07010,7.6047,7.6893,7.6541,7.5397,7.5069,7.6163,7.4317,7.5467,8.8276,8.7105,9.0166,8.9257,9.1898,8.7739,9.1181,8.9341,8.4734
BSU07020,7.2502,7.4887,7.4691,7.2056,7.2665,7.1421,7.1427,7.328,8.5515,8.4895,8.7025,8.5342,8.9153,8.4983,8.9152,8.6015,8.251
BSU07030,7.0002,7.2178,7.1776,7.1001,7.0113,6.9807,6.8276,6.8759,8.3692,8.1917,8.4933,8.4585,8.6803,8.1861,8.5413,8.2628,8.019
BSU07040,6.9055,7.1759,6.9295,7.0187,6.9652,6.8044,6.6689,6.832,8.3811,8.1961,8.4912,8.4571,8.5974,8.1907,8.5173,8.3473,8.0393
BSU07050,6.9333,7.0147,7.0124,7.011,6.9202,6.7484,6.5248,6.818,8.2596,8.264,8.5558,8.6362,8.8255,8.3297,8.7172,8.5057,8.2924
BSU07060,7.0733,7.2302,7.1973,7.0797,7.0747,6.9292,6.7049,6.866,8.3105,8.2056,8.5973,8.5752,8.8346,8.5251,8.8532,8.5531,8.2021
BSU07070,7.4607,7.4646,7.4104,7.4198,7.3295,7.2677,7.1465,7.2107,8.4642,8.4815,8.8356,8.7917,9.104,8.7763,9.0915,8.8883,8.5194
BSU07080,7.2904,7.3786,7.3274,7.2785,7.2567,7.1604,6.9468,7.0528,8.2426,8.0867,8.4795,8.5064,8.6756,8.2434,8.6182,8.369,8.0522
BSU07090,6.9321,7.1234,7.1071,7.0801,7.0205,6.9304,6.8577,6.8947,7.9153,7.7729,8.0221,8.08,7.9553,7.6978,7.9283,7.5271,7.5968
BSU07100,6.8886,7.0064,7.0152,6.9479,6.9851,6.6479,6.5159,6.8845,8.1634,8.0715,8.3199,8.3863,8.3985,7.9792,8.2549,7.8505,7.7842
BSU07110,7.0516,7.1039,7.0741,7.0493,6.9858,6.8813,6.5874,6.8482,8.1038,7.9922,8.2359,8.2774,8.1818,7.721,7.9453,7.6461,7.6402
