LBexp_1,LBexp_2,LBexp_3,BT_1,BT_2,B36_1,B36_2,B60_1,B60_2
BSU01910,10.4684,10.4215,10.2961,15.9462,14.9297,15.8275,15.9095,15.9981,16.1765
BSU01920,8.5577,8.5861,8.4773,13.2402,12.0705,14.4706,14.0687,14.3079,13.8533
BSU01935,8.8478,8.733,8.8264,13.1488,11.9317,14.3799,13.9302,14.1023,13.6683
BSU01950,8.9974,9.0999,8.9196,12.834,11.8384,14.0728,13.7019,13.7601,13.2048
BSU01960,8.835,8.8523,8.7431,12.4337,11.3412,13.6565,13.3237,13.4128,12.7902
BSU01970,9.0066,8.7979,8.7154,12.5632,11.6515,13.7957,13.3186,13.3181,12.8557
BSU01980,8.9225,8.7919,8.6564,12.6444,11.9457,13.65,13.2461,13.2899,12.7635
new_220033_220103,8.9026,8.5315,8.6088,13.1142,11.7663,13.8649,13.3362,13.5393,12.8884
new_220105_220278,9.5943,9.4812,9.5519,9.9427,9.064,10.8841,10.5069,10.621,10.4586
BSU01990,9.1601,9.0642,8.853,9.4075,8.7177,10.4047,10.1189,10.066,9.8825
BSU02000,9.4142,9.166,9.0852,9.5591,8.8369,10.4654,10.137,10.1502,9.8623
BSU02010,9.697,9.5798,9.3669,9.593,9.0559,10.6695,10.3888,10.4608,9.9996
BSU02019,11.8056,11.6634,11.4103,10.3319,9.9037,9.8389,9.8873,9.8759,9.6629
BSU02030,9.2309,9.6713,9.097,7.9228,7.7592,8.6523,8.8066,9.2111,9.8834
BSU02040,8.5463,8.9532,8.7931,10.7378,9.8651,11.8903,12.1295,12.2362,12.5227
BSU02050,9.9357,10.4267,10.124,8.3691,8.0435,9.3426,9.3183,9.4861,9.7253
new_226436_226565,12.3932,12.3512,11.8836,8.2381,7.8324,8.4958,8.4866,9.4873,10.2417
BSU02060,11.1239,11.1376,10.6731,8.1466,7.8224,8.6445,8.7697,9.2535,9.2834
BSU02070,7.3091,7.0931,7.3725,10.7396,10.3453,9.3142,9.202,9.347,9.2985
BSU02080,7.145,6.8926,7.1815,9.7856,9.6074,8.4557,8.6888,8.498,8.4594
BSU02090,7.5809,7.9465,7.8077,9.0007,8.6814,8.8206,8.7709,8.6108,8.5574
BSU02100,7.3265,7.245,7.3784,9.7243,9.1016,11.072,11.0399,11.063,11.6033
BSU02110,7.8455,8.6896,8.5785,14.2369,13.7633,15.266,14.8146,15.2712,16.0697
BSU02120,12.9592,13.5205,13.2264,10.0216,9.341,11.2026,10.7667,11.6608,11.2466
BSU02130,12.8475,12.4475,12.1417,10.6612,10.1244,9.8455,9.6228,11.1388,11.0519
BSU02140,12.7996,12.3925,12.0743,10.0925,9.6567,9.2972,9.0512,10.1986,10.2333
new_234998_235624,7.1769,7.1164,7.3607,11.3922,10.9495,10.2796,10.1471,9.0163,9.0416
new_235329_235401_c,13.0558,12.6386,11.3625,9.9844,9.3592,9.3063,9.115,10.2131,10.5701
new_235403_235489_c,12.6478,12.5718,12.2602,10.1062,9.3556,9.3179,8.9047,10.1589,10.3546
BSU02150,8.4412,8.1277,8.1548,9.7893,9.2356,9.0656,8.7114,8.5659,8.6318
BSU02160,9.2188,10.005,9.6701,9.726,9.0301,9.3232,9.3572,9.24,9.3521
BSU02170,8.6685,9.1362,8.8399,8.3261,8.0968,8.4421,8.3676,8.4462,8.2608
BSU02180,12.2439,12.3901,11.8102,9.2382,8.9674,8.9995,8.7149,9.3975,9.5374
new_238449_238569_c,13.1431,13.1478,12.8413,9.5571,8.991,7.8635,7.7695,8.579,9.2177
new_238571_238643_c,13.2135,13.2383,13.0603,8.9389,8.8034,7.2883,7.3184,8.1075,9.1052
BSU02190,12.9658,12.8881,12.6961,9.0385,8.6287,8.2818,8.297,8.959,9.9848
new_239556_239643_c,12.8103,12.8587,12.2644,9.5317,8.5627,9.1104,8.514,10.1783,10.8765
BSU02200,11.1229,11.1594,10.8337,8.9027,8.5437,9.7652,9.89,9.4436,9.3
BSU02210,9.1925,9.1454,8.8744,9.6349,9.6764,10.8682,10.9169,9.63,9.9081
BSU02220,9.0131,9.2183,8.862,10.3811,10.1677,11.4876,11.6431,10.3118,10.9964
BSU02230,11.577,11.8983,11.5252,10.5604,10.194,9.2283,9.0573,8.9886,9.2211
BSU02240,9.2248,10.082,9.3808,15.2576,14.9238,15.0799,14.7469,14.6178,14.5514
BSU02250,9.2466,9.9368,9.3752,15.3248,14.6518,14.5981,14.6872,14.4343,14.3931
new_246583_246657,12.7385,12.7137,12.6893,10.8703,10.3289,10.4413,10.5318,11.1655,11.7572
BSU02260,11.6464,11.8159,11.7157,9.6788,8.8722,10.1349,10.1199,10.1256,10.5617
new_247549_247743,12.1935,12.1507,12.0116,9.2153,8.3141,10.2934,10.2669,10.3937,10.6455
BSU02270,12.998,12.833,12.5495,10.0116,9.6548,11.0063,11.1807,10.8231,11.2345
BSU02280,13.0236,12.9879,12.8479,10.174,9.4835,11.2461,11.1782,11.3658,11.2071
BSU02290,12.9804,12.7023,12.5667,9.7221,9.2197,10.7834,10.7101,10.8285,10.718
BSU02300,9.2478,9.0365,8.8311,7.2463,6.9958,7.5,7.5026,7.5914,8.0102
BSU02310,9.2612,9.7856,9.5275,11.403,10.5985,12.0193,11.9457,11.7406,11.497
BSU02320,9.908,10.2028,10.0172,10.3237,9.6017,11.7752,11.4113,11.7323,11.5137
new_252315_252458,10.1029,10.2109,10.123,10.5396,9.5727,11.8517,11.5587,12.0101,11.5577
BSU02330,13.3186,13.2615,13.0413,11.7348,10.9604,13.3846,13.1251,13.5843,13.5413
BSU02340,7.6281,7.8961,7.8356,11.03,10.4606,9.7207,9.7734,10.2334,10.1448
BSU02350,11.9787,11.6706,11.3751,8.7746,8.2481,8.1619,8.1404,8.4779,8.243
BSU02360,12.0457,11.6094,11.334,9.076,8.5018,8.4315,8.3466,8.7824,8.5156
new_257545_257726,9.7979,9.7255,9.3314,8.799,8.3623,8.475,8.2192,9.6781,9.6245
new_257573_257643_c,12.6166,12.1907,12.0574,9.2169,8.3198,8.641,8.367,9.2202,8.967
BSU02370,11.4537,10.742,10.3133,8.9449,8.5578,8.8245,8.7986,9.7221,9.7317
BSU02380,9.9468,9.5546,9.2006,8.8465,8.5514,8.5017,8.6134,8.8786,9.093
new_258887_259015,8.5151,8.9515,8.7404,12.3374,11.8974,12.2117,11.624,12.0579,12.1446
BSU02390,8.8757,8.9642,8.7341,12.4859,11.7624,12.0831,11.8487,11.704,11.7454
BSU02400,8.3278,8.5716,8.1742,10.345,9.9731,9.6756,9.8504,9.9044,10.0572
new_261536_261647_c,9.0849,9.0603,8.7682,11.878,11.039,10.3026,9.7612,10.9289,10.8884
BSU02410,8.9191,9.739,9.2245,9.1365,8.6766,8.8427,9.0292,8.4405,8.7711
BSU02420,7.3846,7.1795,7.3412,7.2461,6.9722,6.8939,6.9097,7.0538,7.0885
BSU02430,7.2126,6.9909,7.2244,7.1685,7.0096,6.7893,6.8528,6.8966,6.9956
BSU02440,9.7432,9.4292,9.2918,7.8044,7.5748,7.6603,7.6042,8.0057,7.9949
BSU02450,10.1174,9.7649,9.5118,8.0332,7.763,7.8242,7.7317,8.3126,8.2403
new_267772_267889,8.2188,8.4467,8.1941,8.3788,7.8076,9.5404,9.4862,9.7111,9.799
BSU02460,7.7402,7.641,7.6365,7.7321,7.3574,8.5898,8.449,8.4725,8.5525
BSU02470,7.6328,7.551,7.4797,7.6241,7.1811,8.0904,7.9054,8.1433,8.0168
BSU02480,7.3444,7.1115,7.2567,7.2927,7.085,7.4012,7.3607,7.7099,7.7026
BSU02490,7.2858,7.1867,7.3021,7.6624,7.3525,7.4138,7.1587,8.1663,7.9596
BSU02500,10.7838,10.4394,9.9592,8.6345,8.375,9.6577,9.6805,9.4992,9.8292
BSU02510,9.0156,8.4918,8.3836,8.427,7.7608,8.6923,8.5315,8.8819,8.6778
new_275603_275837,11.7581,11.6659,11.3063,11.8731,11.1163,13.3114,13.362,13.4276,13.601
BSU02520,11.2519,11.4455,11.0794,11.9323,10.9923,13.4922,13.2993,13.3438,13.4314
BSU_misc_RNA_6,12.3738,12.5715,12.0244,11.8615,11.5922,13.6275,13.3665,13.4954,13.5657
BSU02530,9.8809,9.6805,9.4339,8.7359,8.1929,8.5298,8.5457,8.07,8.0536
BSU02540,9.3474,9.1847,8.8584,8.5074,7.9167,8.1568,8.0481,7.8867,7.66
new_278308_278376,11.6173,11.3228,10.9349,8.4697,7.8694,8.1058,8.2943,8.9693,9.791
BSU02550,10.2661,10.1137,9.6502,8.1439,7.7129,8.0088,8.1431,8.5504,9.0985
BSU02560,10.5821,10.4412,10.0525,8.2563,7.9619,7.7436,7.6955,7.9834,8.5532
BSU02570,10.5816,10.4609,10.2445,8.6315,8.1776,8.78,8.9284,8.6739,8.7936
new_280556_281740_c,6.9259,6.7784,7.1028,8.1676,7.7531,10.4552,9.9498,9.323,10.6726
BSU02580,10.1347,10.1885,9.9062,8.7484,8.4595,8.8326,8.7478,8.5534,8.5787
BSU02590,7.4034,7.5992,7.5735,10.7675,10.0037,12.1769,12.1835,11.8881,12.7688
new_282233_283231_c,7.04,7.02,7.16,8.58,8.07,8.24,8.14,7.79,8.53
BSU02600,8.0896,7.9723,7.7635,14.9723,14.5592,14.8535,14.8124,13.2202,13.412
BSU02610,9.6406,9.7919,9.5782,9.9195,9.5197,10.3302,10.2979,9.7636,9.9479
BSU02619,7.3623,7.2572,7.2928,7.2105,6.989,7.2822,7.4459,7.1873,7.32
BSU02620,7.4216,7.2935,7.4421,7.362,7.0889,7.2852,7.2788,7.5587,7.8535
BSU02630,7.4263,7.1194,7.3148,7.4005,7.2923,7.2093,7.307,7.4527,7.7103
new_285988_286047,7.0254,6.9206,7.138,7.1545,7.0946,6.9661,6.9026,7.1484,7.5059
BSU02640,7.1704,7.1074,7.2529,7.4436,7.2472,6.8722,6.9654,6.9515,7.2012
BSU02650,9.2259,9.6229,9.1878,9.7317,9.4179,10.5607,10.062,10.7277,10.9125
BSU02660,9.4633,9.6374,9.2928,9.4165,8.8307,10.0194,10.0265,9.7861,9.7535
BSU02670,11.0323,9.785,9.2607,10.4037,9.6823,10.8532,10.9139,10.3549,10.2483
BSU02680,11.1697,9.6719,9.0249,10.5701,10.0837,11.4373,11.4446,10.9451,10.9095
BSU02690,7.972,8.1128,8.0532,14.1928,13.7034,8.7981,8.9827,8.8049,9.0458
BSU02700,10.4527,10.3113,10.0996,10.7208,10.0543,10.8338,10.9363,10.4599,10.6433
new_292874_293464,8.7026,8.4282,8.3861,10.3583,9.8332,10.598,11.0979,10.2268,10.0517
BSU02710,8.678,8.7395,8.4182,10.4719,9.7483,8.6657,8.8934,8.1917,8.2223
BSU02720,13.1938,12.5583,12.0991,11.298,10.5648,12.2546,12.2765,11.828,11.8472
BSU02730,10.0149,10.3565,9.9591,10.0284,9.4548,9.6859,9.6491,9.1345,9.2352
BSU02740,10.4895,10.7312,10.3631,9.1934,8.5205,9.1288,9.108,9.64,9.9094
BSU02750,10.4022,10.3277,9.9134,7.7153,7.4413,7.7427,7.7211,7.5648,7.8516
BSU02760,10.1883,10.2749,9.9605,8.2582,7.7363,8.1592,8.1411,7.881,7.9474
BSU02770,9.9624,10.3772,10.1228,10.6562,10.3186,11.8226,11.6835,11.2896,11.3169
BSU02780,8.3273,8.2702,8.2026,14.3838,13.8764,12.348,12.51,11.0117,10.6768
new_300503_300693_c,9.462,8.9362,9.1037,15.3548,14.8726,13.2012,13.2121,11.563,11.9039
BSU02790,9.0474,9.152,8.895,8.9049,8.5388,10.0146,9.7457,9.3319,9.3135
new_302355_302434,9.3708,9.4488,9.4769,8.9746,9.1217,8.8926,8.605,8.7628,8.7001
BSU02800,9.7856,9.202,8.9633,9.0392,8.7013,8.4233,8.4128,8.3305,8.2971
new_303797_304377,9.1877,8.6374,8.6625,7.7853,7.4236,6.8007,6.9083,7.0941,7.3091
BSU02810,9.3763,9.2444,8.9011,8.322,7.7705,8.8489,9.0868,9.4044,9.8163
new_304308_304389_c,9.6723,9.4041,9.0583,7.9186,7.6694,8.7424,8.9018,9.7634,10.3415
BSU02820,11.4732,11.1955,10.863,10.3417,9.8753,11.4676,11.362,11.8119,11.9887
BSU02830,7.9935,7.6225,7.7315,8.9686,8.3458,11.5171,11.2991,10.6654,11.6401
BSU02840,7.9643,7.6453,7.6441,9.1462,8.5829,11.4647,11.0707,10.3125,10.8991
BSU02850,9.8103,9.2983,9.0941,13.0228,9.6721,15.1393,15.0466,15.1774,15.3944
BSU02860,11.6562,10.7293,10.3174,10.8213,7.9848,12.9307,12.9421,12.8567,13.2216
BSU02870,11.8071,10.541,10.2813,11.0599,8.4888,12.9448,12.9246,12.9305,13.0199
BSU02880,9.399,8.9117,8.3506,8.2041,8.0047,7.4878,8.1737,7.5137,8.1598
new_311859_312061,8.282,7.9412,7.9006,7.2466,6.9424,8.6344,8.669,9.0586,8.91
new_312063_312158,15.3855,15.2832,15.336,13.4848,12.2939,14.2775,13.761,14.6032,14.6236
BSU02890,14.8222,14.8843,14.786,13.0943,12.386,14.2289,13.7258,13.9592,13.969
BSU02900,14.6104,14.6874,14.4351,13.0207,12.5288,14.0193,13.8425,13.839,13.6033
BSU02910,14.6775,14.7827,14.6793,13.398,12.6674,14.1338,13.8337,14.0575,13.5692
BSU02920,14.6756,14.7158,14.5806,13.4222,12.4963,13.923,13.7213,13.7861,13.4017
BSU02930,12.5132,12.401,12.2772,10.8985,10.3406,11.8007,11.5612,11.0883,11.0966
BSU02940,12.6489,12.7155,12.4085,11.063,10.7571,12.0148,11.8447,11.2048,11.1434
BSU02950,9.924,9.8467,9.5779,10.3611,9.6861,12.2493,12.1213,12.1132,11.9953
BSU02960,7.4914,7.3512,7.3799,7.1285,6.958,6.6319,7.0201,6.6544,7.0104
BSU02970,11.3297,11.0312,10.5408,11.7579,11.6171,11.6495,11.4375,11.7097,11.7922
BSU02980,13.449,13.5438,13.335,12.6782,11.6096,13.668,13.4876,13.2885,13.1962
BSU02990,13.4449,13.3093,13.0729,13.025,12.1772,13.5261,13.3019,13.0484,12.6829
BSU03000,12.9663,12.8327,12.7486,13.2183,12.438,13.2382,13.0842,12.6799,12.3948
BSU03010,7.7919,7.9308,7.802,12.2778,11.8827,10.9939,10.9962,11.1481,10.8534
new_325190_325277_c,8.5351,8.8451,8.7712,13.4334,12.0097,11.5223,11.1543,12.2404,12.379
BSU03020,7.5818,7.7734,7.5089,9.1293,8.7001,8.1843,8.5358,8.4723,9.0409
BSU03030,10.9839,11.1001,9.9668,9.5938,8.5006,8.345,7.9624,8.445,9.0347
new_327480_327617,11.7381,11.039,10.3679,11.2381,10.3168,9.7687,8.9873,11.3267,11.4407
BSU03040,11.2349,10.7604,10.2703,9.9138,9.4975,9.2075,8.8018,10.5602,10.2384
BSU03050,13.1981,16.422,16.4201,12.9238,12.6896,10.6606,10.4365,8.9742,8.145
BSU03060,12.5925,16.1731,15.9423,11.4671,10.7844,7.9303,7.7184,7.422,7.3943
BSU03070,11.6538,10.8257,10.4216,9.4148,9.0564,9.5161,9.8138,9.0295,9.3791
BSU03080,10.5981,10.052,9.6241,8.7003,8.1761,8.8972,9.1239,9.6403,10.1771
BSU03090,9.9837,9.4244,9.055,9.857,9.0041,9.8632,9.9845,9.817,9.8484
BSU03100,10.1728,9.4075,9.3425,11.9319,11.3688,11.9708,12.1223,11.0322,10.9875
new_335729_336091_c,7.6364,7.513,7.4832,10.005,9.8971,8.3531,8.4227,8.4481,8.2348
BSU03110,6.9405,6.7217,7.0964,9.8904,9.4422,7.9763,8.3231,7.8822,7.8113
BSU03120,7.0614,6.8432,7.1027,8.6453,8.2329,7.3935,7.424,7.4204,7.5067
new_338187_338287,14.7807,14.7852,14.5119,11.1672,11.2008,11.4254,10.7835,11.508,11.9046
BSU03130,14.2858,14.142,13.7113,12.7211,11.9591,13.084,12.7383,13.4407,13.6332
BSU03140,8.8879,9.0235,8.5859,9.6614,9.0804,9.2578,9.2895,9.2752,9.3845
new_339807_339955_c,7.2837,6.9628,7.1674,11.2589,10.4387,10.8209,10.5501,10.4369,10.0728
new_339879_339987,8.9123,8.5734,8.1172,7.6011,7.3816,8.6495,8.5698,8.759,9.3328
BSU03150,10.7766,10.8935,10.4331,10.0118,9.409,11.2824,11.1684,11.3546,11.4739
BSU03160,8.3833,8.3735,8.2112,7.8118,7.4087,11.2502,11.0128,7.8918,8.2864
BSU03170,9.945,9.8623,9.3133,7.6647,7.3686,8.0529,8.2032,8.0113,8.2898
new_342467_342537,10.5032,10.4619,10.0807,8.2973,8.0067,8.7525,8.9045,8.6949,8.8074
BSU03180,10.4214,10.4098,10.0538,10.1803,10.4717,10.5579,11.1571,10.322,11.1194
new_343495_343573,10.4514,9.9069,9.9612,10.733,10.7124,11.4965,11.7083,11.026,11.2791
BSU03190,9.7828,9.4555,9.4255,10.982,10.596,11.6948,11.7999,11.5705,11.8277
new_344370_344497,7.1198,7.3742,7.2057,10.2798,9.959,11.1006,11.266,10.764,10.9855
BSU03200,7.2609,7.2248,7.4375,10.4878,10.102,11.5983,11.6619,11.1486,11.1735
BSU03210,7.2522,7.4512,7.4762,11.2373,10.8932,12.2226,12.1526,11.4915,11.2481
new_347027_347149,12.5854,12.5781,12.2442,11.4897,11.0565,11.8776,11.5753,11.4465,11.1736
BSU03220,11.8954,11.5892,11.3283,10.5496,10.4396,10.8854,10.8125,10.5598,10.223
new_347670_349525_c,7.1224,7.1857,7.402,7.0865,7.0149,6.6505,7.1361,6.8532,7.6415
new_348596_348692,9.6647,9.2034,8.9422,9.2709,8.8121,9.966,10.0553,9.569,10.0048
BSU03230,11.037,11.4909,10.8244,9.7545,9.308,10.2781,10.259,11.8878,12.1276
BSU03240,11.3866,10.8171,10.4817,7.8955,7.6911,8.682,8.5951,8.8326,8.7223
BSU03250,11.7904,11.0346,10.668,7.6403,7.395,8.7044,8.7769,8.7497,8.906
BSU03260,8.9473,8.9956,8.5541,7.736,7.4,10.3807,10.4696,9.5863,9.7304
new_352793_352857,13.6854,14.307,14.3177,9.8661,7.247,13.6609,13.2993,14.4254,14.1526
BSU03270,13.3458,14.0888,14.0179,10.1903,9.731,14.1416,13.7125,14.0663,14.2234
new_353869_356316,12.35,13.22,13.06,9.25,8.69,11.88,12.03,13.55,12.96
BSU03280,9.4694,9.0368,9.0233,14.301,13.916,13.6288,13.1852,10.9072,11.2525
BSU03290,10.9547,11.3011,11.3804,15.3737,14.8462,14.7222,14.474,13.5076,13.3429
BSU03300,8.6595,11.5574,11.3548,15.0697,14.5837,14.1163,13.9626,12.8768,13.454
BSU03310,7.0401,6.8935,7.1499,14.2161,13.8881,7.7256,7.6949,7.5124,7.5587
BSU03320,7.078,6.9775,7.1692,13.7781,13.4317,7.4675,7.4905,7.3521,7.5025
BSU03330,8.6483,8.5568,8.2999,14.6844,14.0674,8.5352,8.5784,8.2917,8.2205
BSU03340,7.0766,6.966,7.1333,10.9628,9.9383,13.2207,13.061,12.4192,12.7987
BSU03350,7.0736,6.906,7.1769,11.7529,10.1648,13.4975,13.3933,13.0514,13.0981
BSU03359,7.1562,6.8829,7.2294,12.1445,8.5526,15.301,15.103,15.4477,15.9987
BSU03360,7.1233,6.8827,7.1732,12.5259,7.922,16.1859,15.7893,15.6418,16.0056
new_367293_368962,7.0874,6.9357,7.2731,8.1434,7.5772,10.2259,10.2798,10.6412,11.1024
BSU03370,12.1585,11.6477,11.2325,8.8921,8.3018,9.5385,9.3024,9.2548,9.3398
BSU03380,12.3736,11.815,11.4664,8.9754,8.5896,10.1517,10.0011,9.7158,9.8087
new_368894_371728_c,7.5448,7.3527,7.5665,8.7213,8.2353,9.3057,8.8981,8.3278,8.6999
new_368964_369186,7.1906,6.9281,7.3349,8.8287,8.1879,11.0478,10.5968,11.0823,11.192
BSU03390,10.3858,9.8274,9.5253,11.5386,10.9426,11.4908,11.4326,11.9141,11.7681
BSU03400,7.2618,7.0657,7.2545,11.8358,11.5253,11.0629,11.0621,10.6387,10.1501
BSU03410,8.5081,8.7395,8.6403,8.9552,8.4724,10.9283,10.7117,12.1135,12.0643
BSU03420,11.0347,11.0809,10.7065,9.862,9.5646,10.3506,10.1318,9.5861,9.9019
BSU03430,12.5267,12.3113,12.1104,10.1078,9.4269,9.988,9.9356,9.6308,9.8632
new_372628_372770_c,9.9274,10.2414,9.9992,8.066,7.6299,7.4474,7.6214,7.6634,8.1449
BSU03440,9.6419,9.8545,9.7065,7.379,7.2018,7.081,7.1452,7.3087,7.6493
new_372801_375944,8.5281,8.5751,8.4344,9.1783,8.5921,9.8036,9.6213,9.8373,9.852
BSU03450,10.445,10.5935,10.0698,9.0566,8.6815,9.2888,9.251,8.4697,8.5093
BSU03460,10.6039,10.7952,10.547,9.0406,8.5774,9.5995,9.514,8.6703,8.7621
BSU03470,9.8743,9.5817,9.3763,9.1827,8.8394,9.3335,8.9117,9.4275,9.583
new_376667_376967,14.673,14.5498,14.1372,14.0425,13.3328,14.3458,14.4541,15.4778,15.9326
BSU03480,14.7036,14.7454,14.6866,15.8716,15.3994,16.1906,15.7058,15.7561,15.7397
BSU03490,15.0447,15.2774,15.1898,16.2433,15.7495,16.3899,15.9469,16.0744,16.0008
BSU03500,15.067,15.3006,15.1009,15.9832,15.243,16.2003,15.6715,15.804,15.9841
BSU03510,14.6875,14.9395,14.8093,15.9121,15.4713,15.8951,15.5905,15.6309,15.4277
BSU03520,13.98,14.5097,14.1506,15.7296,15.441,15.6962,15.3823,15.3714,15.1095
BSU03530,9.3049,9.6827,9.388,10.5523,9.8816,10.8392,10.8297,10.6878,10.754
BSU03540,10.6041,10.7664,10.1226,9.4024,9.0863,10.0153,9.9872,11.3077,11.706
BSU03550,8.4006,8.3411,8.089,8.1405,7.8284,8.9795,8.882,8.4297,8.5447
BSU03560,8.3028,8.3224,8.0155,7.5691,7.2765,7.3527,7.5138,7.3207,7.5183
BSU03569,10.6075,10.5877,9.9485,7.8645,7.4996,8.6898,8.965,9.2248,9.8006
BSU03570,10.888,10.72,10.1151,8.2521,7.977,8.9496,9.149,9.5876,9.9671
BSU03580,11.7111,10.8808,10.1805,8.836,8.5563,10.2375,10.2897,9.2732,9.6624
new_409056_409207_c,9.8946,9.7211,9.6801,9.0357,8.433,8.4355,8.1757,8.4684,7.9087
BSU03590,12.7526,12.2233,11.9081,11.1285,10.7912,10.6277,10.5695,10.4061,10.226
BSU03600,12.577,12.1509,11.7355,10.6312,10.1003,10.2812,10.2573,10.4081,10.1507
BSU03610,13.6034,13.1602,12.8097,11.6152,11.2077,11.31,11.179,11.1189,11.2972
BSU03620,9.0422,8.5887,8.4584,7.5767,7.1804,7.6245,7.7914,7.9992,9.1808
BSU03630,8.6037,8.3885,8.519,8.2673,7.487,12.1485,11.3608,13.9311,14.0562
BSU03640,8.4767,8.3076,8.2163,8.2665,7.8309,12.5514,11.7598,13.9996,13.9082
BSU03651,8.5633,8.4371,8.3875,8.3332,8.0013,12.8328,11.989,13.9167,13.9258
BSU03652,7.9243,7.9349,7.8894,7.9344,7.5895,11.9186,11.2961,13.4063,13.1835
BSU03660,9.5759,9.6315,9.3872,9.1548,8.5316,9.2812,9.2438,9.435,9.4635
BSU03670,11.8743,11.7269,11.2883,10.7574,10.4237,10.2032,10.5372,9.4528,9.5555
new_417763_418267_c,7.0388,6.9327,7.1186,9.4242,9.0206,8.3374,8.4761,8.4518,8.91
BSU03680,7.884,7.6692,7.6297,13.7959,12.6425,13.1692,13.0359,9.3667,9.9961
BSU03690,7.4927,7.4572,7.5054,9.4842,9.2178,7.8135,8.323,7.81,7.9498
BSU03700,7.8343,7.5616,7.4746,9.3727,8.6471,8.9453,8.9801,8.5464,8.2978
BSU03710,8.0855,7.7118,7.8002,9.7203,9.3139,9.5765,9.5116,8.8003,8.5437
BSU03720,8.2553,8.1222,7.9022,9.4143,8.8976,9.194,9.1254,8.6266,8.3286
BSU03730,7.6634,7.4841,7.6346,8.1255,7.5981,7.9104,7.8985,7.4875,7.4759
BSU03740,7.3683,7.2179,7.3645,7.839,7.4953,7.3807,7.5072,7.0694,7.2742
BSU03750,10.807,11.1299,10.747,8.8059,8.3981,9.0726,9.4401,9.3309,9.8887
BSU03760,11.1131,11.4831,11.312,9.8487,9.2905,10.2135,10.2621,10.4858,10.3465
new_428689_428793,9.7486,9.3602,9.9625,8.668,8.2394,9.3814,9.1562,8.7782,9.1816
BSU03770,12.7654,12.5985,12.1134,13.6445,12.9553,13.9624,13.9937,13.8413,14.1801
BSU03780,13.0978,13.1496,12.9659,15.9768,15.9388,15.3955,15.1538,15.1854,15.0992
BSU03788,7.5599,7.6038,7.6506,15.6475,15.1975,15.2067,15.0142,11.8562,12.6855
BSU03789,8.8653,9.2864,8.8192,16.327,15.5962,15.8528,15.7631,15.0089,15.3571
BSU03790,8.9984,10.0672,9.4964,8.5517,8.2451,9.1433,9.4112,9.1476,9.3818
new_432271_432371,15.7081,15.6531,15.7871,12.6957,11.7679,13.0209,12.8495,14.3426,13.6507
BSU03800,14.2384,14.6071,14.3343,11.4387,10.7854,11.8894,11.9395,12.5919,12.7789
BSU03810,14.5395,14.6766,14.7158,11.448,10.5062,12.1569,12.155,12.5502,12.6336
BSU03820,14.596,14.7466,14.7017,11.2058,10.5498,12.3528,12.3474,12.5097,12.3957
BSU03830,14.9846,15.1752,15.04,12.4002,11.9276,13.1761,12.8491,12.9487,12.838
BSU03840,10.1401,9.6329,9.3422,9.457,9.2891,10.4097,10.5082,9.4061,9.5265
BSU03850,10.7183,10.1458,9.6218,9.4352,8.8788,10.2202,10.4623,9.6479,10.2372
new_438353_438419_c,11.9463,10.5317,10.5379,10.5187,9.2171,10.7486,10.9541,10.6024,11.3544
BSU03860,11.3568,11.4942,10.9482,11.1384,10.8403,10.0518,9.9881,9.5909,9.4938
BSU03870,11.747,11.6817,11.4079,11.3245,11.0309,10.538,10.3136,10.0091,9.9276
BSU03880,10.1782,10.2574,9.6316,10.5565,10.5914,10.9711,10.8678,11.2027,11.2443
BSU03890,7.932,8.0101,7.7319,7.5864,7.2184,7.5595,7.625,7.5571,7.7042
BSU03900,7.4004,7.1767,7.2914,8.0142,7.6707,8.287,8.4202,9.0422,8.7644
BSU03910,10.7711,10.7409,10.2149,10.1185,9.6005,10.0954,10.1753,10.8966,10.9506
BSU03920,6.8899,6.8204,7.0528,11.7885,11.2231,10.0056,9.9837,9.836,9.2546
BSU03930,7.1247,7.0015,7.227,11.9408,11.6096,10.2666,10.3569,9.7816,9.3422
BSU03940,11.2982,11.6848,11.6922,13.8256,13.2307,12.967,13.0813,13.0013,12.4704
BSU03950,12.2139,12.8975,12.8016,14.462,13.5433,13.4509,13.5154,13.7875,13.4217
BSU03960,12.6877,13.3376,13.0557,14.497,13.7911,13.5494,13.6168,14.0895,14.0652
BSU03970,10.8032,10.877,10.5892,9.4404,8.7857,11.0464,10.8433,11.1129,11.4445
new_449651_449723,9.1354,12.4785,12.2481,12.4035,11.6191,12.2522,10.6432,13.2305,12.6221
BSU03981,8.8237,11.5558,11.4078,11.2412,10.0962,11.4626,9.6362,12.7393,12.1341
BSU03982,9.1263,11.2919,11.2581,10.2972,9.3758,11.008,9.7519,12.7166,12.2325
BSU03990,9.3347,11.1484,10.9738,10.1476,9.3818,10.5089,9.6488,12.7291,12.2717
BSU04000,12.1219,12.1566,11.7694,11.2604,10.7475,9.5485,9.6426,8.5554,8.458
BSU04010,12.3454,12.2232,11.8811,7.6756,7.3817,7.0823,7.2553,7.4663,8.4143
new_454593_455317,11.3212,11.1865,10.7401,7.7318,7.4013,7.4934,7.6493,7.5803,8.349
BSU04020,9.3398,9.6743,9.2116,9.7825,8.9837,10.3726,10.2972,10.2111,10.3636
