LBexp_1,LBexp_2,LBexp_3,LBstat_1,LBstat_2,LBstat_3,LBGexp_1,LBGexp_2,LBGexp_3,LBGstat_1,LBGstat_2,LBGstat_3,M9exp_1,M9exp_2,M9exp_3,M9stat_1,M9stat_2,M9stat_3
new_112499_112799,13.9774,13.6865,14.155,13.3455,12.9056,13.0566,14.219,14.0061,14.476,12.1095,11.5606,11.8177,13.5523,13.2553,12.7338,10.8588,10.7213,10.4394
BSU00930,12.4668,12.435,12.2406,11.6571,11.3963,11.3504,12.8872,12.6553,12.7018,9.8533,9.6089,10.2362,12.1057,11.666,11.4105,9.0314,8.7271,8.5816
BSU00940,12.6883,12.6401,12.7037,12.1125,11.9478,11.8426,12.7261,12.6028,12.7453,10.5769,10.1149,10.9495,12.4657,12.0313,11.8487,9.2769,8.9016,8.6731
BSU00950,12.8564,12.6076,12.7049,12.4015,12.2523,11.9717,12.8806,12.721,12.7834,10.9465,10.2501,11.0521,12.7896,12.4609,12.3291,9.5429,9.1314,8.9472
BSU00960,12.8244,12.7133,12.6111,12.2855,12.1193,11.9881,12.9589,12.5532,12.7438,11.2651,11.1039,10.9732,12.7508,12.3248,12.1257,9.3962,9.0473,8.8657
BSU00970,12.9572,12.99,12.8472,12.2309,12.3246,12.2096,12.9898,12.9481,13.05,11.7195,11.4718,11.1387,12.9502,12.6479,12.5137,9.5268,9.1621,8.8906
BSU00980,14.1397,14.2065,13.8056,14.7474,14.4322,13.9675,13.9675,13.9498,13.7674,13.405,13.4815,13.284,14.9682,14.5397,14.3629,14.2447,14.2932,13.9929
new_117257_117348,14.219,14.5364,13.9883,14.8107,14.5834,14.2386,13.9686,13.9408,14.0599,13.1785,12.7961,12.6726,14.4228,14.0654,13.8758,13.7268,13.6373,13.2948
BSU00990,13.763,13.9211,13.2455,14.1504,13.8851,13.4451,13.8303,13.6126,13.7487,12.9537,12.5617,12.5798,14.1361,13.8615,13.541,13.4326,13.4234,13.1078
BSU01000,13.4482,13.4828,12.9695,13.4476,13.3472,12.85,13.6201,13.3839,13.395,12.4268,11.6094,11.9678,13.4778,12.9831,12.7478,12.185,12.1854,11.8474
new_117712_117889,14.4988,13.7041,13.426,12.3393,11.953,10.8681,14.3234,13.487,13.8502,12.8276,11.5719,11.8785,13.7468,13.411,13.5104,11.0485,10.2221,9.9343
BSU01010,14.5848,13.7564,13.6956,12.4828,12.2219,11.4442,14.6547,13.9615,14.3908,13.1887,11.8144,12.0829,14.2549,13.9847,13.6098,11.1931,10.3668,10.0618
new_118452_118590,16.4845,16.4879,16.4708,15.8446,15.1889,14.715,16.4464,16.4831,16.4747,16.4856,16.4669,16.0744,16.4964,16.476,16.4846,15.7188,15.2069,15.0834
BSU01020,16.4877,16.4921,16.4797,15.6166,15.1693,14.7645,16.4754,16.4876,16.4788,16.4976,16.4847,16.0999,16.5062,16.4834,16.4951,15.2232,14.9069,14.781
new_119017_119110,16.4885,16.487,16.4773,14.5986,14.3466,14.0265,16.4565,16.4878,16.4793,16.4949,16.3851,15.6807,16.4981,16.4494,16.4224,14.2337,14.0464,13.9515
BSU01030,16.4835,16.4782,16.4692,14.6466,14.2534,14.1199,16.4694,16.4807,16.4767,16.4936,16.3929,16.0077,16.5017,16.4588,16.4025,14.1904,14.0332,13.8668
BSU_misc_RNA_3,16.4891,16.4946,16.4811,15.5848,15.3362,14.9048,16.4791,16.4892,16.4794,16.4992,16.4871,15.934,16.5078,16.4866,16.4967,15.5289,15.1889,15.0306
BSU01040,16.4877,16.4926,16.4802,13.5805,13.4187,13.2738,16.4479,16.4869,16.4786,16.4979,16.4875,15.5744,16.5067,16.482,16.4952,12.7363,11.9852,11.6836
BSU01050,16.4794,16.4845,16.469,13.7233,13.4659,13.4307,16.4614,16.4767,16.4708,16.4919,16.4794,15.4762,16.4861,16.4791,16.4824,12.8576,11.9071,11.9179
BSU01060,14.1655,13.4266,13.1173,9.5526,9.4638,9.4162,14.0719,13.8283,14.1953,14.4371,13.8421,11.6449,13.8863,13.3673,13.1989,9.8946,9.3819,8.9339
new_121686_121918,16.4868,16.1311,16.3062,14.0158,14.0004,12.7557,16.3229,16.0654,16.434,15.7418,15.044,12.9513,16.1239,15.8494,15.7429,13.2226,12.7883,12.1286
BSU01070,15.5732,15.1746,15.0846,14.018,14.0112,13.9592,15.5611,15.253,15.742,14.616,13.9728,13.5521,15.4946,15.0102,14.9802,13.0165,12.3128,12.0828
BSU01080,15.6555,15.613,15.3793,14.5219,14.4504,14.4457,15.9262,15.6174,16.2032,14.9512,14.2164,14.0319,15.6646,15.4633,15.2452,13.287,12.5882,12.4646
new_129162_129283,16.0916,16.1254,15.996,14.8099,15.0424,14.8313,15.7773,15.726,16.3692,14.1221,13.4792,13.0492,16.352,16.0175,16.17,14.0292,13.7178,13.0746
BSU01090,16.461,16.4712,16.4666,15.3756,15.2109,14.9151,16.2296,16.4632,16.4572,16.4723,16.4252,15.5454,16.4933,16.4494,16.48,14.6821,14.1295,14.0931
new_129589_129701,16.4269,16.4582,16.4538,15.3957,15.2397,14.9577,16.0517,16.43,16.4327,16.462,16.4025,15.5298,16.4828,16.4553,16.4771,14.6258,14.1034,14.0435
BSU01100,16.3351,16.4407,16.4384,15.2969,15.1458,14.8902,16.1928,16.348,16.4354,16.4477,16.3477,15.5136,16.4717,16.4456,16.4692,14.5227,14.0917,13.9884
BSU01110,16.4877,16.4931,16.48,16.1341,15.87,15.7741,16.458,16.4882,16.4789,16.4984,16.4871,16.4074,16.507,16.4856,16.496,15.2219,14.7244,14.6966
BSU01120,16.4747,16.4806,16.4693,15.8862,15.8167,15.7042,16.4376,16.4755,16.4705,16.4576,16.4429,16.2449,16.4971,16.4607,16.482,14.7432,14.1582,14.0043
new_132763_132881,16.4518,16.4095,16.4491,15.8966,16.057,16.0033,16.4269,16.4754,16.4573,16.3084,16.0223,15.2314,16.4968,16.4548,16.4777,14.8953,14.3,13.7349
BSU01130,16.42,16.4205,16.4174,15.7989,15.6096,15.7895,16.2759,16.4282,16.4368,16.1669,15.8193,15.6692,16.4494,16.3939,16.3666,14.76,14.218,14.0236
BSU01140,11.0421,10.619,10.258,9.0343,8.9143,8.8443,11.1507,11.263,11.251,9.4472,9.7521,9.8457,10.4256,10.1683,9.9718,9.0078,8.6856,8.4141
new_135170_135363,16.4685,16.4708,16.4618,14.8567,14.7127,14.5686,16.366,16.466,16.4617,16.4742,16.3947,15.0585,16.4767,16.4566,16.4774,14.1547,13.5424,13.3183
BSU01150,16.4762,16.4811,16.4622,14.0845,13.8869,13.9848,16.4396,16.4722,16.47,16.4849,16.433,15.0291,16.4959,16.4733,16.4852,13.8839,13.3614,13.1762
BSU01160,16.4211,16.4254,16.3777,13.7812,13.6589,13.6938,16.2897,16.3731,16.4318,16.3351,16.2206,14.9214,16.4581,16.4255,16.4618,13.2219,12.5109,12.4865
BSU01170,16.4755,16.4633,16.4648,14.4044,14.5139,14.4184,16.4742,16.4748,16.4697,16.4867,16.4744,15.5099,16.4934,16.4766,16.4905,13.7405,13.0998,12.8713
BSU01180,16.4637,16.4684,16.4618,14.5811,14.7347,14.6169,16.4608,16.4636,16.4625,16.4854,16.4799,15.5187,16.4916,16.47,16.4836,14.1288,13.4731,13.3363
BSU01190,16.4862,16.4908,16.4779,14.5432,14.5686,14.6822,16.4783,16.4858,16.4775,16.4945,16.4841,15.4591,16.506,16.4836,16.495,13.9545,13.3127,13.1259
BSU01200,16.4672,16.4726,16.4631,14.1831,14.4318,14.3791,16.389,16.4667,16.4648,16.4588,16.4603,15.1921,16.4913,16.4699,16.4809,13.8924,13.1926,13.1297
BSU01210,16.4325,16.4356,16.3842,13.5598,13.9225,13.9772,16.2933,16.4326,16.4388,16.1163,16.1389,14.7956,16.4667,16.4396,16.4312,13.2283,12.7388,12.5967
BSU01220,16.4746,16.4684,16.459,13.5654,13.6675,13.688,16.4102,16.4742,16.4692,16.1146,16.1852,14.5929,16.4793,16.4369,16.4271,13.1078,12.4255,12.2361
BSU01230,16.4353,16.3123,16.3234,13.7838,13.8236,13.8496,16.1996,16.436,16.3649,15.9495,15.9939,14.5389,16.3073,16.0783,16.4137,13.1562,12.4454,12.2946
BSU01240,16.4708,16.464,16.4141,13.4683,13.6574,13.8973,16.4019,16.4701,16.4623,16.0172,16.1801,14.6422,16.4554,16.2816,16.4635,13.2363,12.4946,12.3435
BSU01250,16.4515,16.4566,16.4495,14.0856,14.283,14.2159,16.352,16.4516,16.4536,16.2204,16.2788,14.8216,16.4738,16.4226,16.4628,13.4737,12.6188,12.4468
BSU01260,16.4389,16.4453,16.4402,13.9936,13.887,13.9383,16.2974,16.4393,16.4453,16.218,16.1231,14.7992,16.4642,16.3887,16.4419,13.2326,12.464,12.3898
BSU01270,16.3977,16.3736,16.2416,13.8978,13.8283,13.8602,16.2516,16.399,16.4124,16.0969,15.9073,14.809,16.4403,16.3522,16.4191,13.1913,12.4566,12.3686
BSU01280,16.407,16.3642,16.41,13.2281,13.4101,13.4132,16.0672,16.4085,16.422,15.7755,15.7858,14.4433,16.4486,16.0699,16.2997,12.5381,11.9642,11.6808
BSU01290,16.4442,16.4492,16.4477,13.615,13.7217,13.7644,16.1038,16.444,16.4481,16.2281,16.3135,14.7612,16.4745,16.225,16.4478,13.0542,12.3056,12.3256
BSU01300,16.4452,16.4519,16.4481,13.9387,14.0119,13.9242,16.2936,16.4455,16.4471,16.1907,16.2388,14.7722,16.4768,16.3875,16.4661,13.2594,12.487,12.4299
BSU01310,16.4052,16.4141,16.397,13.4055,13.5641,13.684,16.1658,16.4066,16.3494,15.8636,15.8838,14.4569,16.4424,16.2056,16.4089,12.7555,12.028,11.9698
BSU01320,16.4173,16.4247,16.3765,13.632,13.6402,13.7286,15.8669,16.4181,16.4164,15.7853,15.7659,14.5327,16.4378,16.2813,16.2195,12.7688,12.0872,12.0086
BSU01330,16.4526,16.4588,16.4541,13.6216,13.8207,13.7653,16.4207,16.4545,16.4559,15.8207,16.0957,14.6336,16.4806,16.3944,16.3758,12.9549,12.1654,12.0924
BSU01340,16.4824,16.4868,16.4726,13.7773,13.8388,13.9785,16.4501,16.4831,16.4744,16.1226,16.2043,14.6055,16.4931,16.4643,16.4681,13.0284,12.5284,12.2693
BSU01350,16.4658,16.4565,16.2614,13.6163,13.6696,13.6081,16.4248,16.4691,16.4469,15.7304,15.7991,14.3085,16.4394,16.2433,16.0321,12.7804,12.151,12.1577
BSU01360,16.3865,16.4066,16.3995,13.5297,13.6404,13.5442,16.3392,16.4444,16.447,15.4538,15.5175,13.9415,16.3884,15.9143,15.9516,12.4679,11.8883,11.7382
BSU01370,16.4591,16.4306,16.4432,13.9652,13.8278,13.7849,16.4577,16.4646,16.45,15.8578,16.0135,14.5647,16.437,16.2875,16.2754,12.92,12.2615,12.1778
BSU01380,16.28,16.3674,16.3624,13.3509,13.3892,13.3406,16.2488,16.4152,16.4185,15.6858,15.744,14.4488,16.1129,15.9497,15.8472,12.637,11.8987,11.8094
BSU01389,16.4667,16.438,16.4586,14.4667,14.5838,14.4446,16.4245,16.4666,16.4638,16.4651,16.4383,15.2199,16.4881,16.4633,16.4806,13.4458,12.8044,12.6488
BSU01390,16.4617,16.3925,16.4574,14.1277,14.1572,14.0187,16.4273,16.4611,16.4598,16.47,16.4065,15.2931,16.4871,16.4634,16.4809,13.3516,12.7506,12.5374
BSU01400,16.4615,16.4578,16.4582,14.1336,14.184,14.0223,16.4393,16.4607,16.4583,16.4227,16.3945,15.3133,16.486,16.4545,16.4756,13.3856,12.7735,12.5728
BSU01410,16.472,16.4778,16.4688,14.5131,14.3998,14.3307,16.4462,16.473,16.4688,16.3694,16.4089,15.2949,16.4956,16.4356,16.4677,13.397,12.7903,12.5782
BSU01420,16.4729,16.4765,16.4656,14.3516,14.4285,14.1791,16.1048,16.4695,16.4695,16.0882,16.1852,14.8841,16.469,16.3361,16.416,12.8047,12.157,11.9713
new_148755_148930,16.4656,16.4526,16.4552,14.0294,14.0188,14.1202,16.1786,16.4539,16.4619,15.8981,16.0295,14.765,16.4677,16.2929,16.2297,13.2447,12.3576,11.9954
BSU01430,16.4584,16.4631,16.4554,14.4007,14.3699,14.2546,16.4036,16.4579,16.458,16.2995,16.1823,14.9528,16.4645,16.1629,16.4269,13.3171,12.4946,12.274
BSU01440,16.4736,16.4817,16.4721,14.421,14.3572,14.3892,16.2865,16.4841,16.476,16.4611,16.3589,15.5872,16.4887,16.3524,16.4382,13.2165,12.4999,12.4906
new_150362_150442,14.7871,14.0913,14.1845,11.2748,11.4645,10.8011,14.2643,13.2691,13.5225,14.6256,14.4205,11.724,13.3993,13.4052,12.7898,10.6149,10.2635,9.9967
BSU01450,13.6247,12.8475,13.1734,10.4627,10.4188,10.1435,13.7591,12.0096,12.7182,13.4677,13.8455,11.2586,12.944,12.6644,12.2322,10.1077,9.5499,9.3012
BSU01460,13.1016,12.5925,12.6433,10.3879,10.1812,9.9961,13.0894,11.6868,12.7202,13.522,13.845,11.1518,12.8215,12.3771,12.1432,9.8741,9.4149,9.2271
BSU01470,12.9232,12.5181,12.4032,10.269,10.1133,9.8364,13.0568,11.8143,12.705,13.3169,13.61,10.8324,12.621,12.1321,11.996,9.4867,9.202,8.8475
BSU01480,14.4837,13.7634,13.6363,10.5942,10.3413,10.2345,15.4181,14.7988,15.6196,13.7819,14.2264,11.2425,13.7798,13.3243,13.3205,10.163,9.4593,9.2446
new_153039_153507_c,7.0416,7.0536,7.2443,7.1342,7.401,7.4617,7.0597,7.0832,7.16,7.2379,7.0323,7.5116,7.0241,7.0551,6.8613,7.7528,7.8466,7.5381
BSU01490,16.4219,16.4322,16.4017,15.1043,14.7145,14.2784,16.3363,16.4269,16.4395,16.4464,16.4211,15.9288,16.4453,16.4158,16.0517,14.4209,14.2181,13.9364
BSU01500,16.0766,16.066,15.8448,14.1386,13.7935,13.6652,15.8748,16.2399,16.3782,16.0018,16.0917,15.3001,15.8777,15.7794,15.5519,12.963,12.6653,12.2546
new_154838_155119,10.2065,10.3413,9.5449,8.3651,8.3343,8.2753,10.9216,9.579,10.6048,9.2639,8.9298,8.9672,9.0657,8.9981,8.8269,8.5244,8.3549,8.1205
BSU01510,12.62,13.2767,12.7542,11.625,10.9824,10.7545,12.7481,12.0713,12.7424,10.4817,9.9601,11.7244,12.7928,12.4042,12.1343,11.5682,11.0801,11.0051
BSU01520,7.9381,8.5969,7.9805,7.6529,7.6817,7.5949,7.9195,9.0053,7.9067,7.446,7.3122,7.8307,7.8703,7.7887,7.4375,8.2465,7.9748,7.7722
BSU01530,7.8533,7.8027,7.9058,7.3387,7.5298,7.5558,7.8872,8.6448,7.8432,7.5661,7.546,7.9701,7.9169,7.8399,7.4802,11.4513,9.9066,9.6341
BSU01540,14.8332,14.7623,14.6173,13.7085,13.6142,13.3583,13.5268,13.5652,13.5609,12.4255,12.2788,13.3461,13.5339,13.0135,12.9866,12.1993,11.7906,11.7564
new_158050_158514_c,7.5361,7.6942,7.8414,8.052,7.9052,7.7108,7.3987,7.3777,7.5549,7.2877,7.2528,7.7519,7.1011,7.1366,6.9765,8.0317,7.9627,7.6801
new_158510_159181,11.5059,11.6385,11.7369,12.2368,11.9813,11.3197,10.8334,9.9183,10.6703,8.0849,7.8646,9.0711,11.539,11.1565,10.9953,10.3916,10.2203,10.0615
BSU01550,7.4791,7.2951,7.4661,7.1831,7.4677,7.589,7.3364,7.6464,7.5184,7.5751,7.4214,7.8735,7.7102,7.596,7.2521,9.1723,8.2555,7.9074
new_159149_159778_c,6.9771,6.7613,7.1538,7.1442,7.4175,7.5487,6.911,7.1269,7.0641,7.3601,7.2744,7.7012,7.073,7.1935,6.9698,10.8021,9.3839,9.1838
BSU01560,10.9513,11.0764,10.7378,12.2434,11.9393,11.8095,10.0759,8.8874,9.9188,7.863,7.9374,8.4909,10.9312,10.5825,10.3516,9.754,9.339,9.1157
BSU01570,7.0577,6.8087,7.2631,7.1158,7.4795,7.5219,7.0177,7.1958,7.156,7.3606,7.3268,7.6584,7.225,7.2338,6.9817,12.3242,10.4123,10.4444
new_159779_160673,10.3576,10.6115,10.3041,12.1227,12.0324,11.7507,9.6182,8.5751,9.102,8.3221,8.3164,8.5311,10.7279,10.357,10.0152,9.6235,9.3013,8.9386
new_160675_160892,16.3321,16.2195,15.6922,13.1587,13.0953,12.9117,16.2405,15.8321,16.1114,16.4718,16.4591,15.3165,16.3045,16.1643,15.9271,12.9083,13.0737,12.6774
BSU_tRNA_24,14.5246,14.8976,14.0989,13.5615,13.7115,13.1203,14.3783,13.7927,14.5815,15.1148,14.9659,12.6619,13.5713,12.9988,13.1426,11.7559,10.99,10.8439
new_176316_176924,10.5804,9.9917,9.8512,8.3052,8.3973,7.9668,10.0609,8.745,9.9656,10.1174,10.3735,8.3726,8.3675,8.2985,8.0848,8.0077,7.9883,7.7041
new_176926_177082,12.7312,12.2825,11.9642,9.7412,9.5525,9.4306,12.3687,12.5338,12.4498,13.3456,13.0172,11.663,12.0602,11.7548,11.7235,10.1259,10.1645,9.7738
BSU01580,11.7937,11.3652,10.7928,9.1867,9.0978,8.9999,11.9509,11.4633,11.6628,12.0092,11.7443,10.4449,10.8408,10.5513,10.4858,8.8747,8.8155,8.6438
BSU01590,10.3818,10.4161,10.3361,9.4534,9.6105,9.181,10.6497,10.6648,10.5161,10.7675,9.9367,10.0763,10.0385,9.7735,9.649,9.0374,9.0238,8.6836
BSU01600,11.5227,12.6905,12.5285,8.0809,8.0972,8.1238,11.0908,10.8188,10.974,7.1997,7.1419,7.7465,11.0234,10.5333,10.2069,7.8975,7.8671,7.5595
BSU01610,11.9507,13.0302,12.9382,8.1091,8.178,8.176,11.862,11.3729,11.3614,7.2349,7.2062,7.7607,11.2152,10.7509,10.4019,7.8016,7.8875,7.6103
BSU01620,12.3466,13.4588,13.3525,8.6159,8.7342,8.5601,11.9536,11.8771,11.8149,7.3749,7.3187,7.7699,11.3895,10.9983,10.6183,7.9464,8.1143,7.8293
BSU01630,13.9191,15.262,15.1434,10.236,9.91,9.523,13.5048,13.9239,13.5844,8.3037,7.6425,8.7929,13.3571,12.9957,12.7837,8.6133,9.3648,9.1142
BSU01640,11.3914,12.3366,12.1162,8.073,8.2537,8.255,11.501,11.5995,11.548,7.279,7.3649,7.7683,11.3856,11.0686,10.8191,8.3018,8.8863,8.8842
BSU01650,7.7251,7.748,7.8791,9.2758,9.317,9.0501,7.3263,7.314,7.4176,7.387,7.2983,7.827,9.1601,8.8632,8.3945,10.1125,9.4173,9.2522
BSU01660,7.8087,7.8995,8.1205,9.0982,9.2038,8.9918,7.4181,7.3732,7.485,7.2115,7.2672,7.7199,9.0525,8.8183,8.422,10,9.4118,9.2425
BSU01670,8.1828,8.5733,8.8302,9.1349,9.2572,9.0586,7.8094,7.4747,7.3551,7.1486,7.2005,7.7409,9.4121,9.0576,8.7217,10.0933,9.4836,9.3122
BSU01680,8.3562,9.7483,9.2335,9.2517,9.3872,9.1405,8.0188,7.7277,7.5342,7.0597,7.1251,7.65,9.3896,9.1814,8.8725,10.0273,9.4236,9.2343
BSU01690,10.0328,11.3362,10.7852,9.6288,9.5535,9.3926,9.3226,9.115,9.3144,7.354,7.2727,7.9807,10.5674,10.2022,10.0036,10.3498,9.731,9.5919
BSU01700,10.5451,11.8665,11.2433,9.7126,9.622,9.3931,10.0558,10.3504,10.3536,7.7863,7.6834,8.677,11.2114,10.8356,10.6685,10.282,9.7987,9.7329
BSU01710,8.8713,10.0933,9.5145,9.4805,9.0894,8.9597,8.4807,9.2667,9.1181,7.4401,7.5023,8.3326,10.5645,10.1469,9.873,8.9314,8.9942,8.8557
BSU01720,9.2772,10.3732,9.6676,9.4763,9.0518,8.8019,9.023,9.904,9.5077,8.2555,7.8894,8.8256,11.3802,11.0211,10.7132,9.5178,9.5845,9.5524
new_194669_194786,10.4615,11.4798,9.9277,7.4579,7.6933,7.6401,10.6306,9.0331,9.5389,9.1081,8.4349,7.9114,10.0163,9.867,9.7085,7.9109,8.3815,7.9129
BSU01730,14.3754,14.1596,13.8448,13.4877,13.4714,13.2532,14.7545,14.4851,14.6738,12.899,15.1528,13.5632,14.9809,14.6411,14.5685,12.413,12.3651,12.1791
BSU01740,14.3016,14.2096,13.8805,13.6349,13.6808,13.3715,14.5827,14.3242,14.5848,12.8385,15.016,13.1457,15.0019,14.5949,14.6498,12.3392,12.3576,12.2126
new_196132_196212,13.7603,13.4582,13.2636,12.4722,11.8721,11.3563,10.4571,13.5141,13.3784,13.1438,12.1656,12.6397,13.2362,12.8204,12.824,11.117,10.7502,10.6811
BSU01750,13.3857,13.3455,13.0187,12.2661,11.7955,11.522,13.4314,13.1203,13.3743,13.2463,12.5744,12.6145,13.2088,12.7756,12.6843,10.7019,10.3077,10.0868
BSU01760,13.7204,13.4533,13.3064,12.8625,12.4458,12.2177,13.6874,13.2268,13.6143,13.1087,12.4738,12.8348,13.2858,12.8684,12.8053,10.5434,10.0503,9.8615
BSU01770,13.8422,13.5987,13.4449,12.8849,12.4827,12.3356,13.7156,13.2238,13.6588,11.1031,11.1322,12.3803,13.3384,12.8689,12.7083,10.1242,9.5245,9.2579
new_200188_200276,15.3859,15.2106,14.846,16.4445,16.3712,16.3622,15.1391,13.0683,15.9114,15.8989,14.7747,14.2711,14.7753,14.5371,14.4137,16.1075,15.8118,15.7852
BSU01780,15.1514,15.2301,14.9993,15.9745,15.8077,16.0569,15.1331,12.7648,15.4155,15.4045,14.1784,14.2645,14.4629,14.1805,13.9652,15.4273,15.0884,15.0593
new_201802_202546_c,8.9468,9.1278,8.8307,8.8275,8.7258,8.6575,8.7887,9.1156,8.8294,8.5224,8.052,8.6301,9.1279,8.7084,8.7337,9.2859,8.6476,8.4255
BSU01800,9.8992,10.1353,9.6333,8.9211,8.6735,8.5098,9.644,10.4483,9.8459,9.0508,8.519,9.1151,10.1237,9.8791,9.6613,10.0755,9.2126,8.9101
BSU01810,8.3227,8.2466,8.2078,8.183,8.0729,7.9554,7.9709,8.1445,8.1342,7.9273,7.8988,8.4532,8.0411,7.9669,7.724,8.5708,8.5147,8.2197
BSU01820,8.2607,8.396,8.2309,8.358,8.3434,8.313,7.964,8.2058,8.1594,7.8476,7.8295,8.2777,8.0538,7.8826,7.6907,8.4466,8.4525,8.206
new_204891_204975,8.693,8.8708,8.849,8.7474,8.8387,8.9232,7.9954,8.4446,8.6357,8.1359,7.9627,8.2416,8.3897,7.8789,8.0648,8.6559,8.4506,8.3557
new_204977_205210,13.3843,14.1381,12.796,13.3176,12.7553,12.0416,12.9754,14.8089,13.6351,11.6254,11.0374,12.5244,14.792,14.5042,14.5479,14.2054,14.0139,13.373
new_205212_205408,8.3375,8.4604,8.7213,8.7245,8.1459,7.8207,8.2268,10.3445,8.9582,7.4664,7.4315,8.1109,7.3395,7.3152,7.222,8.1457,8.2095,7.9553
BSU01830,7.6572,7.6157,7.8122,7.364,7.5142,7.6354,7.7033,7.7369,7.599,7.3917,7.2985,7.7813,7.3838,7.3091,7.1515,8.0038,8.077,7.8453
BSU01845,8.0699,7.8357,7.8604,7.565,7.7149,7.7909,7.9663,8.0947,8.1675,8.0286,7.8305,8.1029,7.8006,7.7207,7.515,8.0242,8.082,7.8755
new_209557_209632,8.4168,7.7992,8.2389,7.8223,7.8557,7.8762,8.4108,8.5284,8.6061,8.3952,7.9147,8.2257,8.2023,8.086,7.8665,8.3135,8.4222,7.9948
BSU01860,8.7657,8.4945,8.5511,8.064,8.2671,8.1785,8.643,8.8321,8.9856,8.5439,8.1683,8.5859,8.5588,8.412,8.2967,8.4323,8.5588,8.2593
BSU01870,9.0151,8.7534,8.7157,8.3877,8.3657,8.2399,8.6238,8.8652,9.1083,8.7272,8.4837,8.6411,8.6905,8.3941,8.3285,8.5679,8.5611,8.3036
BSU01880,9.0014,8.8239,8.8001,8.3838,8.3224,8.2497,8.5981,9.0447,9.1693,8.7174,8.4485,8.6323,8.711,8.4807,8.2736,8.5254,8.5036,8.2263
new_210947_211412,8.0306,7.9081,7.7877,7.856,7.8971,7.8617,7.6957,7.7003,7.8285,7.781,7.5145,8.0698,7.8879,7.7968,7.5398,8.1301,8.0575,7.8292
BSU01889,12.3184,11.4581,10.934,10.4195,9.9834,9.2987,11.9366,12.3499,11.4365,10.9274,10.1116,10.7491,12.8672,12.5194,12.2409,10.3237,9.9712,9.8503
new_211769_211858,7.3564,7.7103,7.4919,7.2941,7.4452,7.5476,7.4205,7.5287,7.1708,7.3297,7.1863,7.7185,7.3109,7.2294,7.0811,7.6945,7.9096,7.5956
BSU01890,8.1009,8.2636,8.0087,8.9255,8.9084,8.9161,7.4381,8.2538,8.2564,8.0527,7.9116,8.1233,8.2421,7.991,7.7735,8.3818,8.4727,8.2448
BSU01900,7.2395,7.0217,7.2216,7.2735,7.4228,7.5373,7.04,7.1551,7.3554,7.1952,7.1866,7.9039,6.9604,6.9599,6.954,7.7471,7.9086,7.6461
new_213878_213940,10.4571,10.1898,10.616,12.0785,12.8067,12.4976,9.9901,10.7311,10.6391,11.4892,11.9317,10.4508,13.255,12.8881,11.7831,16.1985,16.0587,16.1612
BSU01910,10.4684,10.4215,10.2961,12.0453,12.7415,12.3395,9.9039,10.601,10.509,11.2687,11.807,10.3845,13.0804,12.7385,11.5171,16.092,15.9278,16.2121
BSU01920,8.5577,8.5861,8.4773,8.8174,9.1953,8.8963,8.5036,8.6274,8.8033,9.2269,9.5198,8.5042,10.2291,9.7329,9.474,14.591,14.0065,13.909
BSU01935,8.8478,8.733,8.8264,8.8555,9.3713,9.0276,8.6817,8.8081,8.9041,8.3936,8.3026,8.4337,10.3762,9.9744,9.6152,14.3294,13.6119,13.4158
BSU01950,8.9974,9.0999,8.9196,10.7865,10.7842,10.5137,8.7891,8.6947,8.6953,8.2322,8.2235,8.3261,10.9421,10.6447,10.0731,13.924,13.1576,13.126
BSU01960,8.835,8.8523,8.7431,10.5385,10.5409,10.1828,8.6138,8.4373,8.6547,8.0894,8.0363,8.0788,10.3425,10.0811,9.5842,13.1744,12.4737,12.4215
BSU01970,9.0066,8.7979,8.7154,10.5407,10.6374,10.1677,8.7207,8.5412,8.901,8.4388,8.2875,8.4351,10.6514,10.2613,9.657,13.1638,12.3315,12.2828
BSU01980,8.9225,8.7919,8.6564,10.4156,10.5236,10.1719,8.6784,8.5802,8.6415,8.2535,8.0725,8.2629,10.4555,10.1651,9.5944,13.054,12.3177,12.1912
new_220033_220103,8.9026,8.5315,8.6088,10.4954,10.7629,10.2171,8.65,8.6581,8.7358,8.1408,8.0978,8.2597,10.305,9.9497,9.4301,13.1273,12.3441,12.1812
new_220105_220278,9.5943,9.4812,9.5519,8.9061,9.2298,8.5878,9.039,9.6982,9.4789,10.285,10.189,9.2262,9.6059,9.3799,9.1219,9.9057,9.4907,9.3409
BSU01990,9.1601,9.0642,8.853,8.6561,8.6242,8.4942,8.9397,9.04,9.1263,9.6683,9.6464,8.9753,9.3694,9.0592,8.837,9.5156,9.108,8.9509
BSU02000,9.4142,9.166,9.0852,9.2923,9.2849,9.1504,9.1265,9.095,9.3254,10.3318,10.2505,9.3187,9.7766,9.3553,9.0756,9.6218,9.1075,8.9731
BSU02010,9.697,9.5798,9.3669,9.4966,9.3285,9.1293,9.4547,9.3362,9.6517,10.6456,10.4709,9.6102,10.2888,9.988,10.2207,9.555,9.2062,9.021
BSU02019,11.8056,11.6634,11.4103,9.7938,9.6541,9.2987,11.2806,11.8543,11.5112,10.6573,9.9965,9.9197,11.993,11.5494,11.485,9.4459,9.063,8.9915
BSU02030,9.2309,9.6713,9.097,9.4019,9.0688,8.6974,9.0191,9.4275,9.2016,8.9838,8.3563,9.285,9.3972,9.2201,8.9487,8.6062,8.6346,8.4532
