LBexp_1,LBexp_2,LBexp_3,LBGexp_1,LBGexp_2,LBGexp_3,BI_1,BI_2,BC_2,BC_t1,BC_t2,BC_1,Sw_1,Sw_2
BSU01150,16.4762,16.4811,16.4622,16.4396,16.4722,16.47,16.1208,16.3423,14.9906,14.5847,15.1446,14.6421,14.8385,15.49
BSU01160,16.4211,16.4254,16.3777,16.2897,16.3731,16.4318,15.5894,15.9692,14.6798,14.3513,14.8412,14.1519,14.3653,15.0996
BSU01170,16.4755,16.4633,16.4648,16.4742,16.4748,16.4697,16.3518,16.2161,15.1359,14.7984,15.2062,15.1086,14.7459,15.4039
BSU01180,16.4637,16.4684,16.4618,16.4608,16.4636,16.4625,16.3644,16.3277,15.3438,14.88,15.3605,15.0991,14.9297,15.5552
BSU01190,16.4862,16.4908,16.4779,16.4783,16.4858,16.4775,16.4558,16.4874,15.4665,15.1803,15.448,15.2947,15.2305,15.6418
BSU01200,16.4672,16.4726,16.4631,16.389,16.4667,16.4648,16.3049,16.3236,15.395,14.9488,15.3323,15.0295,14.789,15.2357
BSU01210,16.4325,16.4356,16.3842,16.2933,16.4326,16.4388,15.9799,15.649,14.8895,14.3338,14.8988,14.484,14.1953,14.9716
BSU01220,16.4746,16.4684,16.459,16.4102,16.4742,16.4692,15.9894,15.6611,14.7693,14.3321,14.8631,14.4023,14.1722,14.6301
BSU01230,16.4353,16.3123,16.3234,16.1996,16.436,16.3649,15.7242,15.633,14.7384,14.4181,14.855,14.1859,14.2007,14.6419
BSU01240,16.4708,16.464,16.4141,16.4019,16.4701,16.4623,15.7498,15.6228,14.8822,14.4514,14.923,14.4523,14.0781,14.6571
BSU01250,16.4515,16.4566,16.4495,16.352,16.4516,16.4536,16.1245,15.9838,14.9592,14.6421,15.0167,14.7964,14.5146,15.0404
BSU01260,16.4389,16.4453,16.4402,16.2974,16.4393,16.4453,15.9371,15.9572,14.8902,14.472,14.8744,14.4738,14.2831,14.7275
BSU01270,16.3977,16.3736,16.2416,16.2516,16.399,16.4124,16.0968,15.9331,14.8698,14.4396,14.9067,14.5176,14.2,14.5565
BSU01280,16.407,16.3642,16.41,16.0672,16.4085,16.422,15.455,15.5335,14.6084,14.0025,14.4841,14.1783,13.8348,14.2483
BSU01290,16.4442,16.4492,16.4477,16.1038,16.444,16.4481,15.6388,15.8467,14.8059,14.3421,14.711,14.4028,14.1379,14.4385
BSU01300,16.4452,16.4519,16.4481,16.2936,16.4455,16.4471,16.1955,15.926,15.004,14.5981,15.0165,14.6698,14.3601,14.7904
BSU01310,16.4052,16.4141,16.397,16.1658,16.4066,16.3494,15.5129,15.775,14.6529,14.2863,14.6609,14.2168,13.8539,14.406
BSU01320,16.4173,16.4247,16.3765,15.8669,16.4181,16.4164,15.6617,15.6809,14.4922,14.314,14.6351,14.2349,14.0801,14.4761
BSU01330,16.4526,16.4588,16.4541,16.4207,16.4545,16.4559,15.7158,15.7324,14.6828,14.3659,14.7113,14.2538,14.0653,14.4496
BSU01340,16.4824,16.4868,16.4726,16.4501,16.4831,16.4744,15.8201,16.111,15.0419,14.7515,15.0229,14.5916,14.0869,14.6945
BSU01350,16.4658,16.4565,16.2614,16.4248,16.4691,16.4469,15.3373,15.4338,14.5535,14.2952,14.6341,14.0802,14.0945,14.5533
BSU01360,16.3865,16.4066,16.3995,16.3392,16.4444,16.447,15.2965,15.1684,14.255,14.0207,14.3354,13.8485,13.7871,14.2445
BSU01370,16.4591,16.4306,16.4432,16.4577,16.4646,16.45,15.3849,15.5039,14.5098,14.2554,14.5016,14.2127,13.9788,14.5465
BSU01380,16.28,16.3674,16.3624,16.2488,16.4152,16.4185,15.2165,15.2253,14.3192,13.8454,14.266,13.7127,13.7355,14.2556
BSU01389,16.4667,16.438,16.4586,16.4245,16.4666,16.4638,16.1462,16.0733,15.0473,14.8021,15.2119,14.935,14.8622,15.1015
BSU01390,16.4617,16.3925,16.4574,16.4273,16.4611,16.4598,15.8234,15.8562,14.8752,14.5655,14.9108,14.6907,14.2809,14.8604
BSU01400,16.4615,16.4578,16.4582,16.4393,16.4607,16.4583,15.6001,15.6693,15.0023,14.7324,14.9489,14.7161,13.8861,14.9716
BSU01410,16.472,16.4778,16.4688,16.4462,16.473,16.4688,15.8525,16.2182,15.3025,14.856,15.288,14.9463,14.8833,15.3827
BSU01420,16.4729,16.4765,16.4656,16.1048,16.4695,16.4695,15.7192,15.537,14.907,14.8063,14.9718,14.6046,14.7671,15.118
new_148755_148930,16.4656,16.4526,16.4552,16.1786,16.4539,16.4619,15.5041,15.5704,15.0149,14.6764,14.9499,14.4813,14.799,15.0856
BSU01430,16.4584,16.4631,16.4554,16.4036,16.4579,16.458,15.5881,15.6173,15.0326,14.7294,14.9895,14.8939,14.9048,15.1803
BSU01440,16.4736,16.4817,16.4721,16.2865,16.4841,16.476,16.0518,16.0313,15.2319,15.0778,15.2493,15.3031,15.2446,15.538
new_150362_150442,14.7871,14.0913,14.1845,14.2643,13.2691,13.5225,12.4637,12.5868,11.7947,10.9191,11.7766,10.8274,11.6933,11.4738
BSU01450,13.6247,12.8475,13.1734,13.7591,12.0096,12.7182,11.6159,11.9685,10.9001,10.0256,10.6607,10.1591,10.2255,10.8857
BSU01460,13.1016,12.5925,12.6433,13.0894,11.6868,12.7202,11.7209,12.0298,11.0908,10.65,11.0138,10.4889,10.7974,11.4163
BSU01470,12.9232,12.5181,12.4032,13.0568,11.8143,12.705,11.8293,12.0503,11.0649,10.5342,11.1132,10.6684,11.0637,11.5231
BSU01480,14.4837,13.7634,13.6363,15.4181,14.7988,15.6196,12.7554,13.1275,11.4577,10.8494,11.3605,10.9252,11.7563,12.1729
new_153039_153507_c,7.0416,7.0536,7.2443,7.0597,7.0832,7.16,6.9264,7.0663,7.0663,8.4005,9.5741,7.0818,7.3438,6.9011
BSU01490,16.4219,16.4322,16.4017,16.3363,16.4269,16.4395,16.16,16.2738,16.0853,15.1989,15.6993,15.5061,15.9884,15.86
BSU01500,16.0766,16.066,15.8448,15.8748,16.2399,16.3782,15.1516,15.2072,14.541,14.7682,15.0477,14.442,15.4304,15.1733
new_154838_155119,10.2065,10.3413,9.5449,10.9216,9.579,10.6048,8.5094,8.3397,7.6712,7.9384,9.2704,7.4174,6.7862,6.8867
BSU01510,12.62,13.2767,12.7542,12.7481,12.0713,12.7424,12.2962,12.3652,12.2664,11.1721,12.07,11.1649,9.0201,10.0074
BSU01520,7.9381,8.5969,7.9805,7.9195,9.0053,7.9067,9.0508,9.2742,8.9054,8.4328,9.4743,8.3264,8.5715,8.7699
BSU01530,7.8533,7.8027,7.9058,7.8872,8.6448,7.8432,8.678,8.8411,9.2387,8.8316,9.4892,8.7762,8.6087,8.8525
BSU01540,14.8332,14.7623,14.6173,13.5268,13.5652,13.5609,13.6519,13.774,13.4196,12.6627,13.228,12.6504,12.9327,13.5428
new_158050_158514_c,7.5361,7.6942,7.8414,7.3987,7.3777,7.5549,7.4098,7.6869,7.6087,9.3813,10.4868,7.4719,8.2889,7.3326
new_158510_159181,11.5059,11.6385,11.7369,10.8334,9.9183,10.6703,11.2058,11.3244,10.589,9.7235,10.9632,9.6182,9.8237,10.6242
BSU01550,7.4791,7.2951,7.4661,7.3364,7.6464,7.5184,8.5461,8.8941,9.2386,9.1679,10.5908,8.5645,7.0135,7.106
new_159149_159778_c,6.9771,6.7613,7.1538,6.911,7.1269,7.0641,6.8278,6.8556,7.7562,8.7636,9.7004,7.7559,6.9771,6.6496
BSU01560,10.9513,11.0764,10.7378,10.0759,8.8874,9.9188,11.4144,11.4487,12.2924,11.4465,12.0333,11.6586,11.3157,12.0056
BSU01570,7.0577,6.8087,7.2631,7.0177,7.1958,7.156,6.9372,6.8831,9.4102,9.4302,10.4729,8.8081,7.0904,6.8834
new_159779_160673,10.3576,10.6115,10.3041,9.6182,8.5751,9.102,11.1247,10.9092,11.8747,11.1299,11.6013,11.2136,11.0173,11.5173
new_160675_160892,16.3321,16.2195,15.6922,16.2405,15.8321,16.1114,14.2322,14.4171,13.7858,13.7942,13.7354,13.9612,12.2602,13.7585
BSU_tRNA_24,14.5246,14.8976,14.0989,14.3783,13.7927,14.5815,12.8327,12.8189,10.9762,11.9392,12.6139,11.1116,11.7387,11.6768
new_176316_176924,10.5804,9.9917,9.8512,10.0609,8.745,9.9656,8.5204,7.9767,7.0015,8.2003,9.6942,7.1558,6.8973,6.769
new_176926_177082,12.7312,12.2825,11.9642,12.3687,12.5338,12.4498,10.6622,10.6752,11.1918,10.3796,11.3651,10.4318,9.4169,10.8602
BSU01580,11.7937,11.3652,10.7928,11.9509,11.4633,11.6628,10.5891,10.6685,10.4641,9.8921,10.3604,9.8329,9.886,10.5534
BSU01590,10.3818,10.4161,10.3361,10.6497,10.6648,10.5161,10.55,10.7185,10.1612,9.8575,10.1705,9.6074,10.7694,10.8861
BSU01600,11.5227,12.6905,12.5285,11.0908,10.8188,10.974,12.3612,12.3764,7.3965,7.6576,8.5866,7.4475,7.9495,7.9941
BSU01610,11.9507,13.0302,12.9382,11.862,11.3729,11.3614,12.621,12.8026,7.4661,7.5182,8.3225,7.4436,7.815,7.9681
BSU01620,12.3466,13.4588,13.3525,11.9536,11.8771,11.8149,13.0065,13.0399,8.5005,8.416,8.8992,8.2815,8.8944,9.2413
BSU01630,13.9191,15.262,15.1434,13.5048,13.9239,13.5844,14.5259,14.6416,10.1333,9.724,10.0618,9.8939,10.4139,10.886
BSU01640,11.3914,12.3366,12.1162,11.501,11.5995,11.548,11.2692,11.2048,8.8956,8.5446,9.123,8.6063,8.9265,9.3731
BSU01650,7.7251,7.748,7.8791,7.3263,7.314,7.4176,9.0114,8.9555,11.2236,10.8367,10.931,10.7542,11.2834,11.7818
BSU01660,7.8087,7.8995,8.1205,7.4181,7.3732,7.485,8.7341,8.7349,10.96,10.4714,10.7663,10.5219,10.8362,11.5341
BSU01670,8.1828,8.5733,8.8302,7.8094,7.4747,7.3551,8.8591,8.7489,10.7197,10.4044,10.5602,10.4398,10.5666,11.1257
BSU01680,8.3562,9.7483,9.2335,8.0188,7.7277,7.5342,8.4854,8.2638,10.4241,10.019,10.3728,10.0133,9.783,10.4634
BSU01690,10.0328,11.3362,10.7852,9.3226,9.115,9.3144,9.1611,9.047,10.3614,10.1009,10.4876,9.994,9.5247,10.1345
BSU01700,10.5451,11.8665,11.2433,10.0558,10.3504,10.3536,9.4281,9.4296,10.3123,10.0287,10.3947,10.0537,9.6877,10.1405
BSU01710,8.8713,10.0933,9.5145,8.4807,9.2667,9.1181,8.998,8.9404,9.6035,9.366,10.0884,9.0005,8.6373,9.1747
BSU01720,9.2772,10.3732,9.6676,9.023,9.904,9.5077,9.6563,9.7164,10.1241,9.6632,10.3766,9.5311,8.5349,9.2648
new_194669_194786,10.4615,11.4798,9.9277,10.6306,9.0331,9.5389,7.8642,7.7448,7.4009,7.8893,9.4836,7.1595,6.7179,6.65
BSU01730,14.3754,14.1596,13.8448,14.7545,14.4851,14.6738,14.6123,14.9236,13.9444,13.0915,13.7377,13.2313,14.0762,14.4961
BSU01740,14.3016,14.2096,13.8805,14.5827,14.3242,14.5848,14.7359,15.0418,13.9053,13.6428,13.9302,13.2451,14.4227,14.7446
new_196132_196212,13.7603,13.4582,13.2636,10.4571,13.5141,13.3784,12.711,12.7866,12.8213,12.0723,12.7729,12.1537,10.7638,12.676
BSU01750,13.3857,13.3455,13.0187,13.4314,13.1203,13.3743,12.8917,13.0011,12.8969,12.0716,12.6978,12.1516,12.126,12.8733
BSU01760,13.7204,13.4533,13.3064,13.6874,13.2268,13.6143,13.1568,13.2587,13.1136,12.3577,12.9416,12.5299,12.6842,13.1525
BSU01770,13.8422,13.5987,13.4449,13.7156,13.2238,13.6588,13.1366,13.1409,12.1002,11.4418,12.1179,11.4381,11.4944,11.8878
new_200188_200276,15.3859,15.2106,14.846,15.1391,13.0683,15.9114,15.1593,14.7832,15.2441,14.7217,15.1409,14.9604,13.3538,14.2446
BSU01780,15.1514,15.2301,14.9993,15.1331,12.7648,15.4155,15.0695,14.8812,14.8982,14.6574,14.9259,14.4037,14.3469,14.8928
new_201802_202546_c,8.9468,9.1278,8.8307,8.7887,9.1156,8.8294,9.4976,9.5033,11.4555,11.018,11.7995,10.8726,10.4617,11.1867
BSU01800,9.8992,10.1353,9.6333,9.644,10.4483,9.8459,10.0128,10.0657,11.7045,10.7478,11.6628,10.7941,10.0806,10.7305
BSU01810,8.3227,8.2466,8.2078,7.9709,8.1445,8.1342,8.2395,8.1459,11.0311,9.8246,10.8861,10.0988,9.756,10.3103
BSU01820,8.2607,8.396,8.2309,7.964,8.2058,8.1594,8.429,8.6414,10.9798,10.0656,10.9027,10.0267,10.5894,10.9929
new_204891_204975,8.693,8.8708,8.849,7.9954,8.4446,8.6357,8.9965,9.2316,11.7258,10.8382,11.3115,10.7754,11.6262,11.7358
new_204977_205210,13.3843,14.1381,12.796,12.9754,14.8089,13.6351,12.8744,13.1066,14.5684,14.5934,15.2091,14.4386,13.621,13.2975
new_205212_205408,8.3375,8.4604,8.7213,8.2268,10.3445,8.9582,10.0392,10.3968,8.3246,8.8723,10.5792,8.2006,9.8508,10.4263
BSU01830,7.6572,7.6157,7.8122,7.7033,7.7369,7.599,10.1509,10.5095,7.7927,7.737,8.8726,7.6407,8.0003,8.1932
BSU01845,8.0699,7.8357,7.8604,7.9663,8.0947,8.1675,9.9398,10.6652,8.0238,7.8032,8.5722,7.8623,8.0091,8.2178
new_209557_209632,8.4168,7.7992,8.2389,8.4108,8.5284,8.6061,9.8682,10.5804,8.1879,7.8117,8.958,7.8932,8.0114,8.2444
BSU01860,8.7657,8.4945,8.5511,8.643,8.8321,8.9856,10.063,10.9075,8.4074,8.1631,9.3941,8.3024,7.8705,8.3384
BSU01870,9.0151,8.7534,8.7157,8.6238,8.8652,9.1083,9.886,10.625,8.6622,8.2186,9.4629,8.3601,7.8193,8.2454
BSU01880,9.0014,8.8239,8.8001,8.5981,9.0447,9.1693,9.5588,10.2937,8.5923,8.1064,9.3561,8.1062,7.7322,7.8863
new_210947_211412,8.0306,7.9081,7.7877,7.6957,7.7003,7.8285,8.4024,8.7331,8.1782,8.1512,9.3024,8.0267,7.9157,8.0175
BSU01889,12.3184,11.4581,10.934,11.9366,12.3499,11.4365,11.3447,11.3768,11.3498,11.0213,11.3528,11.2518,10.8114,10.5997
new_211769_211858,7.3564,7.7103,7.4919,7.4205,7.5287,7.1708,7.2622,6.9377,7.1056,7.4482,9.0277,7.1566,6.8315,6.7061
BSU01890,8.1009,8.2636,8.0087,7.4381,8.2538,8.2564,9.2411,9.2694,10.1853,9.8051,10.0097,9.7842,10.9344,10.9831
BSU01900,7.2395,7.0217,7.2216,7.04,7.1551,7.3554,6.9415,6.7633,6.9703,7.3211,8.487,7.0407,6.7827,6.7
new_213878_213940,10.4571,10.1898,10.616,9.9901,10.7311,10.6391,12.4032,12.9788,16.1321,15.9123,16.0045,15.4585,15.5341,15.3597
BSU01910,10.4684,10.4215,10.2961,9.9039,10.601,10.509,12.3622,12.7328,16.1245,15.7238,16.2472,15.5093,15.4374,15.3777
BSU01920,8.5577,8.5861,8.4773,8.5036,8.6274,8.8033,9.4206,9.7789,12.0587,11.6564,11.835,11.7541,10.9992,11.803
BSU01935,8.8478,8.733,8.8264,8.6817,8.8081,8.9041,9.4532,9.9455,12.0791,11.6817,11.7987,11.7571,10.755,11.7377
BSU01950,8.9974,9.0999,8.9196,8.7891,8.6947,8.6953,10.8442,10.966,12.1958,11.7522,11.8964,11.8128,10.8369,11.5752
BSU01960,8.835,8.8523,8.7431,8.6138,8.4373,8.6547,10.4076,10.583,11.5622,11.1189,11.3533,11.2266,10.3555,10.8547
BSU01970,9.0066,8.7979,8.7154,8.7207,8.5412,8.901,10.4128,10.7197,11.6704,11.3668,11.4028,11.3415,10.4651,11.1211
BSU01980,8.9225,8.7919,8.6564,8.6784,8.5802,8.6415,10.3185,10.4733,11.5341,11.1608,11.3495,11.2969,10.2647,10.9424
new_220033_220103,8.9026,8.5315,8.6088,8.65,8.6581,8.7358,10.4579,10.439,11.5081,11.5966,11.303,11.3511,10.588,10.9075
new_220105_220278,9.5943,9.4812,9.5519,9.039,9.6982,9.4789,9.35,9.4086,9.3165,8.927,9.7399,9.0216,8.4296,9.0493
BSU01990,9.1601,9.0642,8.853,8.9397,9.04,9.1263,8.9908,9.1078,8.8614,8.6262,9.196,8.6681,8.4585,8.9445
BSU02000,9.4142,9.166,9.0852,9.1265,9.095,9.3254,9.4829,9.7485,9.7463,9.2109,9.7622,9.2149,9.243,9.6628
BSU02010,9.697,9.5798,9.3669,9.4547,9.3362,9.6517,10.5053,10.6987,9.9944,9.7384,10.1715,9.8391,9.7231,10.0468
BSU02019,11.8056,11.6634,11.4103,11.2806,11.8543,11.5112,10.9117,11.1629,10.1015,10.2613,10.318,9.8857,9.9088,9.9226
BSU02030,9.2309,9.6713,9.097,9.0191,9.4275,9.2016,9.1965,9.0054,8.9046,8.664,9.2122,8.6562,8.2678,8.7777
BSU02040,8.5463,8.9532,8.7931,8.4333,8.6246,8.4235,11.3747,11.3878,11.136,10.4249,10.8223,10.6293,9.1267,9.8635
BSU02050,9.9357,10.4267,10.124,9.6365,9.6373,9.4171,11.4131,11.9156,9.5567,9.3971,9.9242,9.2923,10.5998,10.9896
new_226436_226565,12.3932,12.3512,11.8836,12.5983,12.9246,12.7002,10.4159,10.6486,11.5284,11.0401,11.2326,10.9203,10.4351,10.5886
BSU02060,11.1239,11.1376,10.6731,11.7684,11.4114,11.604,10.0836,10.3037,10.8061,10.262,10.3555,10.1334,10.5057,10.5566
BSU02070,7.3091,7.0931,7.3725,7.4805,8.0701,7.5808,8.2715,8.7541,9.2405,8.6318,9.8517,8.5465,7.3881,7.6343
BSU02080,7.145,6.8926,7.1815,7.2931,7.6269,7.3418,7.7748,7.9075,8.2329,8.0643,9.0155,7.955,7.2156,7.2372
BSU02090,7.5809,7.9465,7.8077,7.2403,7.5664,7.2797,9.3981,9.5165,9.7891,9.55,9.9244,9.4051,8.8931,9.2489
BSU02100,7.3265,7.245,7.3784,7.2945,7.2884,7.4074,8.6239,9.038,12.4982,11.3566,12.2859,11.2815,13.1356,13.7451
BSU02110,7.8455,8.6896,8.5785,7.5343,7.8862,7.7039,12.0672,13.2948,15.4219,15.2373,16.134,14.905,15.5397,15.9549
BSU02120,12.9592,13.5205,13.2264,12.6402,12.1219,12.3233,12.9037,12.9379,11.5216,11.3453,11.3195,10.9991,12.365,12.6179
BSU02130,12.8475,12.4475,12.1417,10.7695,10.1209,10.7679,12.4495,13.0721,9.1819,8.7995,9.2522,8.7862,8.7774,8.8742
BSU02140,12.7996,12.3925,12.0743,10.6628,9.9328,10.6739,11.3967,11.6542,8.1604,8.1971,8.8745,7.9438,7.053,7.5944
new_234998_235624,7.1769,7.1164,7.3607,7.2208,7.3425,7.4057,7.3877,7.2874,7.9927,7.4294,8.7212,7.1975,7.0972,7.0797
new_235329_235401_c,13.0558,12.6386,11.3625,10.975,10.314,10.8459,11.6159,11.9747,8.4457,8.485,9.4372,8.0098,7.13,7.6895
new_235403_235489_c,12.6478,12.5718,12.2602,8.1535,10.0787,10.8506,11.251,11.8955,8.348,8.5546,9.3911,8.0851,7.2045,7.654
BSU02150,8.4412,8.1277,8.1548,8.1548,8.4979,8.3885,7.5687,7.61,7.5424,7.6152,8.6601,7.5414,7.2279,7.1624
BSU02160,9.2188,10.005,9.6701,9.2631,9.4924,9.9531,9.7414,9.9484,9.3308,8.9734,9.308,9.1932,9.9578,10.4292
BSU02170,8.6685,9.1362,8.8399,8.8346,8.5604,8.7615,9.4457,9.4409,8.816,8.8125,8.875,8.6156,10.4231,10.5443
BSU02180,12.2439,12.3901,11.8102,12.0335,11.5775,12.0767,10.0193,9.7521,9.6628,9.5344,10.3981,9.4062,9.0505,9.151
new_238449_238569_c,13.1431,13.1478,12.8413,12.4591,12.1247,12.9608,9.8848,9.7917,9.1512,8.5261,10.0754,8.2205,7.3258,7.9867
new_238571_238643_c,13.2135,13.2383,13.0603,12.5197,12.5756,13.082,9.966,9.9711,8.9492,8.4414,9.9181,8.241,7.3448,8.1589
BSU02190,12.9658,12.8881,12.6961,12.5475,12.3613,12.8707,10.0743,10.0298,10.0329,9.137,10.2064,9.3203,8.1518,9.458
new_239556_239643_c,12.8103,12.8587,12.2644,12.966,12.5435,12.8218,9.9948,10.009,10.3248,9.6034,10.6291,10.1964,9.1972,10.0435
BSU02200,11.1229,11.1594,10.8337,10.8748,10.991,10.948,8.3479,8.3503,9.3673,8.9954,9.4569,9.1094,8.261,8.6213
BSU02210,9.1925,9.1454,8.8744,8.8421,9.0984,9.0298,8.7311,8.7374,8.6005,8.3424,8.975,8.1123,8.3688,8.6255
BSU02220,9.0131,9.2183,8.862,8.7872,8.9722,8.8704,8.9024,8.901,9.1537,8.8502,9.4743,8.5704,8.6522,9.0669
BSU02230,11.577,11.8983,11.5252,11.0908,11.3843,10.9181,10.8422,10.9554,9.1867,8.8664,9.5593,8.6085,8.4926,9.1647
BSU02240,9.2248,10.082,9.3808,9.0303,9.0637,9.2431,11.942,11.78,14.2054,13.6974,14.0382,13.6299,14.3561,14.5152
BSU02250,9.2466,9.9368,9.3752,8.7688,8.7574,9.1868,12.2904,12.0369,14.0917,13.9633,13.5308,13.7725,14.8755,14.77
new_246583_246657,12.7385,12.7137,12.6893,12.8347,12.4594,11.9304,12.6881,12.71,10.8168,9.8578,10.7326,9.8508,10.6036,10.8817
BSU02260,11.6464,11.8159,11.7157,11.7968,11.4913,11.3686,11.7245,11.8199,9.7647,9.0327,9.9056,8.9267,10.4745,10.6723
new_247549_247743,12.1935,12.1507,12.0116,12.1251,11.6483,12.0991,11.426,11.5935,10.0435,9.3436,10.0311,9.4229,10.9115,11.0154
BSU02270,12.998,12.833,12.5495,13.4771,12.9846,12.9638,12.1922,12.4465,12.2882,11.2585,11.8296,11.3438,11.5036,11.9965
BSU02280,13.0236,12.9879,12.8479,13.3568,13.0195,13.2617,12.4702,12.7443,12.5843,11.8705,12.2614,11.9517,12.4998,12.8079
BSU02290,12.9804,12.7023,12.5667,13.3279,12.7731,12.9605,12.4637,12.5562,12.5924,12.0274,12.3526,11.8475,12.6179,13.0041
BSU02300,9.2478,9.0365,8.8311,9.2465,9.708,9.4263,8.3278,8.3954,9.1072,9.0571,9.5823,8.4716,8.6032,8.7294
BSU02310,9.2612,9.7856,9.5275,9.2049,9.4856,9.299,11.0524,11.834,10.5919,9.9233,10.3634,9.9388,10.5693,11.1335
BSU02320,9.908,10.2028,10.0172,9.5783,9.8486,9.7438,10.8542,11.197,9.8201,9.3463,9.8776,9.4783,9.8725,10.651
new_252315_252458,10.1029,10.2109,10.123,9.7429,9.8505,9.8189,10.8319,11.1442,9.8003,9.5031,9.9452,9.5588,10.1385,10.7236
BSU02330,13.3186,13.2615,13.0413,13.4293,13.5086,13.3537,13.1472,13.3125,13.0798,12.4165,12.7245,12.4802,13.2679,13.6097
BSU02340,7.6281,7.8961,7.8356,7.1049,7.2049,7.2023,10.323,10.5511,12.0407,11.4774,11.4498,11.416,10.5951,11.0602
BSU02350,11.9787,11.6706,11.3751,11.0693,11.7587,11.0448,10.3974,10.6175,7.4443,7.7603,8.5634,7.4068,7.5561,7.7246
BSU02360,12.0457,11.6094,11.334,10.8918,12.0599,10.8197,10.2267,10.6108,7.238,7.6818,8.4298,7.4431,7.5667,7.7788
new_257545_257726,9.7979,9.7255,9.3314,8.7923,8.853,9.4812,8.8768,9.2689,8.667,8.4576,9.2303,8.6849,8.571,8.9572
new_257573_257643_c,12.6166,12.1907,12.0574,11.2255,12.7972,11.6487,10.6708,11.3231,7.3702,7.723,8.8132,7.4591,7.7501,7.9867
BSU02370,11.4537,10.742,10.3133,11.0285,12.3128,10.8897,10.2323,10.5137,9.4246,9.1393,9.5846,9.2102,9.0256,9.4918
BSU02380,9.9468,9.5546,9.2006,9.8796,10.7215,9.6831,9.1611,9.3704,8.8754,8.8573,9.1596,8.6312,8.6798,8.5474
new_258887_259015,8.5151,8.9515,8.7404,8.666,9.401,8.975,9.2651,9.3569,11.347,10.6497,11.1234,10.939,10.802,11.1081
BSU02390,8.8757,8.9642,8.7341,8.6794,9.3574,8.8896,9.852,10.0506,11.6093,11.2028,11.2633,11.1158,12.121,12.4424
BSU02400,8.3278,8.5716,8.1742,8.3889,8.9095,8.4479,9.4659,9.4708,7.9644,8.4771,8.9014,8.0062,8.8818,9.0987
new_261536_261647_c,9.0849,9.0603,8.7682,8.7855,9.4149,8.9237,9.7145,9.8852,8.6724,8.9207,9.1944,8.7146,8.8455,8.9882
BSU02410,8.9191,9.739,9.2245,8.8495,8.8551,9.0199,9.6954,9.6391,8.5458,8.7229,9.1209,8.28,8.1575,8.4596
BSU02420,7.3846,7.1795,7.3412,7.1436,7.1356,7.298,7.1719,7.056,6.9212,7.2805,8.1618,7.1367,6.8057,6.9052
BSU02430,7.2126,6.9909,7.2244,7.0962,7.0275,7.1488,7.0645,6.9307,6.894,7.5168,8.5034,7.1051,6.699,6.5819
BSU02440,9.7432,9.4292,9.2918,9.2148,9.2991,9.2189,9.8042,9.8652,9.5591,9.3228,9.7142,9.3658,9.2964,9.8007
BSU02450,10.1174,9.7649,9.5118,9.679,9.8279,9.6627,9.7437,9.949,9.5123,9.2745,9.5814,9.0824,9.3671,9.7889
new_267772_267889,8.2188,8.4467,8.1941,7.673,7.9863,7.939,8.5153,8.7259,10.7652,10.3811,10.6394,10.5049,11.0152,11.5241
BSU02460,7.7402,7.641,7.6365,7.4213,7.4039,7.4997,7.938,7.9258,9.3829,9.1284,9.5557,9.1259,10.207,10.8117
BSU02470,7.6328,7.551,7.4797,7.253,7.3703,7.415,7.6807,7.8174,9.1464,9.0961,9.4765,8.9,10.5456,10.8467
BSU02480,7.3444,7.1115,7.2567,7.1215,7.2183,7.3249,7.2981,7.2697,8.7203,8.5004,8.964,8.6387,9.5812,10.1405
BSU02490,7.2858,7.1867,7.3021,6.9482,6.9615,7.0794,7.9666,8.0108,9.7515,9.4548,9.6895,9.4432,10.5818,11.0565
BSU02500,10.7838,10.4394,9.9592,10.8324,11.211,10.9451,10.7776,11.0499,11.2293,10.7993,11.0844,10.7083,11.8645,12.1185
BSU02510,9.0156,8.4918,8.3836,7.893,7.7786,8.0474,9.6981,9.944,10.6548,10.5621,10.6911,10.1906,11.4296,11.9138
new_275603_275837,11.7581,11.6659,11.3063,11.5589,11.3353,11.0906,13.2574,13.7283,13.6596,13.3908,13.6442,12.8662,13.398,13.7792
BSU02520,11.2519,11.4455,11.0794,11.2011,10.9589,10.5873,13.221,13.4618,13.5329,12.8954,13.2704,12.9579,13.512,13.9334
BSU_misc_RNA_6,12.3738,12.5715,12.0244,12.5979,12.0856,11.8554,14.3235,14.3653,14.0779,13.6346,13.8644,13.4311,14.3691,14.6838
BSU02530,9.8809,9.6805,9.4339,10.2573,10.0429,10.2897,9.826,10.0162,8.9064,8.7284,9.5034,8.5808,9.0487,9.3767
BSU02540,9.3474,9.1847,8.8584,9.6193,9.5168,9.6864,9.3389,9.4454,8.3491,8.294,8.9445,8.0188,8.8899,8.8689
new_278308_278376,11.6173,11.3228,10.9349,9.5652,11.6715,11.3973,10.7706,10.869,9.8598,9.3544,9.8182,8.9266,8.5012,8.7786
BSU02550,10.2661,10.1137,9.6502,9.9002,10.3955,9.9342,9.8177,9.7842,9.068,8.7713,9.4363,8.5687,7.93,8.2408
BSU02560,10.5821,10.4412,10.0525,10.5178,10.5393,10.1295,9.8331,10.0385,8.5238,8.1065,9.0088,8.0689,7.6247,8.0629
