Glu_1,Glu_2,Glu_3,GM-0.1_1,GM-0.2_1,GM+5_1,GM+15_1,GM+25_1,GM+45_1,GM+60_1,GM+90_1,GM+120_1,GM+150_1,GM-0.1_2,GM-0.2_2,GM+5_2,GM+10_2,GM+15_2,GM+25_2,GM+45_2,GM+60_2,GM+90_2,GM+150_2,GM-0.1_3,GM-0.2_3,GM+5_3,GM+10_3,GM+15_3,GM+25_3,GM+45_3,GM+60_3,GM+90_3,GM+120_3,GM+150_3
new_51558_51679,7.9255,7.9893,8.0144,7.4482,7.8843,7.313,7.5149,7.4274,7.7596,7.2942,7.5904,7.7006,7.8078,7.1864,7.7849,6.9622,6.9625,7.3074,7.3311,6.7292,7.3854,7.9946,7.3833,7.4906,7.0026,7.2286,6.9715,7.2303,7.4672,7.8152,7.6694,7.8216,8.3571,7.504
BSU00430,7.6592,7.5609,7.6593,7.3864,7.8477,7.181,7.2311,7.255,7.3815,7.1712,7.3626,7.9163,7.6206,7.0507,7.665,6.8089,6.7697,7.245,7.2809,6.7318,7.2476,7.9076,7.1463,7.4076,6.8644,7.0127,6.893,7.1635,7.4623,7.7857,7.5738,7.6227,8.294,7.2565
new_52649_52719,7.8358,7.8211,7.6118,6.9933,7.056,6.7889,6.0132,6.8993,6.6291,6.5166,6.8878,7.1128,8.1098,6.8471,7.705,6.2073,6.3062,7.0537,7.1132,6.5779,7.3158,8.1405,7.0314,7.2277,6.7098,6.8661,6.8801,6.9907,7.3635,7.7067,7.3507,7.7402,8.425,7.541
BSU00440,15.2469,15.7004,15.2152,14.7124,14.1298,14.8829,14.7012,15.0673,15.1488,14.8644,14.6704,13.7754,14.6469,15.0544,14.9462,15.2186,14.8121,14.9659,15.1534,14.3361,14.2096,14.7044,14.2689,15.3808,15.2034,15.3315,14.4111,15.052,14.7302,13.721,13.9107,14.3364,14.6651,13.7455
new_53111_53182,9.9728,11.0809,10.085,8.7549,8.6818,8.7235,8.9568,8.8463,8.979,8.7772,8.7196,8.4785,9.0235,9.0839,9.0229,8.8002,8.3874,8.4246,8.7199,7.9165,8.0468,8.8613,8.3073,9.249,8.879,9.1504,8.1567,8.5112,8.6468,8.4681,8.291,8.4515,9.1579,8.3463
BSU00450,10.0908,11.1804,10.115,8.9587,9.277,9.1291,9.1548,9.0005,9.3935,9.1874,9.4207,8.9846,9.0745,9.2509,9.024,9.1259,8.8852,8.6451,8.7928,8.1765,8.6685,8.9132,8.5365,9.2856,8.8773,9.2416,8.2067,8.5167,8.8035,8.5325,8.5495,8.4376,9.2494,8.322
new_53363_55717_c,8.3246,7.5704,8.0171,7.1264,7.6525,6.8793,6.8928,6.8267,7.0843,6.8437,7.0587,7.8843,7.5113,7.1987,7.3646,7.1527,6.8324,7.8639,7.0041,6.8412,7.0275,7.6652,6.8802,7.2656,6.5387,7.1648,6.8459,7.1986,7.2125,7.7133,7.3957,7.4611,8.0807,7.4801
BSU00460,12.7083,12.4855,12.7418,12.2332,12.2567,12.1168,12.4855,12.8467,12.7801,12.6986,12.809,11.8312,12.1538,12.6099,12.7409,12.6444,12.492,12.1575,12.408,11.8266,11.76,12.665,11.3547,12.4497,12.3877,12.7139,11.5047,12.1252,11.9785,11.9065,11.6909,12.2312,12.2575,12.3158
BSU00470,13.5983,13.3995,13.5313,13.1261,12.845,12.5695,13.2884,13.9005,13.5452,13.3395,13.5432,12.247,12.8131,13.7947,13.5679,13.2322,13.0636,12.8474,13.4455,12.5505,12.231,13.3538,12.0452,13.5961,13.485,13.1066,12.0108,12.8236,12.3727,12.2694,12.1569,13.1073,12.7052,13.0615
BSU00480,14.233,14.3216,14.1896,13.7367,13.7743,13.5947,13.8203,14.4712,14.3629,14.2711,14.2562,13.137,13.8482,14.5348,14.587,13.982,13.924,13.7529,14.3748,13.3006,13.1702,14.3642,13.0929,14.3328,14.283,14.0308,12.8375,13.5985,13.6479,13.1251,13.3646,14.0784,13.8739,14.0513
new_55707_55815,10.1167,10.2091,10.1771,9.3906,9.1639,9.0379,9.4395,9.9218,10.0202,9.6552,9.4805,8.4262,9.1932,10.1163,10.114,9.3294,9.1898,9.0765,9.5724,8.5447,8.7327,9.9193,8.7846,9.9534,9.831,9.4278,8.5517,9.1253,8.815,8.693,8.8413,9.1606,9.7656,9.138
BSU00490,15.5864,15.8978,15.7671,15.2845,14.9639,15.038,15.1962,15.6676,15.4457,15.3891,15.2051,14.2657,15.5997,15.5443,15.6665,15.164,14.945,15.185,15.0822,14.1087,14.124,15.4887,15.8836,15.8678,15.7172,15.9018,15.0425,15.7288,15.2851,14.8042,14.9757,15.1538,15.1657,15.4405
new_56193_56304,9.5631,9.2878,9.4304,8.7134,8.4674,9.0934,8.8874,9.2205,9.0191,9.1466,9.2971,8.2064,9.6891,8.5767,9.0714,8.5034,8.1834,8.3466,8.2542,8.0771,8.1109,8.9903,10.542,9.5134,8.8183,9.2361,8.1505,8.7935,8.8197,8.555,8.763,9.7363,9.8237,9.8022
BSU00500,14.3338,14.3095,14.5544,13.5918,13.5931,13.7627,14.0278,14.7324,14.4598,14.4994,14.4316,13.5468,14.1055,14.1894,14.1924,14.0841,14.03,13.9803,14.4885,13.6916,13.5941,14.5705,13.494,13.5778,13.5812,14.0178,13.1016,13.785,13.8709,13.388,13.7367,14.4279,14.1122,14.3734
BSU00510,14.1155,14.2838,14.2656,13.3274,13.4894,13.4971,13.8004,14.5742,14.246,14.3435,14.2959,13.3057,13.926,14.091,13.9638,13.9316,13.9682,13.8037,14.2805,13.4143,13.3616,14.3712,13.3186,13.6649,13.6023,13.7769,12.9693,13.5837,13.7063,13.2984,13.362,13.9155,14.0039,14.2396
BSU00520,14.2018,14.9815,14.256,13.7844,13.7657,13.7736,14.0536,14.7043,14.3697,14.2038,14.3118,13.356,13.7559,14.5585,14.007,14.4568,14.2831,14.0355,14.3087,13.6128,13.3452,14.4108,13.2613,14.1837,14.1319,14.4637,13.3828,13.9538,13.8862,13.6413,13.7304,13.5022,13.9653,13.7651
BSU00530,12.5468,13.0238,12.421,11.887,11.8084,11.6964,12.1023,12.2687,12.1881,12.1205,12.3263,11.362,11.8539,12.3285,12.4494,12.2009,12.1341,11.8175,12.1212,11.3507,11.2693,12.1451,11.0681,12.1557,12.0592,12.2008,11.0752,11.7757,11.5866,11.0729,11.2816,11.8231,11.7964,11.9649
BSU00540,12.5631,12.8681,12.5806,11.7499,11.671,11.5504,11.9513,12.2416,12.3449,12.2605,12.3014,11.2592,11.8541,12.2906,12.4604,12.1745,12.1009,11.9096,12.1769,11.2697,11.2116,12.181,11.0191,12.1679,12.0671,12.1088,11.0388,11.8271,11.5823,11.121,11.3118,11.9622,11.8068,12.1094
new_60361_60429,12.4166,12.7256,12.3932,11.7096,11.6434,11.4839,11.9262,12.1523,12.3269,12.0572,12.197,11.2898,11.8193,12.1532,12.4672,11.98,12.02,11.6997,12.1869,11.2804,11.2187,12.1796,10.9966,12.1123,12.029,12.0726,11.0239,11.8376,11.5268,11.1358,11.2522,11.9488,11.7858,12.1266
BSU00550,11.9292,12.0266,12.0034,11.3525,11.3987,11.2143,11.6974,11.9728,11.9818,11.933,12.043,11.1517,11.5741,11.8354,11.8461,11.7117,11.6381,11.4067,11.7164,10.888,10.9488,11.9208,10.8229,11.6535,11.6595,11.8719,10.6683,11.3883,11.1492,10.94,11.0297,11.5265,11.6056,11.6803
new_64001_64098,11.7944,11.8214,11.7088,11.0879,11.2341,11.0294,11.2945,11.7214,11.614,11.7088,11.8379,10.8553,11.508,11.7566,11.5098,11.5331,11.4706,11.0658,11.539,10.8296,10.766,11.6745,10.6603,11.4973,11.4467,11.4733,10.3962,10.9315,11.0379,10.8635,10.918,11.3379,11.5484,11.4726
BSU00560,11.6623,11.6738,11.6609,10.9643,11.2302,10.9348,11.2801,11.6286,11.7027,11.587,11.8514,10.9266,11.2941,11.6474,10.7092,11.3983,11.4792,11.0142,11.3383,10.7899,10.6407,11.6143,10.5175,11.4118,11.3575,11.3768,10.3834,10.9187,11.018,10.8838,10.9752,10.4625,11.416,10.7763
BSU00570,10.3072,10.2919,10.2664,9.888,9.8357,9.9454,10.3154,10.5884,10.3941,10.3544,10.4025,9.642,9.8633,10.3618,10.2542,10.2577,10.2475,9.9637,10.3381,9.5718,9.5443,10.274,9.0729,10.3495,10.1815,10.2929,9.4041,10.014,9.9504,9.732,9.734,9.9216,10.0016,9.781
BSU00580,13.3836,12.8322,13.2714,12.8326,12.8742,12.901,13.1242,13.8795,13.4203,13.4569,13.3093,12.2995,12.6753,13.3536,13.4089,13.4073,13.4876,13.2399,13.623,12.8308,12.8284,13.5986,12.0121,13.5465,13.6183,13.5594,12.476,13.3404,13.0883,12.7718,12.7684,13.3699,13.4244,13.0356
BSU00590,13.2257,13.182,13.1359,12.9912,13.0128,12.9263,13.2246,13.7977,13.4523,13.2687,13.3782,12.6972,12.6047,13.1435,13.5314,13.2651,13.611,13.252,13.6316,12.7411,12.7056,13.6321,11.8474,13.5574,13.5661,13.6556,12.5998,13.4117,13.0823,12.6861,12.7627,13.3335,13.4638,13.0843
BSU00600,13.0977,13.0447,12.9576,12.6289,12.8351,12.786,12.8003,13.6156,13.2476,13.1493,13.2111,12.2819,12.5568,13.2199,13.2691,13.0935,13.0038,13.0123,13.2425,12.5638,12.5551,13.3816,11.7489,13.5118,13.2027,13.1187,12.2702,13.0372,12.9456,12.3825,12.4652,13.3357,13.011,12.8745
BSU00610,12.9669,13.1123,12.9275,12.3112,12.0055,12.5437,12.6318,13.1811,12.8962,12.7994,12.8222,11.5329,12.2789,13.2394,13.4057,13.029,12.9638,12.5559,13.3644,12.3078,12.2444,13.1649,11.5418,13.5157,13.255,13.0725,12.1941,12.7999,12.7307,11.8592,12.1926,13.2138,12.9244,12.924
BSU00620,13.7079,13.5357,13.7947,13.4812,13.3587,13.3237,13.7282,14.132,13.7911,13.7172,13.6817,12.7159,13.2652,13.8356,14.0735,13.7057,13.7303,13.4896,13.5855,12.6394,12.5454,13.7403,13.0782,13.9138,13.9806,13.9968,12.6782,13.6615,12.9415,12.6718,12.637,13.6738,13.3758,13.6576
BSU00630,14.6498,14.3355,14.5677,14.4492,14.349,14.3655,14.5538,14.838,14.9271,14.7357,14.6945,13.9669,14.3883,14.7154,14.8946,14.4778,14.4765,14.649,14.6515,13.9736,13.8092,14.8438,13.6434,14.6304,14.5732,14.7872,13.6253,14.5903,14.2735,14.1329,13.6524,14.4174,14.3608,14.6919
new_70382_70493,10.5256,10.6522,10.6998,9.2292,8.9668,9.4088,9.7846,9.875,9.737,9.6035,9.6284,9.1217,9.3595,9.4836,9.3402,9.4605,9.3649,9.3623,9.8754,8.7729,9.017,9.9286,8.4918,9.6346,9.4292,9.6229,8.7182,9.3776,9.4369,8.9025,9.3218,9.019,10.1362,8.9045
BSU00640,8.4777,8.9897,8.6625,8.122,8.4606,8.0391,8.2617,8.3356,8.5262,8.278,8.5933,8.5109,8.2926,7.9386,8.3085,7.9535,7.898,8.0427,7.9871,7.4968,7.8189,8.5446,7.9307,8.2464,7.979,8.3877,7.6824,7.9306,8.0591,8.2753,8.0364,8.3607,8.7427,8.1735
new_71190_71799_c,7.5624,7.2027,7.3427,6.935,7.5853,6.8915,6.8129,6.8301,7.0134,6.6582,7.0016,7.7852,7.4192,6.8025,7.4839,6.4601,6.6305,6.9837,6.9169,6.5717,6.9721,7.6053,7.0611,7.2085,6.6606,6.9636,6.6676,6.918,7.2255,7.658,7.3474,7.5468,8.1032,7.2167
BSU00650,9.3281,9.3972,9.654,9.5663,9.6834,9.219,9.6758,9.8191,9.8181,9.6029,9.8371,9.3321,9.2319,9.52,9.5933,9.4292,9.4784,9.3901,9.3363,8.5411,8.9177,9.8351,8.7226,9.8021,9.5914,9.7784,8.7366,9.4158,9.0413,9.2241,9.0051,9.1614,9.5481,8.9742
BSU00660,8.6402,8.8992,8.7194,8.4568,8.8476,8.2385,8.5692,8.5833,8.6577,8.4798,8.7247,8.7882,8.4588,8.239,8.8613,8.3793,8.2388,8.2894,8.4104,7.7161,8.2988,8.7989,7.8822,8.6487,8.2808,8.831,7.9196,8.3708,8.4673,8.4402,8.5799,8.6889,9.082,8.5387
BSU00670,12.5496,12.4673,12.7656,12.2891,12.1657,12.164,12.557,12.633,12.6635,12.5275,12.5663,11.5541,12.0922,12.6379,12.5502,12.6501,12.5083,12.2336,12.4057,11.5505,11.6814,12.2955,11.8083,12.4743,12.5752,12.8118,11.583,12.2153,11.8407,11.6541,11.7523,11.9138,12.3554,12.3106
BSU00680,14.1956,14.2169,14.2069,13.678,13.7279,13.658,13.8643,14.3361,14.1363,14.0587,14.0892,13.042,13.688,14.2263,14.3511,14.0259,14.0041,13.6622,14.2227,13.3174,13.2309,14.0643,13.0158,14.1708,14.1197,14.0978,13.0853,13.7285,13.5417,13.1709,13.1851,13.8719,13.8028,13.7527
new_76887_76983,14.5082,14.4408,14.5408,13.775,13.892,13.8526,13.9567,14.7402,14.2603,14.2465,14.1889,13.2061,13.8946,14.7378,14.543,14.3861,14.0615,14.0255,14.1036,13.8257,13.6327,14.1631,13.295,14.4015,14.2481,14.3339,13.3577,13.7153,13.7376,13.3645,13.5376,14.1706,13.9648,13.7313
BSU00690,14.974,15.1986,15.2208,14.7529,14.6842,14.5166,14.8259,15.2803,15.0957,14.974,15.1112,14.1865,14.737,15.1996,14.9063,15.0422,15.0337,14.7248,14.9376,14.1809,14.0179,15.0434,14.2584,14.8788,14.907,15.101,14.1367,14.7292,14.4296,14.3109,14.0734,14.341,14.4091,14.7671
new_78940_79025,10.7716,10.9192,10.6207,9.2444,9.1546,9.5108,10.0214,10.314,10.2428,9.9489,10.0717,9.0682,9.7754,10,10.0162,9.6087,9.7043,9.6769,9.5191,9.1692,8.7627,10.3881,8.6758,10.1114,9.8864,9.9937,9.3081,9.5801,10.3187,9.8207,10.0948,9.6322,11.338,9.7981
new_79027_79091,11.9476,11.6319,11.7611,10.8781,11.2287,11.3555,10.7104,11.207,11.2228,11.7754,12.2188,10.238,11.6455,11.7704,12.154,11.5428,11.4326,11.0653,12.0506,10.0081,10.944,11.7186,10.4875,11.3301,11.3533,11.4082,10.1064,10.9278,10.5223,9.8899,10.195,11.832,11.3803,11.8936
BSU00700,11.9769,11.8794,11.9598,11.3515,11.3759,11.3613,11.7279,12.1272,11.9123,11.8559,12.1061,11.0576,11.6646,11.8368,11.9471,11.6956,11.8042,11.738,11.9667,10.8855,11.1173,11.9253,10.6163,11.7649,11.6362,11.6263,10.5355,11.413,11.2592,11.0488,10.9732,11.6847,11.6296,11.8522
BSU00710,11.8009,11.8242,11.7719,11.4995,11.4821,11.1876,11.8016,12.1168,11.9271,11.8341,11.9408,11.0258,11.5218,11.8568,11.8163,11.6216,11.6759,11.548,11.7642,10.8157,10.8806,11.8697,10.6739,11.6531,11.4984,11.6208,10.6141,11.4699,11.2385,10.8677,10.938,11.2843,11.6156,11.5418
BSU00720,11.8614,11.7172,11.8948,11.3871,11.4474,11.1827,11.5677,11.9945,11.8243,11.6742,11.7916,10.7745,11.4415,11.8404,11.9886,11.4383,11.4956,11.3485,11.6964,10.6211,10.7297,11.6506,10.9798,11.5625,11.6053,11.4986,10.4341,11.2913,11.1006,10.8801,10.9003,11.53,11.4073,11.4599
BSU00730,14.4709,14.3684,14.5282,14.0717,13.8699,13.6044,14.2788,14.7995,14.4904,14.4168,14.5658,13.3888,14.0593,14.7637,14.4703,14.477,14.6174,14.4342,14.9034,13.6329,13.5572,14.4552,14.1434,14.1634,14.2807,14.3251,13.7025,14.3606,14.1649,14.1126,13.6565,13.9062,13.638,14.1534
BSU00740,11.9792,11.7957,11.9957,11.39,11.2274,11.1112,11.7435,12.1891,11.8488,11.7981,11.8935,10.8391,11.4034,11.84,12.0889,11.6097,11.669,11.5483,11.9118,10.7817,10.7826,11.7101,11.0045,11.7507,11.6493,11.6445,10.5536,11.5824,11.2107,10.9307,10.9331,11.5698,11.3413,11.6032
BSU00750,13.0907,13.0792,13.0775,12.5578,12.6017,12.403,12.8691,13.296,13.2026,12.8363,13.0523,12.0406,12.623,13.1843,13.3066,12.9094,13.0504,12.8908,13.0682,12.4083,12.1267,12.8182,12.1934,13.1124,12.9165,12.8766,11.8073,12.7092,12.3054,12.5905,11.8853,12.8632,12.1592,12.6249
BSU00760,12.8785,12.836,12.8691,12.0697,12.1768,12.0277,12.5768,12.9175,12.9479,12.5988,12.6566,11.9602,12.3623,12.8948,12.8606,12.5394,12.5609,12.4279,12.7895,12.0798,11.6594,12.7994,11.9608,12.6039,12.654,12.4996,11.5731,12.42,12.2439,11.9215,11.8924,12.4513,12.1799,12.4642
BSU00770,12.8975,12.8803,12.7702,12.2119,12.2919,11.9347,12.6182,12.8773,12.795,12.6016,12.7973,11.7549,12.1182,12.8639,12.5939,12.5823,12.6147,12.4134,12.5038,11.8161,11.4847,12.4306,11.9834,12.4781,12.4304,12.4739,11.3623,12.2635,11.9356,11.9443,11.6685,12.2252,12.0145,12.122
BSU00780,13.0672,12.9957,12.9269,12.4001,12.4718,12.1726,12.7398,13.0508,13.0777,12.7892,13.0403,11.995,12.2374,12.9549,12.9689,12.7214,12.7173,12.6155,12.7652,12.0642,11.8742,12.5912,12.126,12.7152,12.5742,12.6707,11.5678,12.6582,12.0382,11.9956,11.8392,12.3912,12.1817,12.427
BSU00790,12.8836,12.9393,12.9416,12.5701,12.4932,11.9593,12.8352,13.0291,12.9799,12.404,12.8971,11.957,12.1864,12.7565,13.1218,12.6071,12.5823,12.4822,12.6475,11.8923,11.8346,12.6902,11.9459,12.6543,12.562,12.636,11.597,12.4607,12.0712,12.1257,11.8467,12.3994,12.2277,12.431
BSU00800,13.3336,13.3589,13.4793,12.7788,13.0721,12.7626,13.1028,13.7553,13.4701,13.2923,13.4004,12.4455,12.9727,13.609,13.5567,12.9764,13.1472,13.1064,13.529,12.23,12.3433,13.5345,12.1439,13.3721,13.3054,13.3406,12.1496,13.0028,12.5979,12.3498,12.2841,13.1081,13.2399,13.1681
BSU00810,13.9556,13.7729,13.9086,13.4002,13.384,13.2988,13.6618,13.9637,13.9746,13.7894,13.8975,13.0568,13.4774,13.8344,13.722,13.5961,13.5685,13.3187,13.6757,12.9127,12.8899,13.8715,12.6633,13.5591,13.6179,13.6953,12.6838,13.5627,13.2796,12.8327,12.9305,13.345,13.6333,13.386
new_88050_89566_c,8.314,7.6839,8.2346,7.3179,7.579,7.0433,7.0735,7.0639,7.2284,7.2077,7.1772,7.8229,7.6678,7.3735,7.4403,7.3604,7.1182,8.0438,7.1923,7.1267,7.1111,7.7681,7.11,7.5134,6.7687,7.4131,7.0907,7.5574,7.4446,7.8377,7.5002,7.5506,8.1515,7.4033
new_88636_88726,14.0061,13.9882,14.0152,13.3417,13.2524,13.2505,13.6146,14.1501,13.8935,13.7869,13.8091,12.9055,13.5354,13.9797,13.7303,13.6572,13.0947,13.3366,13.6567,13.1115,12.9322,13.9814,12.6452,13.7722,13.6364,13.685,12.7436,13.5201,13.3147,12.9648,13.2096,13.5297,13.7989,13.5282
BSU00820,13.9063,14.0689,13.9268,13.115,13.1784,13.008,13.3887,14.1256,13.7873,13.691,13.7317,12.8701,13.5366,13.8428,13.9156,13.5938,13.5769,13.3197,13.8405,13.1029,12.8437,14.0624,12.5258,13.5591,13.642,13.6429,12.5794,13.3918,13.1991,12.9159,12.7767,13.5487,13.7263,13.6631
new_90318_90535,15.8112,15.3341,16.3862,14.8108,15.0299,15.4652,14.787,16.2611,15.7092,16.1023,15.7397,14.8299,15.8759,15.8408,16.0988,15.3324,14.9654,15.3466,15.9913,15.6874,15.572,15.9045,14.5272,15.252,15.412,15.5334,14.6109,15.1893,15.4437,15.0669,14.9405,16.3589,15.8667,16.1184
new_101212_101289,11.3605,12.2263,11.4942,9.009,8.1115,8.328,9.4777,9.5648,9.9326,9.8632,9.4599,7.9317,10.0007,9.4439,9.9369,9.006,8.8338,9.0463,10.0851,7.0399,6.9939,10.4387,8.6047,10.0642,9.9215,9.8252,8.9928,9.3963,7.8042,9.6657,7.8409,10.1446,10.7908,10.4348
BSU00830,13.2027,13.8238,13.2285,12.3197,12.2402,12.7437,12.3403,12.9458,13.1247,13.0166,13.0965,11.7342,13.2446,12.8399,13.393,12.8288,12.5572,12.2953,12.8909,11.9946,12.2486,12.6686,12.7301,13.0131,12.846,13.083,11.5806,12.4432,12.3262,12.3357,12.3152,13.3233,12.5376,13.5784
BSU00840,12.6354,13.1438,12.7385,11.9585,11.7909,12.15,11.93,12.6637,12.6459,12.7183,12.6391,11.3924,12.553,12.6234,12.7478,12.6252,12.0874,11.9344,12.0853,11.6521,11.7926,12.3913,12.3952,12.5075,12.436,12.766,11.2916,12.0202,11.6278,11.819,11.8866,12.6503,12.1948,12.7609
BSU00850,12.7968,12.9994,12.6604,12.2017,11.8797,12.1089,12.3155,12.5402,12.7176,12.7508,12.7298,11.5796,12.7825,12.6357,12.6781,12.7263,12.3014,11.905,12.0608,11.6115,11.7454,12.559,12.5473,12.4765,12.5594,12.9048,11.4615,12.2122,11.8278,11.5102,12.1844,12.3827,12.2447,12.7053
BSU00860,12.8965,12.8631,12.8602,12.4207,12.4221,12.342,12.5057,12.8509,12.8457,12.7468,12.9564,11.8651,12.7266,12.7979,12.8228,12.7996,12.482,12.1247,12.2241,11.7724,11.7709,12.421,12.7322,12.6807,12.6051,12.9604,11.5998,12.3112,11.8291,12.0016,12.1252,12.5393,12.1683,12.8078
BSU00870,11.8895,11.9972,11.9742,11.5977,11.6384,11.5849,11.9939,12.3033,12.0324,11.8127,11.8411,10.7781,11.6635,12.378,12.2195,12.1206,11.9048,11.6322,12.0554,11.0257,10.7637,11.4772,11.5767,11.873,11.8428,12.1281,10.8047,11.4519,10.9456,11.1647,10.7071,11.3825,10.9783,11.8557
BSU00880,12.371,12.3031,12.376,11.9447,11.9834,11.9891,12.1018,12.3536,12.2853,12.0935,12.2038,11.2027,11.9927,12.5252,12.6628,12.3381,12.2144,11.7676,12.2391,11.3238,11.2737,11.7802,11.8502,12.4029,12.2513,12.3037,11.0256,11.8078,11.6359,11.3592,11.5289,11.9749,11.7245,12.1976
new_108559_108673,12.497,12.595,12.6357,11.8907,11.9035,12.1486,11.9164,12.6626,12.3972,12.1971,12.3975,10.9546,12.0695,12.7728,12.8776,12.3901,12.0511,11.7993,12.4249,11.2853,11.2399,11.8596,11.7992,12.6256,12.263,12.2218,10.9,11.6535,11.4695,11.1128,11.3551,12.0541,11.6784,12.2927
BSU00890,13.0972,13.2648,13.2713,12.7081,12.8069,12.7491,12.9318,13.5035,13.1087,12.9462,13.0691,11.9699,12.7694,13.4477,13.2165,13.2181,13.1068,12.9549,12.9755,12.0267,12.0371,12.7626,12.4546,13.2645,13.0024,13.1319,11.7935,12.6827,12.2964,11.8662,12.0696,12.6428,12.56,12.7872
BSU00900,12.7122,12.973,12.9848,12.2055,12.291,12.4594,12.4612,12.9024,12.9443,12.8004,12.7459,11.7772,12.0453,12.9521,12.1555,12.7389,12.7184,12.2284,12.5554,11.9376,12.0081,12.4462,12.2565,12.3836,12.4489,12.9134,11.6188,12.2961,12.2349,11.9494,11.9029,11.9987,12.0469,12.1974
BSU00910,12.054,12.1864,12.105,11.4656,11.5489,11.5648,11.8186,11.6938,12.0432,11.8059,12.1737,10.9853,11.5487,11.8775,11.9347,11.884,11.7692,11.3593,11.7104,11.2111,10.9615,11.547,11.0751,11.5294,11.4437,11.6027,10.5614,11.2621,11.0682,11.4282,11.0232,11.4594,11.0829,11.7193
BSU00920,13.9166,13.9171,13.9943,13.4144,13.4723,13.3377,13.6794,14.0318,13.9925,13.896,13.8835,12.9977,13.3925,14.024,13.8588,13.7954,13.7851,13.6884,13.8009,13.121,12.8825,13.9451,12.7229,13.6379,13.5863,13.7969,12.6975,13.5694,13.3036,12.8942,12.9098,13.2939,13.4508,13.591
new_112499_112799,13.1286,12.8689,13.1985,12.5046,12.4853,12.3668,12.8836,13.5138,13.1845,12.8824,12.9332,12.3253,12.2104,13.1651,13.2552,12.9238,12.2866,12.5339,13.1927,12.2612,11.9568,12.5701,12.1204,12.9331,12.9891,13.1061,11.1686,12.6893,11.9384,10.8448,11.8914,12.3236,11.5568,12.9126
BSU00930,11.8709,11.8561,12.1288,11.4124,11.4466,11.0836,11.8118,11.9791,11.8854,11.8604,12.106,10.9998,11.2479,11.7111,11.7824,11.3767,11.508,11.4197,11.7958,10.5831,10.8846,11.6999,10.9102,11.5927,11.4134,11.4435,10.4975,11.3305,10.9576,10.7132,10.8237,11.3334,11.1086,11.4523
BSU00940,12.2185,12.2576,12.3437,11.6146,11.6943,11.4417,11.9861,12.3717,12.2321,12.1772,12.3024,11.3299,11.5713,12.0047,12.1627,11.8979,11.9557,11.604,12.0632,11.1223,11.094,12.104,11.3576,11.7266,11.8498,11.9497,10.8274,11.5611,11.4049,11.0518,11.1822,11.8427,11.7889,11.9831
BSU00950,12.7364,12.496,12.6474,11.8947,12.1218,11.9837,12.1032,12.5639,12.5773,12.5598,12.5315,11.6702,12.0128,12.702,12.6848,12.3165,12.2398,11.935,12.4056,11.8149,11.7778,12.4687,11.7122,12.2188,12.2494,12.3076,11.2746,11.926,11.9127,11.6814,11.6703,12.463,12.1194,12.3877
BSU00960,12.5693,12.5632,12.6715,12.0545,12.2735,11.8676,12.3811,12.8843,12.6928,12.607,12.6926,11.8326,11.9251,12.5661,12.547,12.3409,12.392,12.0951,12.3615,11.6555,11.604,12.4897,11.7389,12.2002,12.1534,12.5079,11.303,12.1154,11.9786,11.8261,11.6903,12.0999,11.9952,12.1899
BSU00970,13.066,12.9685,12.9979,12.3994,12.3996,12.2736,12.6931,13.1192,12.8983,12.6873,12.9089,11.9725,12.3556,12.9697,12.9687,12.6252,12.5918,12.3192,12.7487,11.9977,11.9079,12.7474,11.9464,12.7346,12.4519,12.7256,11.5824,12.4668,12.1421,11.8185,11.8275,12.4232,12.3743,12.622
BSU00980,14.808,14.6452,14.6196,14.3726,14.2888,14.2258,14.2732,14.8517,14.6047,14.3619,14.7231,13.6311,14.5512,14.7081,14.8484,14.3536,14.1944,14.0353,14.4861,13.5897,13.6569,14.5143,14.2164,15.005,14.84,14.7119,13.7195,14.3963,14.2016,13.6977,13.8564,14.6514,14.344,14.8151
new_117257_117348,14.4022,14.598,14.6801,13.9933,13.8951,13.9728,13.9027,14.5254,14.4265,14.4513,14.3685,13.1978,14.0264,14.3276,14.826,14.0383,13.922,13.8145,14.1024,13.1168,13.3389,14.3887,14.026,14.7219,14.7031,14.7511,13.4954,14.2305,13.7891,13.3286,13.2856,14.4751,14.1679,14.7228
BSU00990,14.3854,14.2582,14.2167,13.703,13.404,13.7463,13.6582,14.1696,14.119,13.9894,13.9882,12.996,13.8323,14.161,14.3813,13.9854,13.6544,13.6918,13.9395,13.013,13.1487,14.2361,13.5088,14.1881,14.5333,14.5111,13.2508,13.9927,13.664,13.2656,13.2495,14.092,14.0534,14.2459
BSU01000,13.7916,13.568,13.6355,13.2115,12.872,13.1376,13.2227,13.677,13.6078,13.5281,13.5515,12.2134,13.2743,13.7782,13.5394,13.4059,13.0638,13.1973,13.4975,12.4214,12.3053,13.6698,12.8652,13.9577,13.7659,13.7095,12.4962,13.412,12.9534,12.8805,12.66,13.1935,13.5308,13.2344
new_117712_117889,13.7884,13.5443,13.6306,12.8156,12.775,12.9829,13.0719,13.7649,13.6128,13.6705,13.5214,12.0986,13.2721,13.6184,13.7155,13.2236,12.8815,13.2012,13.6527,12.5109,12.2961,13.6004,12.8991,13.7466,13.5031,13.457,12.4637,13.3052,12.8584,12.7991,12.4839,13.4783,13.4126,13.3878
