M0t45_1,M0t45_2,M0t45_3,M0t90_1,M0t90_2,M0t90_3,M40t45_1,M40t45_2,M40t45_3,M40t90_1,M40t90_2,M40t90_3
BSU10870,7.359,7.0825,7.1186,7.383,6.9109,7.1779,7.5425,7.3465,7.1231,7.1842,7.0768,7.1456
BSU10880,9.7454,8.5693,9.7027,8.8646,9.2079,9.4017,9.4589,9.1076,9.8046,9.1225,9.2807,9.4053
new_1168046_1168198_c,10.6972,10.1874,10.734,9.6994,10.4879,10.2833,10.5938,10.878,11.1485,9.8571,10.4114,10.3639
BSU10890,10.7903,10.5518,10.9956,9.7651,10.5955,10.4827,10.5753,10.9454,11.1655,9.8498,10.4644,10.6105
new_1168838_1168972_c,10.8245,10.2786,10.8084,9.7647,10.5579,10.8168,10.6037,10.8673,11.0748,9.8964,10.5095,10.7555
new_1168918_1169042,9.2663,8.7598,9.3894,8.3811,8.4046,8.4644,9.0916,8.3954,9.3774,8.3019,8.1989,8.589
BSU10900,9.1403,8.1896,8.7777,8.0139,8.2078,8.3192,8.4819,8.2364,8.8327,8.0061,8.1183,8.4027
BSU10910,6.9468,6.7583,6.7599,7.2584,6.972,7.0806,7.2145,7.0699,6.5371,7.0827,7.0348,6.9674
BSU10920,7.0419,6.8312,6.9066,7.3681,7.0258,7.1274,7.3384,7.1155,6.7167,7.0629,7.2856,7.0704
new_1171643_1171754_c,7.0987,6.9497,6.746,7.2646,6.7744,6.955,7.2427,7.1379,6.6433,7.089,6.8726,6.9691
BSU10930,6.889,6.6666,6.6339,7.252,6.636,6.9164,7.2156,7.0018,6.503,6.9618,6.7615,6.7165
BSU10940,7.0582,6.9879,6.9357,7.3551,6.8602,6.9546,7.3555,7.2907,6.8605,7.0668,6.8827,6.9181
BSU10950,7.1311,7.0541,6.9279,7.3451,6.8986,6.9925,7.3727,7.2246,6.7894,7.1099,6.979,6.9982
BSU10960,6.984,6.8263,6.6863,7.2587,6.8466,7.0823,7.1524,7.1168,6.5835,7.0368,6.9588,6.9275
BSU10970,7.9559,8.1992,8.0373,8.0007,8.135,8.204,7.9575,7.9319,8.0353,8.2026,8.3322,8.7219
BSU10980,8.1529,8.4884,8.3449,8.2566,8.4023,8.7675,8.2472,7.9956,8.4412,8.585,8.7677,9.1596
BSU10990,11.247,11.0581,11.5697,10.8417,11.2534,11.3834,10.9368,11.8081,11.659,11.2143,11.6121,11.9604
BSU11000,11.4819,10.962,11.7171,10.6612,11.1807,11.4773,11.1368,11.6639,11.6675,11.2201,11.5865,12.0024
BSU11010,9.4556,7.8498,8.7665,10.502,10.2005,11.4994,9.2303,10.4557,8.6415,11.257,10.4564,11.4174
BSU_misc_RNA_12,12.2547,11.0713,11.6618,11.0094,11.7912,12.3124,11.1415,11.8051,11.5932,11.405,11.6046,12.1055
BSU11020,11.9078,11.5681,12.1389,11.0075,11.5335,11.4106,11.4828,11.9773,12.052,10.7746,11.429,11.6683
BSU11030,11.6626,11.7699,11.9949,10.1786,10.9811,10.6817,11.0119,11.2099,12.1337,10.2916,10.9389,11.1597
BSU11040,7.5703,7.6195,7.4661,7.9873,8.5565,8.0008,7.7379,7.9957,7.478,8.0646,8.4441,8.2139
BSU11055,6.9268,6.686,6.599,7.299,6.683,6.9748,7.2285,7.0552,6.4745,6.9999,6.7526,6.8925
BSU11070,6.9788,6.7854,6.7043,7.3004,6.9208,6.9907,7.1833,7.1322,6.534,7.0721,6.9801,6.9309
BSU11079,10.3324,9.6733,10.6119,9.9909,11.1325,10.5478,10.0348,11.6147,10.7638,10.2398,11.131,11.0717
BSU11080,9.5938,9.2941,10.1182,9.1751,10.6433,10.1445,9.5012,10.6751,10.5518,9.659,10.6658,10.5559
BSU11090,10.4713,10.0845,10.9149,10.1167,11.385,10.9393,10.3799,11.4826,11.2772,10.3699,11.3253,11.2834
BSU11100,7.5415,7.5976,7.5959,7.7788,8.1037,7.8242,7.648,7.729,7.5459,7.6778,8.0682,7.8742
BSU11110,11.1921,10.5179,11.3912,10.5746,11.4718,11.5215,10.7215,11.5445,11.6864,11.171,11.6382,11.814
new_1188125_1188650,8.72,9.9639,9.046,7.9367,8.7331,8.0441,8.465,8.1319,9.4969,7.8706,8.4162,8.3384
BSU11120,9.9965,11.7356,10.8379,9.0878,10.3874,9.6231,9.8374,9.8878,11.1419,9.4889,10.2865,10.1949
new_1189532_1189645,10.2384,11.1695,10.5101,9.8184,11.2031,10.775,9.3845,10.6717,10.7121,10.1062,10.9364,10.8858
BSU11130,9.7198,10.0617,9.5425,9.4696,10.4493,9.9247,8.9863,9.5844,9.7624,9.3919,10.0933,9.8957
BSU11139,11.0798,10.3372,10.8864,9.9511,10.758,10.4752,10.3569,10.8049,10.9534,10.2706,10.6235,10.9341
new_1190234_1190430_c,10.9002,10.1616,10.9368,9.9479,10.8661,10.6221,10.0762,10.8184,10.822,10.2404,10.9633,10.9786
BSU11140,11.5943,11.0831,11.906,10.7734,11.7746,11.4798,11.0346,11.7294,11.9423,11.1082,11.7736,11.9742
BSU11150,12.2712,11.6758,12.5109,10.4585,11.27,10.7485,11.9583,10.9133,12.6181,10.6787,11.1433,11.0167
BSU11160,13.4712,12.6959,13.4352,12.4807,13.4025,13.373,12.7868,13.7038,13.4901,12.8308,13.5618,13.7722
new_1192592_1192857,10.8126,10.7272,10.7918,9.4791,10.2266,10.1443,10.0495,9.7983,10.8918,9.8351,10.2657,10.6283
BSU11170,11.4791,11.7855,11.9278,9.9831,10.7779,10.3544,11.1714,10.9857,11.9762,9.9641,10.5676,10.9083
BSU11180,10.254,10.3626,10.3,8.3882,9.2353,8.7143,9.6172,9.2515,10.417,8.3866,8.7943,9.2848
BSU11190,7.798,7.5709,7.5541,7.7396,7.4554,7.7512,7.8877,7.8004,7.6221,7.5926,7.5489,7.7479
BSU11200,7.827,7.8247,7.6389,7.7875,7.6071,7.8279,8.0264,7.8401,7.5558,7.8121,7.6938,7.9282
BSU11210,7.8346,7.8278,7.5227,7.5949,7.3242,7.6006,8.04,7.5745,7.3024,7.706,7.5333,7.6923
BSU11220,7.3395,7.3483,7.1428,7.39,6.9089,7.2579,7.5424,7.343,6.9523,7.2497,7.0405,7.353
BSU11230,7.1767,7.0784,6.9359,7.2801,6.6937,7.0109,7.4677,7.1761,6.749,7.088,6.9117,7.0953
BSU11240,7.4098,7.6071,7.3266,7.4456,7.0054,7.1829,7.6642,7.3909,7.242,7.266,7.1213,7.3221
BSU11250,8.3634,8.2542,8.6767,7.9831,8.4318,8.0367,8.289,7.9874,8.3603,7.984,8.5447,8.1332
new_1204423_1204697_c,8.6135,9.641,9.4563,8.4559,9.5826,8.796,8.6442,8.6427,9.9166,8.5501,9.4965,9.0179
BSU11260,7.0502,7.1753,6.6703,7.3587,6.9598,7.3111,7.3504,7.1596,6.6367,7.2771,7.0867,7.3204
BSU11270,13.5184,12.4876,13.1791,12.6116,13.3941,12.9724,12.2456,13.5923,13.1732,12.1,13.1302,13.1284
BSU11280,8.0105,8.0157,8.0453,7.8926,8.4004,8.0812,7.8079,8.154,8.1446,7.8555,8.3691,8.2283
new_1205658_1206260_c,7.0463,7.1631,6.8293,7.2723,7.1429,7.0089,7.2865,7.4139,6.7492,7.0836,7.1155,7.1443
BSU11290,7.7068,7.4661,7.4836,7.4703,7.6302,7.6558,7.7456,7.9295,8.091,7.5223,7.8581,7.8628
BSU11300,11.7069,12.0563,11.8757,10.8731,12.2483,11.2427,11.3759,12.3975,12.024,10.9083,11.9668,11.5314
BSU11310,12.6812,12.8734,12.5381,11.4277,12.0509,11.7412,12.1041,12.6477,12.5388,11.4501,12.4009,12.1524
new_1207812_1208152,9.8952,10.7734,9.7706,8.8449,10.1919,9.1043,9.2854,9.5913,10.2865,8.5077,9.7695,9.1802
BSU11320,8.0225,8.7025,7.8922,8.1021,8.0281,7.9694,7.955,8.2658,7.7581,7.6433,7.8182,8.2205
BSU11330,13.4151,14.4615,13.6615,11.0762,12.1574,11.8381,13.287,12.4971,13.707,11.6397,12.3209,12.3245
BSU11340,13.6228,14.8284,13.9046,11.5726,12.7812,12.2339,13.5259,12.9697,13.953,12.1589,12.8139,12.8052
BSU11350,7.4356,7.3149,7.6741,8.1023,8.5316,8.6116,7.5801,8.0439,7.3732,7.8835,8.3094,8.5095
new_1211286_1211370,7.8426,7.5487,8.0948,8.2501,9.2348,8.8315,7.9277,9.0291,7.6399,8.38,8.7523,9.0157
new_1211372_1211476,8.2477,9.3735,8.6913,12.3749,13.097,13.934,8.3999,10.6828,8.4953,12.8314,13.0551,12.7493
BSU11360,8.0853,8.8415,7.9081,12.2755,12.4594,13.2335,8.1611,10.3151,7.8676,12.5706,12.2324,12.2807
BSU11370,8.2445,8.8174,8.1391,12.4036,12.8317,13.5442,8.4725,10.4891,8.045,12.9307,12.6489,12.7685
new_1213460_1213536,10.1109,9.2946,9.6651,14.9511,15.064,15.139,9.9646,11.3732,9.4277,15.2272,15.264,15.1318
BSU11381,10.0547,9.4243,9.8599,14.9729,15.1457,15.2858,9.9455,11.6333,9.7104,15.1581,15.1812,15.1385
BSU11382,9.7834,9.0539,9.5029,14.6183,14.7521,14.9231,9.6858,11.2184,9.4213,14.7979,14.6156,14.5142
BSU11390,8.1357,8.0452,8.1584,11.76,12.7144,12.6901,8.3248,9.6532,8.0694,12.3365,12.3484,12.0023
BSU11400,8.2417,8.2274,8.316,11.8715,12.7501,12.7145,8.3879,9.67,8.2125,12.2166,12.3715,11.9552
new_1217180_1217287,7.7482,7.5902,7.5169,9.0189,9.525,9.6649,7.7368,8.0231,7.6152,8.8701,8.9119,9.1637
BSU11410,7.6948,7.6304,7.605,8.569,8.7367,8.7679,7.7526,7.9566,7.548,8.5389,8.4404,8.5831
BSU11420,13.5556,12.4482,13.5353,10.7866,10.9887,11.0971,13.0824,13.1934,13.5697,10.9467,11.1652,11.5101
BSU_misc_RNA_13,13.8852,13.3207,13.8497,12.2261,13.6242,13.0804,13.0924,13.773,14.3216,12.5175,13.112,13.4583
new_1219686_1219848,13.8019,14.3102,13.8795,15.0189,15.4335,15.8792,14.0935,15.4887,13.828,16.0199,15.8426,16.3656
BSU11430,13.5983,14.017,13.4717,14.8499,15.01,15.4356,13.4619,15.1413,13.353,15.3239,15.4823,16.0089
new_1221487_1221593,11.5857,12.9161,11.605,12.694,13.2214,13.4195,11.668,13.1627,11.5112,12.8351,13.2656,13.6701
BSU11440,10.1076,11.7143,10.388,11.0361,12.1124,12.2862,10.41,11.7517,10.5365,11.6625,12.221,12.4218
BSU11450,10.6358,11.7134,10.5921,11.5504,12.3838,12.4916,10.6754,11.8833,10.5432,12.0595,12.3267,12.6692
BSU11460,11.3571,12.2699,11.365,12.4749,13.2203,13.1023,11.3096,12.5098,11.2775,12.9265,13.2178,13.2866
BSU11470,11.2902,11.9719,11.0425,12.3637,13.0573,12.8449,11.0769,12.3895,10.996,12.762,12.7098,13.091
BSU11480,8.7758,8.1006,9.0014,8.4489,9.845,9.3671,8.7098,9.2597,9.1402,8.7076,9.5356,9.41
new_1226858_1226937,12.8821,14.0377,13.2051,12.3581,13.3961,13.0209,12.7319,12.5172,13.3632,12.3446,13.2091,13.3751
BSU11490,12.5816,13.9377,13.2295,12.1574,13.4339,12.8878,12.3134,12.5724,13.38,12.2617,13.175,13.1803
new_1227517_1227631,12.9651,14.3568,13.6801,12.5631,14.0097,13.5099,12.6339,13.2824,13.7533,12.5722,13.8804,13.885
BSU11500,15.6731,15.0075,15.837,15.2774,15.5359,15.7376,15.0215,16.3006,15.6847,15.5782,15.82,15.9626
BSU11510,7.1804,8.1001,6.9756,7.3299,7.1071,7.0648,7.4241,7.3041,6.9588,7.1573,6.8936,7.0007
new_1228135_1228924,9.1192,9.0783,9.3914,8.1585,8.4791,8.4695,8.9807,8.3002,9.6825,8.2688,8.6117,8.6665
new_1228926_1229067,12.1662,11.9865,12.6759,12.2181,13.4522,13.2001,11.8517,13.1802,12.975,12.4368,13.5602,13.5449
BSU11520,13.8356,13.2003,13.7658,13.2266,14.3985,13.989,13.0512,14.5638,13.8373,13.5609,14.287,14.4364
new_1229759_1229848,7.7972,7.7251,7.7175,8.3571,8.2995,8.0461,7.7373,7.6038,7.7709,8.0297,8.3192,8.5642
new_1229850_1229914,7.8284,7.6503,7.723,8.5165,9.714,8.6316,7.737,8.5672,7.7392,8.4149,9.2175,8.7371
BSU11530,7.4508,7.24,7.2367,7.9452,8.736,7.8001,7.5401,7.9387,7.1199,7.8522,8.6525,7.8385
BSU11540,13.3635,13.0083,13.3894,12.9504,13.6931,13.7825,13.0115,13.9502,13.5165,13.2687,13.7335,14.1848
new_1233096_1233397,8.7261,8.2887,8.3649,8.8384,8.7301,9.7175,8.645,8.5829,8.521,8.7777,9.0714,9.9285
BSU11549,7.1325,7.9651,6.9073,7.2978,6.9669,7.0137,7.7148,7.6828,7.5528,7.3319,7.5602,7.6451
new_1233399_1233524,12.0353,15.4206,10.0682,14.6433,13.2446,14.1982,13.9625,13.1428,13.9435,14.9914,11.2819,13.445
BSU11550,13.1105,12.3282,13.2764,12.3634,13.4015,13.269,12.5237,13.062,13.4479,12.393,13.2357,13.5159
new_1233877_1235778,7.2529,8.2738,7.4897,7.3684,7.3554,7.088,8.0403,7.5127,8.3658,7.423,7.7531,7.2796
BSU11560,13.3989,12.3993,13.4772,12.4723,13.5948,13.554,12.8623,13.3101,13.8083,12.6341,13.4874,13.5647
new_1234909_1235088_c,13.575,12.2586,13.2399,12.688,13.3084,13.6946,12.9174,13.3866,13.5814,12.7297,13.4368,13.6133
BSU11570,13.6745,13.0184,13.1653,13.4046,14.0967,13.5739,12.9734,13.4211,13.1531,13.2781,13.8079,13.415
new_1235709_1235911_c,12.9449,12.469,12.7762,12.8497,13.801,13.1973,12.4407,12.8271,12.9097,12.5129,13.2193,12.809
BSU11580,10.9909,10.3024,11.0534,9.7372,10.0265,10.1664,10.6585,10.9366,11.1836,9.8054,10.0228,10.4807
BSU11590,12.9047,13.573,13.5761,11.3788,12.6611,12.2118,12.5549,12.4623,13.688,11.5855,12.5834,12.8866
BSU11600,12.3501,12.6722,12.638,11.1896,12.335,12.0388,11.9292,12.0465,12.879,11.5203,12.4626,12.5457
BSU11610,12.7882,13.2761,13.2067,11.7389,12.7947,12.5365,12.6295,12.5493,13.1986,12.2748,12.8502,13.2206
BSU11620,12.4545,12.8335,12.9808,11.1378,12.3065,11.975,12.1304,12.2381,12.9939,11.943,12.4091,12.701
BSU11630,9.3044,8.9229,9.4696,8.8821,9.6221,9.3309,9.0618,9.8167,9.6316,9.114,9.6326,9.8937
new_1240279_1240355,8.5751,9.1145,9.1819,7.426,7.4055,7.3938,9.1044,7.5785,9.3515,7.2226,7.1675,7.2735
BSU11640,9.0809,10.0657,9.3713,7.4489,7.377,7.3727,9.1156,7.7176,9.5836,7.3323,7.2814,7.271
BSU_misc_RNA_14,11.1517,10.9847,11.2747,10.2712,11.5776,10.9912,10.304,11.6226,11.2264,9.8922,11.3417,11.2317
BSU11650,8.2635,8.4711,8.487,7.9369,8.2871,8.1659,8.379,8.274,8.5281,8.0249,8.2822,8.3584
BSU11660,8.3517,8.6333,8.4216,8.0039,8.2987,8.2298,8.5384,8.3262,8.5537,8.1068,8.3141,8.4531
BSU11670,8.3608,8.5582,8.3807,7.973,8.1604,8.1226,8.5041,8.3105,8.4677,8.0895,8.2182,8.4151
BSU11680,8.7667,9.0441,8.952,8.4087,8.6889,8.5282,8.8174,8.6409,8.7123,8.5041,8.7939,8.8417
BSU11690,8.8696,8.8526,8.9121,8.1921,8.4395,8.4084,8.6468,8.7121,8.5759,8.2396,8.5258,8.5894
BSU11700,9.2489,9.3045,8.8892,8.2606,8.6817,8.4916,8.7845,8.7683,9.0503,8.4078,8.6557,8.8078
BSU11710,8.2874,8.4661,8.36,7.7994,8.1739,7.8917,8.2296,8.2594,8.3964,7.7627,8.0026,8.0429
BSU11720,14.5068,14.4711,14.2763,12.0305,13.3427,12.8013,13.8594,14.225,14.2661,12.5452,13.42,13.2833
BSU11730,8.3409,8.6719,8.0447,7.7619,7.4606,7.7981,8.3098,8.1036,8.1839,7.8023,7.8358,8.2162
BSU11740,7.0379,6.8062,6.8241,7.4194,6.9372,7.0429,7.3162,7.2418,6.6859,7.1318,7.0125,7.1316
new_1249889_1250015_c,7.0754,6.8958,6.9098,7.4544,7.0779,7.1641,7.3086,7.3101,6.829,7.1914,7.0378,7.3002
BSU11750,7.0981,6.8141,6.9243,7.4059,6.9647,7.1677,7.2934,7.2688,6.8615,7.1753,7.1163,7.2884
BSU11760,7.2487,7.017,7.3617,7.5557,7.3227,7.4048,7.3618,7.4237,7.1599,7.3136,7.3607,7.4949
new_1251175_1251272_c,7.3517,7.3443,7.3542,7.6908,7.3522,7.4423,7.5563,7.488,7.2081,7.4881,7.4698,7.533
BSU11770,7.5344,7.5365,7.4492,7.8022,7.4403,7.4962,7.6558,7.6442,7.2701,7.5778,7.5288,7.6603
BSU11780,7.1982,7.0146,7.1164,7.5252,7.148,7.2938,7.358,7.3817,7.0805,7.2613,7.2562,7.348
new_1252061_1252565_c,6.9371,6.7639,6.6058,7.258,6.795,6.9247,7.1443,7.0782,6.4891,7.0148,6.8742,6.8949
BSU11790,7.3375,7.2067,7.1399,7.3669,7.0892,7.089,7.4528,7.2898,7.2111,7.1098,7.038,7.1037
new_1252566_1252752,7.4647,7.3004,7.3216,7.7096,7.2699,7.3029,7.492,7.3849,7.281,7.3797,7.319,7.2026
BSU11799,7.1286,6.8966,6.8046,7.3387,6.8442,6.9906,7.3268,7.2948,6.6468,7.1262,6.8781,6.9048
BSU11809,7.1406,7.3255,7.594,7.2942,7.0452,7.4431,7.3392,7.3583,7.689,7.1357,6.8927,7.3975
new_1253253_1253384,7.1339,6.8769,7.0411,7.3612,6.8709,7.1581,7.3299,7.2351,6.8699,7.1305,6.8751,7.0554
BSU11810,7.1209,7.136,7.0717,7.365,6.7935,7.0818,7.3719,7.2925,6.9393,7.1267,6.8505,7.0584
new_1253669_1254769,7.1363,7.281,7.0839,7.3008,6.9242,6.9814,7.3083,7.1715,6.9195,7.0226,6.964,6.9742
BSU11820,8.8375,10.1718,9.3326,7.7424,7.9224,7.5651,8.7353,7.8303,9.4597,7.5397,7.7624,7.7358
new_1255867_1256041_c,8.7567,9.7775,9.2429,7.7128,7.9932,7.7295,8.5692,7.7445,9.4748,7.5269,7.7194,7.8891
new_1255943_1256078,8.3832,8.3758,8.8848,9.3391,10.3214,10.4348,8.271,10.2909,8.6131,9.3432,10.003,10.3875
BSU11839,9.7392,10.0044,9.9109,10.1796,11.12,10.7071,9.3955,11.1729,9.7541,9.9533,10.9589,10.9474
BSU11840,14.2522,13.0201,13.9913,13.9408,14.6102,14.5169,13.7255,14.7593,13.8912,14.6739,14.8048,14.8416
BSU11850,13.7982,12.7442,13.7984,13.9477,14.6118,14.6118,13.5063,14.6419,13.754,14.4575,14.7969,14.9553
BSU11860,13.6304,12.7904,13.8683,13.8292,14.6397,14.6,13.4266,14.7786,13.8472,14.2658,14.7326,14.8069
BSU_misc_RNA_15,11.6612,9.6274,10.2378,11.7393,12.461,12.7716,11.0836,12.624,9.9674,12.5144,12.6191,12.9283
BSU11870,10.7001,9.4217,9.712,11.4703,11.8815,12.4616,10.799,12.1015,9.7696,12.3005,12.0646,12.5436
BSU11880,10.5493,9.1345,9.287,11.2523,11.6022,11.8643,10.4763,11.5575,9.2833,11.9131,11.6635,12.0848
new_1260806_1262335,7.8233,7.1753,7.1792,8.0989,7.9974,8.3697,7.9279,8.1011,7.108,8.0315,7.9136,8.4326
BSU11890,9.606,9.0181,9.7597,9.4181,10.0908,10.0172,8.8963,9.2471,9.713,9.493,9.6734,9.9411
BSU11900,8.104,7.7916,7.8358,9.2449,9.4138,9.7605,8.1545,8.7344,7.9425,9.458,9.4615,9.6704
BSU_tRNA_83,9.7727,10.893,11.6358,8.3216,12.5518,8.3727,8.6503,11.3727,10.5949,8.552,9.4387,9.7436
new_1262876_1263611_c,10.4596,10.0355,10.2164,10.1892,11.4053,10.6959,9.5561,10.7111,10.0021,10.2831,11.2482,11.2152
new_1262896_1264544,8.2257,9.3324,8.5777,7.9566,8.6401,7.7041,8.0795,8.6233,8.939,7.7069,8.0171,7.6644
new_1263613_1263701_c,13.1044,13.4427,12.9589,10.3652,12.0506,11.1425,12.1341,12.3491,12.6282,10.9184,11.9575,11.6925
BSU11910,14.9994,15.2878,14.9006,13.2057,14.3984,13.3854,14.4444,14.2996,14.7067,12.9341,14.0924,13.638
new_1264932_1265017_c,14.3435,14.4244,14.6924,11.4333,14.2078,12.9654,13.1123,14.0615,14.7333,12.4202,13.8486,13.6317
BSU11920,13.0784,12.5296,12.8055,11.5574,12.5629,12.1212,11.9698,13.0814,12.902,11.2419,12.2248,11.9559
new_1265432_1265529,8.8227,8.8643,8.8319,8.7959,9.7306,9.0559,8.7948,9.2731,8.7722,8.8694,9.6683,9.4694
BSU11928,8.7711,9.034,8.8717,8.7863,9.7694,9.0745,8.8459,9.3039,8.8156,8.8755,9.6135,9.4949
BSU11929,8.7167,8.9895,8.7031,8.7887,9.7288,9.0843,8.8241,9.2429,8.7793,8.8718,9.5461,9.2977
BSU11930,8.7476,9.1092,8.8156,8.7688,9.7119,9.1067,8.852,9.3267,8.8651,8.9483,9.559,9.5765
new_1266349_1266589,9.9301,9.747,9.5976,9.5534,9.9783,9.5644,9.6343,10.0767,9.6792,9.5827,10.2203,10.2756
BSU11940,14.1396,13.7213,13.7188,14.2849,15.1067,14.5144,13.5781,13.6076,13.7233,13.8052,14.734,14.411
BSU11950,13.7023,12.9367,13.1103,14.2221,14.8235,14.3765,13.0327,13.6209,12.8636,13.5354,14.4466,14.3006
BSU11960,7.2544,7.134,6.8811,7.5913,7.3996,7.3348,7.5336,7.2903,6.8637,7.2305,7.128,7.2834
BSU11970,11.9176,12.4221,11.6878,10.8405,10.7499,11.694,11.8045,12.0347,11.7289,11.3473,11.463,12.4125
new_1268593_1268828,11.7123,12.7171,12.222,10.7105,11.5377,11.8252,11.6342,12.3685,12.3122,11.3252,11.5254,12.6298
BSU11980,11.5416,12.3803,11.6859,10.5625,10.9055,11.3998,11.3967,11.9357,11.7244,10.9801,11.0092,12.0021
new_1269585_1269672,12.1741,12.7073,11.9041,10.7603,11.286,11.9028,11.875,12.6851,11.9522,11.4356,11.6064,12.5276
new_1269672_1269732_c,11.9188,8.7815,11.9809,13.0913,15.3995,14.3566,10.8818,13.0329,11.3986,13.106,15.0044,13.952
BSU11990,11.7319,8.7576,12.0982,12.9626,15.3438,14.4689,10.9341,13.249,11.4137,13.094,14.9332,13.8896
new_1270127_1270583_c,8.5062,8.5274,8.3241,10.5968,11.6598,10.8773,8.8166,11.1679,8.2983,10.3058,11.3071,10.8756
BSU12000,8.9983,10.9364,9.0575,9.8542,10.7602,10.5106,9.5765,10.7066,8.9186,9.8364,10.4833,10.9313
BSU12010,7.6341,10.4924,8.8563,8.5552,8.7092,8.9685,7.9268,8.0349,8.774,8.7881,8.9538,9.4307
BSU12020,7.7153,10.0642,9.1608,8.9788,9.3418,9.4849,7.8452,8.3469,9.2294,9.1561,9.4435,9.877
new_1275640_1275738,7.7435,10.1441,9.408,9.1138,9.5083,9.6049,7.8319,8.4157,9.3934,9.1956,9.447,10.0762
new_1275740_1275808,11.668,12.9191,12.563,10.5713,12.1109,11.2493,11.5067,11.0659,12.8929,10.7098,12.0019,11.8133
BSU12030,12.0447,12.9198,12.5777,11.2722,12.2057,11.4173,11.3395,11.3933,12.8272,11.291,12.0899,11.7895
BSU12040,10.1135,10.072,10.2991,9.2904,10.5375,9.6377,9.4765,9.8309,10.4329,9.1651,10.065,9.6773
new_1276876_1277061_c,7.2583,8.1057,6.8087,7.3516,6.8325,7.0308,7.5053,7.1418,6.6166,7.067,6.9124,6.7858
BSU12050,7.7171,8.688,7.3887,7.4685,7.1162,7.1284,7.7667,7.5216,7.0175,7.0915,7.1249,7.1296
new_1277495_1278195_c,8.6382,10.0588,8.6975,8.0631,8.8049,8.2202,8.493,8.9908,8.6487,8.1271,8.6124,8.3841
BSU12060,10.6848,10.4284,10.7135,9.535,10.044,9.7499,10.2734,11.2929,10.8868,9.4001,10.0194,10.1226
BSU12069,10.1095,11.6888,10.3766,8.8813,9.7915,9.1517,9.6842,10.1103,10.1581,8.8924,9.4527,9.2656
BSU12070,8.7478,9.6099,9.1129,8.1421,9.1849,8.2384,8.4102,8.0181,9.3042,7.9282,8.844,8.2909
new_1278946_1279513_c,8.2298,7.3349,7.8587,7.6516,8.0012,7.3304,7.6542,7.192,7.8452,7.3929,7.7805,7.142
new_1279022_1279523,10.381,10.8179,10.7195,9.8073,10.9542,10.1708,9.789,10.4792,11.0136,9.6534,10.8768,10.6927
BSU12080,10.6351,8.163,10.8907,8.2501,10.4027,8.561,9.9507,7.3862,10.9779,8.4758,9.9859,8.1611
BSU12090,7.5764,8.5873,7.5555,7.8149,8.1218,7.9368,7.648,8.4535,7.7085,7.5377,7.9166,7.9983
new_1281024_1281127,11.718,13.3422,12.0391,11.3385,13.1433,12.03,11.3687,13.0991,12.4221,11.0312,13.0338,12.8885
BSU12100,11.9211,13.3438,12.136,10.8138,12.423,11.4037,11.5816,12.7981,12.4024,10.4157,12.311,12.1221
BSU12110,8.6713,8.8145,8.5906,8.6052,9.4523,8.9323,8.4181,8.8847,8.4647,8.7442,9.1189,8.424
BSU12120,11.7452,11.0703,11.1026,11.8519,12.9119,12.3099,10.9926,12.2006,10.8869,11.9862,12.7438,12.3135
BSU12130,7.0009,6.8765,6.7103,7.3247,6.7459,6.907,7.2512,7.1072,6.5239,7.023,6.7521,6.9051
BSU12140,9.1431,9.0776,9.469,8.5986,9.9068,9.3908,8.498,8.7206,10.0411,8.6233,9.4867,9.356
BSU12150,6.9392,6.7747,6.6372,7.3817,6.8406,6.9801,7.2688,7.1757,6.5197,7.066,6.9481,6.9471
BSU12160,7.1977,7.1165,7.0747,7.5104,7.4426,7.4303,7.4234,7.6784,6.944,7.4371,7.5883,7.6047
BSU12170,7.351,7.2424,7.1715,7.5991,7.5516,7.5473,7.511,7.8245,7.1974,7.4678,7.5856,7.7831
new_1289139_1289257,7.3546,7.2835,6.9685,7.6096,7.0196,7.1005,7.4879,7.4248,6.7943,7.3775,6.976,6.9976
BSU12180,11.2251,12.0337,12.3436,10.1686,10.9865,10.3123,10.9233,10.8809,12.321,9.9234,10.5656,11.2236
BSU12190,8.437,8.9518,9.0499,8.2859,9.1045,8.7438,8.382,8.4192,9.178,8.329,8.8143,8.8964
BSU12200,10.1367,9.3807,10.2215,8.8451,9.5685,9.3582,9.4005,10.0641,10.3734,8.6962,9.3158,9.2852
new_1291003_1291419_c,6.9931,6.781,6.6419,7.293,6.6651,6.9038,7.259,7.0975,6.5053,6.9603,6.8667,6.9165
new_1291189_1291343,10.1028,8.4653,9.9365,9.8711,10.6314,11.0769,9.793,10.5567,10.0581,10.0281,10.2813,10.915
BSU12210,10.0719,8.6412,9.8954,9.4711,10.4813,10.4091,9.8085,10.1635,10.0221,10.0617,10.3846,10.3654
BSU12220,10.0766,8.8631,9.6998,9.0207,10.182,10.1225,9.4938,9.9148,9.815,9.6722,10.2118,10.0693
BSU12229,10.0605,9.3738,9.6769,8.1888,9.0155,8.6232,8.9847,8.9391,9.884,7.8846,8.4925,8.4574
BSU12230,12.4731,12.1658,12.6599,10.8808,11.5934,11.6015,12.1493,11.9784,12.8704,11.45,11.502,12.1983
BSU12240,9.1145,9.5907,9.5803,8.1964,8.7497,8.7166,9.0096,8.7512,9.6656,8.2331,8.6071,8.726
BSU12250,9.5461,9.3192,9.5708,8.4134,8.6247,8.58,9.2199,8.7905,9.7284,8.3619,8.6268,8.6033
