SMMPr_1,SMMPr_2,SMMPr_3,LoTm_1,LoTm_2,LoTm_3,BMM_1,BMM_2,BMM_3,Cold_1,Cold_2,Cold_3
BSU16240,12.8782,12.7433,13.1139,11.0179,10.5492,10.8619,13.4347,13.2112,12.8744,13.4996,12.4087,11.542
BSU16250,13.764,13.6829,14.3314,11.8202,11.7383,11.9629,14.3575,14.1845,14.0954,14.5391,13.8376,13.4519
BSU16260,12.9409,12.8505,13.1697,11.0574,10.8357,11.041,13.6796,13.479,13.3561,13.9239,13.075,12.6431
BSU16270,13.4478,13.2866,13.6475,11.3261,11.15,11.5125,13.9612,13.7968,13.6549,14.2383,13.6793,12.7789
BSU16280,13.5132,13.39,13.7557,11.463,11.0124,11.4068,14.021,13.9545,13.7519,14.2387,13.5938,12.9809
BSU16290,13.3178,13.1967,13.6671,11.38,10.9471,11.2847,13.7853,13.8086,13.5231,13.9727,13.0498,12.496
BSU16299,13.6286,13.6894,14.0227,11.7352,11.538,11.6057,14.1704,14.0375,13.7644,14.3064,13.4453,12.7699
BSU16300,13.7165,13.7056,14.2807,11.6992,11.5708,11.7189,14.348,14.2446,14.1534,14.3944,13.7266,13.2847
BSU16310,13.2552,13.1966,13.5201,11.2587,10.9207,11.0878,13.8383,13.7001,13.4285,13.7798,12.9209,12.5267
BSU16320,13.2608,13.0981,13.4664,11.1592,10.7263,10.9005,13.729,13.5757,13.437,13.4413,12.5448,12.1027
BSU16330,13.5412,13.4713,13.8135,11.4965,10.8029,11.2366,14.0454,13.9594,13.7614,13.6166,12.8944,12.5658
BSU16340,13.2451,13.2529,13.6338,11.3593,10.9184,11.2195,13.84,13.8357,13.5778,13.6432,12.9595,12.2533
BSU16350,13.1217,13.0108,13.5805,11.233,10.7675,10.8957,13.6552,13.5009,13.6158,13.4531,12.8467,12.2578
BSU16360,12.1192,12.2097,12.555,10.3224,9.8306,10.256,12.9447,12.9854,12.7311,12.9439,11.9983,11.5123
BSU16370,12.1512,12.2424,12.5884,10.4929,9.8814,10.305,12.9571,12.9975,12.8305,13.0483,12.1869,11.6773
BSU16380,12.1362,12.027,12.3203,10.3241,9.7413,10.0391,13.0694,12.9835,12.7607,13.1768,12.3265,11.6918
BSU16390,11.961,11.8138,12.2067,10.0391,9.5476,9.8471,12.9153,12.7451,12.5835,13.1721,12.2989,11.6519
BSU16400,12.3451,12.2913,12.5906,10.2328,9.8025,10.0005,13.1144,13.0041,12.9605,13.4107,12.8405,12.1993
BSU16410,12.2272,12.1527,12.3352,10.2881,9.6188,9.8995,13.1239,13.0271,12.7303,13.4187,12.5904,11.5446
BSU16420,12.355,12.2636,12.7038,10.0541,9.669,10.044,13.2386,13.1623,13.1203,13.4116,12.7705,11.9521
BSU16430,12.4839,12.4768,12.7384,10.3833,9.9675,10.2251,13.3148,13.2048,13.1818,13.3501,12.6955,11.9922
BSU16440,12.4908,12.4426,12.8134,10.313,9.8835,10.1815,13.2237,13.0675,13.053,13.3521,12.5226,11.886
BSU16450,12.0142,12.1856,12.2467,9.9277,9.4226,9.6735,12.9472,12.7031,12.7102,13.1364,12.2109,11.4356
BSU16460,12.3785,12.4084,12.6223,10.091,9.6779,9.8617,13.1714,12.9813,12.963,13.3351,12.556,11.5308
BSU16470,12.6381,12.5303,12.7314,10.7056,10.2821,10.3941,13.3383,13.3159,13.4853,13.728,12.674,12.1897
BSU16480,12.8344,12.8157,13.094,12.3728,12.1735,12.4782,13.4764,13.3754,13.6882,13.8187,13.3813,12.6322
new_1717808_1717932,15.6973,15.7162,15.5839,15.6382,15.6911,15.7257,16.0414,16.1235,15.4663,16.1031,14.8181,14.9226
BSU16490,16.1374,16.25,16.396,15.9013,15.8958,15.8546,16.4388,16.3962,16.4701,16.4532,16.426,16.112
new_1718700_1718774,15.2776,15.7675,16.0518,15.4064,15.5893,15.2729,16.3177,16.0995,16.395,15.8917,15.7406,15.418
BSU16500,14.9091,15.0208,15.2824,14.4995,14.4164,14.3385,15.4293,15.1717,15.4503,15.0103,14.5896,14.3459
new_1719657_1719801,14.0311,14.3428,14.3188,14.3876,14.4751,14.4789,14.9929,14.9626,14.9278,14.9065,14.4111,13.9897
BSU16510,14.1589,14.0907,14.2327,14.1551,14.1533,14.0799,14.8947,14.6883,14.6695,14.6863,13.9821,13.5553
BSU16520,14.1744,14.2583,14.5576,14.2925,14.2626,13.9127,14.8031,14.6856,14.9508,14.6238,14.2262,13.9337
new_1721108_1721213,14.0103,13.9981,14.1508,14.7924,14.7686,14.5587,14.4586,14.3769,14.3895,15.2533,14.6546,13.9111
BSU16530,12.6578,12.6921,12.866,13.6497,13.5138,13.3439,13.5103,13.2879,13.3141,14.2109,13.684,13.2816
BSU16540,12.3097,12.1894,12.3437,13.056,12.4924,12.7131,13.1114,13.0662,12.9304,13.8595,12.8945,12.4656
BSU16550,12.4307,12.4525,12.5344,13.4445,12.9278,13.1603,13.4249,13.1955,13.2614,13.6055,12.8722,12.4287
BSU16560,13.3383,13.3607,13.3805,13.9357,13.643,13.6797,14.0091,13.8183,13.719,14.3232,13.5309,12.9373
BSU16570,12.9883,12.9366,13.0755,13.0915,12.8646,12.891,13.5122,13.3763,13.3977,13.8913,13.1844,12.8439
new_1727025_1727132,12.273,12.5298,12.5972,12.4419,12.1805,12.0769,12.8213,12.8037,12.3819,13.139,12.5292,12.0511
BSU16580,11.4988,11.548,11.6757,11.7857,11.4725,11.3626,12.1042,11.8172,11.8362,12.6213,11.8085,11.3037
new_1731447_1731511,9.9799,10.6258,11.0025,11.5165,11.342,10.665,11.0329,11.0465,11.3236,11.9401,11.7207,11.5922
new_1731513_1731580,10.0338,10.7806,11.0006,11.8947,11.6146,12.3829,11.1485,11.0835,11.3429,12.0943,11.7057,11.5722
new_1731582_1731775,15.1804,15.2642,15.2308,16.4078,16.2709,16.1788,15.8064,15.5895,15.8384,16.4875,16.3891,15.5554
BSU16590,14.5901,14.6342,14.6398,15.7156,15.5904,15.5295,15.1977,15.1025,15.1734,16.4659,16.1163,15.6371
BSU16600,14.186,14.3294,14.4303,15.3312,15.0447,15.021,14.7209,14.6042,14.6468,15.9186,15.5553,14.9845
BSU16610,14.1465,14.1874,14.4328,15.1863,14.9151,14.8158,14.6943,14.5095,14.5069,15.8289,15.136,14.4257
BSU16620,14.166,14.3806,14.5224,15.3473,14.9918,15.1158,14.7524,14.6432,14.5333,15.793,15.3099,14.5363
BSU16630,13.7573,13.8745,14.0816,14.8713,14.5855,14.4821,14.246,14.0969,14.3005,15.5694,15.204,14.9373
BSU16640,13.8877,14.0434,14.2675,15.1724,15.4346,14.8163,14.3254,13.9693,14.4653,15.5846,15.3762,14.647
BSU16650,12.6951,12.6545,13.0853,13.639,13.9184,13.3928,13.1233,12.9017,12.7749,14.756,13.7974,12.9364
BSU16660,10.6008,10.6218,10.7632,11.4193,11.5243,11.0535,11.6236,11.4762,11.379,13.059,12.407,11.7234
BSU16670,12.2719,12.1516,12.294,13.5142,13.3461,13.2912,12.6653,12.599,12.98,13.6123,13.0119,12.5722
new_1738824_1738940,16.1118,16.2997,16.2542,16.4467,15.8471,16.2822,16.1113,16.3513,15.9611,16.4615,15.7691,15.1115
BSU16680,16.1146,16.1418,16.4409,16.4707,16.4431,16.3232,16.343,16.3812,16.462,16.483,16.4495,16.3392
new_1739238_1739323,14.6281,14.6394,14.8782,16.3804,16.2103,15.9871,15.4977,15.4972,15.581,16.4884,16.4657,16.041
BSU16690,14.0328,14.0716,14.3308,15.3605,15.1868,15.0991,14.5723,14.4882,14.4709,15.8158,15.1563,14.7415
new_1741529_1741617,10.832,11.1055,11.0186,12.7416,12.5405,12.4796,12.0952,11.9953,11.7838,12.1288,11.5321,10.733
BSU16700,10.6469,10.5615,10.6942,12.5465,12.3219,12.2572,11.8164,11.621,11.5854,11.5716,10.6582,10.523
BSU16710,10.708,10.8182,10.7827,12.3363,12.1658,12.3851,11.8105,11.5701,11.5227,11.4918,10.5279,10.1944
BSU16720,9.736,9.5954,9.1942,12.4745,12.5868,12.682,7.7021,7.6682,7.8108,7.4113,7.5416,7.5672
new_1744182_1744236,9.6081,9.4703,9.0604,12.3501,12.4889,12.5597,7.6576,7.4852,7.6123,7.316,7.4081,7.4839
new_1744297_1744366,9.4971,10.8548,10.6583,9.1168,8.8416,8.9878,7.1829,7.2788,7.3645,7.1285,7.3729,7.4291
BSU16730,10.8676,10.8155,11.1819,9.1737,8.7848,9.6479,7.3716,7.2595,7.4587,7.2618,7.3581,7.4209
BSU16740,11.1194,11.0289,11.4135,9.6395,9.1749,10.0734,7.6536,7.4468,7.7033,7.3463,7.4925,7.5173
new_1745919_1745990,14.6088,14.898,14.7921,14.8873,14.7267,14.6687,15.1525,15.034,14.5885,14.3023,13.1193,12.1252
BSU16750,14.3744,14.4365,14.7458,14.4056,14.1566,14.1538,14.8748,14.8277,14.6675,13.6228,12.9885,12.4816
new_1747032_1747122,13.3944,13.4049,14.1298,13.0701,13.1035,12.9645,14.0861,13.906,14.38,12.5164,12.5676,12.1171
BSU16760,12.8665,12.9156,13.1207,12.2797,11.9072,12.0501,13.6852,13.5015,13.4448,12.4174,11.3726,10.8453
BSU16770,13.2401,13.3978,13.6579,12.7058,12.4214,12.4008,14.0975,13.9023,13.7708,12.8999,12.111,11.461
new_1748711_1749895_c,8.1303,8.0376,7.9412,11.5179,11.529,11.8467,6.7455,6.9262,7.4766,7.1922,7.4061,7.4474
BSU16780,13.5097,13.458,13.6575,13.2323,12.9155,12.8487,13.9541,13.8173,13.9102,14.4552,13.783,13.3165
BSU16790,9.6671,9.282,9.0689,11.0706,11.0599,11.8499,8.5677,8.3745,8.6627,9.9443,9.1653,8.8659
BSU16799,9.1297,8.7334,8.7271,10.5121,10.2699,11.1726,8.0817,8.0042,8.3088,9.5571,9.0238,8.7463
BSU16800,10.9047,10.8398,11.0577,12.4146,12.0063,12.1243,11.8069,11.6094,11.6227,13.9438,13.153,12.6542
new_1754642_1754742,11.3218,11.2896,11.8513,12.5698,12.2657,12.3107,12.124,11.881,11.9867,14.1843,13.678,13.4236
BSU16810,12.9644,12.7413,12.8559,14.2271,13.936,13.8387,13.5465,13.3809,13.5527,14.6853,14.2892,13.9939
BSU16825,9.889,9.5961,9.5223,11.6942,11.2401,11.7044,9.5462,9.2558,9.4385,10.8776,10.0996,9.8914
BSU16845,12.6573,12.9424,12.8221,12.5913,12.5281,12.8406,12.0979,11.9066,12.4285,11.5388,11.0319,10.7001
BSU16860,12.5712,12.8115,12.8329,12.6083,12.4087,12.7288,11.8308,11.6186,12.1844,11.4326,10.8154,10.3107
new_1759601_1759654,9.8731,10.1882,10.3002,10.6918,10.5311,11.0563,10.2872,10.0522,10.403,9.2049,8.7213,8.4333
BSU16870,9.852,10.1083,10.122,10.5445,10.4931,10.7233,10.1089,9.7013,10.2249,9.2295,8.6246,8.3314
BSU16880,13.9687,13.5133,13.3111,14.5959,14.8328,15.2623,10.388,10.0767,10.9,9.5812,9.4592,9.3256
BSU16890,12.8556,12.8069,12.8182,14.1486,13.9111,14.1872,13.4771,13.1661,13.2107,14.7424,13.8262,13.1504
BSU16900,12.3248,12.4635,12.7449,13.8932,13.3984,13.5651,13.0153,12.6536,12.7641,14.1172,13.2973,12.4049
BSU16910,13.1579,13.101,13.1699,14.0556,13.615,13.7487,13.5813,13.3515,13.5066,14.6778,13.7601,13.255
BSU16920,11.3145,11.2409,11.3723,11.3406,10.7322,10.8545,12.0229,11.8872,11.8939,12.3642,11.3988,10.7506
BSU16930,11.7594,11.6721,11.9263,11.5601,11.4652,11.2938,12.6694,12.3909,12.1232,12.882,11.7621,10.9617
new_1764473_1764599,11.9493,12.0042,12.1722,12.0023,11.9073,11.5054,12.721,12.4635,12.7392,12.8922,12.1796,11.4332
BSU16940,14.4944,14.5837,14.9288,14.9947,14.7687,14.5655,14.3471,14.0508,14.189,15.492,14.9744,14.529
new_1765748_1765813,8.9532,8.557,9.1479,11.0304,10.6683,11.0237,8.7714,8.7979,9.2531,10.2882,10.1852,9.988
BSU16950,12.1063,11.9785,12.1835,10.7996,10.4699,10.6877,11.571,11.5238,11.3438,10.8556,10.4737,9.9448
new_1767035_1767134,12.4226,12.3146,12.5892,11.1386,10.8755,11.1368,11.8419,11.7242,11.7844,11.4107,10.9093,10.307
new_1767136_1767309,15.894,15.9291,16.1779,16.0998,16.2056,15.882,15.8951,16.1561,15.9575,16.4157,15.9556,15.3177
BSU16960,15.2492,15.2638,15.3867,15.3164,14.8748,15.0871,15.202,15.0343,14.8651,15.556,14.9783,14.2965
BSU16970,11.9799,11.976,12.2068,13.1764,12.5618,12.8811,12.6861,12.434,12.3783,13.673,13.0047,12.1827
new_1769795_1769934,14.5941,14.495,14.3369,15.9931,16.2618,15.8758,13.4007,13.1293,12.9286,15.2233,14.3757,13.2991
BSU16980,14.4943,14.3021,14.2824,15.8844,15.8782,15.8738,13.3395,12.868,12.5134,15.1458,14.0032,13.1111
new_1770236_1770410,9.2439,9.3566,9.3719,11.6293,11.2061,11.3223,8.7566,8.6525,8.8425,10.8906,10.4048,10.1959
BSU16990,8.2599,8.3885,8.5345,9.6991,9.4663,9.5362,9.6341,9.3309,9.3731,9.6759,9.0683,8.5097
BSU17000,7.599,7.7988,8.0028,8.3983,8.1072,8.0962,8.2059,8.1658,8.3268,8.0275,7.7932,7.6962
BSU17010,12.4854,12.4977,12.6113,13.5987,13.2867,13.2968,12.3619,12.3785,12.58,14.4614,14.059,13.485
BSU17020,13.2043,13.3637,13.6624,14.0545,13.9643,13.6677,12.4186,12.4419,13.0133,14.4811,14.2169,14.0366
new_1774965_1775066,13.7614,13.4248,13.0426,15.3497,15.392,15.6143,7.7991,7.608,7.8428,8.9269,8.7948,8.5725
BSU17030,13.7808,13.4747,13.3427,15.3258,15.3313,15.5276,8.7414,8.4355,8.6788,9.4997,9.0129,8.6684
BSU17040,11.2756,11.1658,11.2385,11.8087,11.4171,11.3945,11.595,11.2885,11.1117,12.9964,11.9862,11.445
BSU17050,11.1313,11.2127,11.2911,11.3021,10.9195,10.7879,11.3239,11.0225,10.9677,12.7934,12.0546,11.5421
new_1780123_1780617_c,10.366,10.4008,10.5389,9.122,8.7586,8.9263,10.2394,10.0884,10.1982,9.2147,8.6511,8.4938
new_1780399_1780532,11.4766,11.5184,11.6611,13.4233,13.5969,13.2901,8.3759,8.4403,8.3431,9.0641,8.6447,8.2715
BSU17060,11.2187,11.3052,11.4839,9.2247,9.1075,9.0712,11.2731,11.1445,11.3585,9.7343,9.3443,9.3263
new_1781074_1781165_c,12.3134,12.4012,12.2069,9.8856,9.7242,9.7227,12.193,11.5228,11.9591,10.3933,9.613,9.3745
BSU17070,8.1711,8.2583,8.2468,9.6722,9.5747,9.7315,7.7012,7.6793,7.7256,7.8443,7.8099,7.6048
BSU17080,10.8762,10.7901,11.0044,10.5377,10.3712,10.3436,10.4216,10.0886,10.2904,10.4112,10.1196,9.4105
new_1782643_1782712,11.185,11.1492,11.3134,10.5788,10.8257,10.6077,10.9068,10.8581,10.5356,10.3944,9.7906,9.148
BSU17090,10.4863,10.5523,10.7876,10.0969,9.9569,9.9711,10.1217,9.8507,9.8785,9.7402,9.2709,9.1303
new_1783391_1783658,11.3873,11.4717,12.1959,11.1257,10.7535,10.9373,10.8851,10.7778,10.8299,10.6915,10.4526,9.8031
new_1783660_1783762,13.0312,12.9295,13.2613,11.9011,11.9917,11.6588,12.6601,12.3414,12.3348,10.8013,10.0503,9.6982
BSU17100,12.5832,12.8076,12.8011,11.8284,11.6257,11.5479,12.259,11.8972,11.8773,10.7641,9.9853,9.6801
new_1784630_1785132,12.4367,12.4925,12.4478,11.6337,11.4776,11.3937,11.4828,11.3349,11.3196,9.6791,9.0925,9.0173
BSU17110,11.7145,11.8427,11.7844,10.763,10.6015,10.5959,10.6957,10.3167,10.524,9.2861,8.6328,8.4165
BSU17120,11.2121,11.3192,11.2895,9.9464,10.1099,10.0419,10.1295,10.0086,9.8406,8.5727,8.162,8.0298
BSU17130,11.1515,11.2821,11.2255,10.1925,9.8082,9.8328,9.8447,9.6221,9.6481,7.9855,7.7259,7.7385
BSU17140,10.6372,10.9138,10.7885,9.4855,9.3727,9.1909,9.6133,9.376,9.0926,8.1552,7.7937,7.6933
BSU17150,10.4152,10.3713,10.3879,8.995,8.775,8.7441,9.3056,9.0081,8.8492,7.8605,7.5521,7.606
BSU17160,10.5507,10.5579,10.3509,9.0254,8.7918,8.743,9.2994,9.1048,8.8891,7.96,7.7593,7.6705
BSU17170,10.4086,10.4075,10.4234,8.9926,8.6982,8.5727,9.3371,9.0391,8.9829,7.8604,7.5852,7.6251
BSU17180,10.4755,10.6356,10.4615,8.9676,8.8359,8.7967,9.3722,9.0711,9.0186,9.3147,8.4277,8.0989
BSU17190,10.8599,11.1021,10.8759,9.4817,9.411,9.3449,9.9696,9.5067,9.5524,10.7126,9.7022,9.1985
BSU17200,10.5549,10.8006,10.5022,9.0705,8.927,8.9033,9.7654,9.3537,9.4034,10.2417,9.3317,8.9814
BSU17210,10.9492,11.154,10.8943,9.2822,9.0724,9.1158,10.0837,9.6905,9.6528,10.3073,9.3286,8.9619
BSU17220,11.3246,11.524,11.2913,9.787,9.6103,9.5937,10.334,9.9369,10.0743,10.9458,9.9943,9.5239
BSU17230,11.2953,11.4521,11.5218,12.2982,11.9621,11.8901,11.6747,11.3506,11.5327,10.4337,9.9035,9.7512
new_1859884_1859964_c,9.0476,9.3517,9.41,9.7603,10.4361,9.6988,8.354,8.449,8.6944,7.8054,7.6273,7.4642
BSU17240,11.4123,11.5812,11.9027,11.1417,12.1559,11.4711,10.1721,9.9266,11.5573,8.7643,8.5296,8.4292
BSU17250,10.6286,10.8625,11.0275,9.7376,9.5391,9.3281,9.4837,9.2396,9.4138,8.4324,8.2561,7.9939
BSU17260,10.1385,9.5021,10.449,8.494,7.9418,8.5698,7.2648,7.2387,7.6497,7.4166,7.4087,7.4665
BSU17267,8.8124,9.0157,9.4104,9.6721,9.9045,9.5534,9.1475,9.0263,9.682,8.1418,8.3615,8.2467
new_1863194_1863382,6.8777,7.2239,7.2294,8.0511,7.9151,7.7114,7.2226,7.2659,7.5207,7.4438,7.5549,7.6547
BSU17270,8.6246,8.5987,8.7314,9.3011,9.2078,9.2017,9.2685,9.1167,9.3732,8.8663,8.6417,8.5304
BSU17280,9.7951,10.0661,9.9251,9.8538,9.7507,9.8357,10.097,9.8422,9.8335,8.4923,8.1157,8.0968
BSU17290,8.2615,8.3007,8.2718,7.6138,7.4591,7.4558,9.0738,8.99,9.4135,7.824,7.8399,7.6966
BSU17300,8.361,8.1468,8.1472,7.6667,7.5532,7.6701,9.2162,9.1769,9.4674,8.0216,7.7514,7.7435
BSU17310,10.837,10.8325,11.6209,8.1874,7.7907,8.2877,6.8204,6.8363,6.9849,7.0366,7.1968,7.1245
BSU17320,9.7354,9.3619,8.9612,12.0573,12.0425,12.3302,7.2294,7.2748,7.4529,7.143,7.2456,7.3115
BSU17330,11.0798,10.7781,10.8261,12.4093,12.4978,12.6249,11.045,10.9106,11.294,11.6956,11.1658,10.8956
BSU17340,14.1813,14.4613,14.328,14.2071,13.9726,13.6864,12.3258,12.2938,12.5175,13.7985,13.1215,12.963
BSU17350,10.9071,10.859,10.8854,11.4272,11.2682,11.0647,9.9025,9.7839,9.6553,10.6381,9.9046,9.7995
BSU17360,12.0472,12.0578,12.1701,12.2087,12.0887,11.9049,12.0546,11.7993,11.9313,11.9435,11.5839,11.1952
new_1868375_1868451,12.1662,12.1374,12.2398,12.2272,12.3364,12.078,13.4768,13.0507,12.5918,12.3078,11.7593,11.2626
new_1868453_1868560,11.5422,11.4853,11.3493,11.5371,10.9387,11.1342,13.278,13.0563,12.9946,12.2997,11.5355,11.1573
BSU17370,13.0739,12.8167,12.9231,12.753,12.1955,12.2517,13.8106,13.7377,13.4349,12.4047,11.4949,10.9823
BSU17380,12.8347,12.8888,13.1045,12.3782,12.0375,12.0987,13.8324,13.5756,13.5922,12.4063,11.6866,11.3009
BSU17390,12.6155,12.8406,13.1206,12.2447,11.9394,11.8428,13.5131,13.396,13.4311,12.2615,11.7203,11.3151
new_1872092_1872751_c,8.3643,7.9938,8.6083,8.3472,7.4698,8.5547,6.7686,6.9495,7.3917,7.0186,7.2362,7.3427
BSU17400,11.3826,11.5036,11.7981,11.6364,11.2745,11.418,12.5997,12.3988,12.1426,11.61,11.011,10.5769
new_1872786_1873153,7.1833,7.4403,7.7127,8.3004,8.0449,7.7709,8.1228,8.1899,8.2078,7.7646,7.7799,7.6114
BSU17410,10.3682,9.9852,10.881,9.9849,8.6981,10.4073,8.5441,8.4956,8.5224,8.3588,8.1543,7.9822
new_1874062_1874202,9.8119,9.5625,8.7465,12.9706,12.7683,13.4232,8.3746,8.2314,8.3554,8.0607,8.0293,7.8761
BSU17420,10.3742,9.9311,9.5994,12.416,12.4806,12.9107,7.9476,7.896,7.9006,7.6657,7.6043,7.627
BSU17430,11.1913,11.1468,11.0864,12.856,12.4062,12.6531,12.3116,12.035,12.2436,12.9622,12.0717,11.5162
BSU17440,11.0387,11.3121,11.3886,12.3875,12.2816,12.1994,12.1527,11.8412,12.0798,13.1268,12.2928,11.359
BSU17450,14.455,14.112,14.5999,14.3075,14.5244,14.38,14.8528,14.6814,15.3175,16.489,16.4504,16.4147
BSU17460,14.4263,14.5861,14.9305,13.6586,13.5193,13.5439,14.5497,14.4836,14.7668,16.2576,15.99,15.618
new_1879781_1880041,7.2409,7.5818,7.825,8.3408,8.4052,7.9172,8.6186,8.595,8.9398,13.4974,13.1147,12.6429
BSU17470,9.9775,10.0726,10.1232,11.1899,10.8948,11.0115,9.85,9.8094,10.0361,13.2263,12.7534,12.4403
new_1880378_1880622,10.07,10.0875,10.1692,11.5357,11.3374,11.5124,9.8279,9.6445,10.0213,12.994,12.4743,11.7806
BSU17480,9.9449,9.7879,10.0518,11.1709,11.1075,11.1668,9.6159,9.3702,9.8129,12.661,11.96,11.5772
BSU17490,8.8924,8.9775,9.0685,10.7818,10.6023,10.7292,8.899,8.8123,9.1744,11.2574,10.6042,10.3843
new_1881406_1881535,12.8823,13.2088,13.566,14.0504,14.3485,14.079,12.2932,12.2762,12.6344,12.43,11.9184,10.9429
BSU17500,12.2957,12.4979,12.645,13.752,13.5773,13.3782,11.7923,11.6004,11.9688,12.3069,11.8017,11.1255
BSU17510,11.6905,11.9657,12.3849,13.1631,13.149,12.9013,11.4037,11.1327,11.6244,11.8338,11.4511,11.0735
BSU17520,10.2669,10.3483,10.4309,11.3819,11.272,11.3757,9.3528,9.3947,9.4488,7.9675,7.8643,7.7813
new_1884169_1884237,12.2389,12.2141,12.5028,12.7692,12.3927,12.4789,12.0145,11.7187,11.7316,11.7942,11.329,10.7502
BSU17530,11.914,11.8671,12.3746,12.2783,12.1601,12.2415,11.6547,11.5764,11.6078,11.2883,11.0334,10.7702
new_1884880_1884967,11.7771,11.4883,11.8268,12.0526,11.7848,11.7197,11.4654,11.2883,11.2315,11.1142,10.6771,10.1318
BSU17540,11.7006,11.5102,11.9136,11.9131,11.7255,11.7281,11.4469,11.2524,11.235,11.1434,10.7528,10.0705
BSU17550,11.3863,11.4081,11.7252,11.8713,11.4477,11.4437,11.2749,11.1814,11.2252,11.1358,10.7403,10.0384
BSU17559,11.463,11.4571,11.8026,11.5869,11.4102,11.3764,11.3628,11.1113,11.0367,11.1147,10.5753,9.9398
new_1885918_1886056,11.5221,11.4843,11.787,11.7013,11.4782,11.448,11.3736,11.1649,11.0906,11.1384,10.699,9.932
BSU17560,11.3443,11.521,11.8363,11.8459,11.554,11.4264,11.3928,11.0225,11.0868,11.1139,10.5992,9.8598
new_1886528_1887351,8.7217,9.0416,9.0489,9.5475,9.5879,9.328,9.2177,9.166,9.4159,9.1878,8.7319,8.5085
BSU17570,7.2496,7.6136,7.7545,7.35,7.4725,7.2819,7.4154,7.4639,7.5088,7.2153,7.348,7.431
BSU17580,7.9546,8.2447,8.3774,8.2147,8.2473,8.073,8.1238,8.0288,8.2645,7.6853,7.6365,7.6555
new_1888890_1889195_c,7.5472,7.6104,7.8885,8.9073,8.7083,8.8258,7.0227,7.1444,7.4553,7.71,7.7169,7.7968
BSU17590,10.0249,10.2269,10.2968,10.7107,10.4348,10.3955,10.1727,10.0331,10.1908,10.6998,10.2418,9.9588
new_1891565_1891743_c,10.3115,10.3197,10.8578,10.9406,11.0942,10.9381,10.9555,10.7776,10.8882,11.622,11.188,10.7998
new_1891803_1891907,8.0426,8.4982,7.9251,7.6774,7.6615,7.5981,8.4661,8.3407,7.7974,7.9371,8.2241,7.681
BSU17600,8.0363,8.2693,8.4422,8.1075,7.9483,8.0324,8.0195,8.004,7.8045,7.8832,8.0055,7.8413
new_1893246_1893320,9.0629,8.9984,9.3875,8.3303,8.4538,8.3339,8.2989,8.3461,8.336,7.9389,7.9572,7.8663
BSU17610,9.1263,9.209,9.2245,8.8054,8.8393,8.6313,8.7266,8.6369,8.5126,7.8007,7.8052,7.6469
new_1894896_1895211,9.4385,9.423,9.5611,8.9753,9.0218,8.8583,8.789,8.5758,8.8273,8.0178,8.0127,7.8682
BSU17620,9.0986,8.9588,9.2954,7.8688,7.8615,7.9,9.7323,9.4624,10.1098,7.6583,7.7194,7.6924
new_1896225_1896423,8.8159,8.9879,9.3555,7.9534,8.1143,8.1432,9.2801,9.2956,8.8904,8.7182,8.2821,8.1598
BSU17630,8.1772,8.1047,8.232,7.6606,7.5312,7.3754,8.2161,8.0892,8.1048,7.8478,7.7203,7.6588
BSU17640,8.7148,8.623,8.4162,10.9305,10.9837,11.2883,6.8688,6.9214,7.1828,7.8547,7.635,7.6842
new_1899126_1899205_c,10.0315,9.6396,8.9774,12.28,12.168,12.6934,7.0619,7.1442,7.5231,8.4226,8.0881,8.187
BSU17650,11.0176,10.9593,10.9422,10.2793,10.5144,10.142,11.6528,11.5346,11.5905,9.5083,9.0514,9.0086
BSU17660,10.6578,10.6834,10.7591,9.7412,9.9501,9.5494,11.5088,11.2399,11.0544,9.4207,8.9549,8.6911
new_1900263_1900568_c,10.6289,9.8173,9.6262,12.8166,12.5012,12.5906,10.4649,10.4184,10.8468,11.6503,11.272,11.0381
new_1900515_1901611,10.5688,10.4532,10.7202,10.0105,9.8897,9.8905,11.187,11.0802,11.0652,10.0475,9.5005,9.2425
new_1900570_1900855_c,12.4307,11.8928,12.1093,13.7859,13.5804,13.6079,11.9814,11.8795,12.1309,12.5791,12.5399,11.5747
BSU17670,10.4804,10.3443,11.07,11.5733,11.5215,11.527,9.2065,9.0332,10.4089,10.3684,10.0963,9.6063
BSU17678,10.8907,10.6971,11.0301,10.815,11.0094,10.8107,11.5979,11.4761,11.4534,10.8341,10.2698,9.8301
new_1901738_1901854,10.8148,10.5971,10.8997,10.6739,10.9135,10.7538,11.553,11.3948,11.2974,10.8042,10.1565,9.7855
new_1901856_1902166,10.7976,10.6305,10.9839,10.5236,10.4534,10.3498,11.0226,10.8161,10.9325,10.351,9.7901,9.4949
BSU17680,10.4168,10.2775,10.6211,10.2585,10.2686,10.2016,10.8422,10.5042,10.7045,10.0552,9.454,9.1804
new_1903165_1903471_c,10.7319,11.1218,11.2933,13.1927,12.6251,12.6982,10.0463,9.8362,10.1032,10.4993,9.9859,9.586
new_1903330_1903490,8.506,8.5052,8.5605,9.0147,8.8807,9.0501,8.4068,8.385,8.6981,8.4584,8.3396,8.1658
BSU17690,12.7835,13.1618,12.9313,14.454,14.1584,14.12,11.2546,10.8226,10.9631,11.1175,10.4811,9.9811
new_1904268_1904392_c,8.3788,8.5656,8.5127,8.7784,8.594,8.8659,8.859,8.8322,10.107,8.1305,7.9632,7.8515
