SMMPr_1,SMMPr_2,SMMPr_3,LoTm_1,LoTm_2,LoTm_3,BMM_1,BMM_2,BMM_3,Cold_1,Cold_2,Cold_3
new_929322_929389,9.2719,9.4231,9.4055,13.1128,14.5531,12.9798,8.9979,9.0879,9.9252,8.5969,8.1143,7.9722
BSU08580,12.1402,12.3635,12.415,13.0323,14.4451,13.1858,10.3501,10.1599,10.5441,10.6364,10.4016,10.1044
BSU08590,11.5984,11.8348,11.8428,12.6658,14.0184,12.6098,9.7487,9.5666,10.0422,9.8566,9.5477,9.0885
new_930671_930735,8.7814,8.9723,8.9365,9.1134,10.1993,9.3255,8.4043,8.3599,8.6122,8.3058,8.3769,8.428
new_930737_930817,13.307,13.2695,13.4934,12.6498,11.3518,12.7104,13.105,13.2413,13.0388,12.6637,12.0563,11.178
BSU08600,11.9854,12.0449,12.196,11.3798,12.5419,11.3667,11.7422,11.6591,11.9125,11.0948,10.6483,10.0875
new_931808_931878,10.5812,10.6081,10.9181,9.9869,11.2975,10.151,10.5361,10.5459,10.6073,9.6449,9.5157,8.8852
BSU08610,10.5201,10.3246,10.5741,9.5779,10.2732,9.8185,10.5577,10.4369,10.8152,9.3518,8.9877,8.6499
BSU08620,10.3619,10.3417,10.4647,10.5822,10.4861,10.3764,10.7593,10.5008,11.1047,10.8947,10.4687,10.1355
new_935441_935588_c,11.2333,10.9032,11.2117,11.1801,10.8044,10.8834,11.4444,10.9967,11.4341,11.951,10.835,10.0973
new_935578_935655,10.7105,10.9371,10.866,10.8255,10.3264,10.6399,11.7812,11.6594,10.7203,11.8254,10.5071,9.5819
BSU08630,10.4785,10.5318,10.6306,10.3263,9.7372,9.9699,11.2131,11.0743,11.0011,11.0941,10.1831,10.0276
new_936766_937078,12.4473,12.3377,12.8932,12.1039,11.856,12.0793,13.3003,13.3198,13.3831,12.6008,12.0151,11.6058
BSU08640,9.1881,8.7691,8.4763,9.2485,9.4222,10.2146,6.7281,6.8311,7.1526,6.9216,7.179,7.3369
BSU08650,12.0716,12.2458,12.3606,11.7353,11.5265,11.6735,13.0739,12.7671,12.8842,12.209,11.527,11.1401
BSU08660,15.9654,15.251,15.3649,15.1417,14.9531,16.0503,14.2721,13.9397,14.2795,13.5424,13.0021,12.7364
BSU08670,10.6034,10.6824,10.3634,11.2523,10.9312,10.9278,8.4673,8.2018,8.6129,9.0163,8.7048,8.4361
new_938656_938730,13.0838,13.212,13.17,14.1983,14.0191,13.797,13.0669,13.0184,13.4329,14.5916,13.9082,13.1345
BSU08680,12.397,12.4801,12.4554,13.6193,13.1707,12.9498,12.5357,12.2798,12.6255,13.6515,13.244,12.7163
BSU08690,10.6049,10.6782,10.7617,11.573,11.1259,11.2392,11.1031,10.8083,11.4334,12.3999,11.5249,11.1616
BSU08700,10.754,10.4572,10.5096,12.216,12.631,12.3492,12.5935,12.2375,12.3368,11.7765,11.486,11.1732
new_942230_942320_c,11.4324,11.2402,10.8238,12.5024,13.2342,13.1422,13.2008,13.0588,12.9284,12.5428,12.0473,10.8005
BSU08710,11.6635,11.741,11.7411,13.3311,12.9128,13.0128,12.2399,11.9813,12.0127,13.7292,13.2611,12.5189
new_943787_944498_c,7.8409,7.9909,8.0021,12.1162,11.8752,11.9194,7.2889,7.3756,7.6793,10.5832,10.2131,9.891
BSU08720,12.7306,12.8046,12.9826,13.0876,13.0414,12.8313,13.1756,12.8605,12.917,12.7343,12.4343,11.9538
BSU08730,12.0841,12.0615,12.4242,12.2442,11.9912,11.7925,12.3692,12.4523,12.5271,13.4591,13.3117,13.2899
BSU08740,12.0193,11.997,12.1885,14.8766,14.5088,14.4183,11.6365,11.4402,11.4473,14.6569,14.2241,13.7532
new_945324_945415,8.2527,8.048,8.3614,10.1131,9.5646,9.9939,8.9407,8.8814,9.1,11.8857,12.0884,12.2292
new_945417_945519,11.9483,12.1564,11.634,12.6952,12.0792,12.4277,13.2886,12.9148,13.4858,13.3877,12.9604,12.4443
BSU08750,11.9009,11.8149,11.974,12.0609,11.6949,11.7943,12.3046,12.133,12.7876,12.7234,12.1807,12.0341
new_946423_946695,13.8648,13.1966,13.8662,12.5254,12.8893,12.6226,15.6033,15.4929,16.191,15.6092,15.9927,15.8542
new_951346_951431,12.165,12.827,12.084,13.2577,12.8858,12.8946,14.2213,13.9346,13.6531,14.9942,13.991,13.5909
BSU_tRNA_30,14.2523,13.4932,13.6465,14.3402,13.5962,13.5994,14.9816,14.8428,14.6302,15.6091,14.1754,13.594
BSU_tRNA_38,14.1191,13.7083,13.7997,13.9578,13.6443,13.5879,15.1754,14.5389,13.8671,15.523,14.0142,13.1609
BSU_tRNA_42,12.3972,11.8352,12.38,12.3338,12.2024,11.8227,13.8061,13.4711,13.6081,14.2147,13.1894,12.8883
new_952948_953024,12.4999,11.9244,12.38,12.6041,12.6769,12.4054,13.7284,13.4684,13.9881,14.262,13.1855,12.905
new_953026_953194,8.6447,7.942,8.2,9.4538,9.0438,9.1654,12.0972,11.9727,12.4439,11.5304,11.2507,11.2512
BSU_tRNA_44,10.4915,10.1702,9.8253,9.4182,9.0151,9.5466,10.2212,10.5254,10.3334,11.3301,10.7867,10.2674
BSU08760,14.0925,14.5467,14.7487,11.8338,11.3295,11.6814,12.6232,12.4412,12.5235,11.9033,11.6608,11.359
BSU08770,8.5087,8.3706,8.4108,9.9144,10.2227,10.5494,8.4348,8.2612,9.0642,12.3829,11.5523,11.3946
BSU08779,7.9565,8.0943,8.1305,7.8179,7.862,7.9792,7.8283,7.813,8.1631,7.0837,7.4127,7.4951
BSU08780,10.839,10.9848,10.933,10.0999,9.7545,9.8282,11.0923,11.0419,10.3604,9.8618,9.1813,8.7874
BSU_misc_RNA_11,13.9506,14.2448,14.2796,14.6964,14.4328,14.3572,15.2908,15.2467,14.0862,14.5595,14.0089,12.4764
BSU08790,14.0861,14.1834,14.3303,14.4396,13.986,14.097,15.4449,15.4205,15.0866,14.2692,13.8342,13.1905
new_957688_958613,9.682,9.84,9.8577,10.7273,10.1466,10.358,11.2446,10.9803,10.805,9.2241,9.1008,8.7683
BSU08800,7.0111,7.3248,7.4723,7.1676,7.1649,7.0566,6.8064,6.8795,7.0389,7.0579,7.5535,7.5457
BSU08810,6.6251,7.0865,7.1528,7.0582,7.1197,7.0628,6.9165,7.0876,7.1556,6.9602,7.3445,7.4081
BSU08820,11.4044,11.5884,11.7934,10.3881,10.4652,10.7788,13.4299,13.4469,12.8485,10.6109,13.1381,12.4986
new_961009_961338,7.3633,7.4247,7.437,9.5395,9.6559,10.0341,7.0593,7.2395,7.1499,6.9503,7.4218,7.5366
BSU08830,6.3908,6.8364,6.9929,7.2035,7.256,7.2014,6.7178,6.8174,7.0192,6.8722,7.1355,7.3007
BSU08840,6.4258,6.9098,6.9944,7.1352,7.1293,7.1475,6.7406,6.8184,7.0553,6.891,7.1493,7.2966
BSU08850,6.5327,6.8681,6.9767,7.2826,7.2187,7.1356,6.8918,6.8566,7.0179,6.904,7.1375,7.198
BSU08860,6.8164,7.1126,7.1765,7.6893,7.6725,7.7166,7.126,7.0528,7.2661,7.1933,7.3822,7.2654
BSU08870,9.4479,9.7467,9.7513,9.978,10.0141,10.0023,10.7551,10.4358,10.453,8.7895,9.1482,8.8207
new_965798_965868,7.0337,7.2601,7.5137,7.391,7.4048,7.0789,10.2152,10.0435,10.0405,7.1308,8.9944,8.7109
BSU08880,7.1663,7.3552,7.5981,7.1934,7.2446,7.0206,13.7366,13.5972,13.5548,7.3102,13.028,12.3084
BSU08890,10.0714,10.2454,10.2698,9.2595,9.4569,9.1526,10.5719,10.3902,10.9181,8.8634,9.1883,9.1274
BSU08899,10.1704,10.3223,10.3173,9.4205,9.772,9.3162,10.8543,10.7211,10.9825,9.4491,9.6066,9.2908
new_967139_967321,9.307,9.5462,9.6108,10.4891,10.1094,10.029,10.4193,10.2018,10.5385,11.5059,11.3476,10.4821
BSU08900,9.4968,9.754,9.6799,9.5117,9.2231,9.2022,9.9,9.7327,10.2796,9.007,8.863,8.7115
new_967323_967934,8.1838,7.9471,8.0852,9.0002,8.61,8.8646,9.15,9.0063,9.0114,10.1441,9.6891,9.4049
BSU08910,8.5772,8.516,8.5696,9.3231,8.9586,9.2269,9.1785,8.9676,9.1144,10.2034,9.6319,9.2035
BSU08920,9.6009,9.4166,8.9561,12.341,12.413,12.7208,7.8922,7.8514,7.818,8.1059,7.9973,7.8433
BSU08930,12.1282,12.2045,12.2599,12.6225,12.5156,12.7111,12.5889,12.3959,12.7394,12.4775,11.9278,11.7823
BSU08940,10.6653,10.7699,10.6857,10.714,10.158,10.3389,10.9481,11.0528,10.8068,11.2617,10.2339,9.8907
BSU08950,10.1305,10.3527,10.3895,9.9838,9.5838,9.6189,10.6083,10.3647,10.0529,10.6844,9.9373,9.3846
BSU08960,10.4455,10.3621,10.6008,10.0265,9.7324,9.6608,10.5948,10.4274,10.1316,10.8638,10.0257,9.4511
new_972833_973008_c,11.6975,11.5929,11.6003,12.6163,12.4466,12.662,10.7999,10.5921,10.6524,10.4134,9.7572,8.9284
BSU08970,11.6343,11.3907,10.8143,14.9658,14.968,15.071,7.4369,7.3488,7.47,7.5169,7.5068,7.5059
new_975132_975230,10.3614,10.2769,9.7678,14.1112,14.2732,14.6191,7.0627,7.0784,7.3825,7.0743,7.2615,7.4737
BSU08980,10.5848,10.4224,10.2602,14.2415,14.3043,14.4849,8.6078,8.4368,8.5214,8.4781,8.1187,7.9129
BSU08990,10.0227,10.2179,10.3448,10.3294,10.2248,10.0414,12.0235,11.7661,12.2313,12.0026,11.4426,10.995
BSU09000,10.2886,10.1083,10.1578,10.2827,10.5452,10.7019,11.7079,11.3763,11.7463,11.595,10.8412,10.598
BSU09010,10.6228,10.4457,10.4406,10.4135,10.4289,10.7942,11.6993,11.4992,11.983,11.566,11.0493,10.5249
BSU09020,10.2171,10.0557,9.884,10.5423,10.2265,10.7752,11.2009,10.7982,11.238,11.0297,10.2494,9.6798
BSU09030,9.1378,9.028,9.0014,9.4298,9.2757,9.5439,10.1013,9.6014,10.1192,10.0027,9.516,8.7433
BSU09040,7.2819,7.3737,7.5613,7.3697,7.1438,7.2394,7.9196,7.7725,7.5201,8.0275,7.7514,8.0785
BSU09050,10.4488,10.4455,10.6516,10.1054,9.6792,9.6974,11.022,10.8682,10.9414,10.9757,10.721,10.2523
BSU09060,10.175,10.1181,10.5799,9.7461,9.671,9.4489,10.8213,10.5886,10.4873,10.771,9.9462,9.6101
BSU09070,10.1734,10.3268,10.458,9.6902,9.3281,9.2775,10.8995,10.7076,10.4875,10.6228,9.7511,9.5058
BSU09080,10.3181,10.5068,10.6271,9.5535,9.2524,9.2602,11.1008,10.872,10.5619,10.4166,9.4646,9.1611
BSU09090,10.1584,10.3616,10.5596,9.2606,8.8885,8.7425,10.5991,10.3507,10.497,9.7938,9.5776,9.4418
BSU09100,14.6295,14.6213,15.036,14.8823,15.2333,14.5531,14.9745,14.9457,15.3702,16.3619,15.8244,15.5644
new_984466_984593_c,16.2216,16.0561,16.3273,16.3355,16.1309,15.9266,16.3173,16.2736,16.2808,16.4082,16.3906,15.9193
new_984595_985733_c,9.7745,9.8416,9.9942,9.3679,9.0585,9.0542,10.4438,10.198,10.3884,10.1935,9.6517,9.408
new_984790_984900,12.2945,12.2275,12.3694,13.0397,12.7294,12.8704,12.7266,12.5483,13.058,12.1098,11.9382,11.5824
BSU09110,11.6561,11.5633,11.816,12.3793,11.9876,11.9519,11.7848,11.6352,12.1507,11.3179,10.6917,10.8332
BSU09120,11.0092,10.8686,11.0156,10.6349,10.3116,10.4757,12.054,11.9293,11.9586,11.3742,10.6596,10.4076
BSU09130,10.185,9.8979,10.2742,11.0729,10.4647,10.7532,11.3984,11.2098,11.1789,10.2137,9.4567,9.0313
new_988013_988416_c,7.6208,7.5036,7.3466,8.4655,8.7862,8.8105,6.8642,6.8414,7.2211,7.0392,7.2068,7.3
BSU09140,9.8232,9.4589,9.1413,10.5322,11.0409,10.9467,7.2204,7.3663,8.7821,7.0918,7.2477,7.3634
BSU09150,11.6593,11.007,10.8964,11.7294,11.884,12.5819,8.6238,8.4162,8.6822,9.4857,9.1127,9.1457
BSU09165,10.1169,10.0322,10.936,10.2954,10.145,10.5329,6.8051,6.9021,7.0926,6.9501,7.2129,7.3287
BSU09180,12.0347,11.4845,11.0674,11.3117,11.4388,12.3081,7.8872,7.7683,8.0515,7.4276,7.4942,7.5542
BSU09190,10.8571,10.9057,10.673,9.4914,9.1036,9.2065,9.2667,9.0269,9.1458,9.1963,8.4763,8.1813
BSU09200,11.2019,11.2922,11.2668,9.9633,9.7706,9.6732,9.5938,9.4305,9.454,9.6058,9.0606,8.771
BSU09210,9.0633,9.0426,9.1234,10.0075,9.8377,10.0424,9.4987,9.2624,9.5496,9.5718,9.015,8.7704
new_996597_997083_c,9.0383,9.0467,9.1238,10.3958,10.1269,9.9202,9.8072,9.7565,10.3388,10.0324,10.0145,9.5978
BSU09220,8.1077,8.0546,8.2449,7.9775,7.9603,7.7169,8.323,8.4766,9.8556,8.0062,8.1315,7.9511
BSU09230,12.6068,12.0162,11.7694,9.7489,9.8584,11.1884,7.8862,7.7629,8.3026,7.8152,7.7507,7.7469
BSU09240,10.7441,10.8598,10.7802,10.6144,10.5694,10.6101,11.7041,11.5394,12.7496,10.2649,9.137,8.7799
BSU09250,11.1352,11.3202,11.3962,11.0139,10.7424,10.9802,11.9338,11.8078,13.2977,10.6358,9.5784,9.3449
BSU09259,7.8308,8.1611,8.0889,8.7762,8.5617,8.4114,8.2952,8.2004,9.4265,8.3545,7.9716,7.8595
new_1000282_1000363,12.0315,12.1169,12.0033,11.6382,11.5333,11.6171,12.4873,12.2881,12.0752,11.3715,10.631,9.2265
BSU09260,11.2229,11.1844,11.0639,11.0517,10.5919,10.866,11.4686,11.0535,10.9454,10.2808,9.3162,8.8907
BSU09270,10.8201,10.7925,10.8844,10.929,10.6917,10.8239,10.8835,10.6457,10.8804,10.0721,9.4457,9.1926
new_1002410_1002500,10.7251,10.7374,10.7599,11.7202,11.1688,10.9295,12.1054,11.6097,11.7675,12.2708,11.9154,11.3364
BSU09280,9.5875,9.7323,9.7951,10.545,9.9115,9.9139,11.167,10.62,10.405,10.8404,10.01,9.8273
BSU09290,10.3094,10.4401,10.5546,11.4657,11.0582,10.8734,11.607,11.3717,12.7435,11.2066,10.2355,9.6832
new_1004835_1004923,10.2977,10.4904,10.7213,12.2683,13.5397,12.2207,11.9068,11.4176,12.4115,11.6037,10.663,10.0585
BSU09300,9.5495,9.7594,9.6612,9.3486,9.361,9.1376,11.822,11.1982,11.687,11.2511,10.4715,10.1757
new_1006655_1006728,8.8656,8.9196,8.3887,11.7676,11.964,12.0471,10.5389,10.2026,11.0587,9.4889,7.8138,9.4413
BSU09310,12.9827,13.1771,13.3325,12.6219,12.6321,12.6272,12.9824,12.7019,13.0868,11.9492,11.2693,10.7391
new_1008553_1008622,7.069,7.6298,7.6392,9.8696,9.9693,9.7659,7.6855,7.6946,8.1982,7.9771,8.0282,8.0605
BSU09320,10.6326,10.4736,10.4005,10.872,10.5982,10.6769,10.3484,10.046,9.6868,11.2739,10.4397,9.6861
BSU09330,11.2178,11.1961,11.1971,11.3948,11.1687,11.1128,10.9223,10.6954,10.6409,11.7976,11.156,10.5323
BSU09340,10.6249,10.6313,10.7762,10.6885,10.4612,10.4636,10.0621,9.7802,9.7893,10.8706,10.3145,9.9467
BSU09350,10.7773,10.4286,10.2898,8.2634,8.1715,8.7756,7.5877,7.4885,7.8696,9.2861,8.9981,8.931
BSU09360,9.1033,8.6624,8.6277,9.9689,9.8846,10.5027,7.843,7.7579,7.7914,8.8932,8.5045,8.1789
new_1011751_1013617,7.9726,7.9217,7.9958,9.8443,9.5594,10.0232,7.1271,7.3384,7.7809,7.7928,7.9846,8.1387
BSU09370,13.3658,13.148,13.4169,11.5579,10.9386,11.2747,13.7713,13.6,13.4619,14.2258,13.7152,12.8583
BSU09380,13.5191,13.3274,13.4487,13.6623,13.4564,13.3595,13.1847,12.9848,13.0767,14.926,14.4534,13.8848
new_1013861_1013971,9.5032,9.5007,9.6483,11.8699,9.708,10.1921,7.5539,8.9124,8.3714,7.6876,7.7887,8.7773
BSU09390,7.4463,7.5477,7.6235,9.2404,10.9508,9.3135,9.3372,9.5331,12.8618,8.1548,7.7017,7.5849
BSU09400,10.2234,10.0985,9.711,14.5875,14.8076,14.8973,7.6198,7.5732,7.6945,8.4873,8.0647,7.9725
BSU09410,9.9187,9.692,9.719,10.1345,9.8886,10.2397,8.8101,8.6698,8.7305,9.4555,8.9134,8.718
new_1018497_1020028_c,10.6469,10.3272,10.5554,10.7331,10.2233,10.3404,10.0193,10.0326,10.4479,9.8854,9.8478,9.256
new_1018650_1018937,11.678,11.0214,11.6044,13.4457,13.567,13.3093,12.9441,12.9489,12.8303,13.6856,13.2351,12.8936
BSU09420,13.1681,13.4352,13.5663,12.3596,11.9672,11.8627,12.4187,12.0807,12.1565,13.7202,13.2032,12.8534
BSU09430,10.029,10.1742,10.2698,11.2752,10.9073,10.8127,10.2106,10.0499,10.1395,11.2355,10.8389,10.4658
BSU09440,9.1319,9.3199,9.4843,10.3362,10.0084,9.9175,9.9487,9.6527,9.4579,10.0332,9.2514,9.0362
BSU09450,8.9977,9.107,9.1293,9.9963,10.4665,9.6378,9.5313,9.3571,10.4337,9.6483,8.9244,8.7588
new_1023253_1023349,12.1244,11.8133,12.0355,10.996,11.2905,11.3822,12.8128,12.7473,12.2556,11.4729,11.4133,10.1131
BSU09460,11.3562,11.165,11.4493,10.6532,10.6732,10.8646,11.9215,11.8903,11.2615,10.2262,9.6942,9.4267
BSU09470,9.7647,9.8546,9.742,10.2286,9.6745,9.7672,10.9789,10.79,10.4185,12.3338,11.1151,10.4416
BSU09480,8.488,8.5736,8.6244,8.5062,8.2222,8.0202,8.7385,8.4754,8.5959,9.0289,8.5335,8.2729
BSU09490,10.0844,10.3589,10.584,12.5951,12.5557,12.116,9.8234,9.669,9.58,9.9525,9.5074,8.8257
BSU09500,10.6342,10.7746,11.1427,10.9453,10.5847,10.5425,10.6588,10.2317,10.5578,11.9533,11.6835,11.0015
BSU09510,11.6356,11.7899,12.0465,11.9038,11.4839,11.4585,11.729,11.4578,11.8017,13.1874,12.5048,12.0343
BSU09520,11.747,11.9718,12.2181,12.2994,12.0262,11.8685,11.9458,11.7541,12.1089,13.5724,13.0667,12.5831
new_1030069_1030171_c,11.3275,11.1084,11.1801,12.5451,12.1463,12.01,12.1288,11.9158,12.0237,14.0376,13.4074,12.6212
BSU09530,9.5672,9.5536,9.341,13.013,14.2785,13.0745,10.5081,10.7251,12.1258,8.2738,7.8458,7.8142
BSU09540,12.7707,12.7892,12.845,11.2427,11.4812,10.8919,12.5422,12.3017,12.1441,14.4457,13.6043,13.4082
new_1032054_1034008,8.9145,8.7999,9.0123,8.774,8.6743,8.3904,8.3833,8.2991,8.4981,12.4077,11.8003,11.6098
BSU09550,13.6206,13.5976,13.7836,13.8196,13.3034,13.4929,13.7392,13.5725,13.6911,11.4786,11.1474,10.8381
BSU09560,13.5937,13.5174,13.7017,13.8261,13.2614,13.2844,13.819,13.672,13.7627,11.9431,11.3476,10.9979
BSU09570,11.8165,12.0715,11.9738,11.3881,11.0447,11.2837,12.8173,12.5532,12.1168,11.9751,11.2179,10.7374
new_1035257_1035395,9.9091,10.168,10.0998,10.7914,10.4617,10.3422,10.8602,10.6226,10.3703,10.2731,9.8842,9.8768
new_1035397_1035553,14.1528,14.0222,14.3411,15.6618,15.5507,15.3972,14.1037,14.1649,13.5384,15.7446,14.5559,13.18
BSU09590,13.7233,13.5244,13.6551,15.2793,15.0592,15.16,13.7116,13.4977,13.3544,14.9172,14.2626,13.7173
BSU09600,10.1872,10.197,10.3161,9.5333,9.1562,9.0892,10.4436,10.3208,10.2638,10.0602,9.6324,9.1437
BSU09610,10.5864,10.7623,10.6917,10.2909,9.8189,10.0069,11.1392,10.8817,10.7593,10.922,10.2888,9.8263
BSU09620,11.1139,11.1049,11.2504,10.83,10.4387,10.7645,11.5647,11.3005,11.1837,11.3057,10.376,10.0668
new_1038543_1038616,8.7367,8.4056,8.464,9.0566,9.2734,9.7247,6.867,6.9559,7.1069,8.1285,7.9948,7.9552
BSU09630,10.8473,10.543,10.4427,10.3144,10.0512,10.3963,10.5334,10.4946,11.3224,9.2284,8.7764,8.6631
new_1038761_1038814,10.8647,10.6288,10.6595,10.3552,10.1971,10.4116,10.4971,10.2862,11.252,9.2596,8.3374,8.4547
BSU09640,9.1086,9.0046,9.1653,9.3924,9.1063,9.2862,9.3193,9.0736,9.4311,9.5724,8.9508,8.7165
BSU09650,10.6813,10.91,10.9276,10.9647,10.7187,10.8073,10.3254,10.1677,10.1107,10.9284,10.2904,9.5433
BSU09660,12.4679,12.252,12.2033,13.106,12.4644,12.7972,12.6557,12.3728,12.3073,14.4206,13.3876,12.9318
new_1041710_1041809_c,13.667,13.3916,13.8402,14.38,13.9953,13.8285,13.6801,13.5044,13.5481,15.7052,15.5403,14.3901
new_1041733_1041928,10.8394,10.6005,10.2495,13.8864,14.1639,14.3781,9.2424,9.0983,9.2464,10.1961,9.8937,9.6055
new_1041930_1041993,14.207,14.373,14.3215,14.5462,14.5046,14.5301,13.6062,13.3097,12.7848,13.8418,12.2863,11.3607
BSU09670,13.5539,13.4735,13.7075,14.1039,13.9593,14.1301,12.7248,12.4098,12.2826,12.7893,12.1149,11.561
BSU09680,9.3922,9.2142,9.3046,9.9012,11.6946,9.8644,11.4607,11.0994,11.3766,8.9193,8.4852,8.1976
new_1044247_1044317_c,8.7305,8.2493,8.4635,10.9711,12.818,10.8367,11.4465,11.1234,9.7866,9.6142,7.9113,8.0142
BSU09690,8.4271,8.5796,8.7051,12.7241,14.8875,12.6273,8.1121,8.1824,9.4632,8.0289,7.8011,7.8152
new_1044967_1045036,12.593,12.1418,12.1882,13.3512,13.2777,12.7375,10.6078,11.5549,9.0307,12.0355,8.9879,8.3227
BSU09700,12.7706,12.9316,12.7774,13.6529,13.464,13.146,12.0984,12.026,12.0125,12.1465,11.1278,10.6182
new_1045199_1045317,10.2329,10.3869,10.4891,10.3215,10.0908,9.8473,9.9845,9.8234,9.303,11.9767,10.6621,10.0588
BSU09710,10.0679,10.0689,10.2395,10.0577,9.7381,9.7112,9.6137,9.4992,9.1265,11.54,10.5317,9.9223
BSU09720,9.8244,9.8719,9.9375,9.7663,9.4608,9.4678,9.3792,9.2387,9.1226,11.1027,10.2664,9.764
BSU09730,10.4099,10.4305,10.4289,10.5639,10.2228,10.0389,10.9156,10.5967,10.8559,9.6325,9.2457,9.0703
BSU09740,7.1669,7.3402,7.4455,7.5078,7.6663,7.8679,6.6693,6.6653,6.9167,6.8322,7.0892,7.2973
BSU09750,13.7984,13.2392,12.9361,12.9203,12.8928,13.9254,7.9531,7.6295,7.4311,7.4041,7.6856,7.7712
new_1050235_1050345_c,13.882,13.3897,13.157,12.9948,13.0432,13.9236,7.9791,7.604,7.3817,7.4205,7.7053,7.6527
BSU09760,8.206,8.0878,8.2451,9.6137,9.3819,9.3696,7.532,7.7055,7.9361,8.5934,8.4224,8.9085
BSU09770,10.8319,10.3659,9.8965,11.8418,11.8654,12.6184,7.3452,7.2397,7.6512,7.3429,7.3535,7.4464
BSU09780,11.1083,10.7826,10.2076,12.4814,12.3501,13.2083,6.9837,7.0434,7.1889,7.1457,7.3546,7.4267
new_1053254_1053359_c,11.3539,11.304,10.2606,13.0787,13.0852,13.7585,7.0875,6.8678,7.0233,6.9609,7.2469,7.3339
BSU09790,11.0408,11.0528,11.1798,11.3493,11.1068,11.2602,11.4944,11.1765,11.361,11.0673,10.2863,9.9413
new_1054654_1054745,11.6965,11.8168,12.0095,12.7089,12.8024,13.2682,11.7928,11.6923,11.6333,11.5427,10.7976,10.8673
BSU09800,11.4724,11.5479,11.5259,13.3728,13.2015,13.3096,12.0233,11.8575,12.2122,12.4422,12.0279,11.3835
BSU09810,9.6607,9.8524,9.969,9.1814,9.4468,9.045,9.6494,9.5298,9.4325,8.8988,8.8833,8.6843
new_1056384_1056537,12.8602,13.1376,13.5959,13.1008,13.0876,12.6806,12.3164,12.3456,12.1523,12.9918,12.64,11.9638
new_1056539_1056622,11.6136,12.1029,12.6088,12.9378,12.8274,12.5117,10.9546,10.9964,10.0145,12.4231,9.7837,9.9459
BSU09830,10.75,10.4418,10.0804,14.0415,14.1147,14.3495,8.0451,7.8489,7.9529,8.537,8.1766,8.166
BSU09840,9.9365,9.787,9.9315,11.3797,11.2656,11.4733,10.8789,10.593,10.6365,9.6416,9.0575,8.7609
BSU09850,9.2214,9.5428,9.4165,9.6973,9.5298,9.8778,8.4124,8.1644,8.4528,8.3107,8.0343,7.8026
BSU09860,10.1905,10.4631,10.5326,10.6988,10.6684,10.9724,9.0744,8.7926,9.1108,8.7916,8.4388,8.0958
BSU09870,11.194,11.3672,11.3009,11.6241,11.6487,11.7694,9.825,9.7038,10.1907,9.6495,9.3585,9.0237
BSU09880,9.3537,9.5814,9.583,9.3382,9.2441,9.2194,7.42,7.2937,7.4856,7.5275,7.4605,7.3679
BSU09889,9.5688,9.5203,9.4813,10.2602,9.8902,10.3266,7.9912,8.036,8.1339,8.6541,8.1403,8.0066
BSU09890,11.7769,11.719,11.9345,13.35,13.0207,13.2239,11.8806,11.4559,11.2017,11.1704,10.4211,10.0585
BSU09900,11.1455,11.1147,11.1933,12.5424,12.0845,12.2623,11.0082,10.6918,10.6917,10.5284,9.7918,9.5908
BSU09910,9.742,9.78,9.7361,10.8315,10.4002,10.3935,10.5187,10.4012,9.9713,9.7219,9.0807,8.752
BSU09920,10.222,10.2781,10.4466,11.4463,11.3463,11.356,10.7852,10.4681,10.5574,10.2269,9.6777,9.2349
BSU09930,12.2515,12.3551,12.6845,14.0035,13.7521,13.6258,12.4867,12.2646,12.518,13.6297,13.1394,13.0013
BSU09940,10.1332,10.0095,9.6287,13.5242,13.4784,13.6531,9.3424,9.0704,9.2059,10.1411,9.3562,8.9029
BSU09950,14.3438,14.5326,14.7467,14.1018,14.0113,13.7994,14.3602,14.2793,14.4729,14.8039,14.4107,14.0986
BSU09958,11.1031,11.348,12.1927,10.8103,10.0059,11.1042,6.7698,7.0584,7.1367,7.1387,7.3599,7.4341
new_1071489_1071740,10.7291,11.1529,12.0143,10.4296,9.783,10.781,6.8096,7.0451,7.1154,7.1247,7.3045,7.4186
new_1071709_1071971_c,11.3052,11.6161,11.7349,12.0179,11.8571,11.7323,12.4627,12.438,12.7151,11.6913,11.5287,11.4379
new_1071742_1072225,7.9787,7.9908,8.0004,8.0604,7.9292,7.9456,7.1277,7.1981,7.5186,7.4282,7.525,7.586
new_1071973_1072041_c,11.1334,10.8314,10.9518,11.5358,11.5151,11.4869,12.4984,12.4093,12.4591,10.5462,9.9259,9.5921
BSU09965,10.6556,10.3133,10.319,11.1019,10.7285,11.0005,12.3172,12.1585,12.2974,10.2048,9.724,9.4226
BSU09980,11.6677,11.7871,12.003,11.4595,11.0717,11.103,11.8029,11.3312,11.6444,12.0161,11.2285,10.4803
new_1072963_1073105_c,12.0565,12.1627,12.4711,12.4967,12.3832,12.5411,11.858,11.937,11.8952,10.6646,10.987,10.4674
BSU09990,13.44,13.6143,13.7438,14.0023,13.866,13.8173,13.4621,13.461,13.436,12.4487,12.1288,11.742
new_1073110_1073875,9.72,9.56,9.98,9.59,9.2,8.78,9.32,9.23,10.02,10.85,10.49,9.85
BSU10000,13.495,13.5523,13.5562,12.7914,12.5764,12.4774,13.2006,12.9922,13.2158,13.1164,12.5709,12.3266
